Hybridization REF	TCGA-AO-A0JE-01A-11R-A056-07
TMSB10	0.755214285714286
CXCL3	-3.1599
TMC4	2.648
OR7A10	0.539
STYK1	1.91675
CHRNA10	0.22475
CCNI	-0.17775
EP300	-0.201142857142857
LOC165186	0.364833333333333
HIC2	-2.288
SDR-O	0.196
OR2W1	-0.0255
KCNA6	0.863
TRIM74	-1.721
REEP6	0.5425
ATP5G2	0.17375
ERG	0.7025
TMEM42	-0.26825
PARN	1.53766666666667
SOD2	1.0054375
DIRAS1	-0.6695
PNPT1	-0.817
JOSD3	-0.3665
hCG_40738	-1.239
PDE1C	-1.9335
SEMA4D	0.735125
AGPAT1	-0.0285
NOSTRIN	-0.02725
MAP3K3	-0.253833333333333
MAX	0.9045
CAPS	3.2135
SERPINA12	0.6215
OSBPL8	-0.7015
RICS	1.191
NR4A2	0.9675
PPCS	1.10266666666667
LONP1	-1.43625
SCYL3	2.05725
HERC2P2	-2.1815
FIBCD1	1.79
C15orf41	-0.16425
DMC1	-1.20483333333333
C20orf27	-0.54325
RPS6KA5	1.0145
FAHD1	0.816666666666667
SLC12A4	0.08725
BRCA1	-0.924666666666667
GBL	0.67425
SLK	0.503333333333333
NUDT9P1	-1.15
NOXO1	4.4405
USP52	-1.346
BAZ1B	0.953625
SLCO2B1	3.61075
BBS12	1.253
LRGUK	0.0943333333333333
TERF2IP	0.305
COL1A1	5.6865
KIAA0090	-0.015
GRK5	-0.2095
AP1S2	-1.125
TMEM52	-0.343
CA11	-0.678125
OR4A15	0.120333333333333
ACBD3	1.7235
SPAG11B	0.140571428571429
PRDM2	0.7639
FOXP3	1.06325
SMYD3	2.6613
LOC389199	1.056
LGI2	2.05466666666667
NAPE-PLD	-0.5432
ANKRD6	0.9255
WDR45	0.406833333333333
SHROOM1	-0.976
PSCD3	0.979
PYY	1.0135
KCNC1	-1.2885
ARHGEF9	0.8695
OR8J1	0.68125
GPR55	0.462333333333333
NS3BP	-1.768
C10orf22	0.164166666666667
NAT8L	-2.42
DUSP4	1.432
FOXM1	-1.86466666666667
GRAMD2	2.3281
ZBTB48	-0.787333333333333
BUD31	-0.8475
PABPC5	0.388
CCDC41	-1.18575
FBXO11	-0.218666666666667
C6orf148	-0.91025
RFXAP	-1.73
C6orf15	0.161166666666667
CDK8	-0.840833333333333
C6orf70	0.431
TESSP2	0.151
ALG2	0.88725
PPP1R3D	0.024
TPM3	0.130611111111111
SYT13	4.14375
EPB42	-0.485666666666667
CETN3	-1.29525
PRY	-0.8905
NTHL1	0.110166666666667
POLR2B	-0.402
RPS28	-0.2755
P2RX3	0.6255
LYZL4	1.51275
WBP4	-0.2701
PMM1	-0.7155
C11orf79	0.59575
CBLL1	-0.86675
IL1F10	0.6672
VAX2	0.879
SETDB1	0.0688333333333333
LRAP	-2.5505
GCLM	-0.0533333333333333
CPEB3	2.79325
PPM1A	0.7158125
INTS1	-0.9155
CAMTA1	-0.46325
SAMSN1	-0.8475
LOC158830	-0.763
GMPPA	0.561
AIPL1	0.20675
IL24	0.0588333333333333
BDKRB1	-1.90766666666667
MLF1	1.3161
TAF12	-0.18875
ID1	-1.84025
THADA	-0.177125
PIK3CB	0.0145
OR4N5	1.527
TBC1D17	-0.0711666666666667
COX8A	-0.633
CDCA4	-0.792
C2orf44	-0.6925
ZNF534	-1.06575
IMMP1L	0.4375
NIPSNAP3B	0.29375
FTMT	1.099625
PWP2	-0.331666666666667
MMP15	0.4851
DNAH11	-1.469
MTMR14	-0.213375
DNAL4	0.48275
IPP	-0.5375
TMEM59	1.223
C1orf157	0.7435
RGS4	1.6525
DDX18	-0.0668333333333334
SNX6	0.34175
ZNHIT2	0.983666666666667
NCDN	0.179333333333333
FLJ33534	-0.3435
RAG1	-1.624125
OR4D10	0.4905
PTPN5	0.212333333333333
POMT1	0.20425
LRRC8A	0.3151
CYP1A1	-1.40725
CAPN1	-0.404
DDHD2	-0.613125
GRIK2	-0.34025
GNRHR	0.51375
PPBP	-0.11275
HTR3A	-1.05725
SLITRK4	1.60925
ANKRD49	0.31425
BTF3	-0.7878
SARS	-0.554
C13orf18	0.7104
CACNB1	0.450785714285714
QKI	0.576136363636364
SETMAR	0.532625
MAN2B1	1.2085
EML3	-0.32225
ACADL	-0.661666666666667
OFD1	-0.799125
DEFB114	0.373
CGA	-2.6006
PEX16	0.660333333333333
LRRC10	-0.6845
GNG12	1.28
C1orf152	0.357833333333333
CHRM1	0.5055
CD53	1.52575
DBH	0.08075
TFAP2B	5.456875
HIST1H2BJ	0.255833333333333
FAM46D	0.372
TMEM11	-0.60275
C3orf32	-2.09375
PCCB	-0.2825
IPO13	0.361875
C6orf105	-1.0505
COMMD5	0.98175
SUV420H1	-0.1588
LTBR	0.39125
ARHGAP15	0.00487500000000001
HDHD2	-0.45325
TDRKH	0.609
LOC401052	0.6
PSG4	-1.2655
GNB4	0.7203
SPATA4	1.65625
SLC9A3	0.383
OSBP	0.460166666666667
NBPF3	-0.993666666666667
DOCK11	-1.238
SLC39A5	-1.34983333333333
PRR5	1.0079
C10orf63	0.550125
SMTNL2	-1.414
ADRA1A	-0.213
ASAH1	1.8437
DOM3Z	-0.5982
GIPR	1.0145
AHI1	0.0445833333333333
NADSYN1	0.310833333333333
RGS14	-0.5279
IL18BP	2.3603
RTN4RL1	1.219
ARMC6	-0.2785
PSMD5	0.7295
HK3	2.4107
OR4S1	0.49175
RSU1	0.8625
MAD2L1	-2.123
EIF4A3	-0.33025
DLEC1	-0.384666666666667
E4F1	0.7865
CHMP2B	0.4636
CAMSAP1	-0.5155
RPS21	-0.783833333333333
ARID5A	1.2925
UBE2N	-0.1383
IGSF8	1.12733333333333
MAGEB6	-1.508
ACAD11	-1.2347
MGC4172	-0.59975
LMO4	-0.45875
KLKB1	-1.2385
HP	-1.0035
HDAC3	-0.10275
SCHIP1	0.802
CLCA1	1.11
OLFML2A	1.104125
C1orf112	-1.07425
KIF19	1.45766666666667
HAPLN4	-0.3842
CXCR7	0.535666666666667
GOT2	-0.1414
RAB38	-0.26625
DCX	-0.49525
PPM1H	-0.0959166666666667
NFYC	0.705583333333333
KIN	0.310375
ZNF228	0.17475
PLSCR4	2.484
HIG2	-0.888
FAM79B	3.62
C21orf86	-0.3686
KCNK10	0.54925
ZNF738	-0.60225
FSTL5	-0.420333333333333
OR6A2	-0.816
OTOA	1.731
EXOC1	0.48
AHRR	-2.382375
PDAP1	-1.95366666666667
C19orf6	0.066625
ZAN	0.68925
LY6G6E	0.4355
EIF4E2	0.52575
C20orf198	-0.229
ZNF324	0.997
CYP3A5	-3.32766666666667
ENTPD7	1.799
MBOAT5	0.381666666666667
GJB5	1.62075
TTC13	0.8055
S100Z	-0.959
KIAA0664	-0.439333333333333
PDGFRB	2.48683333333333
IL17D	-0.71325
OR56B4	-0.1555
RDX	-1.6365
SLC34A3	1.049
IL28B	1.071
JUND	1.20875
CHRNB1	-0.749625
CAMK2B	0.44225
FETUB	-0.975
CXorf23	0.59275
MRTO4	-1.6735
TTC3	0.1845
NDUFB8	-0.1025
EDG2	-0.33125
SEMA3G	0.59825
IL23A	0.5615
GRHL1	1.0099
LOC441054	-0.532
WDR65	0.604375
PSTK	-0.07175
STOML3	0.149166666666667
R3HDM2	0.106
C5	-2.41725
SLC2A10	1.90066666666667
C3orf22	0.744
PAQR3	-0.691923076923077
ANKRD26	-1.43058333333333
HCRTR1	0.6835
LOC399947	-0.21725
PSD2	-0.21725
TIGD2	-0.142
SCRN1	-0.382875
COQ10A	-0.48475
DDI2	-0.3495
METTL7B	-0.891833333333333
UCN2	0.798
FAM92A3	-0.268
WDR16	0.34425
ZNF511	0.167
ZMYM5	-0.7515
POLR3G	-1.783
ZNF586	1.2355
C1orf49	-0.0481666666666667
TANK	0.670666666666667
RCAN1	0.845666666666667
PELI3	1.285
LIMD2	0.203333333333333
TMEM189	-0.1435
NTN4	-0.5355
LOC151300	0.0225
CLEC2A	-1.8685
GPR135	-0.316625
DPYSL4	-2.7084
JAK2	0.635166666666667
TSHZ1	0.666666666666667
TM9SF4	0.459625
ZNF264	0.614666666666667
SIRPG	2.40825
BICD1	-0.56925
HERC6	3.18266666666667
METTL5	-1.1065
CASP1	2.143
PRRT1	0.412
PLA2G4C	2.6945
ICA1L	-0.536285714285714
TPTE2	-0.4074
OTUD7A	0.967166666666667
AQP11	-1.16825
APOA2	-3.9691
KALRN	1.2082
SECTM1	2.01883333333333
IFNAR1	0.3595
TALDO1	0.1855
RAB11FIP4	-0.272333333333333
EIF5A	-1.4305
FAM49A	2.59275
NEGR1	0.831666666666667
YTHDC2	0.458125
EHD2	-0.09925
NCF1	3.1891
SCRT2	1.1655
HOXA5	-1.31866666666667
NUP133	0.29875
FGF12	2.005125
SLMO2	-0.210375
SNTA1	0.025375
CACNG2	0.267875
GCM1	1.73475
ELF1	-0.428
TLR5	3.41625
TCFL5	-0.742
RBMY2FP	-1.8315
LOC100125556	1.1375
FAM129B	0.285875
MAP3K7IP1	-0.132625
NCK2	0.2605
OXA1L	-0.301
FMO9P	0.8595
ZSCAN12	0.222
PSMD12	-0.636833333333333
HSCB	-0.1155
CLDN10	-3.364
MGC13053	-0.752
HPCAL4	-0.749333333333333
ASZ1	-0.2545
MEX3D	0.70525
NFAT5	-1.6084
CSPG4LYP1	-0.7535
FBXO3	1.1334
DVL1	-1.09483333333333
CMKLR1	2.26316666666667
TYMS	-2.50775
PEF1	1.56575
ZNF750	1.11566666666667
MCM5	-0.7185
MEGF11	-0.84225
KCNK7	0.3355
PTP4A3	0.3895
C1QTNF2	1.91883333333333
OR6S1	0.034
FAM122B	-0.55125
ZNF551	0.589375
HBQ1	-2.3735
GEMIN6	-0.02
ARSK	0.95475
RBP7	0.724166666666667
CPNE9	0.07475
DSC1	0.6765
LOC730112	-0.81875
MAP2K4	-0.023625
HS3ST5	-2.0865
EPB41L3	-0.18925
TEKT2	3.04125
CDKN2B	1.46508333333333
ZNF480	1.141
MAP3K6	0.1225
MAP6	2.365
HN1	0.7369
OR2L13	-0.0546666666666667
SLC16A11	0.52825
FAM96A	-0.84975
APOL1	1.535
C5orf32	0.62875
RTP1	-0.225166666666667
RNF175	0.54175
ZBTB41	1.079625
AHCTF1	-0.5595
SAE2	-1.1902
ITGA2	-0.466916666666667
MME	-0.361
CCDC14	-1.46525
MAST4	0.8155
KRT33B	-0.531
KCTD2	-0.236
WDR26	0.29025
MFI2	0.175125
NR4A3	0.05675
ARSA	2.44525
UNKL	-0.0941666666666667
SULT6B1	0.426
CCNA2	-1.85133333333333
SOX15	0.5585
PPAPDC1B	-0.0583333333333333
C19orf44	0.725
MCAT	0.542833333333333
ARID1B	1.05575
OR52N1	-0.1985
C12orf48	-1.586
MAGI1	-0.96725
NIPA2	0.1995
GBX2	-1.375
RSHL3	0.043125
RAVER1	0.4885
C15orf17	-1.1655
SLC30A2	0.158125
ZNF518	-0.3585
PCYT1B	-1.41325
C10orf114	-0.5725
EIF3H	1.54691666666667
SLC25A39	-0.674833333333333
KIF1B	-0.60775
AMOTL2	-0.009
C6orf120	0.37175
PSRC1	-2.18375
PLA2G10	3.759625
KIF5C	0.072
MRPL37	-0.516
C17orf62	0.641833333333333
C9orf135	-1.858
DUSP10	2.6444
CLCNKB	0.278
PSMA5	0.172875
C8orf53	1.63975
AMPD3	1.73983333333333
PIAS1	0.36875
ADCYAP1R1	0.247
GYLTL1B	-1.53875
CDH20	0.00600000000000002
FBXO7	-0.143
TMEM134	1.20233333333333
FLJ14213	1.4005
ZNF3	-1.51325
LRRFIP1	0.029625
CNOT2	0.159583333333333
ABI3	3.18975
ALDH5A1	-0.708333333333333
HNT	3.4099
SERPINA4	-2.4045
TK2	0.7935
STMN1	-2.66966666666667
GUCA2A	-0.162333333333333
GALNT10	2.05321428571429
DPP6	-0.8392
C9orf93	-0.77425
PRELID2	-0.986375
STK39	-2.01175
SFTPA1	-0.6775
CKS2	-1.89044444444444
RHO	0.160625
C20orf135	-0.209
XKR3	-2.303
CR1	-0.691875
RPS6KA2	0.203928571428571
C20orf112	-0.84025
MRPL22	0.2945
C4orf23	0.536833333333333
GADD45B	1.1425
KLHDC1	1.30216666666667
C2orf48	-2.5105
ZNF287	0.1835
DAAM2	-0.38025
DPPA2	-2.66233333333333
TCTN3	0.606666666666667
DNAJB11	0.57125
FPR1	4.00425
DEFB4	0.3755
PTCD2	-0.7227
SMOC2	5.11316666666667
CABP7	0.08275
SERPINB11	0.411
MAGEF1	0.49375
NDE1	-0.2775
ITGA10	0.4255
FSHB	0.6555
ANXA2	0.995125
HORMAD2	0.00350000000000001
HLCS	0.40475
MCF2L	0.771666666666667
FH	0.322875
TBC1D24	4.71925
KIAA1505	0.88725
LGALS2	1.541
CNBD1	-0.5585
SYNPO2L	-1.2225
PTPN23	-0.336285714285714
C1orf183	1.04166666666667
MAGEA8	-1.1755
DGCR8	-1.821375
GSR	-1.01575
PAQR7	0.053
ZNF676	-0.27275
CACNA1C	0.4456
SP7	0.069
PDCD6	0.76725
NRN1L	-0.673
BRI3BP	-0.415333333333333
KIAA1183	0.91325
ASB4	0.13225
CCL23	0.9745
OBSL1	-0.113
SLC12A7	0.57375
KIAA0240	1.43425
CD1B	-2.23083333333333
FCGR2A	1.14275
MDC1	-1.26825
HTR1A	0.226666666666667
OCEL1	0.84025
ATP11B	-0.5029375
FBXO34	0.3645
PCDH12	4.065
RPE	0.55625
C17orf74	0.6785
CSDC2	1.41316666666667
PET112L	0.321
TMBIM1	0.255125
P2RXL1	0.33775
TCHP	0.265
TRMT1	-0.781666666666667
F2RL2	0.1745
LRRC32	3.4155
IMPG2	0.518
BGLAP	0.35575
LOC493869	0.341333333333333
MRAS	2.43625
SLC35F5	1.1945
CBWD1	-0.069
AXL	0.239375
ATP2C2	1.275
TELO2	0.13975
PNPLA3	-3.545
PCDHB14	1.98675
CD276	1.2305
KRT80	-0.93475
DUSP28	0.116
CSNK1E	-0.313333333333333
SRP14	0.545
KCNQ4	-0.158
KRT72	0.174833333333333
CCDC117	0.737125
C6orf89	-0.135333333333333
TUBB2B	-2.40683333333333
RTN4IP1	0.11225
CR1L	-3.213
CEND1	0.51075
C12orf41	-0.221
RNF31	0.517
UBN1	0.472166666666667
C17orf32	2.626
SLC5A7	0.679666666666667
GPR92	1.7885
ESAM	2.8542
CTNNA1	0.836333333333333
HRBL	-0.0524
CBX4	0.15925
TMEM182	0.66725
SH3TC2	-0.486
IL10	1.44283333333333
PXMP4	2.4275
RNF167	-0.2285
PAK7	-0.240166666666667
ETV3	-0.1795
ATPIF1	-1.28983333333333
LOC554207	-1.22066666666667
OR8H1	0.1995
WDFY3	0.254875
DPM1	-0.73975
GPSM1	-0.2315
WDR92	-0.1184
LRP1	0.967833333333333
ANKH	-0.094625
THUMPD3	-0.86875
POLR1B	-0.24525
OLFM4	1.9225
RAD9B	1.36825
TSPY2	-3.503
PAX6	-1.59
SCG2	-2.4315
SLC17A6	0.22925
FMO3	3.028625
PADI4	0.084
TUBB4	-0.8071
NLK	0.3815
POU4F3	-0.34
SDF4	-0.57275
ITGBL1	3.98416666666667
NETO1	-1.32775
TAP2	0.758875
ABBA-1	0.148666666666667
GNAI1	-0.5445
VPS4B	0.87825
NOPE	0.1342
GALNT6	2.409
SESN1	0.746125
GBE1	-1.38288888888889
CLASP1	0.11925
RASGEF1B	1.193125
ACOT11	-0.420928571428571
AFAP1	0.53425
OR2H2	-0.13575
DPY19L2P1	-0.9305
DZIP1	-1.083
SEC22C	-0.529333333333333
GPR161	-0.319333333333333
RNF146	0.66775
WDR74	0.08275
GALP	0.029
PURA	0.1755
DNPEP	0.34825
RP11-78J21.1	-1.012
ERBB2	4.6195
FANCM	-0.850083333333333
NEO1	2.26516666666667
DDX3Y	-4.4605
RPS3A	-0.2155
MXRA7	0.308571428571429
LGALS3	-0.5795
GLT8D1	-0.31575
CFL2	-2.31066666666667
UPB1	0.23275
NAP1L5	-0.5245
CLDN14	1.7745
DHX38	-0.73525
BTBD1	-0.416
TARS2	0.2225
ABCF1	0.0136
FCF1	0.0118333333333334
LRRC49	0.02025
GUCY1B2	-1.8655
C1orf177	1.93433333333333
SMARCA4	-0.716214285714286
LRP8	-0.2615
TAGLN3	-0.9025
MRPL14	-0.737
TTRAP	-0.41
ZDHHC20	0.783
NFE2L3	-0.88275
KIAA1377	1.29925
PALMD	1.6582
TMEM43	0.27125
TTL	-0.928125
STAT5B	-0.251166666666667
SSB	-0.921875
OR10H5	-0.0585
SLC22A13	-1.084
AKAP3	-0.81825
TIMM23	0.609166666666667
OAS2	3.47575
KIAA0423	0.995
TRIM11	0.68
GLIS3	2.5225
TMEM50B	1.03566666666667
ARHGEF4	-0.28475
DEGS1	1.02754545454545
TBL1XR1	0.925
G6PD	-1.222
SP140	1.4539
MUC17	-0.134
NUDC	-0.5021
DNAJC5B	2.27916666666667
SCARA3	-0.978333333333333
CPA3	6.55866666666667
BCAT2	-0.033375
MFN1	-0.0939
NRG3	0.593
SNX11	0.4335
PLEKHH1	-0.388333333333333
GPR177	-0.207833333333333
HCFC2	1.14375
TCAP	1.984
MOCOS	-0.44725
C14orf93	-0.29625
PRDM10	-0.6835
SLC16A4	0.641083333333333
SRGAP1	-0.777333333333333
VIP	-0.2175
DUSP27	1.81466666666667
LILRA1	1.0697
MC2R	0.2375
MGC24103	-1.7245
MBTD1	-2.5515
FUT11	0.302666666666667
USP33	0.1632
C15orf39	0.323
MAP3K12	-0.287
PAAF1	-0.317166666666667
BARHL1	0.245
FLJ16165	-0.2225
PIWIL2	-2.497
SYNE1	0.669
CMTM4	0.72975
TSPYL1	1.0572
GUF1	-0.96
TMEM157	1.2645
WDR44	0.314
HIST1H3C	-0.15125
DKFZp666G057	1.13475
RNPEP	0.60825
GAS2L2	1.96933333333333
ADH4	-4.306
GRPR	-0.401833333333333
FBXL17	1.2285
ZBTB10	0.131083333333333
Gcom1	0.206888888888889
HTRA1	1.9669
ZNF585A	-0.446
SLC26A2	-0.0849285714285714
OTOP3	0.0288333333333333
WISP1	4.02688888888889
ATP2B4	0.494416666666667
FLJ10769	-0.6115
CRAMP1L	-0.014125
CHST12	-0.5205
RAB22A	-0.0386666666666666
TARDBP	-0.604571428571429
STAU1	0.15975
CRB3	2.55266666666667
MIG7	-1.404
CHMP1A	0.185333333333333
ZNF160	-0.123
B3GALT6	-0.202
BARX1	-1.389
C6orf167	-2.105
NXNL1	0.6165
DHX29	0.430625
HADHB	-0.5025
PLXNB2	0.607875
ILDR1	-1.8485
SLC15A3	3.41725
GAS2	-1.73833333333333
C20orf69	-1.71125
NUMB	0.4985
TNIP1	0.17675
MESP1	-0.916
PSKH1	-0.11325
NSFL1C	0.645875
RHOG	0.67775
HEY1	-1.475
KNG1	-1.917125
ITGAX	2.3885
LIN9	-0.639
CANT1	0.662125
XRN1	0.0605714285714286
CCDC96	1.1448
HEATR6	-1.013
GNG7	0.105333333333333
RUNX2	1.8961875
SOX1	0.914
FCRL5	1.3435
ZNF99	0.020875
FAM9A	0.042
SNX22	1.05016666666667
MBNL3	-2.33066666666667
ODC1	-1.6341
ADORA2B	-1.9615
NR2F6	-0.4165
ZFYVE16	-0.315055555555556
SYNJ2BP	0.6865
POLE	-1.351125
E2F2	-1.058875
THRA	-0.252666666666667
PTGES2	-0.838666666666667
HIP1R	0.392666666666667
TMUB1	-1.21633333333333
ENO3	-2.33425
RSPH10B	0.237
CXorf39	1.3845
IRGC	0.21625
GPR109B	1.1375
FLJ13305	-1.3865
LCE3A	0.593
TNFRSF18	-0.4855
DET1	-0.47025
TRPM3	-0.196833333333333
C16orf79	-0.693
FECH	0.3475
RAP2A	0.326666666666667
CRIP1	3.61516666666667
AZIN1	-0.04975
SLC7A7	4.5945
IL10RA	1.4823
TMEM64	-1.81875
CDC42EP4	1.1589
C16orf58	0.3679
ARG2	-0.8
POU5F1P4	-4.6105
FAM62B	-0.252
DNAH8	-1.4675
ASH2L	-0.722125
TSLP	-4.83783333333333
CNTNAP5	-0.261666666666667
TMEM16C	2.08675
IFNA14	0.1055
SLC1A3	0.751
CABYR	1.944
BCL7B	0.4485
NUDT13	-3.036
C13orf28	0.374
C1orf53	1.5765
ARL6IP4	0.1033
RPL35A	-0.5155
EMR3	0.561
RAB40C	0.715416666666667
SLC41A1	0.0173333333333333
LRCH1	0.19125
LY6G5B	-1.339
FAM124A	0.1735
MGC10981	-3.836
CLIP3	0.4919
MAP4K2	0.1995
CHIC1	-0.343
SULF1	5.234
C20orf30	0.282214285714286
PRDM5	0.027875
ELOVL1	0.495
C11orf48	0.585625
SLC39A10	0.14475
KCNV1	0.0075
ACP1	-1.45266666666667
ZMYM2	-1.420625
B3GNT6	-0.228166666666667
C9orf69	-0.484
C2orf15	1.192
C20orf166	0.8815
HSP90AA6P	-0.4065
EDG7	-1.188
NEURL	-1.203875
LPL	-0.110333333333333
CLEC2D	0.388571428571428
GRRP1	1.75316666666667
CD8B	-2.4419
HIST1H3D	1.02683333333333
SLC6A12	1.16025
FAM27L	-0.176
CD84	1.8442
RASA1	-0.483
PHKG1	0.382
MAGEA11	-1.7005
IMPA1	-1.421
NPM3	0.04425
RARRES1	4.56525
SH3BP1	0.37875
B3GNTL1	-0.4365
ARPC5L	-0.0233333333333333
KLHL26	0.45175
SIM2	0.148625
GJC1	0.6605
C20orf194	0.48525
EXO1	-1.617
SLC2A2	-2.905
LOC285074	-1.19525
LRG1	3.199
KIRREL	0.048
PIK3R1	3.13842857142857
C4orf34	1.27125
MAF	-0.549777777777778
ADCY4	3.7515
ZMIZ2	0.4426
SLC46A3	2.95866666666667
STAMBP	-0.794333333333333
CCDC16	0.91675
MS4A12	0.1295
TCF20	0.28275
LRRC46	2.22275
C20orf152	0.7605
MRPS6	-0.347625
ABCB11	-0.426
KCNC2	0.2512
CDH19	-2.42266666666667
C9orf123	-0.779333333333333
SSH3	0.967125
LDLRAD1	2.26225
CCBE1	-1.0265
ZNF135	2.40875
TAAR1	-0.5745
WFDC12	0.142
CCDC42	0.609333333333333
FLJ12529	-0.666
PER1	-0.256833333333333
TIMM50	-1.00816666666667
SMARCAD1	-0.755333333333333
FAM26C	0.222
TP53TG3	-1.86083333333333
SH3RF1	1.3328
LMCD1	2.68825
GPR63	0.536
FLJ21986	-2.604875
AIFM3	-0.59475
MICAL1	-0.114166666666667
BLZF1	0.801666666666667
IQCA	2.0815
PCDHGC3	-0.1995
SAC	0.95575
BCL6B	2.264
DDO	2.146
MARCO	3.55725
DCHS1	1.32516666666667
C1orf170	0.3155
CD200R1	1.7095
C22orf15	-0.121
SEPT11	0.73
ADNP	-0.56975
UST	1.0187
C13orf34	-1.18516666666667
RFFL	1.05228571428571
APBA3	-0.1905
C2orf60	-0.285
CUTL1	-0.626
PMS1	-1.11428571428571
ZNF689	-0.4175
EIF3E	0.086
IL9	0.159
RPL31	-0.741625
LY9	1.0265
ATP2B3	0.286
KDELR2	1.33504166666667
TFCP2	0.56075
NLRP12	-0.061
FLJ45422	-0.127
TLE4	-0.3119
ZNF570	0.1185
FLJ43806	-0.504
TLK2	-0.4465
CIR	0.911
MARS2	0.0695
COL24A1	1.93225
SDF2L1	0.3635
HIBADH	-0.514
IGFBP3	-1.19992857142857
C12orf23	1.08875
PSPC1	-0.718
C20orf43	-0.033
TRAV20	0.392
ARHGAP24	0.735125
KIAA1975	-1.091875
C1QA	3.6912
DNTT	-3.768
C10orf6	-0.488583333333333
C11orf41	-0.088125
HNRPF	1.01525
COL11A1	7.79033333333333
UBAP2	-1.27883333333333
CDKN2AIPNL	-1.557
C20orf174	4.312
SPRED2	-0.04475
PLA2G12A	0.028
ICEBERG	-2.23416666666667
SCN10A	0.017
C11orf65	0.23025
GBP5	6.10825
PITPNC1	-0.2695
POU3F3	0.854
NCOA7	0.868875
LIN7C	0.2065
LOC348840	-0.8985
NKX2-2	-0.7595
ANKRD13D	0.21075
LOC123688	-0.583
FUT2	2.44116666666667
TAAR8	0.5415
FZD4	0.718666666666667
PNMA3	-1.11183333333333
OR4L1	0.324
WIT1	-1.70475
EXOC3L	2.56
ATPBD4	-0.449
KRBA1	-1.126
UBXD6	0.049
HOXB7	-1.10078571428571
C7orf23	-0.345
UNQ338	-0.95575
STAB2	0.56025
CDC20B	-0.9145
IRF9	2.71875
CENTG1	1.68983333333333
TNPO2	-1.1445
MCPH1	-0.370125
BMS1P5	-1.7355
SLC26A7	1.41225
HIST1H3J	0.975
C9orf3	0.4646
LBH	1.874875
MYO1D	0.155875
PTDSS2	-0.39475
NFU1	0.395
DEPDC4	-1.3465
WNT7B	0.9344
GLP2R	-0.579166666666667
SETD4	-1.0022
DYNLT3	-0.2743
FKBP11	-0.1635
SESTD1	1.0715
FLII	-0.20025
RPS16	-0.6678
CHPF	1.036
CSNK2A1	0.453833333333333
SUMO1P1	0.333
FKBP6	-0.777
ZNF214	-0.8915
TWIST1	0.774666666666667
DDX56	-1.08366666666667
TRAM1L1	3.4219
EPO	-2.76733333333333
MRPS18B	-0.10775
ZNF682	-0.324833333333333
RPL14	-1.1865
MAFF	-0.23375
LOC51136	-0.267125
LY96	0.6355
DDX20	0.134
ABTB1	0.495166666666667
ARL5A	0.2072
CCT6A	-1.18325
HEPACAM	-1.73033333333333
EHHADH	0.0691666666666667
RBAK	-1.0625
CGB1	0.20025
ITGB5	1.6341
YIPF3	0.0005
FKBP2	0.114
NR1D1	0.3521
TMEM110	0.734
NEK2	-1.3715
PRAMEF8	-2.99475
C20orf52	-0.418166666666667
PCDHGA3	1.321
VWA3B	0.3535
NDUFA5	-0.94025
THAP9	-0.37275
FLVCR2	1.51683333333333
AP1S1	-1.631
SMAD6	-0.57825
SAV1	0.904
SAT1	1.503125
ZNF251	0.1315
ADAMTS7	0.4071
RPP38	0.074
C1orf211	0.279
YPEL2	1.48695
RBMS1	0.262
ZNF445	-0.638166666666667
NRXN2	0.336333333333333
PGBD4	-0.018875
UGT2B28	2.74725
WBSCR16	0.1561
NLRC3	1.244625
ASTL	0.6545
ST6GALNAC1	-2.857
ZADH2	-0.258
MLLT4	-0.000166666666666653
ARL6	0.701
MEF2C	0.828
CBFA2T3	-2.5245
AFF3	-0.378384615384615
COG7	1.2745
MYB	-1.364
PLXNA3	-0.1165
XRCC2	-2.00433333333333
MMS19	-0.403375
ST8SIA5	-0.22475
CHPT1	-1.49783333333333
KIAA1712	-1.03725
OR6X1	1.4955
ACTR3	0.924625
UGCG	0.356166666666667
OR4P4	0.344
ZAP70	-1.86525
LPP	1.3635
ZNF485	-0.15925
PTPRCAP	1.272
IL12RB1	1.01
ATRX	-0.0252
CHST8	0.23175
C14orf109	0.69675
ARV1	0.5495
NMB	-0.509
COX5A	-0.498666666666667
EIF6	-0.136
MPPED2	-1.29616666666667
SEMG1	-1.4315
CHRDL1	0.1155
TRAF3IP2	1.641
WNK2	-0.809625
LILRA4	3.09166666666667
LAMA2	4.044
PXT1	0.6115
RLBP1	-2.40625
CD300C	0.88675
SLTM	-0.00437500000000001
FLJ10404	-0.4329375
APOBEC3D	-0.527
RENBP	0.926333333333333
ATXN7L1	0.427375
NID1	0.5695
TUBGCP3	-1.00925
ITIH5	0.816411764705883
CCDC110	2.2155
C8A	-2.26675
MGC87042	0.742
HOXC13	0.1315
TFDP2	-0.95175
HCP5	2.5625
POLI	0.175
UCN	-0.428333333333333
ZNF764	0.5445
C8orf45	3.29425
FHL3	-0.34025
SPATA5L1	-0.1975
MMRN2	2.88733333333333
NDST1	1.1625
COL20A1	-0.0498333333333333
ZNF248	-1.10633333333333
PELP1	-0.344166666666667
MBL2	-2.86783333333333
RNF41	0.087375
C5orf24	-0.027625
THOC5	-0.725375
SERINC3	0.7905
RP11-151A6.2	1.194
CDCP2	-0.12425
HIST1H2AA	0.27625
C11orf75	0.7575
