Hybridization REF	TCGA-A2-A0EU-01A-22R-A056-07
TBC1D17	-0.0235
COX8A	-0.05575
CDCA4	-0.45775
C2orf44	-1.131
ZNF534	-0.625
IMMP1L	0.566
NIPSNAP3B	0.3155
FTMT	0.587875
PWP2	-0.932
MMP15	-0.9166
DNAH11	1.29175
MTMR14	-0.289125
DNAL4	0.76375
IPP	0.8
TMEM59	1.0945
C1orf157	0.2115
RGS4	0.975666666666667
DDX18	-0.816666666666667
SNX6	-0.812
ZNHIT2	0.859
NCDN	0.0851666666666667
FLJ33534	-0.0725
RAG1	-2.248125
OR4D10	0.1245
PTPN5	-0.160833333333333
POMT1	-0.42325
LRRC8A	-0.0722
CYP1A1	-1.835
CAPN1	-0.101
DDHD2	0.4885
GRIK2	-0.12225
GNRHR	1.238
PPBP	2.5165
HTR3A	-1.11875
SLITRK4	-0.7565
ANKRD49	0.649
BTF3	0.2243
SARS	-0.12525
C13orf18	-0.289
CACNB1	-0.0688571428571429
QKI	-0.101818181818182
SETMAR	0.273125
MAN2B1	-0.510333333333333
EML3	-0.8095
ACADL	-0.164833333333333
OFD1	-0.14575
DEFB114	5.7915
CGA	-2.10011111111111
PEX16	0.292166666666667
LRRC10	-1.2835
GNG12	-1.003
C1orf152	0.074
CHRM1	0.533
CD53	-0.65625
DBH	-1.81075
TFAP2B	-1.954375
HIST1H2BJ	-1.08116666666667
FAM46D	-0.403
TMEM11	0.11225
C3orf32	-2.81775
PCCB	-0.52175
IPO13	-0.227
C6orf105	-4.6605
COMMD5	1.287
SUV420H1	0.3452
LTBR	0.897
ARHGAP15	-1.455875
HDHD2	0.3745
TDRKH	-0.697
LOC401052	2.103
PSG4	-1.16775
GNB4	-1.267
SPATA4	1.64175
SLC9A3	-1.4375
OSBP	1.12933333333333
NBPF3	-0.258666666666667
DOCK11	-1.3515
SLC39A5	-2.3505
PRR5	0.4839
C10orf63	0.42325
SMTNL2	-0.739
ADRA1A	0.36825
ASAH1	0.6269
DOM3Z	-0.1257
GIPR	0.433666666666667
AHI1	-0.358583333333333
NADSYN1	-0.0125
RGS14	-0.9835
IL18BP	0.3512
RTN4RL1	2.77975
ARMC6	-0.2425
PSMD5	0.0126666666666667
HK3	0.9844
OR4S1	0.65175
RSU1	1.0215
MAD2L1	-1.436
EIF4A3	1.12375
DLEC1	-0.495833333333333
E4F1	0.384833333333333
CHMP2B	1.1345
CAMSAP1	-0.31525
RPS21	-0.659166666666667
ARID5A	-1.34425
UBE2N	1.1183
IGSF8	0.752
MAGEB6	-3.418
ACAD11	-1.1904
MGC4172	-0.62
LMO4	-0.593
KLKB1	0.391
HP	-1.0995
HDAC3	-0.125
SCHIP1	0.611
CLCA1	1.3575
OLFML2A	0.88525
C1orf112	-1.4845
KIF19	0.31575
HAPLN4	-0.715666666666667
CXCR7	-0.15
GOT2	0.3809
RAB38	-0.44475
DCX	-2.28625
PPM1H	0.392916666666667
NFYC	0.0643333333333333
KIN	0.55775
ZNF228	1.52425
PLSCR4	2.27633333333333
HIG2	0.155
FAM79B	6.237
C21orf86	-0.7738
KCNK10	-0.7475
ZNF738	0.072125
FSTL5	-1.74083333333333
OR6A2	1.0615
OTOA	1.097
EXOC1	0.6475
AHRR	-2.1565
PDAP1	-1.41883333333333
C19orf6	-0.112125
ZAN	0.15
LY6G6E	-0.9445
EIF4E2	-0.87775
C20orf198	0.15475
ZNF324	0.76275
CYP3A5	-1.16066666666667
ENTPD7	1.29566666666667
MBOAT5	0.0886666666666667
GJB5	1.15325
TTC13	-0.48475
S100Z	-1.8258
KIAA0664	-0.634666666666667
PDGFRB	1.83275
IL17D	0.1685
OR56B4	0.859
RDX	-0.779166666666667
SLC34A3	-0.0435
IL28B	0.0635
JUND	2.20925
CHRNB1	0.895
CAMK2B	2.62175
FETUB	-2.81975
CXorf23	1.787875
MRTO4	-1.263125
TTC3	-0.00599999999999999
NDUFB8	-0.412
EDG2	-0.839
SEMA3G	2.881
IL23A	-1.533
GRHL1	0.845
LOC441054	-0.3125
WDR65	1.3225
PSTK	0.13625
STOML3	0.391333333333333
R3HDM2	0.151
C5	-1.8445
SLC2A10	1.731
C3orf22	0.17375
PAQR3	-1.08938461538462
ANKRD26	-0.698583333333333
HCRTR1	-0.412
LOC399947	0.0945
PSD2	0.825
TIGD2	-0.868
SCRN1	-0.671375
COQ10A	0.079
DDI2	-0.3255
METTL7B	-1.41183333333333
UCN2	0.1665
FAM92A3	0.469
WDR16	1.31425
ZNF511	-0.749666666666667
ZMYM5	-0.2875
POLR3G	-2.33175
ZNF586	0.2655
C1orf49	0.101333333333333
TANK	0.562166666666667
RCAN1	-1.09
PELI3	0.166666666666667
LIMD2	-0.9555
TMEM189	-0.894
NTN4	-1.662625
LOC151300	0.1215
CLEC2A	-1.0415
GPR135	0.114375
DPYSL4	-2.4333
JAK2	0.332
TSHZ1	0.3945
TM9SF4	0.178375
ZNF264	1.14633333333333
SIRPG	0.247
BICD1	-0.179
HERC6	1.13183333333333
METTL5	-0.888
CASP1	-1.016
PRRT1	-0.664
PLA2G4C	2.99216666666667
ICA1L	0.896142857142857
TPTE2	-0.443666666666667
OTUD7A	0.3545
AQP11	-0.3875
APOA2	-4.4822
KALRN	-1.0859
SECTM1	0.622416666666667
IFNAR1	-0.61325
TALDO1	0.2695
RAB11FIP4	0.73025
EIF5A	-1.3215
FAM49A	1.0395
NEGR1	0.889166666666667
YTHDC2	1.04475
EHD2	0.863625
NCF1	0.2007
SCRT2	-0.1475
HOXA5	-1.3705
NUP133	-0.169
FGF12	-0.3736875
SLMO2	0.09775
SNTA1	0.021
CACNG2	-0.03175
GCM1	0.246142857142857
ELF1	1.08483333333333
TLR5	2.3845
TCFL5	-0.836916666666667
RBMY2FP	0.2695
LOC100125556	1.172625
FAM129B	0.0095
MAP3K7IP1	-0.266375
NCK2	0.4235
OXA1L	-1.383
FMO9P	0.688
ZSCAN12	0.11375
PSMD12	0.0555833333333333
HSCB	-0.77325
CLDN10	-3.58125
MGC13053	-1.843
HPCAL4	-0.974833333333333
ASZ1	-0.7585
MEX3D	0.46725
NFAT5	-0.0485
CSPG4LYP1	-1.21583333333333
FBXO3	1.4824
DVL1	-0.445833333333333
CMKLR1	1.202
TYMS	-2.155375
PEF1	1.1625
ZNF750	2.28316666666667
MCM5	-1.5703
MEGF11	-1.72333333333333
KCNK7	-0.3385
PTP4A3	-0.584
C1QTNF2	-1.86683333333333
OR6S1	1.2425
FAM122B	-0.30175
ZNF551	-0.3525
HBQ1	-2.902
GEMIN6	-0.482
ARSK	-1.145
RBP7	3.58833333333333
CPNE9	0.35475
DSC1	0.791
LOC730112	-0.2435
MAP2K4	1.47475
HS3ST5	-1.712
EPB41L3	0.94475
TEKT2	0.3605
CDKN2B	0.0871666666666667
ZNF480	-0.000250000000000004
MAP3K6	-0.0842
MAP6	1.46633333333333
HN1	0.2107
OR2L13	0.640666666666667
SLC16A11	0.214
FAM96A	-0.39775
APOL1	-0.10225
C5orf32	0.529
RTP1	-0.8018
RNF175	0.00487500000000002
ZBTB41	1.277375
AHCTF1	0.034
SAE2	0.4858
ITGA2	1.97416666666667
MME	-1.1475
CCDC14	-1.685
MAST4	1.66778571428571
KRT33B	-0.4555
KCTD2	0.390333333333333
WDR26	0.393083333333333
MFI2	0.596875
NR4A3	0.31225
ARSA	1.055
UNKL	0.996333333333333
SULT6B1	0.364
CCNA2	-2.85283333333333
SOX15	0.7925
PPAPDC1B	1.12166666666667
C19orf44	0.3565
MCAT	0.3355
ARID1B	-0.172875
OR52N1	-0.2555
C12orf48	-1.293
MAGI1	1.2585
NIPA2	-0.26625
GBX2	-1.9585
RSHL3	1.91225
RAVER1	-0.1975
C15orf17	-0.3715
SLC30A2	1.485875
ZNF518	-0.1155
PCYT1B	-2.95775
C10orf114	-2.19525
EIF3H	0.169416666666667
SLC25A39	-0.804166666666667
KIF1B	-0.067
AMOTL2	0.6565
C6orf120	0.465125
PSRC1	-1.84325
PLA2G10	3.189375
KIF5C	-0.227125
MRPL37	-0.959
C17orf62	-0.104833333333333
C9orf135	-2.20466666666667
DUSP10	1.0775
CLCNKB	0.01
PSMA5	-0.20325
C8orf53	0.99075
AMPD3	2.32933333333333
PIAS1	-0.4485
ADCYAP1R1	-0.238
GYLTL1B	-0.77375
CDH20	-0.2122
FBXO7	0.20525
TMEM134	0.221833333333333
FLJ14213	0.7675
ZNF3	-0.13625
LRRFIP1	0.651041666666667
CNOT2	0.69675
ABI3	1.4645
ALDH5A1	1.14708333333333
HNT	3.0417
SERPINA4	-3.67075
TK2	-0.0446666666666666
STMN1	-2.416
GUCA2A	0.233
GALNT10	0.585142857142857
DPP6	-1.12111111111111
C9orf93	0.132375
PRELID2	0.267875
STK39	1.0515
SFTPA1	-1.89275
CKS2	-1.28155555555556
RHO	-0.142125
C20orf135	-0.114
XKR3	-3.214
CR1	0.0145
RPS6KA2	0.922285714285714
C20orf112	0.93
MRPL22	-0.05475
C4orf23	-0.1165
GADD45B	2.03425
KLHDC1	1.42633333333333
C2orf48	-2.0525
ZNF287	1.5385
DAAM2	-1.57725
DPPA2	-4.24166666666667
TCTN3	0.0361666666666667
DNAJB11	0.183875
FPR1	2.783
DEFB4	0.053
PTCD2	-0.5941
SMOC2	4.7735
CABP7	1.96
SERPINB11	0.287
MAGEF1	0.8165
NDE1	1.544
ITGA10	-0.066
FSHB	0.0055
ANXA2	1.1515
HORMAD2	0.314
HLCS	0.52075
MCF2L	0.824083333333333
FH	-0.36775
TBC1D24	1.901
KIAA1505	1.082
LGALS2	-0.421
CNBD1	0.5085
SYNPO2L	4.0955
PTPN23	-0.3355
C1orf183	-0.808833333333333
MAGEA8	-2.75725
DGCR8	-1.66075
GSR	-2.90475
PAQR7	0.6815
ZNF676	0.19925
CACNA1C	-0.3439
SP7	0.337
PDCD6	0.33525
NRN1L	-1.5445
BRI3BP	0.232833333333333
KIAA1183	0.32475
ASB4	-0.09975
CCL23	0.6049
OBSL1	-1.6
SLC12A7	0.908
KIAA0240	1.23
CD1B	-2.8675
FCGR2A	0.513
MDC1	-0.706
HTR1A	-0.0193333333333333
OCEL1	1.2735
ATP11B	-1.11986666666667
FBXO34	0.221
PCDH12	2.82666666666667
RPE	-1.05525
C17orf74	0.6285
CSDC2	0.5
PET112L	-0.08675
TMBIM1	-0.000125000000000005
P2RXL1	-0.27625
TCHP	-0.4525
TRMT1	-1.483
F2RL2	1.33691666666667
LRRC32	3.068
IMPG2	-0.349
BGLAP	-0.8355
LOC493869	-1.45708333333333
MRAS	1.137
SLC35F5	0.169
CBWD1	-0.4265
AXL	-2.2715
ATP2C2	2.49375
TELO2	0.1745
PNPLA3	-4.54025
PCDHB14	0.61675
CD276	-0.32625
KRT80	-0.784875
DUSP28	-0.307
CSNK1E	-0.26875
SRP14	1.1085
KCNQ4	-1.639
KRT72	-0.022
CCDC117	0.623625
C6orf89	0.3595
TUBB2B	-3.6154
RTN4IP1	-0.506
CR1L	-4.2735
CEND1	0.0581428571428571
C12orf41	0.2885
RNF31	-0.09425
UBN1	0.602333333333333
C17orf32	1.197125
SLC5A7	0.68225
GPR92	1.29366666666667
ESAM	2.3276
CTNNA1	0.5035
HRBL	-0.4019
CBX4	1.2735
TMEM182	0.4225
SH3TC2	-1.913
IL10	1.36133333333333
PXMP4	1.5255
RNF167	0.2577
PAK7	-0.9066
ETV3	-0.5115
ATPIF1	-0.0543333333333334
LOC554207	-1.928
OR8H1	-0.07775
WDFY3	1.262625
DPM1	-0.12425
GPSM1	-0.1285
WDR92	-0.5739
LRP1	0.112166666666667
ANKH	-1.095125
THUMPD3	-0.80625
POLR1B	-0.92625
OLFM4	1.69716666666667
RAD9B	-0.318
TSPY2	-3.8025
PAX6	-1.86166666666667
SCG2	-3.1255
SLC17A6	-0.228
FMO3	2.939875
PADI4	-0.500714285714286
TUBB4	-0.8809
NLK	-0.1715
POU4F3	-1.118
SDF4	-0.41025
ITGBL1	2.4125
NETO1	-1.081375
TAP2	-0.55775
ABBA-1	-0.344083333333333
GNAI1	-1.0235
VPS4B	0.927
NOPE	0.416
GALNT6	2.94833333333333
SESN1	1.45375
GBE1	-1.60811111111111
CLASP1	-0.439
RASGEF1B	1.111375
ACOT11	-0.204857142857143
AFAP1	0.744
OR2H2	-0.12875
DPY19L2P1	-0.75775
DZIP1	-2.3845
SEC22C	-0.231416666666667
GPR161	-0.8185
RNF146	1.84225
WDR74	-1.162625
GALP	-1.774
PURA	1.4735
DNPEP	0.653916666666667
RP11-78J21.1	-0.68475
ERBB2	1.942375
FANCM	-0.84075
NEO1	-0.296
DDX3Y	-5.1725
RPS3A	-0.08325
MXRA7	0.686142857142857
LGALS3	-0.335
GLT8D1	0.25425
CFL2	-2.18716666666667
UPB1	0.312
NAP1L5	-0.1625
CLDN14	0.84825
DHX38	-0.99325
BTBD1	0.104
TARS2	-0.561
ABCF1	-0.2067
FCF1	0.7045
LRRC49	0.853
GUCY1B2	0.264
C1orf177	-0.0746666666666667
SMARCA4	-0.1465
LRP8	-2.5135
TAGLN3	-1.59525
MRPL14	0.12325
TTRAP	0.24075
ZDHHC20	-0.14225
NFE2L3	0.59775
KIAA1377	-1.161625
PALMD	0.4884
TMEM43	0.41575
TTL	-1.120125
STAT5B	-0.995333333333333
SSB	-0.615375
OR10H5	0.7665
SLC22A13	-0.96275
AKAP3	-0.86725
TIMM23	0.568166666666667
OAS2	2.31083333333333
KIAA0423	1.2785
TRIM11	0.507666666666667
GLIS3	2.11925
TMEM50B	0.7345
ARHGEF4	-1.4385
DEGS1	-1.24163636363636
TBL1XR1	0.084
G6PD	-1.76075
SP140	0.2106
MUC17	0.0603076923076923
NUDC	-0.2423
DNAJC5B	1.57316666666667
SCARA3	-1.20016666666667
CPA3	7.14766666666667
BCAT2	0.5225
MFN1	-0.0835
NRG3	1.343
SNX11	0.56125
PLEKHH1	-1.01433333333333
GPR177	-0.494666666666667
HCFC2	0.49025
TCAP	-0.0275
MOCOS	-2.072
C14orf93	-0.61275
PRDM10	-0.00799999999999999
SLC16A4	1.50358333333333
SRGAP1	2.89016666666667
VIP	0.282666666666667
DUSP27	1.25483333333333
LILRA1	0.3137
MC2R	0.973
MGC24103	-2.306
MBTD1	-1.7305
FUT11	-0.603666666666667
USP33	0.3815
C15orf39	-0.82575
MAP3K12	0.092875
PAAF1	-0.540333333333333
BARHL1	-0.08
FLJ16165	-0.15
PIWIL2	-2.95675
SYNE1	0.135454545454545
CMTM4	0.375875
TSPYL1	1.1707
GUF1	-0.594833333333333
TMEM157	3.026
WDR44	0.33675
HIST1H3C	0.36975
DKFZp666G057	0.729
RNPEP	0.50175
GAS2L2	0.0623333333333333
ADH4	-4.68425
GRPR	5.5735
FBXL17	0.2115
ZBTB10	1.85216666666667
Gcom1	0.324277777777778
HTRA1	1.3395
ZNF585A	0.7905
SLC26A2	0.0104285714285714
OTOP3	-0.2265
WISP1	3.60933333333333
ATP2B4	-0.663333333333333
FLJ10769	1.08525
CRAMP1L	1.559125
CHST12	-0.842
RAB22A	0.842333333333333
TARDBP	0.260071428571429
STAU1	0.371
CRB3	2.179
MIG7	2.65425
CHMP1A	-0.334833333333333
ZNF160	0.629375
B3GALT6	0.17875
BARX1	-2.10216666666667
C6orf167	-1.28575
NXNL1	0.2475
DHX29	1.092
HADHB	-0.4595
PLXNB2	0.181125
ILDR1	-1.08425
SLC15A3	1.83275
GAS2	-3.15433333333333
C20orf69	-0.907
NUMB	-0.32475
TNIP1	0.101875
MESP1	1.358
PSKH1	0.01525
NSFL1C	0.803875
RHOG	-0.19575
HEY1	-0.6605
KNG1	-2.868375
ITGAX	0.9667
LIN9	-0.929
CANT1	1.084
XRN1	0.167
CCDC96	2.14855555555556
HEATR6	-0.677333333333333
GNG7	-0.800833333333333
RUNX2	0.9041875
SOX1	-0.0166
FCRL5	-0.2463
ZNF99	1.05475
FAM9A	-0.47
SNX22	-0.0935
MBNL3	-3.87283333333333
ODC1	-3.5913
ADORA2B	-3.37133333333333
NR2F6	0.52375
ZFYVE16	0.600555555555556
SYNJ2BP	0.6153
POLE	-0.913375
E2F2	-1.4845
THRA	0.874
PTGES2	-1.19416666666667
HIP1R	0.523333333333333
TMUB1	-1.15616666666667
ENO3	-2.61575
RSPH10B	0.4515
CXorf39	1.055375
IRGC	0.62225
GPR109B	-1.23325
FLJ13305	0.1445
LCE3A	-0.308
TNFRSF18	-0.961666666666667
DET1	-0.06625
TRPM3	-1.04925
C16orf79	-1.553
FECH	-0.250666666666667
RAP2A	0.229333333333333
CRIP1	2.86866666666667
AZIN1	0.41225
SLC7A7	2.6915
IL10RA	-0.0581
TMEM64	-3.656
CDC42EP4	1.0742
C16orf58	0.1647
ARG2	-2.20925
POU5F1P4	-4.9285
FAM62B	0.062375
DNAH8	-3.1233
ASH2L	0.37675
TSLP	-3.98566666666667
CNTNAP5	-1.36733333333333
TMEM16C	-0.43325
IFNA14	0.2575
SLC1A3	-0.289625
CABYR	2.79425
BCL7B	0.0331
NUDT13	-1.0625
C13orf28	0.6235
C1orf53	0.65325
ARL6IP4	0.6691
RPL35A	-0.4735
EMR3	-0.259
RAB40C	1.10966666666667
SLC41A1	-1.97816666666667
LRCH1	-0.05325
LY6G5B	-0.9075
FAM124A	-1.054
MGC10981	-4.1315
CLIP3	-0.3285
MAP4K2	-0.0975
CHIC1	0.53375
SULF1	3.05366666666667
C20orf30	1.094
PRDM5	-0.888
ELOVL1	0.24275
C11orf48	-0.021375
SLC39A10	-1.0545
KCNV1	0.11975
ACP1	-0.355333333333333
ZMYM2	-0.210375
B3GNT6	-0.454166666666667
C9orf69	-0.0195
C2orf15	2.13875
C20orf166	-0.4245
HSP90AA6P	-0.1525
EDG7	-1.175
NEURL	2.305625
LPL	0.867166666666667
CLEC2D	0.4095
GRRP1	1.82483333333333
CD8B	-3.3871
HIST1H3D	-1.1475
SLC6A12	0.185875
FAM27L	-0.0165
CD84	1.5532
RASA1	-0.205
PHKG1	-0.27
MAGEA11	-1.5665
IMPA1	-0.1647
NPM3	-2.3545
RARRES1	1.6665
SH3BP1	-0.50325
B3GNTL1	-0.55
ARPC5L	-0.396833333333333
KLHL26	0.03575
SIM2	1.10125
GJC1	0.2635
C20orf194	-0.10025
EXO1	-2.595
SLC2A2	-2.58316666666667
LOC285074	-1.0405
LRG1	2.67275
KIRREL	0.2495
PIK3R1	1.57971428571429
C4orf34	2.5695
MAF	-2.46411111111111
ADCY4	3.58816666666667
ZMIZ2	-0.2175
SLC46A3	1.51866666666667
STAMBP	-0.166833333333333
CCDC16	0.9125
MS4A12	0.1205
TCF20	0.208
LRRC46	1.89025
C20orf152	1.001
MRPS6	-0.719625
ABCB11	-0.0955
KCNC2	6.60716666666667
CDH19	-2.3565
C9orf123	0.32
SSH3	1.0615
LDLRAD1	-1.58375
CCBE1	-1.1525
ZNF135	1.708875
TAAR1	1.447
WFDC12	0.267
CCDC42	-0.161
FLJ12529	-0.0465
PER1	-0.104666666666667
TIMM50	-0.5355
SMARCAD1	-0.486833333333333
FAM26C	0.83
TP53TG3	0.289333333333333
SH3RF1	1.9812
LMCD1	2.224
GPR63	-0.3405
FLJ21986	-2.648125
AIFM3	-1.22575
MICAL1	-0.551666666666667
BLZF1	0.853333333333333
IQCA	1.24283333333333
PCDHGC3	-0.656
SAC	0.15575
BCL6B	2.16583333333333
DDO	1.46225
MARCO	2.221
DCHS1	1.1765
C1orf170	0.312
CD200R1	0.929333333333333
C22orf15	-0.231
SEPT11	0.649
ADNP	0.28275
UST	-1.0817
C13orf34	-1.4345
RFFL	0.461785714285714
APBA3	0.0085
C2orf60	-0.8695
CUTL1	0.0153
PMS1	-1.10275
ZNF689	1.6845
EIF3E	-0.388333333333333
IL9	0.626833333333333
RPL31	-0.722
LY9	-0.101166666666667
ATP2B3	-0.014
KDELR2	0.256666666666667
TFCP2	1.3585
NLRP12	1.8995
FLJ45422	-1.0655
TLE4	-1.2339
ZNF570	-0.0135
FLJ43806	-2.377
TLK2	-0.154875
CIR	0.68675
MARS2	0.6095
COL24A1	0.50325
SDF2L1	-0.597
HIBADH	0.068
IGFBP3	-2.33935714285714
C12orf23	1.80075
PSPC1	0.043
C20orf43	0.49375
TRAV20	0.45
ARHGAP24	0.0825
KIAA1975	1.9775
C1QA	2.9633
DNTT	-4.76166666666667
C10orf6	-0.0314166666666667
C11orf41	-0.202125
HNRPF	0.620625
COL11A1	6.59833333333333
UBAP2	-0.665333333333333
CDKN2AIPNL	0.658
C20orf174	2.982
SPRED2	-0.7265
PLA2G12A	-0.039
ICEBERG	-2.56666666666667
SCN10A	0.7805
C11orf65	0.664
GBP5	4.01875
PITPNC1	-1.45733333333333
POU3F3	0.4645
NCOA7	-0.81625
LIN7C	0.1395
LOC348840	-0.043
NKX2-2	-4.07433333333333
ANKRD13D	-0.162
LOC123688	-0.29375
FUT2	2.71866666666667
TAAR8	0.5015
FZD4	0.3055
PNMA3	-1.81333333333333
OR4L1	0.3565
WIT1	-3.024
EXOC3L	1.2605
ATPBD4	0.5046
KRBA1	-1.23325
UBXD6	-2.058
HOXB7	-1.13728571428571
C7orf23	-0.865
UNQ338	-0.3455
STAB2	0.11825
CDC20B	1.438
IRF9	2.03325
CENTG1	0.459166666666667
TNPO2	-0.77175
MCPH1	-0.65
BMS1P5	-0.78125
SLC26A7	0.44825
HIST1H3J	-0.06675
C9orf3	-0.3139
LBH	0.2905
MYO1D	0.9035
PTDSS2	0.31925
NFU1	0.54525
DEPDC4	-0.65175
WNT7B	2.6834
GLP2R	-0.983666666666667
SETD4	-0.7278
DYNLT3	1.1309
FKBP11	-1.01916666666667
SESTD1	1.79866666666667
FLII	-0.41225
RPS16	-0.2872
CHPF	-0.756666666666667
CSNK2A1	0.2575
SUMO1P1	0.179
FKBP6	-0.4415
ZNF214	-1.63083333333333
TWIST1	0.127833333333333
DDX56	-1.0495
TRAM1L1	2.0567
EPO	-3.67133333333333
MRPS18B	-0.5865
ZNF682	0.54
RPL14	-0.483666666666667
MAFF	0.2545
LOC51136	-0.2215
LY96	-0.5555
DDX20	0.101
ABTB1	0.539
ARL5A	0.1099
CCT6A	-0.97675
HEPACAM	-1.01316666666667
EHHADH	0.228333333333333
RBAK	0.662833333333333
CGB1	1.1755
ITGB5	0.65
YIPF3	-0.34175
FKBP2	0.27275
NR1D1	-0.2066
TMEM110	-0.249
NEK2	-1.4165
PRAMEF8	-3.4965
C20orf52	0.126
PCDHGA3	-1.0395
VWA3B	1.0245
NDUFA5	0.34125
THAP9	0.3085
FLVCR2	0.0473333333333333
AP1S1	-1.249125
SMAD6	-1.61175
SAV1	0.132375
SAT1	1.2545
ZNF251	1.272625
ADAMTS7	-0.5673
RPP38	0.19225
C1orf211	-0.9705
YPEL2	1.03775
RBMS1	-0.7735
ZNF445	-0.42
NRXN2	0.144
PGBD4	-0.091875
UGT2B28	-3.469
WBSCR16	-0.8714
NLRC3	0.27725
ASTL	0.0225
ST6GALNAC1	-3.97
ZADH2	-0.67975
MLLT4	1.5605
ARL6	0.386833333333333
MEF2C	-0.32075
CBFA2T3	-1.006
AFF3	3.1515
COG7	0.672666666666667
MYB	1.43933333333333
PLXNA3	-0.4025
XRCC2	-1.871
MMS19	-0.882125
ST8SIA5	-0.855375
CHPT1	2.68283333333333
KIAA1712	-0.0165
OR6X1	-0.181
ACTR3	0.07575
UGCG	3.84983333333333
OR4P4	-1.2825
ZAP70	-3.56125
LPP	0.42425
ZNF485	-1.288
PTPRCAP	-0.5945
IL12RB1	0.07025
ATRX	0.4989
CHST8	0.18925
C14orf109	0.094
ARV1	0.06725
NMB	-0.761571428571429
COX5A	-0.78
EIF6	-0.1785
MPPED2	-0.509666666666667
SEMG1	-1.3085
CHRDL1	0.0765
TRAF3IP2	0.46
WNK2	-1.25675
LILRA4	1.57116666666667
LAMA2	4.7425
PXT1	0.8395
RLBP1	-3.786
CD300C	-0.0415
SLTM	0.097125
FLJ10404	-0.759875
APOBEC3D	-1.53066666666667
RENBP	0.0065
ATXN7L1	-1.49875
NID1	0.386
TUBGCP3	-0.733625
ITIH5	0.567888888888889
CCDC110	3.23525
C8A	-3.17075
MGC87042	-0.48825
HOXC13	1.808
TFDP2	-0.545
HCP5	1.22075
POLI	-0.0005
UCN	-2.03233333333333
ZNF764	1.40233333333333
C8orf45	1.26925
FHL3	-1.018
SPATA5L1	-0.28425
MMRN2	3.121
NDST1	0.803
COL20A1	-0.632833333333333
ZNF248	-0.670166666666667
PELP1	-0.340833333333333
MBL2	-3.26566666666667
RNF41	1.36875
C5orf24	0.98375
THOC5	-1.0845
SERINC3	0.591333333333333
RP11-151A6.2	1.1885
CDCP2	0.16425
HIST1H2AA	0.13925
C11orf75	-0.219
FKBP7	-0.24525
DDOST	-0.66175
GPNMB	-0.00966666666666666
TTF2	-1.08133333333333
KCNT1	-0.0723333333333333
SLC39A14	-1.08371428571429
NGRN	0.4786
GPR137B	2.02625
MECP2	0.35175
PSMA1	-0.13525
C16orf73	-5.77975
TMEM60	-0.497833333333333
CSN3	0.804
NOS1	0.290333333333333
RAB7L1	-1.58383333333333
YBX2	0.717
KIAA1166	-1.371375
FUBP3	-0.0713333333333333
ABCG1	0.695
ACACA	-0.395916666666667
ARL11	0.1179
ATOH1	0.963
ODF1	0.4245
CREB3L3	-1.90583333333333
TMEM127	1.25071428571429
DSCAML1	-0.285
PLN	3.1985
LYPLA1	0.62425
PRDM9	-2.26975
SASP	0.2475
PLUNC	0.0456
INTU	-0.1955
HISPPD1	-0.276
LNPEP	-0.456333333333333
YARS2	-0.0695
APCDD1L	-1.612
ZCCHC4	-0.3168
FBXO22	-0.13
TTLL13	-0.393
ZNF669	0.0193333333333333
PTGDR	1.44025
DDX27	0.0715
KIAA0409	-0.4705
GJB6	0.272
ASB8	1.6575
PLP2	-0.144833333333333
MEPE	-0.650666666666667
OR10J5	-0.266
KRT222P	2.45025
COQ7	1.96166666666667
C1orf101	2.1055
RERG	4.7683
CHMP5	0.820375
THAP11	0.03325
ZNF43	0.885166666666667
ZRANB3	-0.924666666666667
KRT13	2.89675
MRPL19	-1.077125
RBBP9	-0.052375
SPATA17	1.265375
BXDC5	0.874333333333333
PAFAH1B1	-0.20975
MAGEE1	1.80375
OSTF1	0.08375
KIAA0323	-0.34775
TXNDC13	0.141833333333333
CNTN4	0.778
LCE1B	-0.488
UNQ501	-0.5445
ZNF154	0.88025
C3orf64	0.2265
SYT5	-0.5403
PON1	1.34933333333333
FLJ10357	-0.717375
ATP4A	-1.71
GNPDA1	-0.0375
MGAT1	0.602
C14orf121	0.2915
SLC35B2	-0.36525
MIER3	1.19066666666667
CHEK1	-2.45075
ZNF8	0.192666666666667
TXNDC1	-0.745
CKB	-1.4296
RTN3	0.8095
FZD2	-2.48366666666667
PART1	-0.86
PSMB6	0.2055
PCDHB8	-1.0475
PHC3	0.5842
PPP1R8	0.593833333333333
NOVA2	1.70266666666667
TNFRSF11B	-2.086
GOLPH3	1.34833333333333
UBLCP1	-0.70075
SUHW3	-0.95525
TTLL1	0.40875
OPN4	0.6645
OR13G1	-0.396
ZPBP2	0.235
HSD17B11	-2.3525
C9orf50	1.0995
DHDDS	-0.190357142857143
CTSW	0.6028
NEFM	-1.8
MRPL28	-0.10225
SYN1	0.225166666666667
PIGV	-0.300333333333333
ZIM2	5.36525
APBB1	-0.7025
SND1	-0.4865
C1orf123	-0.146333333333333
CHD3	-0.72
BHLHB8	-0.2585
RNASE2	-1.00983333333333
BCAP31	0.9245
SLC25A44	0.1515
CHD6	1.0324
PIB5PA	2.83484615384615
SELS	0.75475
LOC541471	-1.02425
FAT2	-0.7715
ZNF81	-0.6015
OR4C16	-0.474
FLJ10081	-0.0775
LRRC4	2.1305
CS	-0.518333333333333
