Hybridization REF	TCGA-AO-A03L-01A-41R-A056-07
C5orf32	0.294
RTP1	-0.189333333333333
RNF175	0.0955
ZBTB41	1.369375
AHCTF1	-0.06
SAE2	-0.5885
ITGA2	2.22908333333333
MME	-0.648
CCDC14	-0.74125
MAST4	2.199
KRT33B	-0.6975
KCTD2	0.353666666666667
WDR26	0.419666666666667
MFI2	0.014
NR4A3	-0.198625
ARSA	0.93575
UNKL	-0.0298333333333333
SULT6B1	0.512
CCNA2	-1.2785
SOX15	-0.694
PPAPDC1B	1.0535
C19orf44	0.594
MCAT	0.576166666666667
ARID1B	0.1145
OR52N1	0.894
C12orf48	-0.804
MAGI1	-0.34225
NIPA2	-0.2675
GBX2	-1.615
RSHL3	0.821375
RAVER1	0.713333333333333
C15orf17	-0.167
SLC30A2	0.098
ZNF518	-0.1345
PCYT1B	-1.17475
C10orf114	-1.14025
EIF3H	0.158833333333333
SLC25A39	-0.959333333333333
KIF1B	-0.652125
AMOTL2	0.67625
C6orf120	0.319
PSRC1	-1.41775
PLA2G10	2.16925
KIF5C	0.155625
MRPL37	-0.3735
C17orf62	1.19433333333333
C9orf135	0.0396666666666666
DUSP10	1.3115
CLCNKB	0.1545
PSMA5	-0.1445
C8orf53	-0.0855
AMPD3	0.695
PIAS1	-0.26225
ADCYAP1R1	0.6045
GYLTL1B	0.82625
CDH20	0.1082
FBXO7	-0.791
TMEM134	0.483666666666667
FLJ14213	1.1875
ZNF3	-0.017
LRRFIP1	0.576208333333333
CNOT2	0.3755
ABI3	2.593
ALDH5A1	-0.185416666666667
HNT	2.679
SERPINA4	-2.298
TK2	0.204083333333333
STMN1	-0.893888888888889
GUCA2A	0.307666666666667
GALNT10	0.837571428571429
DPP6	-1.2341
C9orf93	-0.57075
PRELID2	-0.523875
STK39	1.0785
SFTPA1	-1.281
CKS2	-0.644666666666667
RHO	0.3605
C20orf135	-0.028
XKR3	-2.3925
CR1	-0.297875
RPS6KA2	0.180214285714286
C20orf112	0.539
MRPL22	0.40775
C4orf23	0.4595
GADD45B	1.76075
KLHDC1	0.128
C2orf48	-2.5745
ZNF287	1.1555
DAAM2	-1.1225
DPPA2	0.121333333333333
TCTN3	0.673333333333333
DNAJB11	0.43125
FPR1	3.64875
DEFB4	-0.1185
PTCD2	-1.1473
SMOC2	4.8485
CABP7	0.04875
SERPINB11	0.56325
MAGEF1	-0.35075
NDE1	0.387333333333333
ITGA10	-0.0675
FSHB	1.004
ANXA2	0.2845
HORMAD2	-0.8775
HLCS	-0.58125
MCF2L	2.1115
FH	0.00375
TBC1D24	0.65525
KIAA1505	0.885
LGALS2	-1.20275
CNBD1	0.216
SYNPO2L	-0.58975
PTPN23	0.0712857142857143
C1orf183	0.647666666666667
MAGEA8	-1.99825
DGCR8	-1.496125
GSR	0.4645
PAQR7	0.181
ZNF676	-0.1165
CACNA1C	-0.0566
SP7	0.429
PDCD6	0.128
NRN1L	-1.3835
BRI3BP	-0.0499090909090909
KIAA1183	1.05425
ASB4	0.168
CCL23	0.2565
OBSL1	-2.104125
SLC12A7	0.9365
KIAA0240	0.801875
CD1B	-2.855
FCGR2A	1.35225
MDC1	-0.97275
HTR1A	0.0836666666666667
OCEL1	0.46025
ATP11B	-0.2348125
FBXO34	0.711333333333333
PCDH12	3.43316666666667
RPE	-0.75
C17orf74	0.1965
CSDC2	1.47133333333333
PET112L	0.58825
TMBIM1	0.71725
P2RXL1	0.315
TCHP	-0.371
TRMT1	-0.565666666666667
F2RL2	1.60841666666667
LRRC32	3.44133333333333
IMPG2	0.1985
BGLAP	0.28
LOC493869	0.10625
MRAS	1.700125
SLC35F5	0.305
CBWD1	-0.201
AXL	-1.34125
ATP2C2	3.116
TELO2	0.19125
PNPLA3	-4.10275
PCDHB14	1.75075
CD276	0.90125
KRT80	-0.046875
DUSP28	-0.06
CSNK1E	-0.313916666666667
SRP14	0.6705
KCNQ4	-0.079
KRT72	1.86783333333333
CCDC117	0.527375
C6orf89	0.109444444444444
TUBB2B	-2.1205
RTN4IP1	-1.3465
CR1L	-3.24083333333333
CEND1	0.40175
C12orf41	0.444833333333333
RNF31	0.93025
UBN1	0.1795
C17orf32	0.505125
SLC5A7	0.124
GPR92	1.01266666666667
ESAM	2.3734
CTNNA1	1.329
HRBL	-0.2839
CBX4	0.38575
TMEM182	-1.07975
SH3TC2	-1.11783333333333
IL10	1.55533333333333
PXMP4	1.488
RNF167	-0.1379
PAK7	1.84083333333333
ETV3	-0.2685
ATPIF1	-0.927666666666667
LOC554207	-1.39083333333333
OR8H1	0.1845
WDFY3	1.109625
DPM1	-0.4285
GPSM1	-0.482
WDR92	-0.2027
LRP1	0.716
ANKH	-0.75425
THUMPD3	-1.2405
POLR1B	-1.098
OLFM4	5.09566666666667
RAD9B	-0.213
TSPY2	-3.719
PAX6	-1.89983333333333
SCG2	-3.307375
SLC17A6	0.15425
FMO3	2.192625
PADI4	0.702625
TUBB4	-0.5391
NLK	-0.94575
POU4F3	-0.314
SDF4	-0.105
ITGBL1	2.54566666666667
NETO1	-2.077625
TAP2	-0.40925
ABBA-1	-0.1815
GNAI1	-0.37325
VPS4B	0.25675
NOPE	0.3845
GALNT6	3.40616666666667
SESN1	0.62925
GBE1	-2.73833333333333
CLASP1	-0.607
RASGEF1B	1.067375
ACOT11	-0.196928571428571
AFAP1	1.0895
OR2H2	0.20625
DPY19L2P1	-2.11375
DZIP1	-1.70275
SEC22C	-0.53275
GPR161	-0.743333333333333
RNF146	0.30475
WDR74	-0.125
GALP	-0.6055
PURA	0.9015
DNPEP	1.32141666666667
RP11-78J21.1	-0.2805
ERBB2	2.693625
FANCM	0.00566666666666667
NEO1	0.889666666666667
DDX3Y	-4.4102
RPS3A	0.514
MXRA7	0.232571428571429
LGALS3	0.254166666666667
GLT8D1	-0.16175
CFL2	-1.62166666666667
UPB1	0.33525
NAP1L5	0.22
CLDN14	1.28575
DHX38	-0.2195
BTBD1	-0.06925
TARS2	0.492
ABCF1	0.0879
FCF1	0.350333333333333
LRRC49	0.07575
GUCY1B2	-2.156
C1orf177	-0.0792
SMARCA4	-0.0908571428571428
LRP8	-3.35183333333333
TAGLN3	-1.3365
MRPL14	0.244
TTRAP	0.3215
ZDHHC20	0.4295
NFE2L3	-1.9725
KIAA1377	2.15525
PALMD	0.6661
TMEM43	-0.68625
TTL	-0.956875
STAT5B	-1.0865
SSB	-0.5575
OR10H5	-0.282
SLC22A13	-0.94
AKAP3	-0.859
TIMM23	0.531
OAS2	3.37991666666667
KIAA0423	1.46025
TRIM11	1.118
GLIS3	2.001625
TMEM50B	0.0545
ARHGEF4	-1.243375
DEGS1	0.464727272727273
TBL1XR1	0.387133333333333
G6PD	-1.50425
SP140	1.1759
MUC17	-0.117428571428571
NUDC	-0.2104
DNAJC5B	1.91133333333333
SCARA3	-0.891
CPA3	6.99
BCAT2	0.625125
MFN1	-0.0881
NRG3	-0.7485
SNX11	1.06625
PLEKHH1	-0.0201666666666667
GPR177	-1.15516666666667
HCFC2	0.1125
TCAP	0.18475
MOCOS	-2.1835
C14orf93	-0.205
PRDM10	-0.2035
SLC16A4	0.120583333333333
SRGAP1	1.05583333333333
VIP	0.21875
DUSP27	-0.1095
LILRA1	1.3989
MC2R	0.762
MGC24103	-2.5175
MBTD1	-1.6355
FUT11	-0.502333333333333
USP33	-0.1433
C15orf39	0.066
MAP3K12	-0.136125
PAAF1	-1.852
BARHL1	-0.461
FLJ16165	-0.4055
PIWIL2	-3.05175
SYNE1	0.477636363636364
CMTM4	-0.30775
TSPYL1	0.5926
GUF1	0.667166666666667
TMEM157	1.483
WDR44	0.395
HIST1H3C	1.07225
DKFZp666G057	2.2585
RNPEP	0.94
GAS2L2	-0.277
ADH4	-4.46675
GRPR	3.7545
FBXL17	1.31875
ZBTB10	0.887666666666667
Gcom1	1.156
HTRA1	1.9901
ZNF585A	-0.309333333333333
SLC26A2	-0.404071428571429
OTOP3	0.332833333333333
WISP1	2.96411111111111
ATP2B4	-0.85175
FLJ10769	0.007
CRAMP1L	0.03325
CHST12	-1.24975
RAB22A	0.656166666666667
TARDBP	0.0711428571428571
STAU1	-0.05325
CRB3	2.46666666666667
MIG7	-2.6905
CHMP1A	0.0346666666666667
ZNF160	-0.168
B3GALT6	-0.490125
BARX1	-1.489
C6orf167	-0.8834375
NXNL1	-0.024
DHX29	0.937875
HADHB	-0.3795
PLXNB2	0.648125
ILDR1	-1.635
SLC15A3	2.83375
GAS2	-4.02316666666667
C20orf69	0.7895
NUMB	0.18475
TNIP1	0.5245
MESP1	-0.421166666666667
PSKH1	-0.35925
NSFL1C	0.1315
RHOG	0.6355
HEY1	-0.928
KNG1	-2.435
ITGAX	1.8089
LIN9	-0.255833333333333
CANT1	2.635125
XRN1	-0.300357142857143
CCDC96	1.78755555555556
HEATR6	-0.884166666666667
GNG7	-0.00425000000000001
RUNX2	1.661125
SOX1	0.7575
FCRL5	0.8013
ZNF99	0.50375
FAM9A	0.935
SNX22	1.05083333333333
MBNL3	-1.46983333333333
ODC1	-3.1229
ADORA2B	-2.27566666666667
NR2F6	1.285
ZFYVE16	0.456777777777778
SYNJ2BP	0.9022
POLE	-0.6095
E2F2	-0.57675
THRA	-0.120166666666667
PTGES2	-0.276333333333333
HIP1R	1.5205
TMUB1	-1.17533333333333
ENO3	-2.412
RSPH10B	-0.0135
CXorf39	0.898625
IRGC	0.19475
GPR109B	-0.927
FLJ13305	-0.7355
LCE3A	0.139
TNFRSF18	-1.16816666666667
DET1	0.286
TRPM3	-0.755545454545455
C16orf79	-0.729
FECH	-0.354333333333333
RAP2A	-0.0156666666666667
CRIP1	2.69716666666667
AZIN1	0.1005
SLC7A7	3.62725
IL10RA	1.1858
TMEM64	-3.31275
CDC42EP4	1.1504
C16orf58	0.0926
ARG2	-1.3575
POU5F1P4	-4.754
FAM62B	-0.885625
DNAH8	-2.1743
ASH2L	0.051
TSLP	-2.45716666666667
CNTNAP5	0.271833333333333
TMEM16C	-0.69525
IFNA14	0.671
SLC1A3	-0.507625
CABYR	0.8275
BCL7B	-0.3178
NUDT13	-2.183
C13orf28	1.46066666666667
C1orf53	0.913
ARL6IP4	0.3458
RPL35A	0.535
EMR3	0.95975
RAB40C	0.87375
SLC41A1	0.0591666666666667
LRCH1	-0.45075
LY6G5B	-0.6485
FAM124A	-0.710428571428571
MGC10981	0.325166666666667
CLIP3	0.3448
MAP4K2	-0.581333333333333
CHIC1	-0.985
SULF1	3.82
C20orf30	-0.0187857142857143
PRDM5	-1.090625
ELOVL1	0.52825
C11orf48	0.1915
SLC39A10	-0.682
KCNV1	-0.3085
ACP1	-0.405833333333333
ZMYM2	-1.001625
B3GNT6	-0.206833333333333
C9orf69	0.41975
C2orf15	0.48375
C20orf166	-0.0445
HSP90AA6P	-0.312
EDG7	-0.7065
NEURL	2.95
LPL	0.0576666666666667
CLEC2D	-0.156071428571429
GRRP1	1.47533333333333
CD8B	-2.2351
HIST1H3D	0.0501666666666667
SLC6A12	0.285125
FAM27L	-0.0325
CD84	2.0551
RASA1	1.636
PHKG1	-0.0045
MAGEA11	-1.9625
IMPA1	-1.2132
NPM3	-0.78075
RARRES1	3.03525
SH3BP1	0.264625
B3GNTL1	0.588
ARPC5L	0.0816666666666667
KLHL26	0.91675
SIM2	-2.288875
GJC1	0.602
C20orf194	-0.43875
EXO1	-1.23525
SLC2A2	-3.48133333333333
LOC285074	-1.3465
LRG1	1.409
KIRREL	0.2735
PIK3R1	1.82542857142857
C4orf34	1.04
MAF	-1.123
ADCY4	4.14633333333333
ZMIZ2	-0.00790000000000001
SLC46A3	0.7555
STAMBP	0.411666666666667
CCDC16	0.20725
MS4A12	0.253
TCF20	-0.35575
LRRC46	2.1725
C20orf152	-0.153
MRPS6	-0.993875
ABCB11	-0.7765
KCNC2	0.14
CDH19	-2.63333333333333
C9orf123	-0.47
SSH3	1.514375
LDLRAD1	-0.52425
CCBE1	-1.0935
ZNF135	2.407875
TAAR1	0.2735
WFDC12	0.26
CCDC42	-0.605
FLJ12529	-0.221
PER1	0.462333333333333
TIMM50	-0.560666666666667
SMARCAD1	-0.151666666666667
FAM26C	1.7275
TP53TG3	-2.192
SH3RF1	1.6787
LMCD1	2.2995
GPR63	-0.5975
FLJ21986	-2.0865
AIFM3	-0.6355
MICAL1	0.00833333333333333
BLZF1	0.773166666666667
IQCA	0.589
PCDHGC3	0.4605
SAC	0.239
BCL6B	2.0985
DDO	0.796
MARCO	3.713
DCHS1	0.910166666666667
C1orf170	-0.385166666666667
CD200R1	1.31416666666667
C22orf15	-0.1205
SEPT11	0.518833333333333
ADNP	0.296
UST	-1.1333
C13orf34	-1.33033333333333
RFFL	0.152571428571429
APBA3	0.242
C2orf60	-0.245
CUTL1	-0.0924000000000001
PMS1	-1.26885714285714
ZNF689	1.971
EIF3E	-0.707
IL9	-0.564166666666667
RPL31	-0.06075
LY9	1.01133333333333
ATP2B3	0.5975
KDELR2	0.0328333333333333
TFCP2	0.6315
NLRP12	0.692125
FLJ45422	0.72
TLE4	-0.7448
ZNF570	-0.6085
FLJ43806	-0.5875
TLK2	0.567125
CIR	0.6375
MARS2	-0.091
COL24A1	-0.216
SDF2L1	-0.8985
HIBADH	-1.23833333333333
IGFBP3	-2.11471428571429
C12orf23	0.928875
PSPC1	0.25675
C20orf43	0.55675
TRAV20	0.199
ARHGAP24	0.614375
KIAA1975	-1.482375
C1QA	3.2936
DNTT	-4.3576
C10orf6	0.02175
C11orf41	0.087875
HNRPF	0.896875
COL11A1	4.30683333333333
UBAP2	0.204833333333333
CDKN2AIPNL	-0.903
C20orf174	3.4665
SPRED2	0.60575
PLA2G12A	-0.468333333333333
ICEBERG	-1.79916666666667
SCN10A	-0.1055
C11orf65	-0.2215
GBP5	4.92125
PITPNC1	1.28083333333333
POU3F3	1.286
NCOA7	-0.030875
LIN7C	0.1799
LOC348840	-1.708
NKX2-2	-3.19325
ANKRD13D	0.569
LOC123688	0.32875
FUT2	0.8105
TAAR8	0.234
FZD4	-0.181166666666667
PNMA3	-1.228
OR4L1	0.2575
WIT1	-3.25225
EXOC3L	1.379
ATPBD4	-0.3296
KRBA1	-2.26875
UBXD6	-0.1705
HOXB7	0.6475
C7orf23	-0.9
UNQ338	1.7955
STAB2	0.36975
CDC20B	0.989
IRF9	2.82575
CENTG1	0.558833333333333
TNPO2	-0.80175
MCPH1	0.71675
BMS1P5	-1.73525
SLC26A7	0.32
HIST1H3J	0.71525
C9orf3	-0.1433
LBH	1.207
MYO1D	0.686875
PTDSS2	-0.2085
NFU1	0.037
DEPDC4	-1.41325
WNT7B	0.4889
GLP2R	-0.132166666666667
SETD4	-1.0597
DYNLT3	-0.5639
FKBP11	-0.739166666666667
SESTD1	0.348833333333333
FLII	0.14925
RPS16	-0.3679
CHPF	0.138
CSNK2A1	0.117333333333333
SUMO1P1	0.03275
FKBP6	-0.6115
ZNF214	-0.978333333333333
TWIST1	-0.0265
DDX56	-0.333666666666667
TRAM1L1	0.216
EPO	-1.961
MRPS18B	-0.41225
ZNF682	0.0533333333333333
RPL14	-0.25
MAFF	0.37725
LOC51136	-0.237
LY96	0.14275
DDX20	0.17375
ABTB1	0.222833333333333
ARL5A	-0.5866
CCT6A	-1.22175
HEPACAM	-1.50816666666667
EHHADH	-1.498
RBAK	-0.206
CGB1	-0.0885
ITGB5	0.543
YIPF3	0.8615
FKBP2	-0.30725
NR1D1	1.0518
TMEM110	0.4815
NEK2	-0.626
PRAMEF8	-3.07575
C20orf52	0.882
PCDHGA3	0.858
VWA3B	-0.0815
NDUFA5	-0.264125
THAP9	-0.36175
FLVCR2	0.650333333333333
AP1S1	-0.910625
SMAD6	0.162
SAV1	0.19575
SAT1	0.523875
ZNF251	0.43925
ADAMTS7	0.4
RPP38	0.32375
C1orf211	-0.9715
YPEL2	1.50855
RBMS1	-0.55075
ZNF445	-0.707
NRXN2	1.10133333333333
PGBD4	-0.84075
UGT2B28	-1.73
WBSCR16	-0.8851
NLRC3	0.47725
ASTL	0.20625
ST6GALNAC1	0.8215
ZADH2	0.00175
MLLT4	-0.53175
ARL6	-0.329166666666667
MEF2C	-0.19675
CBFA2T3	1.1355
AFF3	1.94614285714286
COG7	0.211333333333333
MYB	-0.930833333333333
PLXNA3	0.4955
XRCC2	-2.53366666666667
MMS19	-0.154875
ST8SIA5	-0.599
CHPT1	-1.38966666666667
KIAA1712	-0.049625
OR6X1	0.1785
ACTR3	0.01775
UGCG	1.52216666666667
OR4P4	0.3485
ZAP70	-2.34525
LPP	0.880625
ZNF485	-0.94025
PTPRCAP	0.53925
IL12RB1	0.60375
ATRX	0.1764
CHST8	1.348375
C14orf109	1.1685
ARV1	0.222
NMB	-1.07971428571429
COX5A	-0.5225
EIF6	1.28
MPPED2	-1.384
SEMG1	-1.549
CHRDL1	-0.4685
TRAF3IP2	1.308
WNK2	-0.057375
LILRA4	2.217
LAMA2	4.85475
PXT1	0.262
RLBP1	-3.607
CD300C	1.06075
SLTM	0.443625
FLJ10404	0.1218
APOBEC3D	0.035
RENBP	0.464
ATXN7L1	0.000250000000000018
NID1	1.1825
TUBGCP3	-0.7255
ITIH5	-0.0701176470588236
CCDC110	2.799
C8A	-2.916
MGC87042	-2.1525
HOXC13	-0.03575
TFDP2	-1.176
HCP5	1.574625
POLI	-0.1725
UCN	-1.87583333333333
ZNF764	0.718166666666667
C8orf45	-0.24625
FHL3	-0.001
SPATA5L1	0.143
MMRN2	2.9995
NDST1	0.997833333333333
COL20A1	-0.0101666666666667
ZNF248	-0.75
PELP1	-0.554166666666667
MBL2	-2.46783333333333
RNF41	0.315875
C5orf24	0.137625
THOC5	-0.561571428571429
SERINC3	0.439416666666667
RP11-151A6.2	0.3645
CDCP2	0.215
HIST1H2AA	0.28925
C11orf75	0.2085
FKBP7	-0.13825
DDOST	-0.21125
GPNMB	0.513333333333333
TTF2	-1.02666666666667
KCNT1	0.492
SLC39A14	-0.957375
NGRN	1.0878
GPR137B	1.7095
MECP2	-0.241375
PSMA1	0.01825
C16orf73	-5.06475
TMEM60	-0.186
CSN3	0.2715
NOS1	0.346333333333333
RAB7L1	-0.814833333333333
YBX2	0.2
KIAA1166	-0.56275
FUBP3	0.0353333333333333
ABCG1	1.7555
ACACA	-1.06358333333333
ARL11	0.5592
ATOH1	-0.021
ODF1	0.164666666666667
CREB3L3	-1.72433333333333
TMEM127	1.144
DSCAML1	0.9205
PLN	2.873
LYPLA1	0.308333333333333
PRDM9	-2.32725
SASP	-0.268
PLUNC	0.0208333333333333
INTU	0.20275
HISPPD1	0.25025
LNPEP	0.927
YARS2	-0.00183333333333332
APCDD1L	-1.0225
ZCCHC4	-0.16
FBXO22	-0.230333333333333
TTLL13	0.1865
ZNF669	-0.1075
PTGDR	2.2135
DDX27	-0.147
KIAA0409	0.318833333333333
GJB6	0.484
ASB8	1.1965
PLP2	0.185666666666667
MEPE	0.878
OR10J5	-0.583
KRT222P	1.53425
COQ7	0.642166666666667
C1orf101	0.397
RERG	1.3098
CHMP5	0.61875
THAP11	-0.033875
ZNF43	0.424
ZRANB3	-1.66083333333333
KRT13	0.4415
MRPL19	-0.6055
RBBP9	0.489875
SPATA17	0.559125
BXDC5	0.271333333333333
PAFAH1B1	-0.444
MAGEE1	0.7435
OSTF1	0.1985
KIAA0323	0.4165
TXNDC13	-0.4835
CNTN4	1.522875
LCE1B	null
UNQ501	0.74925
ZNF154	1.3195
C3orf64	-0.2005
SYT5	0.1539
PON1	-0.673833333333333
FLJ10357	-0.31475
ATP4A	-1.064
GNPDA1	-0.896
MGAT1	0.761666666666667
C14orf121	0.2435
SLC35B2	0.31575
MIER3	0.244166666666667
CHEK1	-2.223875
ZNF8	0.308
TXNDC1	-0.7575
CKB	-0.077
RTN3	0.377357142857143
FZD2	-0.741666666666667
PART1	0.196375
PSMB6	-0.6375
PCDHB8	1.709
PHC3	0.8185
PPP1R8	-0.2005
NOVA2	1.31066666666667
TNFRSF11B	-4.866375
GOLPH3	0.992833333333333
UBLCP1	-0.9055
SUHW3	-0.81525
TTLL1	0.372
OPN4	0.2755
OR13G1	0.8915
ZPBP2	0.5258
HSD17B11	-1.10325
C9orf50	-0.0805
DHDDS	-0.0278571428571429
CTSW	1.9531
NEFM	-1.21383333333333
MRPL28	0.10325
SYN1	0.811166666666667
PIGV	-0.187166666666667
ZIM2	-1.29425
APBB1	-0.276166666666667
SND1	-0.8315
C1orf123	-0.207833333333333
CHD3	-0.22675
BHLHB8	0.3125
RNASE2	1.00833333333333
BCAP31	0.5855
SLC25A44	0.357666666666667
CHD6	0.3262
PIB5PA	0.453769230769231
SELS	1.33475
LOC541471	-0.942125
FAT2	1.7195
ZNF81	-0.3285
OR4C16	0.059
FLJ10081	-0.138
LRRC4	0.0885
CS	0.137
N4BP2	-0.292
IGFBP7	1.68325
ZNF318	0.26975
NDNL2	0.319125
ZNF609	0.753375
SIRT4	-0.3775
EXOSC10	-0.51025
ECE2	0.212833333333333
OVGP1	1.348
GTPBP3	-0.28975
PACS2	0.317
C19orf36	-1.01983333333333
ARL4C	-0.331875
ATG4B	-0.340375
UBQLNL	-0.40225
RHOXF2B	-3.3635
PLEKHG2	-1.0575
GALR1	-0.493
AQP4	0.0884
HDAC7A	-0.023
DCUN1D3	0.19375
OR8A1	-0.1825
CCRN4L	0.32275
CBR4	-0.0708333333333333
KIFC1	-0.675166666666667
SLC7A14	-1.69183333333333
LHX5	-0.6725
TRPC7	-0.0155
LPXN	-0.5165
SERPINA1	-1.92925
RPS13	-0.3909
BPIL3	-1.076
PRKAA1	-1.92375
FADS2	-1.3602
ENAH	0.730875
PRO1768	-0.828
APBA2BP	0.07825
LIPH	2.00933333333333
C3orf33	-0.97125
RCC2	-0.117642857142857
ALDH1A2	-3.1241
RNF103	2.17975
AHCY	-0.231875
ALG12	0.539
CCL17	1.10225
ZNF543	2.70166666666667
ESRRG	0.9984
CNGA1	-0.38275
RDH5	-0.211833333333333
OTX1	-0.7294
PTGFR	-1.055
CDR2	1.101375
SELE	4.34075
NLGN2	-0.960166666666667
EXOSC9	-0.4015
ZNF566	-0.0708333333333333
KLRC2	-3.6465
GPR12	1.078
KIAA0196	0.02
PDRG1	0.14575
SSR3	-0.118928571428571
MSI1	-0.4465
CST9	1.016
CC2D1A	0.17125
PLAGL1	-0.570111111111111
ZNF778	-0.3475
RNF2	-0.522
KLF6	1.18316666666667
THBD	1.35
tcag7.1314	0.13825
NR5A1	0.228
ABCD2	-0.127
DNAJC7	-1.26975
CLEC4C	0.791
TM2D3	0.72475
CCDC4	-1.0945
PLAC2	2.16175
DCD	-0.4515
FAAH	1.686375
POLA1	0.220833333333333
TM7SF2	-0.25175
FLJ39822	-0.526833333333333
FLOT2	-0.312125
MAP4K1	-0.249333333333333
SRP68	0.661875
C21orf74	0.661
ARPC5	0.292
LOC126075	1.343
HECW2	-0.08525
ZDHHC4	-1.46375
ANKRD42	0.9205
PDE9A	-0.830333333333333
ABCA8	1.369
NDUFS2	0.238
UBR5	-1.159875
BTBD16	-3.22375
LOC554174	-0.3205
ZNF20	1.0525
KIAA1843	0.471
WDR17	-0.493571428571429
C15orf33	-0.202
RNF113A	0.115
CAMKK1	-0.342
CLCN2	-1.0705
ANXA6	1.005
LOC340069	-0.307
EMID1	0.250625
DPM3	-1.10283333333333
ELA1	0.639
SLC25A13	-1.5187
KRT24	0.118
SMPD1	0.260333333333333
TH	-0.557375
COL6A2	1.05964285714286
ANKS1B	1.70925
GPR126	-3.3625
ZC3H12A	0.376833333333333
TMEM47	-0.0301666666666667
C2orf51	-0.109
C1orf88	2.28116666666667
HSF2BP	0.4455
AKAP10	0.363
RPAP3	-0.6165
KLHDC8B	-0.133125
STOM	-0.4305
MUPCDH	0.122125
C10orf72	-0.0485
PLEKHA3	0.320333333333333
TCP11L1	-0.5615
CWF19L1	0.350375
SPEF1	0.645769230769231
YSK4	0.9075
ELN	2.7681
SAMD8	0.828833333333333
MPI	-0.986666666666667
MEPCE	-0.1803
ABCC3	-1.268875
NANOGP1	-3.7465
KCNK17	2.089
HLA-DMB	4.04066666666667
RRAGA	0.3155
ANGEL1	-0.391
RBM32B	0.3315
CPN1	-3.1675
MGC52282	-0.6794
HLA-A	1.71383333333333
OR9G4	0.5025
EDNRB	-1.78225
SCD	0.331214285714286
C14orf80	0.426833333333333
BAGE2	-0.7365
RABL4	1.222
RCVRN	-1.2095
SHANK1	0.102
NLRP7	-2.37825
CD226	1.24875
STAT3	0.2469375
SYNJ2	-0.074
TPCN2	0.1485
WDR36	-0.767666666666667
MBD4	-0.1115
ROBO1	-1.1935
ST3GAL6	-2.8815
SLAMF8	2.83683333333333
ATN1	0.305
GPR141	0.3545
KRT36	0.0125
TPH1	0.261
DDX52	-0.1945
ZSCAN29	0.162166666666667
TRPT1	0.294166666666667
DPEP3	0.718
DENND4A	-0.7605
TSPAN16	0.66
PTCHD2	0.257
LOC145814	-0.572
CAP1	0.391333333333333
EIF5A2	-0.7636
NT5DC3	-1.412375
SEPT9	0.246
SEZ6L2	-0.60175
EGFLAM	3.08675
VPS11	0.4505
NDUFB5	-0.079
CIDEA	1.6805
IER5L	1.00275
N6AMT1	-0.28075
FAM83C	-2.26375
OXR1	0.261833333333333
IRX1	1.2365
DGKB	0.0265
GCN5L2	-1.9975
MIR16	0.185125
FBXW9	0.998
WDR4	-2.66966666666667
PDC	0.0575
VPS33B	0.68325
HEXB	-0.097
FLJ32214	0.62425
TCEB3	-0.86925
CRLF1	-1.38675
ABI3BP	1.27925
C8orf22	-3.80775
PYCR1	0.367125
KIAA1706	0.7565
CDK5R2	0.89175
WAS	0.6725
C12orf60	-0.60525
CCBL2	-0.22825
MADD	0.3115
C5orf34	-1.40975
WDR42A	0.6908
KLF12	-0.867125
HSPA1A	1.69475
ITM2C	-0.729166666666667
DAPK2	1.8955
LOC442590	-0.5165
SUMF2	-0.878625
CENPA	-1.59823076923077
TMED5	-0.713
CDH6	-1.0304
BRP44	1.08675
THG1L	0.199
GABRA2	-3.3955
C14orf166	0.05775
MYL1	-0.7425
TNFSF18	0.316
PAP2D	-1.07683333333333
PPIB	-0.38
KLHL4	-1.45714285714286
SFN	0.559666666666667
CCDC127	0.21725
FRAP1	-0.6005
GOLGA5	1.158
SDCCAG1	-0.167875
MGC21675	0.193166666666667
C10orf95	0.349
KIAA1345	-0.363333333333333
C1orf163	-1.198
LACE1	-0.860166666666667
OR10K2	-1.338
CENPN	-1.82804166666667
TMED2	0.5505
UGT1A6	-1.299
ANG	-0.87075
U2AF1	-0.873666666666667
CASC2	-0.0373333333333334
NMT2	-0.947833333333333
OSGEPL1	-0.103125
DFNB31	-0.9835
SLC6A20	0.57225
DKC1	-0.6215
FXYD4	-0.81825
WDR64	-0.2475
MGC5590	0.322
CREBZF	-0.47
DAZ1	0.03725
PRPSAP1	-0.06075
GCHFR	-0.66825
TTC7A	-0.542625
LOC196993	1.4295
UBD	2.519
S100A1	-0.788875
RPL6	0.312833333333333
DNAJB6	0.252
NAGS	2.2372
C2orf58	0.216
KERA	2.0225
MT1X	-0.7482
UBE2B	1.1124
KEAP1	0.838
MST1	-3.66725
OMA1	-0.0135
ABLIM2	1.53475
BCL2L13	-0.69425
JAZF1	-0.331
TMEM63B	1.274
S100A8	-0.3735
ARFIP2	1.4365
UROS	0.23525
KHDRBS2	-1.7925
POLQ	-1.41375
SOAT1	-1.317
SPAG4	-1.926
MRPS30	-0.2255
LOC494141	-0.56775
OR2T11	-0.0845
ORAOV1	-0.0165
ZNF184	0.112333333333333
TCEB3B	0.5308
ADAM21	0.0515
GDPD1	-0.127
SPINLW1	-0.078
PRR14	-0.0803333333333333
KCTD9	-0.3495
NUDT3	0.7375
KIAA1822	0.6559
HIST1H4K	0.809
