Hybridization REF	TCGA-BH-A0HX-01A-21R-A056-07
LRP1	0.726333333333333
ANKH	0.44025
THUMPD3	-1.02025
POLR1B	-0.478
OLFM4	2.58283333333333
RAD9B	1.10575
TSPY2	-4.5485
PAX6	-1.905
SCG2	-2.346125
SLC17A6	-0.3075
FMO3	3.803
PADI4	-0.197714285714286
TUBB4	-0.5139
NLK	-0.19925
POU4F3	-0.971
SDF4	0.0835
ITGBL1	3.48166666666667
NETO1	-1.583875
TAP2	0.040625
ABBA-1	0.0869166666666667
GNAI1	-0.6785
VPS4B	0.15825
NOPE	-0.3577
GALNT6	2.75316666666667
SESN1	-0.7225
GBE1	-1.94055555555556
CLASP1	0.000750000000000001
RASGEF1B	1.010125
ACOT11	-0.228
AFAP1	0.85575
OR2H2	0.236
DPY19L2P1	-0.66
DZIP1	-2.0975
SEC22C	-0.214416666666667
GPR161	-0.829916666666667
RNF146	-0.479
WDR74	-1.1125
GALP	-0.228
PURA	1.437
DNPEP	0.609833333333333
RP11-78J21.1	-1.09375
ERBB2	1.99175
FANCM	0.0525833333333333
NEO1	0.100333333333333
DDX3Y	-5.7807
RPS3A	0.834625
MXRA7	0.751
LGALS3	-1.72133333333333
GLT8D1	0.5475
CFL2	-0.0808333333333333
UPB1	0.17325
NAP1L5	0.15725
CLDN14	-0.39075
DHX38	-0.49175
BTBD1	-0.541
TARS2	0.470833333333333
ABCF1	-0.5222
FCF1	0.1365
LRRC49	0.28
GUCY1B2	-1.1895
C1orf177	-0.313166666666667
SMARCA4	-0.986928571428571
LRP8	-1.72766666666667
TAGLN3	-1.923
MRPL14	-0.5485
TTRAP	-0.45
ZDHHC20	0.315
NFE2L3	-1.9975
KIAA1377	1.287375
PALMD	1.0704
TMEM43	-0.2055
TTL	-1.333125
STAT5B	-0.999333333333333
SSB	-1.2555
OR10H5	0.8105
SLC22A13	-0.619
AKAP3	-0.967
TIMM23	-0.0955
OAS2	1.88758333333333
KIAA0423	1.56175
TRIM11	0.799333333333333
GLIS3	1.22825
TMEM50B	0.000333333333333297
ARHGEF4	-1.554375
DEGS1	-0.795181818181818
TBL1XR1	0.695566666666667
G6PD	-1.61575
SP140	0.7825
MUC17	0.158357142857143
NUDC	-0.1528
DNAJC5B	2.621
SCARA3	-2.21766666666667
CPA3	6.38966666666667
BCAT2	0.084125
MFN1	-0.487
NRG3	-0.1195
SNX11	1.21725
PLEKHH1	-2.1245
GPR177	-0.898833333333333
HCFC2	0.096
TCAP	-1.393
MOCOS	-4.3405
C14orf93	-0.27775
PRDM10	-0.7175
SLC16A4	-0.460916666666667
SRGAP1	1.32966666666667
VIP	0.63525
DUSP27	0.6375
LILRA1	0.879
MC2R	0.668
MGC24103	-2.49275
MBTD1	-1.0095
FUT11	-0.7005
USP33	0.22
C15orf39	-1.07925
MAP3K12	0.13025
PAAF1	-0.902833333333333
BARHL1	-0.3805
FLJ16165	-0.3025
PIWIL2	-3.582
SYNE1	0.2515
CMTM4	0.052125
TSPYL1	0.0092
GUF1	-0.202666666666667
TMEM157	2.125
WDR44	0.669
HIST1H3C	0.5095
DKFZp666G057	1.9385
RNPEP	0.3825
GAS2L2	-0.3895
ADH4	-5.32975
GRPR	3.96033333333333
FBXL17	1.206
ZBTB10	1.84716666666667
Gcom1	0.603222222222222
HTRA1	1.567
ZNF585A	-0.616333333333333
SLC26A2	0.426285714285714
OTOP3	0.336
WISP1	2.78633333333333
ATP2B4	-0.539416666666667
FLJ10769	0.269
CRAMP1L	0.057375
CHST12	-0.2955
RAB22A	0.760833333333333
TARDBP	-0.302428571428571
STAU1	0.29025
CRB3	1.7775
MIG7	-1.98775
CHMP1A	0.2
ZNF160	-0.45875
B3GALT6	0.305375
BARX1	-1.6035
C6orf167	-2.8361875
NXNL1	0.6505
DHX29	0.554125
HADHB	-0.0405
PLXNB2	0.567625
ILDR1	-1.06775
SLC15A3	2.667
GAS2	-3.697
C20orf69	0.000249999999999997
NUMB	-0.51375
TNIP1	0.244625
MESP1	1.20833333333333
PSKH1	0.2125
NSFL1C	1.13025
RHOG	-0.2315
HEY1	-1.963
KNG1	-2.456375
ITGAX	2.0677
LIN9	-0.991
CANT1	1.669875
XRN1	0.445642857142857
CCDC96	1.5748
HEATR6	-0.081
GNG7	0.245833333333333
RUNX2	1.15325
SOX1	0.318833333333333
FCRL5	0.247444444444444
ZNF99	-0.7725
FAM9A	-1.3945
SNX22	0.466833333333333
MBNL3	-2.18666666666667
ODC1	-1.7795
ADORA2B	-3.56233333333333
NR2F6	0.14375
ZFYVE16	0.165166666666667
SYNJ2BP	0.8838
POLE	-0.744625
E2F2	-1.36425
THRA	-0.0363333333333333
PTGES2	-0.0981666666666667
HIP1R	0.141666666666667
TMUB1	-0.781333333333333
ENO3	-2.69625
RSPH10B	-0.4185
CXorf39	1.087375
IRGC	0.212
GPR109B	-0.28675
FLJ13305	-0.634
LCE3A	-0.121
TNFRSF18	0.0303333333333333
DET1	0.49425
TRPM3	-0.264
C16orf79	-1.362
FECH	-0.582
RAP2A	-0.1265
CRIP1	2.7145
AZIN1	0.53225
SLC7A7	3.33125
IL10RA	0.6706
TMEM64	-2.5845
CDC42EP4	1.6605
C16orf58	0.2401
ARG2	-3.488
POU5F1P4	-4.86475
FAM62B	-0.493
DNAH8	-2.5208
ASH2L	0.729625
TSLP	-3.40583333333333
CNTNAP5	0.146833333333333
TMEM16C	-0.844
IFNA14	-0.9855
SLC1A3	0.454875
CABYR	0.8975
BCL7B	-0.1018
NUDT13	-1.0175
C13orf28	1.47425
C1orf53	-0.5665
ARL6IP4	0.5691
RPL35A	-0.1295
EMR3	0.1135
RAB40C	0.530666666666667
SLC41A1	-0.414166666666667
LRCH1	0.11975
LY6G5B	-0.961
FAM124A	-0.179
MGC10981	-4.46216666666667
CLIP3	0.0536
MAP4K2	-0.184166666666667
CHIC1	0.822
SULF1	4.2975
C20orf30	0.557071428571429
PRDM5	-0.85975
ELOVL1	0.496
C11orf48	-0.925375
SLC39A10	-0.63475
KCNV1	0.011
ACP1	-0.8538
ZMYM2	-0.75125
B3GNT6	0.0363333333333333
C9orf69	0.009
C2orf15	1.086
C20orf166	null
HSP90AA6P	-0.7635
EDG7	-2.612
NEURL	1.67625
LPL	1.602
CLEC2D	0.0676428571428572
GRRP1	1.42316666666667
CD8B	-3.6449
HIST1H3D	0.154833333333333
SLC6A12	0.499
FAM27L	-0.686
CD84	2.4068
RASA1	0.066
PHKG1	0.243
MAGEA11	-2.139
IMPA1	0.3042
NPM3	-1.71125
RARRES1	2.41275
SH3BP1	0.012375
B3GNTL1	0.6735
ARPC5L	-0.586
KLHL26	0.1145
SIM2	0.013
GJC1	0.8835
C20orf194	0.26675
EXO1	-2.3425
SLC2A2	-3.052
LOC285074	-1.5565
LRG1	-3.55225
KIRREL	0.355
PIK3R1	0.645142857142857
C4orf34	1.2165
MAF	-1.12077777777778
ADCY4	3.96116666666667
ZMIZ2	0.72
SLC46A3	1.672
STAMBP	0.269666666666667
CCDC16	0.21825
MS4A12	0.2105
TCF20	-0.32625
LRRC46	2.6005
C20orf152	1.05375
MRPS6	-1.06
ABCB11	0.1905
KCNC2	2.32716666666667
CDH19	-2.7026
C9orf123	0.235833333333333
SSH3	1.59025
LDLRAD1	-0.71375
CCBE1	-0.53875
ZNF135	0.198125
TAAR1	0.432
WFDC12	-0.062
CCDC42	0.129
FLJ12529	-0.5735
PER1	0.384666666666667
TIMM50	-0.152
SMARCAD1	-0.038
FAM26C	0.407
TP53TG3	-3.00833333333333
SH3RF1	2.3405
LMCD1	2.76975
GPR63	-0.6925
FLJ21986	-2.74525
AIFM3	0.50475
MICAL1	-0.620333333333333
BLZF1	0.663333333333333
IQCA	3.26283333333333
PCDHGC3	-1.062
SAC	0.51075
BCL6B	2.54616666666667
DDO	-0.92275
MARCO	4.05825
DCHS1	1.021
C1orf170	0.591666666666667
CD200R1	0.674833333333333
C22orf15	-0.52
SEPT11	0.438666666666667
ADNP	0.233
UST	-0.9518
C13orf34	-1.84983333333333
RFFL	-0.00214285714285714
APBA3	-0.443
C2orf60	-1.3495
CUTL1	0.2511
PMS1	-1.011625
ZNF689	0.7605
EIF3E	-0.6595
IL9	0.605
RPL31	-0.358875
LY9	0.463666666666667
ATP2B3	-0.044
KDELR2	0.14725
TFCP2	0.259125
NLRP12	0.783125
FLJ45422	-0.20575
TLE4	-1.2241
ZNF570	0.351
FLJ43806	-1.3545
TLK2	-0.00474999999999999
CIR	-0.136
MARS2	-0.7265
COL24A1	1.17575
SDF2L1	0.2655
HIBADH	-0.676
IGFBP3	-2.40364285714286
C12orf23	0.54025
PSPC1	-0.36375
C20orf43	0.42975
TRAV20	-0.207
ARHGAP24	0.594
KIAA1975	1.8385
C1QA	3.3925
DNTT	-5.05433333333333
C10orf6	-0.502083333333333
C11orf41	0.89925
HNRPF	0.2105
COL11A1	7.23366666666667
UBAP2	-0.337
CDKN2AIPNL	-1.616
C20orf174	3.49
SPRED2	0.351
PLA2G12A	0.563333333333333
ICEBERG	-1.7715
SCN10A	0.4375
C11orf65	0.1595
GBP5	4.181
PITPNC1	-1.1045
POU3F3	1.402
NCOA7	-1.527125
LIN7C	-0.5367
LOC348840	-0.822
NKX2-2	-3.226
ANKRD13D	0.8975
LOC123688	-0.42625
FUT2	1.95416666666667
TAAR8	0.452
FZD4	0.439583333333333
PNMA3	-1.07716666666667
OR4L1	0.335
WIT1	-2.89075
EXOC3L	2.0635
ATPBD4	-0.4572
KRBA1	-1.054
UBXD6	0.39025
HOXB7	0.204285714285714
C7orf23	-1.5405
UNQ338	0.3415
STAB2	0.736
CDC20B	1.679
IRF9	1.142
CENTG1	0.321333333333333
TNPO2	-1.12775
MCPH1	0.122
BMS1P5	-2.0965
SLC26A7	1.039
HIST1H3J	0.166
C9orf3	0.6661
LBH	1.33375
MYO1D	1.010125
PTDSS2	0.15125
NFU1	0.17225
DEPDC4	-1.64025
WNT7B	-0.0323
GLP2R	-0.3545
SETD4	-1.0649
DYNLT3	-0.38
FKBP11	-0.0868333333333333
SESTD1	0.326
FLII	0.169
RPS16	-0.1575
CHPF	0.194333333333333
CSNK2A1	0.143833333333333
SUMO1P1	-0.88825
FKBP6	-0.512
ZNF214	0.131666666666667
TWIST1	1.208
DDX56	0.2165
TRAM1L1	2.3432
EPO	-3.755
MRPS18B	-0.544
ZNF682	-1.81783333333333
RPL14	-0.178833333333333
MAFF	-0.2595
LOC51136	-0.28
LY96	0.2905
DDX20	-0.6215
ABTB1	1.25933333333333
ARL5A	-0.1021
CCT6A	-0.952
HEPACAM	-1.06883333333333
EHHADH	-0.669166666666667
RBAK	-0.105666666666667
CGB1	0.2525
ITGB5	1.0963
YIPF3	-0.28875
FKBP2	-0.40025
NR1D1	0.2963
TMEM110	0.4375
NEK2	-0.995
PRAMEF8	-3.89025
C20orf52	-0.431666666666667
PCDHGA3	-0.806
VWA3B	0.288
NDUFA5	-0.102125
THAP9	0.0245
FLVCR2	-0.3845
AP1S1	-1.38175
SMAD6	-0.951
SAV1	1.19075
SAT1	-0.02275
ZNF251	0.604375
ADAMTS7	0.1735
RPP38	-0.0505
C1orf211	-0.884
YPEL2	1.65495
RBMS1	-0.5675
ZNF445	-0.2466
NRXN2	0.535166666666667
PGBD4	-0.143125
UGT2B28	-1.012
WBSCR16	-0.6092
NLRC3	0.590875
ASTL	0.32825
ST6GALNAC1	-2.87775
ZADH2	-0.71
MLLT4	0.195416666666667
ARL6	0.137
MEF2C	0.633
CBFA2T3	-0.8305
AFF3	3.67664285714286
COG7	0.338166666666667
MYB	-1.97
PLXNA3	0.599
XRCC2	-2.43066666666667
MMS19	-0.215875
ST8SIA5	-1.56125
CHPT1	-0.000333333333333334
KIAA1712	-0.061875
OR6X1	0.406
ACTR3	-0.534875
UGCG	1.55833333333333
OR4P4	0.618
ZAP70	-3.239
LPP	0.8965
ZNF485	0.21275
PTPRCAP	-0.34475
IL12RB1	0.5075
ATRX	0.4663
CHST8	-0.584
C14orf109	-0.33975
ARV1	0.3235
NMB	-0.648428571428571
COX5A	-0.846833333333333
EIF6	-0.07325
MPPED2	0.237
SEMG1	-2.064
CHRDL1	0.6165
TRAF3IP2	-0.20925
WNK2	-0.257
LILRA4	2.7875
LAMA2	4.6475
PXT1	-0.9945
RLBP1	-4.2985
CD300C	0.7255
SLTM	0.453
FLJ10404	-0.346875
APOBEC3D	-0.758166666666667
RENBP	1.36566666666667
ATXN7L1	-0.00912499999999999
NID1	0.60875
TUBGCP3	-1.003
ITIH5	1.2295
CCDC110	3.88425
C8A	-3.45875
MGC87042	-1.66825
HOXC13	0.74325
TFDP2	-0.44725
HCP5	1.1135
POLI	-0.58775
UCN	-0.844166666666667
ZNF764	0.435666666666667
C8orf45	1.83175
FHL3	-0.48975
SPATA5L1	-0.842
MMRN2	3.41033333333333
NDST1	0.580833333333333
COL20A1	-0.465
ZNF248	-0.858
PELP1	-0.146666666666667
MBL2	-3.24366666666667
RNF41	0.985375
C5orf24	1.062
THOC5	-0.62325
SERINC3	1.10475
RP11-151A6.2	0.24475
CDCP2	-0.15175
HIST1H2AA	0.9335
C11orf75	0.2135
FKBP7	-0.3285
DDOST	0.02875
GPNMB	0.921333333333333
TTF2	-1.48816666666667
KCNT1	0.559
SLC39A14	-0.617125
NGRN	0.5216
GPR137B	2.19675
MECP2	0.319125
PSMA1	-0.5775
C16orf73	-5.443
TMEM60	-0.181333333333333
CSN3	1.35
NOS1	0.202833333333333
RAB7L1	0.469333333333333
YBX2	0.005
KIAA1166	-0.87575
FUBP3	-0.471333333333333
ABCG1	1.4015
ACACA	-0.603416666666667
ARL11	1.129
ATOH1	0.454
ODF1	0.256
CREB3L3	-2.18533333333333
TMEM127	1.33078571428571
DSCAML1	-0.6195
PLN	4.17166666666667
LYPLA1	0.178416666666667
PRDM9	-1.80766666666667
SASP	-0.8335
PLUNC	-0.0275
INTU	-0.0305
HISPPD1	-0.1385
LNPEP	0.441333333333333
YARS2	-0.222333333333333
APCDD1L	-1.408
ZCCHC4	-0.3106
FBXO22	-0.496833333333333
TTLL13	-0.406
ZNF669	0.0085
PTGDR	2.18375
DDX27	-0.23525
KIAA0409	-0.683833333333333
GJB6	0.10725
ASB8	1.39375
PLP2	0.240833333333333
MEPE	-0.08575
OR10J5	-0.3485
KRT222P	1.57525
COQ7	0.416833333333333
C1orf101	0.85975
RERG	3.9103
CHMP5	0.64975
THAP11	0.136
ZNF43	-1.27633333333333
ZRANB3	-1.451
KRT13	2.6685
MRPL19	-0.9295
RBBP9	0.23975
SPATA17	1.231125
BXDC5	0.417666666666667
PAFAH1B1	-0.32475
MAGEE1	1.358
OSTF1	0.0355
KIAA0323	-0.575
TXNDC13	1.07966666666667
CNTN4	2.509375
LCE1B	0.2395
UNQ501	0.4855
ZNF154	-0.16
C3orf64	0.02825
SYT5	-0.6315
PON1	-0.37
FLJ10357	-0.72275
ATP4A	-1.9135
GNPDA1	0.0518333333333333
MGAT1	0.810833333333333
C14orf121	-0.0885
SLC35B2	-0.5235
MIER3	0.4775
CHEK1	-3.505875
ZNF8	-1.077
TXNDC1	1.04033333333333
CKB	-1.1658
RTN3	-0.0097857142857143
FZD2	-1.23783333333333
PART1	-0.522625
PSMB6	-0.54175
PCDHB8	-0.2945
PHC3	0.1438
PPP1R8	-0.3435
NOVA2	1.875
TNFRSF11B	-2.015
GOLPH3	0.543333333333333
UBLCP1	-0.5865
SUHW3	-0.853
TTLL1	1.3335
OPN4	0.159
OR13G1	-0.724
ZPBP2	0.604
HSD17B11	-1.240125
C9orf50	0.000999999999999973
DHDDS	0.422285714285714
CTSW	1.4354
NEFM	-1.37733333333333
MRPL28	-0.15025
SYN1	0.674666666666667
PIGV	0.304833333333333
ZIM2	-1.178
APBB1	-0.374666666666667
SND1	-0.482
C1orf123	-0.1385
CHD3	-0.0485
BHLHB8	-0.055
RNASE2	-0.132
BCAP31	0.864125
SLC25A44	0.492
CHD6	0.9742
PIB5PA	1.76538461538462
SELS	0.580125
LOC541471	-1.0855
FAT2	-0.8305
ZNF81	0.196
OR4C16	0.439
FLJ10081	-0.3332
LRRC4	1.2325
CS	-0.590833333333333
N4BP2	0.5545
IGFBP7	1.9035
ZNF318	-0.252333333333333
NDNL2	-0.636
ZNF609	0.334625
SIRT4	0.02675
EXOSC10	-0.59325
ECE2	-0.02175
OVGP1	1.37175
GTPBP3	-1.08
PACS2	0.0324
C19orf36	-0.958166666666667
ARL4C	-0.699
ATG4B	-0.47325
UBQLNL	-0.67375
RHOXF2B	-3.903
PLEKHG2	-0.959
GALR1	0.237
AQP4	-0.4116
HDAC7A	-0.174666666666667
DCUN1D3	0.13825
OR8A1	0.7365
CCRN4L	1.44225
CBR4	-0.3205
KIFC1	-2.42433333333333
SLC7A14	-2.219
LHX5	-0.09
TRPC7	-0.0325
LPXN	-0.99425
SERPINA1	-2.70425
RPS13	-0.9164
BPIL3	-0.391
PRKAA1	-1.7375
FADS2	0.3726
ENAH	0.297875
PRO1768	0.142
APBA2BP	1.68775
LIPH	2.50666666666667
C3orf33	-0.94025
RCC2	-0.101142857142857
ALDH1A2	-3.451
RNF103	1.7855
AHCY	0.457625
ALG12	0.853
CCL17	0.452
ZNF543	1.161
ESRRG	-0.0684
CNGA1	-0.61925
RDH5	0.1715
OTX1	0.0778
PTGFR	-1.21766666666667
CDR2	0.45125
SELE	4.485
NLGN2	-0.302666666666667
EXOSC9	-0.175
ZNF566	0.790666666666667
KLRC2	-4.676
GPR12	0.8995
KIAA0196	2.071
PDRG1	-0.092
SSR3	-0.469357142857143
MSI1	-0.846
CST9	3.72
CC2D1A	0.02375
PLAGL1	-0.571
ZNF778	0.245
RNF2	-0.00812499999999994
KLF6	1.535
THBD	2.92216666666667
tcag7.1314	1.0305
NR5A1	-0.00683333333333334
ABCD2	0.4945
DNAJC7	-1.8875
CLEC4C	0.7985
TM2D3	0.028
CCDC4	-1.1205
PLAC2	-0.51175
DCD	0.86
FAAH	2.209375
POLA1	-0.154666666666667
TM7SF2	-0.402125
FLJ39822	-0.433666666666667
FLOT2	1.061
MAP4K1	-0.674
SRP68	0.86825
C21orf74	0.241
ARPC5	0.13625
LOC126075	1.71825
HECW2	0.861625
ZDHHC4	0.035
ANKRD42	1.2025
PDE9A	-0.570166666666667
ABCA8	0.8515
NDUFS2	0.316
UBR5	-0.166125
BTBD16	-2.72975
LOC554174	-0.3645
ZNF20	0.352
KIAA1843	0.843
WDR17	0.988625
C15orf33	0.385
RNF113A	-0.05525
CAMKK1	-0.2056
CLCN2	-0.3475
ANXA6	0.0185
LOC340069	0.747
EMID1	-0.062
DPM3	-0.107166666666667
ELA1	-0.019
SLC25A13	-0.955
KRT24	1.72475
SMPD1	0.0101666666666667
TH	-0.264
COL6A2	1.02271428571429
ANKS1B	1.643
GPR126	-3.2801
ZC3H12A	-0.067
TMEM47	0.836833333333333
C2orf51	-0.230333333333333
C1orf88	3.7045
HSF2BP	0.3485
AKAP10	0.18675
RPAP3	-0.3275
KLHDC8B	0.672125
STOM	1.587
MUPCDH	-0.02925
C10orf72	-0.069875
PLEKHA3	0.24325
TCP11L1	-0.47725
CWF19L1	-0.044625
SPEF1	2.64346153846154
YSK4	0.9075
ELN	3.0367
SAMD8	0.580166666666667
MPI	-0.826
MEPCE	-0.0798
ABCC3	-2.51825
NANOGP1	-6.8515
KCNK17	0.866
HLA-DMB	3.76416666666667
RRAGA	1.063
ANGEL1	-0.501
RBM32B	1.164
CPN1	-3.8865
MGC52282	-0.991
HLA-A	1.2435
OR9G4	0.1715
EDNRB	-0.997875
SCD	-0.935571428571429
C14orf80	-0.724666666666667
BAGE2	-0.357
RABL4	1.822
RCVRN	0.232
SHANK1	-0.2075
NLRP7	-4.06875
CD226	1.38325
STAT3	0.422125
SYNJ2	-0.4196
TPCN2	1.18716666666667
WDR36	-0.504416666666667
MBD4	-0.43475
ROBO1	-1.4027
ST3GAL6	-3.51625
SLAMF8	3.475
ATN1	0.464833333333333
GPR141	0.933
KRT36	-0.208
TPH1	-0.3535
DDX52	-0.0775
ZSCAN29	-0.315833333333333
TRPT1	-0.963833333333333
DPEP3	0.4505
DENND4A	-0.855875
TSPAN16	0.267
PTCHD2	-1.4215
LOC145814	-1.13875
CAP1	0.265
EIF5A2	-0.1434
NT5DC3	-0.93
SEPT9	-0.338875
SEZ6L2	-0.804125
EGFLAM	3.3075
VPS11	0.571125
NDUFB5	-0.534833333333333
CIDEA	3.76533333333333
IER5L	-0.12175
N6AMT1	0.09825
FAM83C	-0.435
OXR1	1.061
IRX1	0.053
DGKB	-0.8315
GCN5L2	-1.29075
MIR16	0.495375
FBXW9	0.6065
WDR4	-3.38466666666667
PDC	-0.233
VPS33B	0.13
HEXB	-0.0185
FLJ32214	1.166
TCEB3	-0.70625
CRLF1	-2.50025
ABI3BP	1.15425
C8orf22	-4.567
PYCR1	0.197125
KIAA1706	0.28725
CDK5R2	0.6265
WAS	0.2445
C12orf60	1.65425
CCBL2	-0.533
MADD	-0.19
C5orf34	-2.06775
WDR42A	0.7171
KLF12	-0.681125
HSPA1A	1.38675
ITM2C	-1.71325
DAPK2	1.40366666666667
LOC442590	0.2395
SUMF2	0.21325
CENPA	-2.116
TMED5	-0.522
CDH6	-0.4364
BRP44	0.311375
THG1L	-0.75725
GABRA2	-1.74575
C14orf166	1.91
MYL1	-1.98333333333333
TNFSF18	0.309
PAP2D	-1.18983333333333
PPIB	-0.01825
KLHL4	-0.4665
SFN	-0.628833333333333
CCDC127	0.6975
FRAP1	-0.14475
GOLGA5	0.4195
SDCCAG1	1.24975
MGC21675	-0.385
C10orf95	-1.0095
KIAA1345	-0.372833333333333
C1orf163	-0.832
LACE1	-1.11616666666667
OR10K2	0.5405
CENPN	-2.58052
TMED2	0.79475
UGT1A6	-2.058
ANG	-0.515
U2AF1	-1.8195
CASC2	0.389333333333333
NMT2	-0.8015
OSGEPL1	-0.819
DFNB31	-0.3715
SLC6A20	0.776857142857143
DKC1	-0.53375
FXYD4	-0.81725
WDR64	0.0335
MGC5590	0.3515
CREBZF	-0.484833333333333
DAZ1	-0.385
PRPSAP1	0.48975
GCHFR	-1.13075
TTC7A	-1.3115
LOC196993	1.24325
UBD	-0.613333333333333
S100A1	-1.250875
RPL6	0.278666666666667
DNAJB6	0.32255
NAGS	2.7326
C2orf58	0.8305
KERA	1.44366666666667
MT1X	-0.3916
UBE2B	0.7104
KEAP1	0.185
MST1	-3.034
OMA1	1.262
ABLIM2	1.89225
BCL2L13	-0.86025
JAZF1	0.440166666666667
TMEM63B	0.604
S100A8	-0.193
ARFIP2	0.669
UROS	0.57125
KHDRBS2	-0.54
POLQ	-2.788375
SOAT1	-1.1075
SPAG4	-1.73425
MRPS30	0.527
LOC494141	-0.0625
OR2T11	0.144
ORAOV1	1.2018
ZNF184	-0.880166666666667
TCEB3B	0.5125
ADAM21	-0.4095
GDPD1	0.8555
SPINLW1	-0.0245
PRR14	0.366333333333333
KCTD9	-0.4265
NUDT3	-0.419
KIAA1822	0.8756
HIST1H4K	1.171
DFNA5	-1.653
GABPA	-0.7395
C14orf44	0.4405
POLB	0.839
PTAR1	-0.56075
SEC31A	1.0422
TRIM58	-1.52
TAS2R14	-0.375
VPS8	0.6665
H1F0	1.72466666666667
PRKCB1	-3.0665
UGT2A1	0.253
TOR1B	0.04075
LSS	-1.18925
C2orf19	-0.1405
HNRNPC	-0.465857142857143
TMEM100	-0.438833333333333
LOC116349	0.95225
OR51M1	0.391
CCDC142	-0.3375
ISG15	0.8499375
ZCCHC14	-0.07675
CREBL2	1.047
TGDS	-2.083
DC2	0.3715
CACNA2D3	-0.801
ZNF429	-1.341
LYPD6	0.394833333333333
SUCLG1	-0.182
OR51I1	-1.2475
MAGEH1	2.25925
PRPF40A	-0.496
SMR3A	0.453
SPINK2	0.44875
THAP2	0.85675
NPY5R	2.637875
IRF4	-2.915
SPESP1	1.67916666666667
OR10S1	0.5115
DTD1	-0.7465
TUBE1	-2.0735
DDX19A	-1.2525
PDPN	-1.329125
TMEM34	0.39325
MGAM	2.49025
COL3A1	5.79305555555556
GFM2	-0.2588
OR5A2	-0.5435
PSG9	-1.853
ARHGEF11	0.4085
IVNS1ABP	-0.8875625
SIGIRR	1.20825
DUSP19	-0.543125
DNAJC14	0.5811
ACSS1	1.279625
IL1RAPL2	0.0615
C4orf30	0.15475
SEPT4	2.5405
LANCL3	-2.3615
SPAG17	2.72266666666667
PRDX3	-0.4355
HNF1A	-1.337875
P4HA2	-0.00075
RFWD3	-0.447333333333333
MOV10	-0.254
DNAJA5	0.800642857142857
LOC729440	0.17375
LOC200383	1.111125
SMC2	-2.53125
MIXL1	-1.499
TMEM9	0.70875
FAM86A	1.5345
ZNF174	0.5108
MYH14	-0.63675
CCR8	0.411
VPS37C	1.01733333333333
GPATCH1	0.263833333333333
B3GNT8	2.9015
TBX4	-0.58175
CNR2	-0.1255
PCDH1	1.79925
C5orf29	3.567875
OCIAD2	0.32075
PLCG2	0.4555
KIAA0247	1.462375
HRH3	0.2275
CAPN13	3.44675
CCR1	-0.5875
MGC15523	0.756611111111111
UVRAG	-0.0255
DNAJA2	-0.675333333333333
ITGA2B	-0.579833333333333
CLDN5	3.919625
PTPRN2	-1.40814285714286
ZNF512	0.291666666666667
PSAP	0.778
CCDC140	-0.9185
LRRC55	0.076
CYP26C1	-0.0525
C8orf47	-0.229
LYN	0.098875
DUSP6	0.267833333333333
TGFB3	2.7726
ELK1	-0.1631
PCDH11Y	-0.616833333333333
HGD	-1.2595
C17orf58	1.11975
MYO3A	0.8205
SERPINE2	-3.74283333333333
AARSD1	-0.16525
C14orf73	-1.61
ADAM33	-0.12675
ZNF491	-0.107
MAPK6	-1.66166666666667
TCN1	6.1765
SLC24A6	0.833
UBE2R2	0.2105
H1FNT	0.327
TATDN2	0.412166666666667
LILRB1	1.905
P2RY5	0.9385
NUCB2	0.54675
C2orf37	-0.54375
SNX27	1.35216666666667
MTA3	0.108375
FOXO4	0.233625
ID4	-0.337833333333333
SOX5	-2.24233333333333
PXMP3	1.561375
OR52M1	0.2275
SFT2D3	0.12575
INA	-3.47966666666667
MCOLN1	1.11525
NFIX	0.0189
CLEC14A	5.74266666666667
HIBCH	-0.751
PLA2G5	2.0335
TIMM10	-0.496333333333333
MED17	-0.2524
COL4A4	-0.614
TPP1	0.231333333333333
GJA3	-0.072
TMPRSS5	-2.0435
AADACL3	0.1875
DNMBP	0.34325
ENPP5	3.02366666666667
NQO1	-0.4516
ZSCAN2	0.4045
SEC24C	0.261166666666667
GTF2A1L	0.135
AXIN2	-0.5173
FAM33A	-1.29375
C16orf13	0.16725
SPNS2	0.713
TAF1	0.1115
AP1G2	-0.262
RBM42	0.328333333333333
HCN2	0.892833333333333
EFHB	0.930666666666667
RUSC1	0.0131666666666667
GRIK5	0.2095
USP21	0.0805
ATAD3C	0.859
ORMDL2	1.591375
PRSS7	-3.66125
PSAT1	-4.98325
FLJ13195	-0.756833333333333
TBC1D1	0.311
IFNG	0.70125
OTOS	0.211
ZNF773	0.593833333333333
EMD	-0.873
RETN	0.20975
CCL8	4.2335
APH1A	-0.3855
COX18	0.237625
GTF2IRD2	-0.529
CCDC82	-2.0055
PAFAH2	1.2188
NPEPL1	-0.3921
RP11-114G1.1	-0.015
TP53INP1	2.2415
ZNF300	0.0795
FOXL2	-1.825
LARP2	0.696083333333333
LATS1	-0.21475
HTR6	-0.06
SPOCK2	0.2125
RNF144B	3.85316666666667
HTATIP2	-0.4105
MGC10334	0.159666666666667
CENTA2	1.71416666666667
FGF2	-1.74025
FXYD7	-0.52875
PHYHIPL	-1.98725
GPR34	5.46225
DDX6	-0.331
OR10W1	0.4755
LHFPL1	-1.7125
ZNF313	-0.321642857142857
