Hybridization REF	TCGA-A7-A0D9-01A-31R-A056-07
C14orf73	-1.58575
ADAM33	-0.4785
ZNF491	0.103
MAPK6	-1.24516666666667
TCN1	0.04
SLC24A6	0.429
UBE2R2	0.36975
H1FNT	-0.02775
TATDN2	-0.0856666666666667
LILRB1	0.71425
P2RY5	0.983
NUCB2	-0.3275
C2orf37	-0.044
SNX27	0.491833333333333
MTA3	0.674875
FOXO4	0.09175
ID4	-0.939166666666667
SOX5	-2.10816666666667
PXMP3	1.339625
OR52M1	0.0795
SFT2D3	0.34025
INA	-3.67866666666667
MCOLN1	1.60925
NFIX	-0.7305
CLEC14A	4.8385
HIBCH	0.114333333333333
PLA2G5	0.38375
TIMM10	-0.541166666666667
MED17	0.4656
COL4A4	-1.4455
TPP1	-0.0515
GJA3	-1.07283333333333
TMPRSS5	-1.482
AADACL3	0.4345
DNMBP	1.2895
ENPP5	3.192
NQO1	-1.8757
ZSCAN2	-0.8275
SEC24C	-0.109666666666667
GTF2A1L	0.849
AXIN2	-0.3845
FAM33A	-0.820833333333333
C16orf13	-1.1135
SPNS2	1.427
TAF1	0.6925
AP1G2	-0.0781666666666666
RBM42	0.347666666666667
HCN2	0.177833333333333
EFHB	-0.0398333333333333
RUSC1	-0.224
GRIK5	0.3635
USP21	0.370666666666667
ATAD3C	0.359
ORMDL2	0.751125
PRSS7	-3.19675
PSAT1	-5.5295
FLJ13195	-0.191833333333333
TBC1D1	0.730833333333333
IFNG	-0.29775
OTOS	-0.186333333333333
ZNF773	0.709833333333333
EMD	-1.09625
RETN	-0.7865
CCL8	2.6615
APH1A	-0.78175
COX18	-0.19225
GTF2IRD2	0.606
CCDC82	-1.62225
PAFAH2	1.0953
NPEPL1	1.5172
RP11-114G1.1	0.628
TP53INP1	0.698625
ZNF300	-2.12816666666667
FOXL2	-3.438
LARP2	0.376666666666667
LATS1	0.2255
HTR6	0.136
SPOCK2	-1.269
RNF144B	0.471166666666667
HTATIP2	-0.471625
MGC10334	0.351833333333333
CENTA2	1.24683333333333
FGF2	-2.06425
FXYD7	-0.04425
PHYHIPL	-2.392625
GPR34	4.86375
DDX6	-0.548333333333333
OR10W1	-0.004
LHFPL1	-0.9545
ZNF313	1.74828571428571
VPS28	1.91475
AP3M1	0.521
AKR1CL2	-0.24525
TRAF4	1.161
OR2B11	0.195
C19orf12	0.3265
AKAP9	0.4995
C1orf62	0.28875
SLC20A1	-0.8924
FAM112A	0.2835
LDB2	0.643125
MRPS23	-1.79225
KLK5	3.440625
SPTB	-0.309222222222222
EFEMP2	0.2405
EFNB2	1.509
PCM1	-0.427571428571428
NMNAT3	2.119
TSG101	1.0575
C8orf40	-0.823666666666667
NOB1	-1.1095
ABHD3	-0.1995
GTF3C4	-0.748375
PIGN	1.19416666666667
GALNTL1	-0.725
AEBP1	1.862875
OR9Q1	-0.2615
ANKRD2	-0.75375
CCL28	-3.67475
TRIM38	-0.392833333333333
TMCC1	0.08425
SMG5	0.677
LRRC7	-0.452
NCAPD2	-2.17466666666667
C6orf153	-0.70425
C1orf74	0.3225
OTUD6A	0.312
DCP2	-1.21116666666667
TMEM24	0.27075
RPL18	-0.395833333333333
TMEM177	-0.663
LRRC37A3	0.533
C1D	-0.0101666666666667
LDHC	-3.56375
UBE4B	0.0388333333333333
NIT1	0.19975
BTN3A3	-0.884
RASD1	1.529625
COMMD3	0.1395
SHFM1	0.4165
BIRC8	0.7155
DUT	-1.7695
C12orf51	1.9055
LRRC59	-1.38
LY6H	0.315
WDR22	0.9445
EDEM1	-0.492214285714286
ADH1A	3.1055
PANX2	-0.1762
CYP11B1	0.329
CDC73	-0.97225
GPR172A	1.2805
GSTM3	0.689769230769231
KCNA5	-0.268
SERAC1	1.06966666666667
NFATC2	0.5365
ANAPC5	-0.2774
C15orf24	-0.3335
NFATC2IP	-0.473833333333333
TNRC6C	0.410833333333333
MGC102966	-1.914875
FGD5	0.503333333333333
MED9	0.55925
RAB13	0.315166666666667
C15orf49	0.1505
CRYGS	0.2991
C12orf53	-1.109
LOC283693	0.2265
COX6B2	-1.08475
PHF14	0.291375
FAM3A	-0.381
RPL13	-0.3013
PRDX2	-0.2917
FLJ34047	-2.625
PRMT3	-0.64425
KCTD19	-2.4555
TRIM10	-0.6685
MGC26597	-0.000500000000000037
GCNT4	-0.01125
GPRASP1	0.09
CDKN1C	1.31708333333333
RHBDL2	0.7983
HSPH1	0.90375
AQP1	2.5965
COL17A1	-1.5242
GFAP	0.214625
CDC16	0.6995
KIAA1614	0.0835
C6orf118	-1.4492
ZSWIM5	-0.00425
FAM83F	3.258
LYNX1	1.221125
SYNPR	-1.17525
XG	2.788
PRSS16	0.52775
KIF13B	-0.608
PCDH9	-0.989875
HIST1H2AH	0.112833333333333
RBM18	-1.25275
ZNF626	0.7085
HEXIM2	-0.277166666666667
ITFG1	0.5995
TUBG2	-0.1115
SFRS7	-0.452833333333333
C9orf14	0.3205
EXTL1	3.587
GBP3	-0.1415
WDR5	-2.1395
RARG	0.591166666666667
MYO7A	1.03375
CECR6	0.6475
C13orf3	-2.918
SFRS18	0.242875
ACVR1B	0.529333333333333
PSMD1	-0.1096
C7orf31	1.03116666666667
ILVBL	-0.69875
IFNGR1	0.9655
RNF186	-0.05925
NOL9	-0.3415
MAGEL2	0.7645
SLC29A2	-0.98075
NHSL1	-1.92525
RBMX	-0.5335
PSORS1C2	0.301125
RAD51L3	-0.980333333333333
LCN6	0.6095
ORAI2	-0.338875
BRUNOL6	0.6652
OR4K5	-0.021
CDC123	-0.811875
MSLN	-3.1775
WWTR1	-1.72733333333333
ZNF700	-0.7545
COBL	2.05825
PPP1R16B	-0.149375
GAS7	0.1187
MDN1	-0.534375
HAAO	-0.381
C9orf68	-1.033
TNFAIP2	0.111625
FOXN1	-0.0835
hCG_2033311	-0.874333333333333
ATP6V0D2	0.6538
RPL41	-0.517125
SLC38A1	-0.23925
ARHGAP6	-1.5505
ADAD2	-1.09775
PHF20L1	1.72325
MCM3AP	0.527833333333333
ST3GAL3	-0.437166666666667
SNX1	2.60583333333333
ELF5	0.767
PARP3	0.0225
RBM8A	-0.573125
LINGO4	-0.311
ITGA9	0.096
ZFR	0.42775
ACSL6	0.677625
FLJ20699	0.2253
DAOA	0.0783333333333333
FABP4	5.903
KCNB1	0.35725
CANX	0.1384
SLC25A28	0.199
ADIPOR2	-0.483375
ECHDC2	2.16925
SMA4	-0.853
FRZB	3.027125
PABPC1	1.23
DMRTB1	-0.42425
APOBEC3G	-0.71325
CATSPER2	-1.48783333333333
CUEDC1	0.216833333333333
STARD9	-1.207375
CLDN8	1.029875
LOC23117	-0.163909090909091
E2F6	-0.373888888888889
TMEM126B	-0.8295
DPY19L4	1.5495
GIMAP5	2.47116666666667
NDUFA9	-0.345833333333333
FAM77C	2.354
CTPS2	0.33375
LOC51035	-0.19225
WDSOF1	0.70975
EGLN3	-1.713125
PITX3	0.189833333333333
OR52E8	0.415
GRM4	0.6185
KLK1	-3.6105
GPM6B	-1.4325
RRAGD	-1.12533333333333
PAGE5	-3.88325
UCHL5	-2.553
ULK3	0.837833333333333
AIM2	-1.28216666666667
PNO1	-0.78
OR2F2	0.179
GNAT2	-2.1665
SIX1	0.198
ST13	1.05983333333333
ZBTB44	0.274125
TIMP2	-0.41275
ZMAT4	-4.54875
GTF2IRD1	0.925666666666667
ZNF19	1.1285
ZNF714	-0.01675
RSC1A1	-0.348
C9orf80	-0.6665
PSMA8	0.4716
TMEM141	-0.23475
COX4I1	-0.225785714285714
CTAGE1	-0.1242
DTWD1	-1.827
HSD11B1	2.251
KRT6B	1.818875
ARID4B	0.689
LHFPL3	0.394333333333333
WWP2	0.369
ZNF326	-0.323333333333333
RGPD1	-0.834
CTSH	3.38133333333333
FASTKD1	-1.115625
PAF1	0.3721
TTC9C	-0.8095
IFT57	0.4548
PRSS36	0.0105
IL20RB	-2.733
ZNF592	-0.338833333333333
DCTD	0.5646
CFP	-0.04925
MFNG	-1.115125
JMJD2B	0.22675
ALDH3B1	-0.09725
THSD4	3.31466666666667
KCNJ5	2.3045
LMNA	-0.182666666666667
TBCD	-0.19025
ZNF250	1.63133333333333
CASQ2	1.3955
PEG10	-4.87025
PRAME	-5.8928
NP	-1.0925
TRIM59	-1.193
ZNF12	1.1695
XTP3TPA	-1.1685
SIGLEC7	-0.8913
PANK4	0.1855
FAM70A	-2.53216666666667
SNED1	1.13725
HIP1	1.1191
RAET1E	-1.16316666666667
AMAC1L2	-0.5625
AHNAK2	-0.508166666666667
TOE1	-1.007
RECQL4	-1.029
SPRYD3	0.77075
DPAGT1	-0.68075
MAGED2	1.9177
ANKRD55	-0.08775
TRPS1	3.18108333333333
DOK7	1.8625
TFPI2	-7.9025
GTF2H3	-0.773833333333333
CYP4F11	-1.997125
LHX2	-4.81316666666667
ATG16L1	0.8215
ASB12	0.6115
C1orf116	-1.07025
NF2	-0.28925
POM121	-0.1243
PHYHD1	0.7986
TXNDC17	-0.846333333333333
DKFZp779O175	0.351
NUP62	-0.374714285714286
MYO18B	-1.87716666666667
PRAMEF1	-0.1235
TCBA1	0.98975
TMEM168	1.15175
FJX1	-0.617
CLCF1	-1.40125
SEPN1	0.522875
IGSF2	-0.29225
NUDCD1	1.311
TFF3	1.75
NDFIP1	1.02292857142857
CHCHD4	-0.74025
TNR	0.5245
CUTA	0.0998333333333333
USP44	-4.6085
DPP10	-0.9292
IWS1	-0.239333333333333
PCGF1	0.62975
SULT1C4	0.018
NTF5	-0.20825
PTPN13	1.06975
SSTR5	-0.00700000000000001
SFRP1	-2.202
IDH3B	-0.572875
SUOX	1.336
TMCO5	0.3235
GOLT1B	-0.301
MIB1	0.516
PCDHGB1	-0.118
SUSD1	0.0595
ICAM5	-3.43466666666667
PAPOLB	0.16225
URM1	-0.6975
TMEM106B	1.10783333333333
LRIG2	-0.52125
SLC27A5	-2.77175
CLIC6	4.4571
ZNF420	1.867
SCN9A	-1.9258
KIAA1909	-0.866
ELMOD1	0.6595
PRKAG1	0.143
FAM64A	-3.04544444444444
EEF1G	-0.9304
SMAD5	1.59725
INCENP	-2.184
WASF2	-0.266
GARS	-0.4146
CDK10	-0.1011
HLX	-0.417166666666667
MDM4	-0.38025
ZNRF1	0.387428571428571
HHATL	-2.6175
FAM21C	0.679
HIST2H3C	-1.11775
PFDN2	-0.36125
ZNF200	-0.671
NDN	-0.672
HBA2	-2.41016666666667
FBLN5	0.6605
PUM1	0.874142857142857
TNNT1	-0.9265
C19orf59	-0.382
HNRPH2	0.178666666666667
RAB7A	0.613833333333333
PMS2	0.000999999999999997
BIRC3	-2.35933333333333
NRSN2	-0.04575
OR52K2	0.638
SPOCK1	-0.250714285714286
H2AFY	1.446
RXRB	-0.13625
ZNF638	0.1235
ANKRD45	-0.4195
ACTN4	0.6815
FXC1	0.056
EIF2B5	-0.0725
VPS33A	-0.4275
PINK1	0.81125
FAM106A	0.67
SKIP	0.796533333333333
GAPDHS	0.0635
MUM1L1	1.8825
PSTPIP1	-0.71175
CNTNAP1	-2.2011
CYP26A1	-3.84375
APOL2	-0.2697
TACC2	0.58325
COX7A2L	0.0100714285714286
HSD17B1	0.8558125
ARRB2	-0.75325
SLC7A6	-0.1806
HSD17B10	-0.36
RBJ	-0.1015
NUP155	-1.66625
MRPL10	-0.301333333333333
CYCS	-0.47525
CCDC46	0.0521666666666667
TECTA	1.84
GNAL	0.09725
LPO	0.0245
PEBP4	1.46575
DDX11	-1.905
C18orf12	-0.0635
TAF9B	-0.303916666666667
IMP4	-0.476
RPA4	-2.0995
NDUFS1	-0.38275
UPK1A	-1.4495
ARRDC2	0.612166666666667
C18orf20	-0.1
AES	0.250071428571429
CD2BP2	-0.0463333333333333
C16orf54	-0.003
UGT2B17	-3.161
FGFR1	3.11927272727273
CEACAM6	-2.3373
CHRM5	0.016
CERK	-0.648125
AP3S2	0.893857142857143
ANKS4B	-1.95125
CLCNKA	0.874666666666667
ZNF208	0.539333333333333
HLA-DRB5	3.8235
CARKL	-0.9055
GOT1	-0.247833333333333
CASP6	-0.148375
HOXA1	-1.495
RCL1	-1.5165
ZNF181	0.868666666666667
RAB40B	0.3465
MRPL38	-1.059875
LRRN2	0.4685
C3orf25	-0.3785
OR5D14	0.054
OR10AG1	-0.0435
BET1L	-0.1514
FRY	3.3295
AK3L1	-0.5125
CSF3R	0.867833333333333
POLR3K	-0.619333333333333
ATG2B	1.4605
EPS8	0.564333333333333
DARS	-0.506125
C10orf56	0.0776666666666667
DAD1	0.248833333333333
RIOK1	-0.3025
HERC2	-0.399
HSD11B2	1.53416666666667
FAM96B	0.0775
MGC13057	-2.22425
BSN	1.1805
CAND1	0.467833333333333
HCST	0.69025
ACTR10	0.4225
OR8D4	0.342
NASP	-2.4796
COL9A2	2.3525
LYZL1	-0.0395
GPC5	-3.35875
TBL3	-0.225166666666667
CENTD2	-0.00300000000000001
OR5AP2	0.5925
TLR1	0.215
LMO6	-0.443
ZIC2	-0.512875
CPNE5	0.20925
ZMYND15	0.339
FLJ22374	-1.676
CCDC106	0.38075
PARP16	2.2535
PDIA3	-0.126
C14orf126	-0.07275
CECR2	-0.051
SFRS1	-1.33707142857143
FIGLA	-0.65
DCP1A	0.1955
MGC45800	0.5457
TEKT1	-0.0474
C10orf67	0.2405
CLN5	0.19125
NTN2L	0.3925
GLE1L	-1.019
CES2	-0.1428
GNAS	1.93494444444444
DDX53	1.6115
TSPAN13	3.158
MRPL52	-0.819
SPIRE2	0.32875
TAS2R39	0.61975
SCUBE3	0.42125
UCRC	0.4665
CDKL3	-0.508
KIAA1715	0.0747
ZNF345	0.9625
RTF1	-0.592875
DHRS7	0.34975
RIPK4	-1.6645
EXOSC2	-2.1885
MS4A2	1.722
FGF17	-0.11775
WDR59	-0.290625
EVI2A	-1.423
IL17RC	0.325333333333333
HS3ST1	0.881
ITGB1BP2	-1.3575
RBPJ	-0.213166666666667
GIMAP1	2.2285
INE1	-0.118166666666667
ALDH18A1	1.0795
TPI1	-2.192875
GATA6	-0.1255
CABP1	0.434
ZNF484	-0.435
DAPK3	0.1515
GJB1	-3.69466666666667
PIN1	-0.463625
SLC6A15	-4.11618181818182
CNO	-0.02575
RIN2	1.56775
FRRS1	-1.501
CYorf15B	-4.085125
DMRT3	0.972857142857143
ATAD1	0.167375
OTUD4	-0.0336666666666667
ATOH8	-1.81225
ZSCAN16	0.616375
ASCC1	0.18425
OTUD3	0.815125
MGC33212	-0.240166666666667
YME1L1	0.048125
RP11-218C14.6	-0.2385
PCBP4	-0.303
TNFRSF10A	-1.167
CDH10	-3.56866666666667
KL	1.475375
SCP2	1.0275
C9orf119	-0.733625
SON	0.509416666666667
MAFK	-0.13
SBNO2	0.486
SLC6A6	-0.891833333333333
SC4MOL	-1.14625
FAM35B	-0.178
PPP1R9A	1.426
PDZRN3	0.287125
CXorf20	0.2785
C6orf126	-1.23075
AVEN	-0.3365
FLJ21075	-1.584
C14orf132	0.229
PCK2	-1.075625
GUCY2C	-0.4415
BARX2	0.42725
PEX11G	1.076
DAO	-1.37016666666667
C10orf49	0.1995
EDNRA	2.555
PPP2R5A	1.9396
DDX39	-1.15233333333333
SERF1A	-0.68975
ASCIZ	0.4818
FNDC8	-0.88425
PTMS	-0.264625
PHF7	1.14225
PIP4K2B	-1.126375
HHLA2	0.11175
BDH2	-1.1424
APOBEC2	-0.9245
PENK	-1.24916666666667
SMAD9	-1.5835
MT3	-0.98275
RGL1	-0.756
ATG10	-0.90425
DLGAP4	1.69766666666667
APPBP2	-0.714928571428571
BACE2	-1.13221428571429
LOC339344	0.431833333333333
ZNF395	-0.76525
HIST1H2BL	-0.738
ZNF467	1.046875
SLC25A21	-0.833
PALM2	-0.591333333333333
NSUN5C	0.28075
IL5	0.3837
CLSTN2	4.327
ANXA8L2	-1.92725
PTGES	1.169
GDAP1L1	-2.93916666666667
OPRK1	-0.965
WDR20	0.678
C12orf4	0.2505
NUP88	-1.495
XRCC6BP1	-1.182
FCGBP	-0.127
LEMD2	0.386
NOMO1	0.35975
C10orf79	0.88025
ZNF79	0.2021
OCRL	0.1081
HSPA8	-0.0371666666666667
DIDO1	0.81425
PLA2R1	1.4045
COG3	0.5312
NGDN	-0.3335
CBFA2T2	0.595
PNOC	-2.578
PRRG1	-0.529916666666667
AGGF1	0.0532857142857143
DPF2	0.13375
YIPF7	-0.4535
TRPV5	-0.36425
ZNF322B	0.7055
MED12	-0.169666666666667
CARS	-0.0126666666666667
ABCC11	1.92666666666667
C9orf25	-0.1575
MYH1	0.259
FRYL	0.672666666666667
AGTRAP	-0.19175
MMP27	0.497
ZNF432	0.30625
OR8D1	-0.1875
OR13D1	-0.06175
VWA1	1.053
STON1	-0.115
IL5RA	-0.95775
PERP	0.6877
C10orf107	-1.56933333333333
TNFSF12	1.38675
FN1	0.739958333333333
MTR	-0.919166666666667
PHLPPL	0.387666666666667
ZNF425	1.58175
DHFR	-2.19861111111111
PPP1R12A	0.640375
RSPO2	-1.560625
ZNF7	1.34225
ZNF583	0.56425
TPMT	-1.24166666666667
GPR132	-0.191125
OR2T12	-0.592
SERTAD2	-0.5724
ATP1A1	-0.2408
FRMPD3	0.435
ZNF672	-0.7815
PLXNB3	0.901625
EML5	1.4275
FAIM3	-0.5625
UBQLN2	0.32525
SORCS2	1.87025
PRIM2	-2.415
ACVR2A	0.5445
YWHAZ	0.91275
PGM2L1	0.236125
GNAO1	0.328214285714286
RPL10	-0.5082
RPS6KA6	0.538
PFKL	-0.478333333333333
SH3D19	0.304875
AURKB	-3.56783333333333
ZC3H6	1.885625
DISC1	-0.892666666666667
FLJ39660	-3.30683333333333
TMEM25	2.779125
OSBPL10	-0.548125
CLTCL1	-1.78
ALG6	-0.1695
CATSPER4	0.751
LRTM1	-0.0215
RRAD	-0.354166666666667
TIPIN	-0.035
CARD14	0.4315
RBM9	0.183166666666667
RASSF4	-0.70725
SLC25A18	-0.368833333333333
C6orf58	-0.365333333333333
IGHD	0.4025
PLA2G6	-0.208
TPT1	0.953625
SEC63	0.7473
CCDC113	0.6606
TDRD10	0.380125
KIAA1666	0.86125
TOR1AIP1	0.387333333333333
SYTL4	1.99033333333333
SPRR2F	-1.3095
CEBPD	2.961
SNTG2	0.991
C20orf77	-0.422833333333333
TAS2R49	-1.229
C6orf173	-2.52166666666667
SVEP1	0.651
PXN	-0.744142857142857
VIL2	2.56233333333333
C5orf21	0.781333333333333
DIXDC1	0.141125
GANAB	-0.341333333333333
PDSS1	-1.4675
NGFR	-0.773125
ATP8B4	0.225
BMP8A	-0.4705
CCDC132	0.287166666666667
GNRH1	-1.9035
OR10T2	-0.31975
PDGFD	2.532
OR6W1P	0.151
HARS	0.3075
KRT77	-0.356
AQP8	-0.43275
ITGB1	0.3679
ZNF254	0.7803
PAX1	-0.0796666666666667
PSMC4	-0.1383
ANKRD22	2.58025
PSMD8	0.169833333333333
HTR1E	0.559
SOX10	-3.0801
OR5B2	-0.129
RABGEF1	-0.304642857142857
MAP1LC3B	0.62025
CYB5R4	0.02425
AGXT2L1	-3.42866666666667
FLJ41603	1.548
TRAPPC2	0.512333333333333
FNTB	-0.1832
FLJ14107	-1.173
AURKAIP1	0.183
DSE	1.24525
NFKBIZ	-1.89866666666667
OSBPL3	-1.98316666666667
LOC130576	2.79475
SLC39A9	0.6895
LOC137886	0.591916666666667
RHCE	-1.275
ATG7	0.0983333333333333
FAM82A	1.19283333333333
FBN3	-0.4695
MCFD2	-1.892
CASP14	-0.7105
EPS15	0.22075
SFRS2B	0.665416666666667
C19orf47	-0.5015
PLAC9	0.4925
GPR23	-0.7055
BTNL3	1.45733333333333
RGS8	0.516
GNS	0.3725
ENO2	-2.00733333333333
CBX1	0.6374
PEX26	0.024
LRP5	-0.615833333333333
ADAMTSL4	-2.58883333333333
ARR3	-0.2075
MAP1A	-0.357
CD2	1.875
NAV2	-1.88725
TMEM69	-0.481
ATXN7	-0.939
CHN2	-0.832833333333333
ZNF781	-0.5365
HAS2	-4.16666666666667
KIAA0241	-0.316166666666667
BIC	-0.02025
MOBKL2A	0.0665
CYP2C9	0.8285
CNOT7	-0.176285714285714
SFRS10	-0.554
CST11	0.10975
FLJ37543	0.9095
NKAP	-0.57625
RUNX1T1	2.25475
EAF1	0.2478
IL4I1	0.12575
LRRC61	-0.147333333333333
PSIP1	-1.5855
SPRR4	-0.028
ZFP90	0.837666666666667
AP2B1	-0.754769230769231
SLC30A7	-0.0994166666666666
C7orf28A	1.05233333333333
S100B	-2.09716666666667
BMP2	-2.02075
ESR1	3.28466666666667
ZFPL1	-0.23375
ARHGAP12	0.4795
LRRC19	-0.350833333333333
ZNF767	0.4255
NACA	-0.0475
OLIG1	-1.411375
PRF1	0.25325
LST1	1.47066666666667
SPATA9	0.213166666666667
CNFN	-0.091
CDK4	-1.1447
TCF15	0.656833333333333
PARC	-0.29575
PPM2C	1.9745
LOC283345	-0.8685
FAM107B	1.22175
DMXL1	0.298875
RBM3	0.381625
HTR5A	-1.075
SCFD1	-0.0225
EPHB3	1.985375
ROPN1L	-0.0516666666666667
RAMP3	0.1605
TSPYL5	3.98936363636364
GAP43	-2.9435
PAPD4	0.123125
PDE3A	-2.04275
TNFRSF10C	-0.5375
JMJD5	0.0355
RASGEF1A	1.2793
C16orf65	-0.179666666666667
HIPK3	0.4845
XYLT2	-1.1315
XPOT	-1.03666666666667
GAL3ST1	-2.1345
DHCR7	-0.688
AMIGO3	-0.241833333333333
FGFR4	0.367166666666667
CRAT	-0.798625
PPP1R14D	-0.756
TRIM14	-0.7757
TMPRSS11D	-0.1935
SLC7A11	-3.45392857142857
OR10H2	0.25025
PPM1E	-1.2303
DOCK4	-0.437
FAM127A	-0.40525
ENOPH1	0.32175
SLC5A3	-0.9065
ZNF530	0.0203
NTS	-7.045
FRMD4A	0.52525
BCL11B	-4.608
PRM1	-0.5295
UQCC	-0.363
S100A16	1.16583333333333
PLS3	-0.80075
WWOX	-0.2425
CCDC23	-0.03875
GTSE1	-2.44833333333333
GP2	-0.084
FLJ32549	-0.040875
CHIT1	2.80675
KLF9	0.283
RPS24	-0.0854
MIA	-4.68375
FIGN	-1.66775
PYROXD1	-0.4315
PCSK2	-0.821375
MRPL9	-0.98925
RPL24	-0.42925
C12orf32	-1.697625
HIST1H2BE	-0.9575
RGS18	1.81075
LFNG	2.88375
RAB4B	0.6247
FBXO25	0.220833333333333
TSPAN31	1.20433333333333
ARL8A	0.234
C10orf83	0.4128
OR51B6	0.1955
CNKSR2	0.440333333333333
C1orf156	0.25325
IBSP	2.6675
GFRA2	0.4888
ALKBH7	0.5301
NEK10	-0.35525
VN1R3	-0.132833333333333
LOC91948	-0.239
CPZ	-1.16225
IHPK3	0.139166666666667
COL8A1	0.84475
RBPJL	0.1165
OR10A4	0.08175
CASP8AP2	-0.480625
MMP12	0.6415
OR8B12	0.118
CDCA5	-3.5665
LIX1L	-1.74925
PEX11B	0.504375
GABRA1	0.336333333333333
HABP2	-0.987
REEP1	2.64366666666667
FBXO15	1.925
CD68	-0.103
WFDC9	-0.479
GHDC	0.519833333333333
SMARCA1	-2.243
SPAST	-0.12
PLXND1	-0.1215
MLCK	-0.63
INTS5	0.165333333333333
BSG	-0.0775
PARP8	-0.212166666666667
TEAD4	-1.17433333333333
ZNF498	0.102625
TMEM89	-0.607
DTX4	0.410125
TNRC6B	0.5640625
ARMC2	-0.3815
FGFBP1	-3.7185
TIMM8A	-1.97766666666667
AJAP1	-1.9509
ZNF608	-1.995
SLC25A42	-0.364
SYP	-0.168833333333333
MMP11	3.16383333333333
USP40	1.0801
C3orf62	0.743333333333333
MYO1E	-0.6448
LRFN4	-0.2525
XCL1	-0.436166666666667
GPR155	0.677125
VPS29	0.158625
CARHSP1	-2.2175
ARHGAP20	-0.396166666666667
GREM2	0.135214285714286
CCDC102B	2.13125
ZNF577	1.27833333333333
HDDC2	-0.144875
SHC2	1.1579
NCOA5	0.405666666666667
INPPL1	-0.1175
CHGB	-2.8044
IHH	-0.4245
DDEF2	-0.469916666666667
DIAPH3	-3.38085714285714
BUB3	-0.708583333333333
GGH	-3.07622222222222
VPS35	0.8937
CNN2	-0.553916666666667
ASNA1	0.092
WDTC1	0.67525
AMAC1	0.7825
HAS3	-1.5985
SLC1A6	-2.6905
ZNF563	0.368
C1S	2.33475
TCF7L1	0.308
OR10Z1	0.2355
ME2	-0.4009
C6orf151	-1.284125
KPNA4	-0.0225
GLO1	-0.43325
WDR61	2.6755
CD302	0.77275
SIRT7	-0.886
C11orf59	0.27575
PKIG	-0.061
PPIL3	-2.13
CCDC74B	1.016125
ZNF528	0.61575
EFNA5	-0.397
FCGRT	3.15825
NOL4	-0.112444444444444
CCS	0.0995
LOC374491	-0.084
MFSD7	2.5025
ZNF555	0.496
LIMS3	-1.61775
TSSC4	-0.082
COL11A2	-1.615
C1orf119	0.86
BPNT1	-1.099625
CHRNA6	0.422
C1orf173	0.581
PLD2	0.10275
ORC1L	-4.66675
SASH1	-0.402375
CDC14B	-0.564125
RLBP1L1	0.408
LDLRAP1	0.3303
NAT8B	0.475333333333333
HHEX	-2.2195
LGALS7	-1.47275
PLCH1	0.16525
OR1M1	0.0585
PRAMEF16	-0.34075
HECTD1	0.1805
C14orf39	1.1
TLN2	2.1258
HDAC4	-1.14535714285714
SYCP2L	-1.27275
GLRA1	-0.634
RPS6	-0.915125
hCG_1757335	-1.0855
KLHL1	3.226
CTNNBIP1	1.147
SCAND2	-0.0902
HMGN2	-0.9916
YAF2	-0.46325
BRPF1	-0.35675
LIAS	0.09225
CTA-246H3.1	-3.18925
SAG	1.397
C20orf10	0.01525
HNRNPA2B1	-1.1145
GADD45A	-1.35466666666667
MSH4	0.7135
TMEM70	0.77225
HIST1H2AM	-0.581875
C19orf26	-0.231333333333333
C1orf50	-0.1085
GNG3	0.51125
FTO	-0.22375
CALCB	2.2685
PPP3R1	-0.519625
C15orf42	-3.32375
CCNJ	-0.758
GNAZ	1.4804
PSD	0.214
FAM57A	-0.9095
STIM2	0.369666666666667
DHX8	-0.08725
MOGAT3	-0.9985
UBE3B	1.15933333333333
PLAT	0.9445
C6orf206	0.028
COPE	-0.0839
EIF3A	0.9495
C1QL2	-0.09725
IQCE	0.727166666666667
KIAA0182	1.30333333333333
SLC22A7	-0.609
PPFIA2	0.9045
ADAMTS15	0.132
ODZ1	-2.3695
THBS4	2.2735
ARHGAP1	0.51675
B4GALNT3	0.0308333333333333
FCHO1	-2.9315
LOC440456	0.05475
HOXD10	0.374666666666667
CXCR3	-0.103
CHI3L2	-3.477125
SRPX2	2.11425
ZNF132	0.246666666666667
UBAC2	0.540166666666667
RPL32P3	-0.9295
CBWD6	-0.26
ST6GALNAC4	-1.2245
KIAA0391	-0.302833333333333
LOC388969	-0.6165
KRTAP5-8	0.0245
ZNF786	0.271
LYVE1	3.07266666666667
GPR144	-0.1245
APOH	-5.519
TSC22D2	0.259833333333333
PLCD1	-0.60275
FLG2	0.139
M-RIP	0.4402
NDUFV1	-0.60825
POLDIP2	0.489833333333333
RAB3GAP2	-0.004
RPSAP15	-0.706
CLEC7A	-0.0771250000000001
HSPA14	-0.566
TAAR5	0.40175
FAM132A	-1.41725
C2orf43	-0.78875
OR10V1	0.4025
SELPLG	-1.3085
C1QTNF6	0.260333333333333
OPCML	0.7658
DTYMK	-1.4875
ALDH16A1	-0.7125
F13B	-0.6985
MGC16169	1.193
KIRREL2	-2.35716666666667
C14orf32	-0.741
SLAIN2	1.2308
HSD3B2	-0.7875
AMMECR1L	0.3919
LRRC37B	-0.89
HMG20A	2.001
C22orf27	0.2255
FBXL22	0.8565
AP1B1	0.0366666666666667
TNKS1BP1	0.536
CD74	1.76675
HSPA12B	1.30833333333333
PLSCR1	-1.12883333333333
SLC35E1	0.7155
