Hybridization REF	TCGA-BH-A0BA-01A-11R-A056-07
AKR1CL2	-1.0565
TRAF4	-0.890125
OR2B11	0.2115
C19orf12	0.4055
AKAP9	0.522666666666667
C1orf62	-0.255
SLC20A1	-1.1082
FAM112A	0.14375
LDB2	1.15575
MRPS23	-1.73075
KLK5	-0.5175
SPTB	-0.936777777777778
EFEMP2	0.96375
EFNB2	0.416875
PCM1	0.501928571428571
NMNAT3	0.522125
TSG101	0.471333333333333
C8orf40	1.10083333333333
NOB1	-1.974
ABHD3	-1.266
GTF3C4	-0.24075
PIGN	0.969666666666667
GALNTL1	-0.15575
AEBP1	2.618625
OR9Q1	-0.027
ANKRD2	-0.224125
CCL28	-3.31775
TRIM38	0.120333333333333
TMCC1	0.0609166666666667
SMG5	0.36275
LRRC7	-1.7135
NCAPD2	-1.937
C6orf153	-0.60525
C1orf74	-0.07475
OTUD6A	0.374
DCP2	-1.058
TMEM24	0.7385
RPL18	-0.727666666666667
TMEM177	-0.32825
LRRC37A3	0.6385
C1D	-0.633
LDHC	-1.67175
UBE4B	0.078
NIT1	0.77275
BTN3A3	0.50825
RASD1	2.74925
COMMD3	0.91025
SHFM1	0.56525
BIRC8	0.627
DUT	-0.7615
C12orf51	0.6215
LRRC59	-0.400333333333333
LY6H	2.3845
WDR22	0.593666666666667
EDEM1	0.537714285714286
ADH1A	4.1255
PANX2	0.1835
CYP11B1	0.64925
CDC73	-0.4215
GPR172A	0.78375
GSTM3	1.56461538461538
KCNA5	-0.162
SERAC1	-0.575333333333333
NFATC2	-0.4805
ANAPC5	-1.1421
C15orf24	0.17275
NFATC2IP	-0.257916666666667
TNRC6C	0.335
MGC102966	-3.024375
FGD5	1.0125
MED9	-0.01825
RAB13	0.827833333333333
C15orf49	-0.528
CRYGS	-1.1245
C12orf53	-0.9044
LOC283693	-1.0465
COX6B2	0.660375
PHF14	-0.205625
FAM3A	-0.69075
RPL13	-0.6417
PRDX2	-0.5588
FLJ34047	-2.08
PRMT3	-1.01775
KCTD19	-1.2025
TRIM10	-0.123166666666667
MGC26597	-0.2872
GCNT4	0.41025
GPRASP1	0.43825
CDKN1C	-0.2935
RHBDL2	0.9913
HSPH1	0.1945
AQP1	3.55025
COL17A1	-2.3775
GFAP	0.263142857142857
CDC16	-0.496
KIAA1614	0.6505
C6orf118	-0.0846666666666666
ZSWIM5	-1.2285
FAM83F	3.55825
LYNX1	1.419375
SYNPR	-0.4975
XG	3.54666666666667
PRSS16	1.052875
KIF13B	2.346
PCDH9	-0.901714285714286
HIST1H2AH	1.51166666666667
RBM18	-0.274
ZNF626	-0.752875
HEXIM2	0.864666666666667
ITFG1	-0.9335
TUBG2	-1.0965
SFRS7	-0.713833333333333
C9orf14	0.441
EXTL1	-0.68825
GBP3	-1.50683333333333
WDR5	-1.6345
RARG	-0.0505
MYO7A	-0.337125
CECR6	-0.3915
C13orf3	-2.56175
SFRS18	-1.33525
ACVR1B	0.449833333333333
PSMD1	-0.4819
C7orf31	-0.1486
ILVBL	-0.37375
IFNGR1	1.188
RNF186	-0.031
NOL9	-0.66925
MAGEL2	1.192
SLC29A2	-0.77475
NHSL1	-0.26075
RBMX	-1.0185
PSORS1C2	0.372625
RAD51L3	-0.512416666666667
LCN6	0.82025
ORAI2	0.226125
BRUNOL6	0.095
OR4K5	-0.446
CDC123	-0.806625
MSLN	-2.32333333333333
WWTR1	-0.6565
ZNF700	-1.262
COBL	-0.97975
PPP1R16B	0.523125
GAS7	0.2741
MDN1	-1.801875
HAAO	-0.591
C9orf68	0.998
TNFAIP2	0.820625
FOXN1	-0.3045
hCG_2033311	0.0383333333333333
ATP6V0D2	1.7953
RPL41	0.85325
SLC38A1	1.1565
ARHGAP6	-0.241090909090909
ADAD2	-0.254
PHF20L1	0.777
MCM3AP	0.597333333333333
ST3GAL3	-0.803166666666667
SNX1	0.497833333333333
ELF5	1.5095
PARP3	0.816875
RBM8A	-0.400375
LINGO4	0.2435
ITGA9	0.434
ZFR	-0.03075
ACSL6	0.4825
FLJ20699	0.2464
DAOA	0.574333333333333
FABP4	7.1955
KCNB1	-0.31575
CANX	0.1692
SLC25A28	0.193166666666667
ADIPOR2	-0.288375
ECHDC2	1.6725
SMA4	1.99725
FRZB	3.0635
PABPC1	0.971333333333333
DMRTB1	0.240285714285714
APOBEC3G	-0.56975
CATSPER2	-1.74416666666667
CUEDC1	1.86683333333333
STARD9	-0.575625
CLDN8	4.296625
LOC23117	-1.23881818181818
E2F6	-0.854666666666667
TMEM126B	-1.36616666666667
DPY19L4	1.671
GIMAP5	3.126
NDUFA9	-1.35516666666667
FAM77C	-0.1135
CTPS2	0.14725
LOC51035	-0.06
WDSOF1	-0.43775
EGLN3	0.196375
PITX3	1.4255
OR52E8	-0.4895
GRM4	-0.571
KLK1	-2.34516666666667
GPM6B	-1.611875
RRAGD	0.164166666666667
PAGE5	-3.085
UCHL5	-1.5555
ULK3	-0.824833333333333
AIM2	0.888
PNO1	-1.3245
OR2F2	0.245
GNAT2	-0.8455
SIX1	2.71875
ST13	-0.433583333333333
ZBTB44	0.056
TIMP2	0.59875
ZMAT4	3.42675
GTF2IRD1	0.165166666666667
ZNF19	-0.0173333333333333
ZNF714	-1.82225
RSC1A1	0.5415
C9orf80	-0.642
PSMA8	-0.1176
TMEM141	0.737
COX4I1	-1.1635
CTAGE1	0.175666666666667
DTWD1	-0.72525
HSD11B1	2.7715
KRT6B	-0.233375
ARID4B	1.17275
LHFPL3	0.322666666666667
WWP2	-0.207916666666667
ZNF326	-1.007
RGPD1	-1.8795
CTSH	1.2255
FASTKD1	-2.20283333333333
PAF1	0.1097
TTC9C	-0.3485
IFT57	0.7817
PRSS36	1.24
IL20RB	-2.103
ZNF592	0.2765
DCTD	-0.84
CFP	1.5315
MFNG	0.19175
JMJD2B	0.544
ALDH3B1	-0.63725
THSD4	1.844
KCNJ5	3.24816666666667
LMNA	0.473666666666667
TBCD	0.259875
ZNF250	1.05416666666667
CASQ2	1.3982
PEG10	-4.15425
PRAME	-5.06193333333333
NP	0.221875
TRIM59	0.3105
ZNF12	0.45
XTP3TPA	-0.1625
SIGLEC7	0.4092
PANK4	-0.777
FAM70A	-2.5885
SNED1	0.82775
HIP1	0.4501
RAET1E	0.232666666666667
AMAC1L2	-0.68
AHNAK2	0.735583333333333
TOE1	-0.816666666666667
RECQL4	-1.33825
SPRYD3	1.065
DPAGT1	-0.0145
MAGED2	0.4805
ANKRD55	-0.45575
TRPS1	5.58825
DOK7	-0.074
TFPI2	-6.50225
GTF2H3	-1.02733333333333
CYP4F11	-1.92875
LHX2	-3.46766666666667
ATG16L1	0.8275
ASB12	0.347
C1orf116	2.464125
NF2	-0.4259
POM121	-0.4961
PHYHD1	2.8601
TXNDC17	0.2385
DKFZp779O175	-0.502666666666667
NUP62	-0.312428571428571
MYO18B	-1.5324
PRAMEF1	-0.1185
TCBA1	0.943571428571429
TMEM168	0.64775
FJX1	0.381166666666667
CLCF1	0.1095
SEPN1	0.411375
IGSF2	1.1135
NUDCD1	-0.091
TFF3	1.62733333333333
NDFIP1	0.811857142857143
CHCHD4	-0.50825
TNR	-0.1155
CUTA	-0.134
USP44	-4.6315
DPP10	-0.714
IWS1	-0.787
PCGF1	-0.349
SULT1C4	-0.0825
NTF5	0.98675
PTPN13	1.516
SSTR5	-0.1355
SFRP1	-1.965875
IDH3B	-1.680625
SUOX	1.3745
TMCO5	0.6015
GOLT1B	-0.8815
MIB1	-0.291428571428571
PCDHGB1	-0.7095
SUSD1	-0.40425
ICAM5	-2.40733333333333
PAPOLB	-0.119
URM1	-0.3971
TMEM106B	0.111833333333333
LRIG2	-0.856
SLC27A5	0.286
CLIC6	7.0843
ZNF420	0.0185
SCN9A	-1.4532
KIAA1909	-0.02775
ELMOD1	-1.846
PRKAG1	-0.20375
FAM64A	-2.72788888888889
EEF1G	-0.7525
SMAD5	0.42
INCENP	-1.6165
WASF2	-1.2645
GARS	-1.0544
CDK10	-1.0956
HLX	0.915333333333333
MDM4	0.545
ZNRF1	-1.27564285714286
HHATL	-2.01966666666667
FAM21C	1.5195
HIST2H3C	-0.18125
PFDN2	0.45475
ZNF200	-0.095
NDN	0.18825
HBA2	-1.68966666666667
FBLN5	1.738125
PUM1	0.225428571428571
TNNT1	1.389
C19orf59	1.05233333333333
HNRPH2	0.701333333333333
RAB7A	0.288666666666667
PMS2	-0.191
BIRC3	-0.984
NRSN2	1.079375
OR52K2	0.093
SPOCK1	0.749857142857143
H2AFY	0.633
RXRB	-0.431
ZNF638	-0.627
ANKRD45	0.313
ACTN4	0.00499999999999999
FXC1	0.57925
EIF2B5	-0.36425
VPS33A	-0.32975
PINK1	0.268
FAM106A	-0.294
SKIP	0.7316
GAPDHS	0.375666666666667
MUM1L1	2.56425
PSTPIP1	1.79775
CNTNAP1	-1.2636
CYP26A1	-1.94525
APOL2	0.2726
TACC2	0.497125
COX7A2L	-0.431785714285714
HSD17B1	0.374875
ARRB2	0.277
SLC7A6	-0.7466
HSD17B10	-0.878
RBJ	-0.2215
NUP155	-1.86625
MRPL10	-0.722833333333333
CYCS	-1.46875
CCDC46	-0.525333333333333
TECTA	-0.067
GNAL	-0.78525
LPO	-1.8225
PEBP4	0.20175
DDX11	-2.07125
C18orf12	0.797
TAF9B	-0.294333333333333
IMP4	-0.287
RPA4	-0.265333333333333
NDUFS1	-0.7575
UPK1A	1.369
ARRDC2	-0.201833333333333
C18orf20	1.379
AES	0.0239285714285714
CD2BP2	0.391166666666667
C16orf54	0.0345
UGT2B17	-2.0455
FGFR1	-0.453636363636364
CEACAM6	1.8941
CHRM5	0.0165
CERK	-0.62175
AP3S2	0.713428571428572
ANKS4B	-3.33625
CLCNKA	-0.0815
ZNF208	-1.6635
HLA-DRB5	4.9535
CARKL	0.34225
GOT1	-0.577833333333333
CASP6	-0.02775
HOXA1	-1.0885
RCL1	-0.553
ZNF181	-0.1045
RAB40B	0.237
MRPL38	-0.15075
LRRN2	2.26175
C3orf25	2.097
OR5D14	0.84
OR10AG1	0.493
BET1L	0.5445
FRY	3.4
AK3L1	-1.11
CSF3R	1.874
POLR3K	-0.723166666666667
ATG2B	0.4965
EPS8	-0.0836666666666667
DARS	-0.94475
C10orf56	0.5335
DAD1	0.6225
RIOK1	-1.18116666666667
HERC2	-0.28525
HSD11B2	-0.0848333333333333
FAM96B	-1.07725
MGC13057	-1.904375
BSN	-0.63025
CAND1	-0.865166666666667
HCST	2.55
ACTR10	-0.0401666666666667
OR8D4	-0.057
NASP	-2.1344
COL9A2	-0.214166666666667
LYZL1	-1.218
GPC5	-2.63225
TBL3	-0.610833333333333
CENTD2	0.5345
OR5AP2	0.9965
TLR1	2.81875
LMO6	-0.44125
ZIC2	-1.1005
CPNE5	1.607
ZMYND15	1.90225
FLJ22374	-0.03725
CCDC106	0.63875
PARP16	0.053
PDIA3	-0.82875
C14orf126	-0.6555
CECR2	0.139
SFRS1	-0.867857142857143
FIGLA	1.41
DCP1A	0.393333333333333
MGC45800	-1.4575
TEKT1	2.77733333333333
C10orf67	0.6605
CLN5	0.643
NTN2L	0.685
GLE1L	-0.717
CES2	-0.5599
GNAS	-0.968944444444444
DDX53	-0.2985
TSPAN13	2.26175
MRPL52	-0.0546
SPIRE2	0.00862499999999995
TAS2R39	0.2065
SCUBE3	0.218
UCRC	0.413
CDKL3	0.57775
KIAA1715	-1.1629
ZNF345	0.70075
RTF1	0.265
DHRS7	0.2335
RIPK4	-1.64233333333333
EXOSC2	-1.7285
MS4A2	0.881
FGF17	-0.239666666666667
WDR59	-1.0495
EVI2A	-0.54425
IL17RC	1.54533333333333
HS3ST1	3.4295
ITGB1BP2	-1.278
RBPJ	-1.18166666666667
GIMAP1	3.7635
INE1	-0.672166666666667
ALDH18A1	1.669375
TPI1	-1.59375
GATA6	1.795
CABP1	-2.11116666666667
ZNF484	0.73775
DAPK3	0.3585
GJB1	-2.4045
PIN1	-0.375125
SLC6A15	-4.39363636363636
CNO	-0.24325
RIN2	2.877875
FRRS1	-1.116
CYorf15B	-3.418
DMRT3	1.302375
ATAD1	-0.249375
OTUD4	-0.127055555555556
ATOH8	-1.226
ZSCAN16	0.581
ASCC1	-0.1465
OTUD3	-0.614375
MGC33212	0.8215
YME1L1	0.067625
RP11-218C14.6	0.45575
PCBP4	0.80975
TNFRSF10A	0.02925
CDH10	-5.21083333333333
KL	1.93725
SCP2	0.321583333333333
C9orf119	0.855875
SON	-0.37575
MAFK	0.00649999999999998
SBNO2	0.7575
SLC6A6	-0.43575
SC4MOL	-1.69875
FAM35B	-0.186625
PPP1R9A	1.841625
PDZRN3	0.67175
CXorf20	1.117
C6orf126	3.6085
AVEN	0.10925
FLJ21075	-2.5965
C14orf132	2.019375
PCK2	-0.072375
GUCY2C	-0.4925
BARX2	0.945
PEX11G	1.698
DAO	-1.3275
C10orf49	0.08625
EDNRA	2.1405
PPP2R5A	2.0236
DDX39	-1.312
SERF1A	0.0155
ASCIZ	-0.1551
FNDC8	0.31025
PTMS	0.275125
PHF7	1.44825
PIP4K2B	0.20875
HHLA2	0.50775
BDH2	0.765
APOBEC2	-2.3045
PENK	-0.5432
SMAD9	-1.50975
MT3	-0.6325
RGL1	0.253875
ATG10	-1.081125
DLGAP4	0.549833333333333
APPBP2	-0.823285714285714
BACE2	-0.940071428571429
LOC339344	1.39016666666667
ZNF395	1.0880625
HIST1H2BL	0.82775
ZNF467	1.926625
SLC25A21	-1.02925
PALM2	-0.364
NSUN5C	-0.66725
IL5	-0.5315
CLSTN2	2.4705
ANXA8L2	-1.25175
PTGES	0.334125
GDAP1L1	-2.11066666666667
OPRK1	-1.45366666666667
WDR20	0.52
C12orf4	0.118
NUP88	-0.14375
XRCC6BP1	-1.11233333333333
FCGBP	2.90485714285714
LEMD2	0.4355
NOMO1	-0.78625
C10orf79	2.995375
ZNF79	0.9776
OCRL	-0.4423
HSPA8	-0.473916666666667
DIDO1	-0.452458333333333
PLA2R1	0.93125
COG3	0.6086
NGDN	-0.1295
CBFA2T2	0.019375
PNOC	0.2575
PRRG1	-0.418916666666667
AGGF1	-0.561214285714286
DPF2	1.14025
YIPF7	0.1945
TRPV5	-0.9525
ZNF322B	0.37475
MED12	-0.405
CARS	-0.991333333333333
ABCC11	4.23916666666667
C9orf25	0.3015
MYH1	1.4985
FRYL	0.340083333333333
AGTRAP	0.01825
MMP27	-0.035
ZNF432	-0.2825
OR8D1	0.694
OR13D1	-0.90575
VWA1	1.88825
STON1	1.061
IL5RA	-0.362
PERP	0.0881
C10orf107	1.533
TNFSF12	3.3465
FN1	1.07316666666667
MTR	-0.933833333333333
PHLPPL	-1.31733333333333
ZNF425	1.1525
DHFR	-1.72633333333333
PPP1R12A	-0.13925
RSPO2	-1.67728571428571
ZNF7	0.6765
ZNF583	-0.843
TPMT	-1.32083333333333
GPR132	0.84575
OR2T12	-0.658
SERTAD2	0.2262
ATP1A1	0.2376
FRMPD3	0.76525
ZNF672	0.57425
PLXNB3	0.559125
EML5	0.0205
FAIM3	0.642
UBQLN2	0.363
SORCS2	2.39525
PRIM2	-2.6215
ACVR2A	0.46
YWHAZ	0.941666666666667
PGM2L1	1.21671428571429
GNAO1	0.0777692307692308
RPL10	-0.542
RPS6KA6	-1.1315
PFKL	-0.725
SH3D19	0.9945
AURKB	-2.852
ZC3H6	1.86775
DISC1	0.0811666666666667
FLJ39660	-3.82433333333333
TMEM25	3.266
OSBPL10	-0.46
CLTCL1	-1.61283333333333
ALG6	-1.34025
CATSPER4	-1.152
LRTM1	-0.492
RRAD	1.29366666666667
TIPIN	-1.7995
CARD14	1.102125
RBM9	-0.439333333333333
RASSF4	0.7545
SLC25A18	-0.821666666666667
C6orf58	-0.501833333333333
IGHD	0.736
PLA2G6	-0.512
TPT1	1.004
SEC63	-0.3122
CCDC113	0.3042
TDRD10	0.371375
KIAA1666	-0.829875
TOR1AIP1	0.465083333333333
SYTL4	1.701
SPRR2F	-1.4735
CEBPD	3.71825
SNTG2	-0.55175
C20orf77	0.23575
TAS2R49	0.2135
C6orf173	-2.24033333333333
SVEP1	0.5642
PXN	-0.125214285714286
VIL2	0.1105
C5orf21	0.747333333333333
DIXDC1	0.389125
GANAB	-1.11533333333333
PDSS1	-1.75275
NGFR	-0.24875
ATP8B4	0.73775
BMP8A	0.261
CCDC132	-0.187333333333333
GNRH1	-0.87125
OR10T2	-1.121
PDGFD	2.55833333333333
OR6W1P	-0.4735
HARS	-0.43325
KRT77	1.4415
AQP8	-0.27025
ITGB1	0.0693
ZNF254	-0.8414
PAX1	-0.111833333333333
PSMC4	-0.4389
ANKRD22	2.089
PSMD8	-0.321166666666667
HTR1E	-1.19283333333333
SOX10	-2.3758
OR5B2	1.5375
RABGEF1	-0.375357142857143
MAP1LC3B	-0.8245
CYB5R4	-0.00749999999999999
AGXT2L1	-2.769
FLJ41603	2.83433333333333
TRAPPC2	0.541166666666667
FNTB	0.7292
FLJ14107	-0.973666666666667
AURKAIP1	-0.1575
DSE	1.9015
NFKBIZ	-0.8955
OSBPL3	-1.039
LOC130576	0.73375
SLC39A9	1.05033333333333
LOC137886	0.775333333333333
RHCE	-1.427
ATG7	0.565
FAM82A	-0.126
FBN3	0.6355
MCFD2	-1.29166666666667
CASP14	-0.4055
EPS15	0.905666666666667
SFRS2B	0.64825
C19orf47	0.3625
PLAC9	1.049
GPR23	-0.3705
BTNL3	-0.167
RGS8	-0.4205
GNS	0.017625
ENO2	-1.8185
CBX1	0.021
PEX26	0.195
LRP5	-0.577833333333333
ADAMTSL4	-1.86916666666667
ARR3	-0.346666666666667
MAP1A	0.248
CD2	4.48175
NAV2	-1.6506875
TMEM69	-0.7215
ATXN7	-0.0915
CHN2	-1.1765
ZNF781	-1.1475
HAS2	-3.1495
KIAA0241	-0.528333333333333
BIC	1.52375
MOBKL2A	-0.0545
CYP2C9	0.7005
CNOT7	0.502142857142857
SFRS10	-0.8885
CST11	0.665666666666667
FLJ37543	0.4795
NKAP	-0.8885
RUNX1T1	3.43475
EAF1	-0.2216
IL4I1	3.436
LRRC61	0.2125
PSIP1	-1.39275
SPRR4	1.237
ZFP90	0.351833333333333
AP2B1	-0.782615384615385
SLC30A7	0.504166666666667
C7orf28A	0.276166666666667
S100B	-1.40616666666667
BMP2	-1.99375
ESR1	3.5515
ZFPL1	0.323
ARHGAP12	0.824
LRRC19	-0.444166666666667
ZNF767	-0.7515
NACA	-0.2094
OLIG1	-2.54825
PRF1	1.258
LST1	3.61833333333333
SPATA9	-0.552333333333333
CNFN	1.1615
CDK4	-0.9114
TCF15	-0.448
PARC	0.48775
PPM2C	3.01975
LOC283345	-0.9605
FAM107B	1.26575
DMXL1	-1.1255
RBM3	0.224375
HTR5A	-2.00366666666667
SCFD1	-0.044
EPHB3	2.686
ROPN1L	3.75183333333333
RAMP3	1.019
TSPYL5	0.566090909090909
GAP43	-2.8255
PAPD4	-0.37625
PDE3A	-1.05175
TNFRSF10C	2.85175
JMJD5	0.0521666666666666
RASGEF1A	2.161
C16orf65	0.501666666666667
HIPK3	-0.239833333333333
XYLT2	0.0565
XPOT	-1.34083333333333
GAL3ST1	-1.58375
DHCR7	-1.59825
AMIGO3	0.491833333333333
FGFR4	-2.2355
CRAT	2.52325
PPP1R14D	-0.074
TRIM14	0.3998
TMPRSS11D	0.1845
SLC7A11	-3.10092857142857
OR10H2	0.4635
PPM1E	-0.8152
DOCK4	0.082875
FAM127A	-0.510875
ENOPH1	-0.75425
SLC5A3	-0.7245
ZNF530	-0.3215
NTS	-6.34425
FRMD4A	0.8895
BCL11B	-2.365
PRM1	0.15275
UQCC	-0.1909
S100A16	0.904166666666667
PLS3	-0.39275
WWOX	-1.2815
CCDC23	0.7395
GTSE1	-2.48033333333333
GP2	3.3755
FLJ32549	-0.006625
CHIT1	4.03925
KLF9	0.1605
RPS24	0.2622
MIA	-4.3735
FIGN	-0.4515
PYROXD1	-0.171375
PCSK2	-0.66425
MRPL9	-0.093
RPL24	0.29975
C12orf32	-1.07025
HIST1H2BE	0.735
RGS18	3.15075
LFNG	1.68175
RAB4B	-0.5307
FBXO25	1.19883333333333
TSPAN31	0.797833333333333
ARL8A	1.78592307692308
C10orf83	-0.7874
OR51B6	-0.4505
CNKSR2	-0.377
C1orf156	0.627
IBSP	4.1085
GFRA2	0.8081
ALKBH7	1.2338
NEK10	4.824
VN1R3	-0.0993333333333333
LOC91948	0.928
CPZ	-0.32825
IHPK3	-0.3965
COL8A1	1.852
RBPJL	0.894
OR10A4	-1.19325
CASP8AP2	-1.5075
MMP12	3.07333333333333
OR8B12	-0.8805
CDCA5	-3.1725
LIX1L	-1.3015
PEX11B	1.782375
GABRA1	0.458833333333333
HABP2	1.7235
REEP1	2.02166666666667
FBXO15	3.671
CD68	1.829
WFDC9	-0.446
GHDC	0.987333333333333
SMARCA1	-1.67525
SPAST	-0.375333333333333
PLXND1	0.724666666666667
MLCK	-1.0785
INTS5	0.295833333333333
BSG	-0.8465
PARP8	-0.619666666666667
TEAD4	-0.6215
ZNF498	-0.302125
TMEM89	-0.0881666666666666
DTX4	0.525125
TNRC6B	1.074375
ARMC2	-0.49975
FGFBP1	-2.77833333333333
TIMM8A	-1.54466666666667
AJAP1	-1.8798
ZNF608	0.5115
SLC25A42	-0.91425
SYP	-0.496
MMP11	4.039
USP40	0.2832
C3orf62	0.231833333333333
MYO1E	-0.6084
LRFN4	-0.90575
XCL1	0.436166666666667
GPR155	0.527625
VPS29	-0.68475
CARHSP1	-0.5215
ARHGAP20	0.752166666666667
GREM2	-0.51
CCDC102B	2.71175
ZNF577	-1.02333333333333
HDDC2	-0.83725
SHC2	2.0042
NCOA5	0.852333333333333
INPPL1	-1.266
CHGB	-2.4109
IHH	-0.196
DDEF2	-0.917833333333333
DIAPH3	-3.3093
BUB3	-0.10475
GGH	-2.121
VPS35	-0.455
CNN2	1.18758333333333
ASNA1	-0.34325
WDTC1	0.91225
AMAC1	0.2885
HAS3	-2.27533333333333
SLC1A6	-2.68133333333333
ZNF563	-0.4025
C1S	3.5435
TCF7L1	0.546375
OR10Z1	-0.0255
ME2	-0.5483
C6orf151	-0.915125
KPNA4	0.1974
GLO1	-0.410875
WDR61	-0.4055
CD302	1.935
SIRT7	-0.6945
C11orf59	0.36625
PKIG	0.16875
PPIL3	-1.96775
CCDC74B	1.129625
ZNF528	-1.42075
EFNA5	0.6585
FCGRT	1.7245
NOL4	-0.4947
CCS	-0.314
LOC374491	-0.734
MFSD7	3.8535
ZNF555	0.33575
LIMS3	-0.05775
TSSC4	0.645833333333333
COL11A2	-1.355
C1orf119	1.09683333333333
BPNT1	0.154625
CHRNA6	1.0905
C1orf173	2.03566666666667
PLD2	0.7255
ORC1L	-4.09625
SASH1	2.562375
CDC14B	-0.96125
RLBP1L1	0.057
LDLRAP1	-0.4118
NAT8B	-0.504833333333333
HHEX	-2.2945
LGALS7	-1.63075
PLCH1	1.427
OR1M1	0.689
PRAMEF16	-0.1405
HECTD1	0.0245
C14orf39	1.41
TLN2	0.5543
HDAC4	-1.11978571428571
SYCP2L	-3.65525
GLRA1	-0.0035
RPS6	-0.072125
hCG_1757335	-1.2825
KLHL1	2.9285
CTNNBIP1	-0.019
SCAND2	-0.5385
HMGN2	-0.3896
YAF2	-0.49975
BRPF1	-0.17
LIAS	-0.813
CTA-246H3.1	-0.4385
SAG	3.9035
C20orf10	0.1925
HNRNPA2B1	-1.87233333333333
GADD45A	-1.21616666666667
MSH4	-0.1475
TMEM70	0.53475
HIST1H2AM	1.813375
C19orf26	0.035
C1orf50	-0.0935
GNG3	-0.229
FTO	-0.539
CALCB	-4.013
PPP3R1	-0.517375
C15orf42	-3.2615
CCNJ	-0.7085
GNAZ	0.378133333333333
PSD	-0.398666666666667
FAM57A	-0.942
STIM2	-0.749166666666667
DHX8	0.194
MOGAT3	-0.4685
UBE3B	1.02516666666667
PLAT	-0.385333333333333
C6orf206	2.988
COPE	-0.5659
EIF3A	0.795125
C1QL2	0.85725
IQCE	1.00916666666667
KIAA0182	-0.954
SLC22A7	-0.2521
PPFIA2	0.296
ADAMTS15	0.3535
ODZ1	-0.651
THBS4	2.63466666666667
ARHGAP1	1.052625
B4GALNT3	-0.243333333333333
FCHO1	-0.076
LOC440456	0.3255
HOXD10	0.9055
CXCR3	2.38566666666667
CHI3L2	-1.18375
SRPX2	2.397
ZNF132	0.296
UBAC2	-0.328
RPL32P3	0.027
CBWD6	-0.509
ST6GALNAC4	1.609
KIAA0391	-0.000999999999999999
LOC388969	-0.1965
KRTAP5-8	0.703833333333333
ZNF786	0.27625
LYVE1	2.604
GPR144	0.557666666666667
APOH	-4.809625
TSC22D2	0.547333333333333
PLCD1	0.373
FLG2	1.079
M-RIP	0.2258
NDUFV1	-1.2145
POLDIP2	-0.292166666666667
RAB3GAP2	0.853333333333333
RPSAP15	-1.193
CLEC7A	1.638
HSPA14	-0.67075
TAAR5	0.301
FAM132A	-0.22225
C2orf43	-1.072
OR10V1	-0.6445
SELPLG	0.73825
C1QTNF6	0.889666666666667
OPCML	0.7988
DTYMK	-0.922
ALDH16A1	-0.166375
F13B	-0.928
MGC16169	0.187
KIRREL2	-3.06866666666667
C14orf32	0.6895
SLAIN2	0.6126
HSD3B2	-0.3555
AMMECR1L	-0.1746
LRRC37B	-0.7905
HMG20A	-0.735166666666667
C22orf27	0.9587
FBXL22	0.7375
AP1B1	0.701166666666667
TNKS1BP1	1.12275
CD74	4.39925
HSPA12B	3.10883333333333
PLSCR1	0.0451666666666667
SLC35E1	-0.576666666666667
FEZ1	-1.799
APOD	4.797125
C16orf44	-0.39525
C1orf166	-0.1145
KCTD11	0.0065
NELF	-1.319
SRP54	-0.3915
MGC35361	-0.0595
GPR35	-2.233
NRGN	-0.3245
SIGLEC12	0.447
SCN1B	-0.9115
IFNW1	-1.378
STAR	-2.12775
HLA-DQA2	3.18816666666667
RNASEH2B	-1.082
TAAR2	0.0405
VAMP5	0.629833333333333
TUBA1C	-1.52
PIK3R2	-0.23125
ARD1A	-0.897
EBF2	0.685
CAMSAP1L1	0.5845
CYP3A43	-0.15025
AKR1B1	-1.78425
KIAA1729	-1.63975
KAL1	0.0159
CYBB	1.892125
UXS1	-0.80675
LOC338579	1.20975
C11orf45	0.92525
SHB	0.8835
IKZF4	0.482375
NDUFA1	-0.1355
HSPE1	-0.5205
C1orf215	-0.48925
GPR113	-0.325666666666667
ZNF573	0.69925
TBX18	0.152
GGTA1	5.7385
PCDHGA8	-0.586
RPS6KL1	-0.113875
DPP9	-0.23475
SLC43A2	1.234625
COPS3	-1.04175
PMPCB	-0.2745
HYLS1	-1.093
LSM8	-0.923666666666667
PDE6B	2.163125
C10orf118	1.3271
OR1C1	0.374666666666667
ZNF415	0.48675
OR2F1	0.9525
ZDHHC13	-0.298875
FZD8	-0.0284
TCEA1	0.1263
SUSD4	1.83125
C22orf24	-0.227
TNFRSF14	0.5165
TRIM28	-0.733
FGF5	-2.12925
CSPG5	-1.54333333333333
RNF133	0.8295
FKBP15	0.526
BZW2	-0.6515
NSMCE1	0.31175
PTPRN	-1.154
TST	1.1995
POP1	-0.6905
RNF24	-0.704166666666667
SFRS4	-1.098375
REPS1	-0.39775
CD70	-2.32566666666667
PDXDC1	0.368375
SRC	-0.1417
NTNG1	0.671833333333333
SETD1B	0.22425
TINP1	-0.1393
ZNF606	-1.04516666666667
SSR1	-0.054625
RGNEF	0.0751666666666666
NFS1	-0.337833333333333
CENTB5	-0.8775
CRMP1	-1.267
ADAM18	-0.08125
CCDC87	2.4235
LRRC8B	0.48175
CSNK1G1	0.122833333333333
MAFB	3.11433333333333
C12orf45	-0.585
C1orf54	2.91775
DPEP1	0.146666666666667
FLJ13137	0.6235
C14orf118	-0.356166666666667
