Hybridization REF	TCGA-AO-A0JF-01A-11R-A056-07
MAP4K1	-0.549333333333333
SRP68	-0.07325
C21orf74	0.178
ARPC5	0.873875
LOC126075	1.83225
HECW2	1.264125
ZDHHC4	-0.2885
ANKRD42	1.617
PDE9A	-0.578333333333333
ABCA8	3.89925
NDUFS2	0.7795
UBR5	-0.425125
BTBD16	-3.064
LOC554174	0.959
ZNF20	0.959
KIAA1843	0.1975
WDR17	-0.589857142857143
C15orf33	1.5025
RNF113A	-0.4485
CAMKK1	-0.5808
CLCN2	-1.30325
ANXA6	0.2335
LOC340069	-0.5585
EMID1	0.393
DPM3	-0.137666666666667
ELA1	-2.0845
SLC25A13	-1.3391
KRT24	0.135
SMPD1	0.506833333333333
TH	-0.278375
COL6A2	1.636
ANKS1B	1.63775
GPR126	-2.4071
ZC3H12A	-0.794166666666667
TMEM47	4.56
C2orf51	-0.9775
C1orf88	2.48783333333333
HSF2BP	0.435
AKAP10	0.08525
RPAP3	-0.3335
KLHDC8B	0.786125
STOM	1.7498
MUPCDH	-0.364125
C10orf72	0.4675
PLEKHA3	1.05283333333333
TCP11L1	-0.55025
CWF19L1	-0.0985
SPEF1	1.88146153846154
YSK4	0.00324999999999998
ELN	3.9927
SAMD8	0.888833333333333
MPI	-1.30183333333333
MEPCE	-0.276
ABCC3	-0.630875
NANOGP1	-3.9965
KCNK17	1.291
HLA-DMB	4.71116666666667
RRAGA	1.33
ANGEL1	-0.4055
RBM32B	-0.2345
CPN1	-3.36975
MGC52282	-1.0527
HLA-A	1.66883333333333
OR9G4	0.218
EDNRB	0.035375
SCD	-0.703571428571428
C14orf80	-1.40083333333333
BAGE2	-0.742
RABL4	1.09966666666667
RCVRN	-0.092
SHANK1	0.555
NLRP7	-3.974
CD226	1.80575
STAT3	1.28525
SYNJ2	-0.95
TPCN2	-0.6235
WDR36	-0.848916666666667
MBD4	-0.295
ROBO1	-0.6739
ST3GAL6	-2.16175
SLAMF8	3.122
ATN1	0.273166666666667
GPR141	0.24125
KRT36	0.1915
TPH1	0.657
DDX52	-0.088
ZSCAN29	-0.296166666666667
TRPT1	-0.503333333333333
DPEP3	-0.04775
DENND4A	-0.73425
TSPAN16	-0.1195
PTCHD2	0.079
LOC145814	-0.95425
CAP1	0.453666666666667
EIF5A2	-0.1644
NT5DC3	-1.56875
SEPT9	-1.004625
SEZ6L2	-0.318
EGFLAM	3.8265
VPS11	0.415
NDUFB5	0.130333333333333
CIDEA	4.24266666666667
IER5L	-0.221
N6AMT1	0.35875
FAM83C	-0.43275
OXR1	0.441666666666667
IRX1	-0.044
DGKB	-0.5718
GCN5L2	-2.49125
MIR16	0.766625
FBXW9	-0.07775
WDR4	-2.233
PDC	-0.2005
VPS33B	-0.55975
HEXB	0.2805
FLJ32214	0.579
TCEB3	-0.77675
CRLF1	-2.96675
ABI3BP	2.87575
C8orf22	-3.91325
PYCR1	-1.118125
KIAA1706	0.72975
CDK5R2	0.451625
WAS	0.312
C12orf60	-1.04925
CCBL2	0.274375
MADD	-0.29
C5orf34	-2.338
WDR42A	1.1896
KLF12	0.271625
HSPA1A	0.82525
ITM2C	-1.36358333333333
DAPK2	2.084
LOC442590	-0.2925
SUMF2	0.918
CENPA	-3.39130769230769
TMED5	0.0795
CDH6	0.6317
BRP44	0.926125
THG1L	-0.5305
GABRA2	-1.98325
C14orf166	0.10225
MYL1	-2.413
TNFSF18	-0.169
PAP2D	0.230666666666667
PPIB	0.007
KLHL4	0.678125
SFN	-1.218
CCDC127	0.62325
FRAP1	-0.462
GOLGA5	0.78375
SDCCAG1	-0.33525
MGC21675	-0.281166666666667
C10orf95	-0.8285
KIAA1345	-0.431166666666667
C1orf163	-1.069
LACE1	-0.190166666666667
OR10K2	0.253
CENPN	-2.85612
TMED2	1.222
UGT1A6	-1.4745
ANG	-0.60275
U2AF1	-0.995333333333333
CASC2	0.389833333333333
NMT2	0.154333333333333
OSGEPL1	0.23875
DFNB31	-0.896
SLC6A20	1.03825
DKC1	-1.49075
FXYD4	-1.3915
WDR64	-0.423
MGC5590	0.2635
CREBZF	-0.625833333333333
DAZ1	-0.19775
PRPSAP1	-0.535
GCHFR	0.2265
TTC7A	-1.113125
LOC196993	0.826
UBD	2.34333333333333
S100A1	-0.401875
RPL6	-0.133833333333333
DNAJB6	0.6069
NAGS	0.9728
C2orf58	0.4
KERA	3.88466666666667
MT1X	-0.8898
UBE2B	0.9137
KEAP1	0.30325
MST1	-3.299
OMA1	0.549
ABLIM2	1.7405
BCL2L13	-0.256916666666667
JAZF1	0.634666666666667
TMEM63B	0.3885
S100A8	0.5363
ARFIP2	0.94325
UROS	1.11425
KHDRBS2	0.2835
POLQ	-3.822
SOAT1	0.17125
SPAG4	-2.7765
MRPS30	0.426
LOC494141	-1.056
OR2T11	0.565
ORAOV1	-1.0759
ZNF184	0.451666666666667
TCEB3B	0.187166666666667
ADAM21	0.4265
GDPD1	0.0805
SPINLW1	0.137666666666667
PRR14	-0.216
KCTD9	-0.1033
NUDT3	0.075
KIAA1822	0.8445
HIST1H4K	1.369
DFNA5	-1.06025
GABPA	0.16075
C14orf44	1.0745
POLB	0.93525
PTAR1	0.0355
SEC31A	0.6459
TRIM58	-0.7015
TAS2R14	-0.1555
VPS8	0.60725
H1F0	-0.035
PRKCB1	-1.84933333333333
UGT2A1	0.536
TOR1B	0.02525
LSS	-1.55575
C2orf19	0.457
HNRNPC	0.215142857142857
TMEM100	1.425
LOC116349	0.06075
OR51M1	0.3165
CCDC142	-1.74275
ISG15	0.5915625
ZCCHC14	-0.5105
CREBL2	1.641375
TGDS	-1.503
DC2	0.39
CACNA2D3	1.15671428571429
ZNF429	-0.755875
LYPD6	1.92316666666667
SUCLG1	0.198833333333333
OR51I1	-1.013
MAGEH1	2.40025
PRPF40A	-0.564
SMR3A	0.274
SPINK2	-0.93375
THAP2	0.651875
NPY5R	4.936
IRF4	-2.625125
SPESP1	0.783166666666667
OR10S1	0.2085
DTD1	-1.0365
TUBE1	-0.102
DDX19A	-1.011
PDPN	-0.9375
TMEM34	0.645916666666667
MGAM	-0.055
COL3A1	6.3055
GFM2	-0.6309
OR5A2	0.2465
PSG9	-1.394
ARHGEF11	0.265333333333333
IVNS1ABP	-1.035875
SIGIRR	0.73975
DUSP19	0.066
DNAJC14	0.3517
ACSS1	0.372625
IL1RAPL2	0.2695
C4orf30	-0.5645
SEPT4	2.80975
LANCL3	-1.73825
SPAG17	-0.00733333333333332
PRDX3	0.667875
HNF1A	-1.9305
P4HA2	-0.254875
RFWD3	-1.31683333333333
MOV10	-0.23025
DNAJA5	0.155214285714286
LOC729440	-0.13525
LOC200383	1.241875
SMC2	-1.80725
MIXL1	-1.45316666666667
TMEM9	0.46375
FAM86A	1.1365
ZNF174	0.0972
MYH14	-1.4525
CCR8	-0.2695
VPS37C	0.815166666666667
GPATCH1	-0.381666666666667
B3GNT8	2.2715
TBX4	-1.54
CNR2	0.538166666666667
PCDH1	1.552
C5orf29	5.895875
OCIAD2	0.9065
PLCG2	0.99975
KIAA0247	1.997875
HRH3	-0.0579
CAPN13	4.02225
CCR1	0.1799
MGC15523	-0.412611111111111
UVRAG	0.465333333333333
DNAJA2	-0.323166666666667
ITGA2B	-1.01
CLDN5	4.101
PTPRN2	-1.30657142857143
ZNF512	0.0986666666666667
PSAP	1.42592857142857
CCDC140	-1.0865
LRRC55	0.485
CYP26C1	0.4095
C8orf47	0.78525
LYN	0.308625
DUSP6	0.0598333333333333
TGFB3	4.03633333333333
ELK1	-0.1507
PCDH11Y	-0.295
HGD	1.0495
C17orf58	0.4525
MYO3A	-0.3095
SERPINE2	-2.66533333333333
AARSD1	-1.123375
C14orf73	-1.68775
ADAM33	0.33225
ZNF491	0.4955
MAPK6	-1.15633333333333
TCN1	3.43783333333333
SLC24A6	1.379
UBE2R2	0.21825
H1FNT	0.38475
TATDN2	-0.212333333333333
LILRB1	2.376
P2RY5	2.661
NUCB2	1.32275
C2orf37	0.2625
SNX27	0.8175
MTA3	0.333875
FOXO4	-0.034875
ID4	2.22916666666667
SOX5	-1.142
PXMP3	0.9695
OR52M1	-0.176
SFT2D3	0.249375
INA	-3.39566666666667
MCOLN1	0.388
NFIX	0.6499
CLEC14A	6.12433333333333
HIBCH	0.0113333333333333
PLA2G5	2.4055
TIMM10	-0.758166666666667
MED17	0.1459
COL4A4	0.98
TPP1	0.686666666666667
GJA3	-0.991666666666667
TMPRSS5	-1.90525
AADACL3	0.822
DNMBP	-0.21125
ENPP5	6.53
NQO1	-1.137
ZSCAN2	-0.281375
SEC24C	0.0045
GTF2A1L	0.7765
AXIN2	-0.3237
FAM33A	-1.52283333333333
C16orf13	-0.936
SPNS2	1.32025
TAF1	-0.5795
AP1G2	-0.2295
RBM42	-0.110333333333333
HCN2	0.531
EFHB	0.4905
RUSC1	-0.122333333333333
GRIK5	0.2045
USP21	0.186166666666667
ATAD3C	0.57675
ORMDL2	0.29325
PRSS7	-3.648
PSAT1	-5.0585
FLJ13195	0.282166666666667
TBC1D1	0.506166666666667
IFNG	2.2245
OTOS	-0.282
ZNF773	0.5565
EMD	-1.30975
RETN	1.8235
CCL8	5.321
APH1A	-0.5685
COX18	-0.5375
GTF2IRD2	-0.34575
CCDC82	-0.577583333333333
PAFAH2	0.831888888888889
NPEPL1	-1.1586
RP11-114G1.1	1.2525
TP53INP1	1.839875
ZNF300	-1.036
FOXL2	-3.6055
LARP2	0.1485
LATS1	0.228
HTR6	-0.2635
SPOCK2	1.0575
RNF144B	3.0385
HTATIP2	-0.82525
MGC10334	-0.19125
CENTA2	2.40133333333333
FGF2	-0.0495
FXYD7	0.133
PHYHIPL	-2.101
GPR34	7.17275
DDX6	-0.303833333333333
OR10W1	-0.436
LHFPL1	-0.8665
ZNF313	-0.267357142857143
VPS28	0.52775
AP3M1	0.0746
AKR1CL2	0.14075
TRAF4	-0.9535
OR2B11	0.3415
C19orf12	0.5785
AKAP9	0.779833333333333
C1orf62	0.212
SLC20A1	-0.5928
FAM112A	0.72725
LDB2	2.28425
MRPS23	-0.965
KLK5	-0.693125
SPTB	0.0831
EFEMP2	1.02525
EFNB2	1.66875
PCM1	0.474571428571429
NMNAT3	2.240125
TSG101	0.89
C8orf40	0.437166666666667
NOB1	-1.7075
ABHD3	0.8035
GTF3C4	-0.47275
PIGN	0.941666666666667
GALNTL1	0.32
AEBP1	2.133875
OR9Q1	0.5095
ANKRD2	-0.286125
CCL28	-1.488
TRIM38	1.22283333333333
TMCC1	0.371583333333333
SMG5	-0.6535
LRRC7	-0.402
NCAPD2	-1.95333333333333
C6orf153	-0.71525
C1orf74	0.29425
OTUD6A	-0.282
DCP2	-0.6465
TMEM24	-0.299
RPL18	-0.4095
TMEM177	-0.641
LRRC37A3	0.24275
C1D	-1.06666666666667
LDHC	-2.68375
UBE4B	-0.252833333333333
NIT1	0.546375
BTN3A3	1.537
RASD1	1.97425
COMMD3	1.645
SHFM1	-0.2535
BIRC8	0.40375
DUT	-1.08375
C12orf51	0.254
LRRC59	-1.0755
LY6H	1.89225
WDR22	0.64775
EDEM1	0.207571428571429
ADH1A	3.372
PANX2	0.4967
CYP11B1	0.53525
CDC73	0.00225
GPR172A	-0.59
GSTM3	3.16484615384615
KCNA5	1.254625
SERAC1	1.32416666666667
NFATC2	-0.157
ANAPC5	-0.4273
C15orf24	0.68275
NFATC2IP	-0.719
TNRC6C	0.6415
MGC102966	-3.579125
FGD5	2.21066666666667
MED9	-0.352
RAB13	0.449333333333333
C15orf49	-0.615
CRYGS	-1.0136
C12orf53	-0.8408
LOC283693	-0.823
COX6B2	-0.821
PHF14	-0.146375
FAM3A	-0.770375
RPL13	-0.5506
PRDX2	0.2187
FLJ34047	-1.49825
PRMT3	-0.7435
KCTD19	-3.305
TRIM10	-0.8218
MGC26597	-1.2026
GCNT4	0.0875
GPRASP1	1.4385
CDKN1C	0.39
RHBDL2	1.7098
HSPH1	-0.5825
AQP1	3.829625
COL17A1	-1.6787
GFAP	0.341
CDC16	0.31025
KIAA1614	0.2385
C6orf118	-1.368
ZSWIM5	-1.0555
FAM83F	3.3555
LYNX1	0.35025
SYNPR	-0.908666666666667
XG	4.462
PRSS16	0.7025
KIF13B	2.02092857142857
PCDH9	1.443
HIST1H2AH	1.02883333333333
RBM18	-0.54125
ZNF626	0.915875
HEXIM2	0.316
ITFG1	0.0905
TUBG2	-0.9635
SFRS7	-0.317916666666667
C9orf14	-1.583
EXTL1	0.6715
GBP3	1.85166666666667
WDR5	-1.868
RARG	0.206
MYO7A	-0.242375
CECR6	0.11175
C13orf3	-2.603875
SFRS18	-1.166875
ACVR1B	-0.167666666666667
PSMD1	-0.6144
C7orf31	-0.220333333333333
ILVBL	-0.6395
IFNGR1	1.93875
RNF186	-0.527
NOL9	-1.092
MAGEL2	1.54575
SLC29A2	-0.78825
NHSL1	-0.83875
RBMX	-0.733
PSORS1C2	0.31
RAD51L3	0.02075
LCN6	2.24775
ORAI2	-0.542125
BRUNOL6	-0.2347
OR4K5	-0.2485
CDC123	-0.471
MSLN	-2.44733333333333
WWTR1	-0.794166666666667
ZNF700	-0.875666666666667
COBL	0.15
PPP1R16B	0.672125
GAS7	0.4145
MDN1	-1.029875
HAAO	0.315
C9orf68	2.04275
TNFAIP2	0.624625
FOXN1	0.0105
hCG_2033311	-0.294333333333333
ATP6V0D2	1.5836
RPL41	0.799375
SLC38A1	1.30275
ARHGAP6	-0.362833333333333
ADAD2	-0.9165
PHF20L1	-0.291125
MCM3AP	-0.167
ST3GAL3	-0.7975
SNX1	1.0285
ELF5	0.8565
PARP3	0.39725
RBM8A	-0.51025
LINGO4	-0.096
ITGA9	1.111
ZFR	0.017
ACSL6	0.189375
FLJ20699	0.1439
DAOA	-0.128
FABP4	7.20625
KCNB1	0.94825
CANX	0.6851
SLC25A28	0.305166666666667
ADIPOR2	0.675875
ECHDC2	1.772625
SMA4	0.01425
FRZB	4.288125
PABPC1	-0.859333333333333
DMRTB1	-0.710714285714286
APOBEC3G	0.90425
CATSPER2	-1.39733333333333
CUEDC1	0.484
STARD9	-0.39075
CLDN8	0.610166666666667
LOC23117	-1.93009090909091
E2F6	-0.647222222222222
TMEM126B	-0.0535
DPY19L4	1.0165
GIMAP5	3.52483333333333
NDUFA9	0.1435
FAM77C	-3.173
CTPS2	0.13425
LOC51035	0.093125
WDSOF1	-0.951
EGLN3	0.479
PITX3	0.643833333333333
OR52E8	-0.1225
GRM4	1.2405
KLK1	-1.991
GPM6B	-1.258
RRAGD	-0.704
PAGE5	-3.348
UCHL5	-1.1505
ULK3	-0.847833333333333
AIM2	0.847333333333333
PNO1	-0.8255
OR2F2	-0.272
GNAT2	-1.395
SIX1	0.14575
ST13	0.553
ZBTB44	0.276125
TIMP2	-0.45225
ZMAT4	-4.24925
GTF2IRD1	-0.74
ZNF19	0.796666666666667
ZNF714	-0.9195
RSC1A1	-0.2525
C9orf80	0.248
PSMA8	0.516166666666667
TMEM141	0.53625
COX4I1	-0.509928571428571
CTAGE1	0.611166666666667
DTWD1	-0.2235
HSD11B1	3.37875
KRT6B	-1.543375
ARID4B	0.809375
LHFPL3	0.0875
WWP2	0.00491666666666667
ZNF326	-0.306333333333333
RGPD1	-0.703
CTSH	0.884333333333333
FASTKD1	-1.24
PAF1	0.5049
TTC9C	-0.2715
IFT57	0.5966
PRSS36	0.6735
IL20RB	-1.534
ZNF592	-0.309666666666667
DCTD	0.3013
CFP	1.9965
MFNG	0.76975
JMJD2B	0.64925
ALDH3B1	-0.991375
THSD4	1.6315
KCNJ5	3.38633333333333
LMNA	0.380166666666667
TBCD	-0.085
ZNF250	-0.263
CASQ2	4.10416666666667
PEG10	-4.92366666666667
PRAME	-5.6526
NP	-0.279375
TRIM59	0.149166666666667
ZNF12	0.526125
XTP3TPA	-0.00425
SIGLEC7	0.5732
PANK4	-0.661
FAM70A	-1.33283333333333
SNED1	0.964
HIP1	0.1798
RAET1E	-1.09333333333333
AMAC1L2	0.0815
AHNAK2	0.542
TOE1	-1.09633333333333
RECQL4	-2.377
SPRYD3	0.8295
DPAGT1	-0.13625
MAGED2	0.0197
ANKRD55	0.854
TRPS1	4.28416666666667
DOK7	-1.33975
TFPI2	-5.28725
GTF2H3	-0.583
CYP4F11	-2.26975
LHX2	-4.9885
ATG16L1	0.649
ASB12	0.671
C1orf116	3.790875
NF2	-0.3737
POM121	-0.7194
PHYHD1	2.5836
TXNDC17	0.00166666666666666
DKFZp779O175	-0.2645
NUP62	-0.437428571428571
MYO18B	-0.1685
PRAMEF1	-0.251
TCBA1	1.288125
TMEM168	1.07475
FJX1	-0.2715
CLCF1	-0.309
SEPN1	0.41975
IGSF2	0.55175
NUDCD1	-0.846166666666667
TFF3	1.917
NDFIP1	1.15457142857143
CHCHD4	-0.677
TNR	0.0355
CUTA	-0.336166666666667
USP44	-4.13125
DPP10	-0.7842
IWS1	-0.608333333333333
PCGF1	0.29
SULT1C4	-0.178
NTF5	-2.5245
PTPN13	0.40725
SSTR5	0.863
SFRP1	-0.6095
IDH3B	-0.96975
SUOX	1.37033333333333
TMCO5	0.29475
GOLT1B	-0.02025
MIB1	0.314285714285714
PCDHGB1	-0.168
SUSD1	0.44825
ICAM5	-3.45233333333333
PAPOLB	0.614
URM1	-0.4255
TMEM106B	0.449833333333333
LRIG2	-0.9305
SLC27A5	-1.3495
CLIC6	1.8732
ZNF420	1.67516666666667
SCN9A	-1.1459
KIAA1909	0.18375
ELMOD1	-1.0945
PRKAG1	0.34225
FAM64A	-2.35822222222222
EEF1G	-0.25645
SMAD5	0.95675
INCENP	-2.3575
WASF2	-0.366
GARS	-1.2086
CDK10	-1.0062
HLX	1.04383333333333
MDM4	-0.649875
ZNRF1	-1.24485714285714
HHATL	-2.38383333333333
FAM21C	0.7968
HIST2H3C	-0.382
PFDN2	-0.16
ZNF200	-0.5675
NDN	0.8485
HBA2	-1.95766666666667
FBLN5	2.599125
PUM1	0.0975714285714286
TNNT1	-2.82083333333333
C19orf59	1.13733333333333
HNRPH2	1.16983333333333
RAB7A	0.138166666666667
PMS2	-0.7465
BIRC3	0.2555
NRSN2	0.367625
OR52K2	0.467666666666667
SPOCK1	0.337571428571429
H2AFY	0.342
RXRB	-0.26325
ZNF638	-0.150166666666667
ANKRD45	0.15925
ACTN4	-0.172833333333333
FXC1	0.52125
EIF2B5	-0.00175
VPS33A	-0.5065
PINK1	0.81425
FAM106A	-2.166
SKIP	0.778733333333333
GAPDHS	-0.455666666666667
MUM1L1	-0.27575
PSTPIP1	0.94975
CNTNAP1	-1.5831
CYP26A1	-0.25425
APOL2	0.4162
TACC2	0.274625
COX7A2L	0.242928571428571
HSD17B1	0.582
ARRB2	-0.019
SLC7A6	-1.1796
HSD17B10	-0.6225
RBJ	-0.64475
NUP155	-1.77725
MRPL10	-0.828166666666667
CYCS	-1.75891666666667
CCDC46	0.7665
TECTA	0.401
GNAL	-0.624
LPO	-0.153
PEBP4	0.61425
DDX11	-2.45525
C18orf12	0.2255
TAF9B	0.05525
IMP4	-0.14925
RPA4	-1.1245
NDUFS1	-0.538
UPK1A	-1.22466666666667
ARRDC2	-0.3195
C18orf20	1.2925
AES	0.236
CD2BP2	0.397
C16orf54	0.6095
UGT2B17	1.258125
FGFR1	-0.548181818181818
CEACAM6	2.603
CHRM5	0.284
CERK	-0.3565
AP3S2	0.736428571428571
ANKS4B	-1.92825
CLCNKA	-0.00900000000000001
ZNF208	-0.17
HLA-DRB5	5.016
CARKL	0.000750000000000001
GOT1	-0.5025
CASP6	1.247375
HOXA1	-0.561
RCL1	-0.287
ZNF181	1.2075
RAB40B	0.732
MRPL38	-0.383375
LRRN2	1.1235
C3orf25	0.6525
OR5D14	0.1295
OR10AG1	-0.4345
BET1L	0.3432
FRY	4.30625
AK3L1	-0.772
CSF3R	1.12566666666667
POLR3K	-0.808166666666667
ATG2B	0.4875
EPS8	0.508333333333333
DARS	-0.88775
C10orf56	1.33133333333333
DAD1	0.463666666666667
RIOK1	-0.6175
HERC2	-0.412
HSD11B2	-0.446
FAM96B	-0.8725
MGC13057	-1.286375
BSN	-0.76625
CAND1	0.277166666666667
HCST	2.01775
ACTR10	0.410333333333333
OR8D4	0.4745
NASP	-1.9856
COL9A2	-0.264666666666667
LYZL1	-1.272
GPC5	-3.0365
TBL3	-0.799666666666667
CENTD2	0.5945
OR5AP2	-0.01025
TLR1	2.92
LMO6	-0.46725
ZIC2	-4.45971428571429
CPNE5	0.92225
ZMYND15	1.4245
FLJ22374	-0.59375
CCDC106	0.36475
PARP16	-0.28275
PDIA3	0.801
C14orf126	0.000500000000000014
CECR2	-0.5795
SFRS1	-0.949428571428571
FIGLA	-0.0505
DCP1A	-0.276666666666667
MGC45800	-1.5637
TEKT1	0.224
C10orf67	2.091
CLN5	1.9565
NTN2L	0.2485
GLE1L	-0.23025
CES2	-0.8926
GNAS	-0.278944444444444
DDX53	0.1055
TSPAN13	2.55775
MRPL52	-0.6689
SPIRE2	-0.47225
TAS2R39	0.2655
SCUBE3	0.50675
UCRC	0.7129
CDKL3	0.00950000000000002
KIAA1715	-0.1584
ZNF345	1.478
RTF1	0.11875
DHRS7	1.3165
RIPK4	-3.02483333333333
EXOSC2	-1.91066666666667
MS4A2	4.97925
FGF17	-0.06325
WDR59	-1.761
EVI2A	0.45975
IL17RC	1.09416666666667
HS3ST1	3.29325
ITGB1BP2	-0.945
RBPJ	-0.867
GIMAP1	4.2235
INE1	-1.1475
ALDH18A1	0.290875
TPI1	-1.822625
GATA6	0.862
CABP1	-1.64866666666667
ZNF484	0.99775
DAPK3	0.254
GJB1	-1.183
PIN1	-0.503
SLC6A15	-4.23733333333333
CNO	-0.216
RIN2	2.776875
FRRS1	-0.588
CYorf15B	-3.95028571428571
DMRT3	2.13325
ATAD1	0.150625
OTUD4	-0.1245
ATOH8	-0.791
ZSCAN16	0.781625
ASCC1	-0.129
OTUD3	-0.15275
MGC33212	-0.265333333333333
YME1L1	0.24725
RP11-218C14.6	0.6935
PCBP4	-0.302
TNFRSF10A	-0.648
CDH10	-3.88883333333333
KL	2.91525
SCP2	1.39233333333333
C9orf119	-0.021375
SON	0.0108333333333333
MAFK	-0.022
SBNO2	0.2935
SLC6A6	0.0945
SC4MOL	-0.3875
FAM35B	0.51875
PPP1R9A	0.636
PDZRN3	1.35425
CXorf20	-0.3525
C6orf126	2.3395
AVEN	-0.18175
FLJ21075	-1.1265
C14orf132	0.428375
PCK2	-0.8585
GUCY2C	-0.4585
BARX2	-0.47425
PEX11G	1.7125
DAO	-0.942
C10orf49	0.3605
EDNRA	3.55283333333333
PPP2R5A	1.7737
DDX39	-1.68633333333333
SERF1A	0.05825
ASCIZ	-0.253
FNDC8	-0.52375
PTMS	-0.5295
PHF7	1.66725
PIP4K2B	-0.029
HHLA2	0.121666666666667
BDH2	1.0203
APOBEC2	-0.8875
PENK	3.1925
SMAD9	0.0625
MT3	-1.268
RGL1	0.547375
ATG10	-0.93075
DLGAP4	0.182166666666667
APPBP2	-0.225
BACE2	-0.143142857142857
LOC339344	0.619
ZNF395	0.3939375
HIST1H2BL	-0.0115
ZNF467	1.206125
SLC25A21	-0.8965
PALM2	-0.750166666666667
NSUN5C	-1.42175
IL5	0.0121111111111111
CLSTN2	3.521
ANXA8L2	-2.745
PTGES	0.5235
GDAP1L1	-2.60933333333333
OPRK1	-1.4965
WDR20	0.711583333333333
C12orf4	0.4
NUP88	-0.675375
XRCC6BP1	-1.557
FCGBP	3.25507142857143
LEMD2	-0.3705
NOMO1	-0.36825
C10orf79	1.625
ZNF79	0.5104
OCRL	0.289
HSPA8	-0.1715
DIDO1	-0.733666666666667
PLA2R1	2.118
COG3	0.5002
NGDN	-0.5585
CBFA2T2	0.07975
PNOC	-1.442
PRRG1	0.459
AGGF1	-0.428642857142857
DPF2	0.56325
YIPF7	1.198
TRPV5	0.5575
ZNF322B	0.71275
MED12	-0.355166666666667
CARS	-0.542166666666667
ABCC11	4.27916666666667
C9orf25	-0.25
MYH1	0.5695
FRYL	0.140583333333333
AGTRAP	0.122
MMP27	2.214
ZNF432	-0.1145
OR8D1	-0.259
OR13D1	0.0135
VWA1	2.1835
STON1	0.74925
IL5RA	-0.09625
PERP	0.546
C10orf107	1.03083333333333
TNFSF12	2.954
FN1	0.359
MTR	-0.595333333333333
PHLPPL	-0.616833333333333
ZNF425	0.8235
DHFR	-2.04638888888889
PPP1R12A	0.00600000000000002
RSPO2	-1.65083333333333
ZNF7	-0.678
ZNF583	1.332
TPMT	-0.526166666666667
GPR132	0.930625
OR2T12	-1.29275
SERTAD2	-0.2
ATP1A1	0.1035
FRMPD3	0.48275
ZNF672	-0.2425
PLXNB3	0.128625
EML5	-0.094
FAIM3	0.247
UBQLN2	0.50575
SORCS2	3.237
PRIM2	-1.648
ACVR2A	0.856166666666667
YWHAZ	0.0106666666666667
PGM2L1	0.7655
GNAO1	-0.0762142857142857
RPL10	-0.2233
RPS6KA6	0.273
PFKL	-0.550666666666667
SH3D19	1.15925
AURKB	-3.30066666666667
ZC3H6	1.277125
DISC1	0.726
FLJ39660	-3.71716666666667
TMEM25	3.206375
OSBPL10	0.348125
CLTCL1	-1.83766666666667
ALG6	0.0185
CATSPER4	0.1455
LRTM1	-0.02
RRAD	1.36433333333333
TIPIN	-2.25725
CARD14	0.0605
RBM9	0.474666666666667
RASSF4	0.4025
SLC25A18	0.058
C6orf58	-0.729666666666667
IGHD	0.1885
PLA2G6	-0.5255
TPT1	1.48975
SEC63	0.8278
CCDC113	-0.2303
TDRD10	0.762375
KIAA1666	-0.074375
TOR1AIP1	1.06966666666667
SYTL4	1.18666666666667
SPRR2F	-1.037
CEBPD	2.109
SNTG2	0.2825
C20orf77	-0.104916666666667
TAS2R49	-0.7445
C6orf173	-2.1385
SVEP1	1.429
PXN	-0.610142857142857
VIL2	0.9185
C5orf21	1.03625
DIXDC1	0.80175
GANAB	-0.455833333333333
PDSS1	-1.61475
NGFR	1.438375
ATP8B4	3.028
BMP8A	-0.0975
CCDC132	0.0475833333333333
GNRH1	-2.09025
OR10T2	-0.077
PDGFD	4.3565
OR6W1P	-0.0165
HARS	-0.455833333333333
KRT77	-0.0135
AQP8	-0.29125
ITGB1	1.0214
ZNF254	0.2613
PAX1	-0.35
PSMC4	-0.4429
ANKRD22	4.82475
PSMD8	0.0566666666666667
HTR1E	-0.935
SOX10	-2.8023
OR5B2	0.138
RABGEF1	-0.613357142857143
MAP1LC3B	-0.07875
CYB5R4	1.0795
AGXT2L1	0.238
FLJ41603	1.87933333333333
TRAPPC2	0.593333333333333
FNTB	0.2679
FLJ14107	-1.18333333333333
AURKAIP1	-0.23625
DSE	2.46425
NFKBIZ	0.8475
OSBPL3	-1.64566666666667
LOC130576	2.43475
SLC39A9	1.36066666666667
LOC137886	-0.13925
RHCE	-2.5495
ATG7	0.463
FAM82A	1.5065
FBN3	-0.154
MCFD2	-0.594833333333333
CASP14	-0.0695
EPS15	0.816
SFRS2B	1.03558333333333
C19orf47	0.0515
PLAC9	3.221
GPR23	0.2965
BTNL3	-0.0252
RGS8	0.4715
GNS	1.0405
ENO2	-3.20983333333333
CBX1	-0.3305
PEX26	-0.0125
LRP5	0.00283333333333333
ADAMTSL4	-0.915833333333333
ARR3	-0.162833333333333
MAP1A	0.30225
CD2	4.4675
NAV2	-1.641125
TMEM69	-0.52375
ATXN7	-1.3795
CHN2	-0.396
ZNF781	0.671666666666667
HAS2	-2.4475
KIAA0241	-0.7015
BIC	2.13475
MOBKL2A	0.035
CYP2C9	1.205
CNOT7	0.542428571428571
SFRS10	-0.40025
CST11	0.836
FLJ37543	0.585
NKAP	-1.21125
RUNX1T1	4.32075
EAF1	0.0927
IL4I1	2.118
LRRC61	-0.404
