Hybridization REF	TCGA-A8-A08O-01A-21R-A056-07
SLC16A11	0.3915
FAM96A	-0.8805
APOL1	-0.34325
C5orf32	0.6795
RTP1	-0.731333333333333
RNF175	0.3595
ZBTB41	0.929375
AHCTF1	-0.7753
SAE2	0.368
ITGA2	1.24741666666667
MME	0.211666666666667
CCDC14	-0.554
MAST4	1.7725
KRT33B	0.2185
KCTD2	0.1165
WDR26	0.29925
MFI2	0.156375
NR4A3	-1.276
ARSA	1.21025
UNKL	-0.3485
SULT6B1	0.112
CCNA2	-2.5775
SOX15	-0.1945
PPAPDC1B	0.73875
C19orf44	0.514
MCAT	0.308333333333333
ARID1B	-0.036375
OR52N1	0.247
C12orf48	-1.75175
MAGI1	0.521125
NIPA2	-0.1525
GBX2	-1.9805
RSHL3	0.69075
RAVER1	0.0651666666666667
C15orf17	0.12475
SLC30A2	0.483125
ZNF518	-0.1375
PCYT1B	-1.6725
C10orf114	0.56275
EIF3H	0.12325
SLC25A39	-0.664833333333333
KIF1B	0.097375
AMOTL2	0.7955
C6orf120	0.114625
PSRC1	-1.467
PLA2G10	2.405
KIF5C	0.169625
MRPL37	-0.3765
C17orf62	0.552
C9orf135	-1.3475
DUSP10	-0.8634
CLCNKB	0.3505
PSMA5	-0.00512500000000001
C8orf53	-0.50375
AMPD3	0.624833333333333
PIAS1	-0.33625
ADCYAP1R1	-0.0225
GYLTL1B	0.051
CDH20	0.224
FBXO7	-0.09475
TMEM134	0.424833333333333
FLJ14213	0.884666666666667
ZNF3	0.24475
LRRFIP1	0.346583333333333
CNOT2	0.582666666666667
ABI3	1.7685
ALDH5A1	-0.891666666666667
HNT	3.1458
SERPINA4	-2.4445
TK2	0.516666666666667
STMN1	-1.05477777777778
GUCA2A	0.377833333333333
GALNT10	1.03828571428571
DPP6	-0.72725
C9orf93	-0.273375
PRELID2	-0.38575
STK39	-0.780375
SFTPA1	-1.4855
CKS2	-1.72344444444444
RHO	0.409875
C20orf135	-0.56475
XKR3	-2.622
CR1	-0.188125
RPS6KA2	0.205571428571429
C20orf112	0.83925
MRPL22	0.0985
C4orf23	0.899
GADD45B	0.868
KLHDC1	2.05333333333333
C2orf48	-1.9735
ZNF287	1.1925
DAAM2	-0.66625
DPPA2	-2.96983333333333
TCTN3	0.923333333333333
DNAJB11	-0.076125
FPR1	2.44525
DEFB4	0.031
PTCD2	-0.2301
SMOC2	4.78533333333333
CABP7	0.8215
SERPINB11	-0.58125
MAGEF1	-0.09025
NDE1	0.957333333333333
ITGA10	0.2725
FSHB	0.77
ANXA2	1.000125
HORMAD2	-0.159
HLCS	0.53725
MCF2L	1.81266666666667
FH	-0.2525
TBC1D24	0.1575
KIAA1505	1.7845
LGALS2	-2.415
CNBD1	0.4735
SYNPO2L	0.9495
PTPN23	0.213142857142857
C1orf183	-0.388
MAGEA8	-3.4205
DGCR8	-1.342875
GSR	-1.56675
PAQR7	0.47025
ZNF676	-0.89675
CACNA1C	0.4103
SP7	0.3155
PDCD6	0.164
NRN1L	-1.498
BRI3BP	-0.76075
KIAA1183	0.735
ASB4	0.08575
CCL23	0.3055
OBSL1	-1.011
SLC12A7	1.28608333333333
KIAA0240	1.312625
CD1B	-3.11816666666667
FCGR2A	1.18475
MDC1	-0.675
HTR1A	-0.0306666666666667
OCEL1	0.13525
ATP11B	-0.8258125
FBXO34	0.160333333333333
PCDH12	3.513
RPE	-0.99875
C17orf74	0.336
CSDC2	1.12316666666667
PET112L	-0.02625
TMBIM1	0.48575
P2RXL1	-0.1645
TCHP	-0.233
TRMT1	-0.320333333333333
F2RL2	1.44091666666667
LRRC32	3.51583333333333
IMPG2	0.002
BGLAP	-0.7415
LOC493869	-1.42408333333333
MRAS	1.775375
SLC35F5	0.431
CBWD1	-0.058
AXL	-0.659625
ATP2C2	-0.448
TELO2	-0.087
PNPLA3	-3.297
PCDHB14	0.5915
CD276	0.38625
KRT80	-0.261875
DUSP28	0.6545
CSNK1E	-0.26425
SRP14	1.1065
KCNQ4	-0.265
KRT72	0.101666666666667
CCDC117	0.612125
C6orf89	0.466722222222222
TUBB2B	-2.014
RTN4IP1	-1.02825
CR1L	-3.97183333333333
CEND1	0.365875
C12orf41	0.6075
RNF31	-0.1655
UBN1	0.169
C17orf32	1.07525
SLC5A7	0.09025
GPR92	0.456333333333333
ESAM	2.1488
CTNNA1	0.957583333333333
HRBL	0.125
CBX4	0.4755
TMEM182	-0.37425
SH3TC2	-0.910666666666667
IL10	0.501833333333333
PXMP4	0.9085
RNF167	0.029
PAK7	2.16416666666667
ETV3	-0.1175
ATPIF1	-0.208166666666667
LOC554207	-2.09766666666667
OR8H1	0.064
WDFY3	1.138375
DPM1	-0.69075
GPSM1	-0.221
WDR92	-0.2581
LRP1	0.935
ANKH	-0.631125
THUMPD3	-1.072
POLR1B	-0.67875
OLFM4	3.81483333333333
RAD9B	0.31275
TSPY2	-3.895
PAX6	-2.217
SCG2	-3.094
SLC17A6	-0.08325
FMO3	2.73575
PADI4	-0.1645
TUBB4	-0.6732
NLK	-0.7105
POU4F3	-0.0515
SDF4	-0.269
ITGBL1	2.0515
NETO1	-1.773
TAP2	-0.252
ABBA-1	-0.0476666666666666
GNAI1	-0.61725
VPS4B	1.0555
NOPE	0.3375
GALNT6	2.88633333333333
SESN1	-0.081375
GBE1	-1.80122222222222
CLASP1	-0.22125
RASGEF1B	0.317
ACOT11	0.0977142857142857
AFAP1	1.2975
OR2H2	0.03475
DPY19L2P1	-0.48125
DZIP1	-1.173
SEC22C	-0.322666666666667
GPR161	-0.470833333333333
RNF146	0.35275
WDR74	-0.429625
GALP	0.2525
PURA	0.9365
DNPEP	0.217583333333333
RP11-78J21.1	-0.7555
ERBB2	2.846125
FANCM	-0.596666666666667
NEO1	1.18266666666667
DDX3Y	-4.6568
RPS3A	0.235375
MXRA7	0.314785714285714
LGALS3	-0.850666666666667
GLT8D1	0.32325
CFL2	-1.40366666666667
UPB1	-0.235
NAP1L5	-0.098
CLDN14	0.377
DHX38	-0.563
BTBD1	0.1535
TARS2	-0.0918333333333333
ABCF1	0.1091
FCF1	0.358166666666667
LRRC49	0.05875
GUCY1B2	-2.502
C1orf177	0.0826666666666667
SMARCA4	-0.538857142857143
LRP8	-2.744
TAGLN3	-1.39075
MRPL14	-0.36075
TTRAP	0.60025
ZDHHC20	0.3185
NFE2L3	-1.4365
KIAA1377	0.81425
PALMD	0.8267
TMEM43	-0.2575
TTL	-1.17025
STAT5B	-0.846
SSB	-1.124375
OR10H5	0.3535
SLC22A13	-0.57425
AKAP3	0.209
TIMM23	0.643833333333333
OAS2	0.976416666666667
KIAA0423	1.25075
TRIM11	0.526833333333333
GLIS3	1.44825
TMEM50B	0.495166666666667
ARHGEF4	-0.961375
DEGS1	-0.868727272727273
TBL1XR1	0.610933333333333
G6PD	-1.70175
SP140	-0.725
MUC17	0.167571428571429
NUDC	-0.338
DNAJC5B	0.5685
SCARA3	-0.8465
CPA3	5.7735
BCAT2	1.139625
MFN1	-0.0289
NRG3	0.421
SNX11	1.30575
PLEKHH1	-1.16716666666667
GPR177	-0.583
HCFC2	0.399
TCAP	0.1525
MOCOS	-1.7705
C14orf93	-0.00625
PRDM10	-0.426666666666667
SLC16A4	0.161666666666667
SRGAP1	1.2365
VIP	0.60075
DUSP27	0.6505
LILRA1	0.3573
MC2R	-0.0315
MGC24103	-1.073
MBTD1	-1.795
FUT11	-0.4545
USP33	0.4044
C15orf39	-1.1905
MAP3K12	0.692875
PAAF1	-0.132666666666667
BARHL1	-0.6945
FLJ16165	0.115
PIWIL2	-3.50325
SYNE1	0.489333333333333
CMTM4	0.43325
TSPYL1	0.7768
GUF1	-0.7895
TMEM157	1.843
WDR44	0.66575
HIST1H3C	-0.72025
DKFZp666G057	-0.00299999999999999
RNPEP	0.4625
GAS2L2	-0.5115
ADH4	-4.834
GRPR	1.262
FBXL17	0.8345
ZBTB10	0.524583333333333
Gcom1	0.943333333333333
HTRA1	2.3262
ZNF585A	0.584833333333333
SLC26A2	-0.214928571428571
OTOP3	-0.165833333333333
WISP1	2.56188888888889
ATP2B4	-0.48175
FLJ10769	0.8275
CRAMP1L	0.566125
CHST12	0.028
RAB22A	0.273583333333333
TARDBP	-0.00299999999999996
STAU1	0.1775
CRB3	1.1965
MIG7	-0.67975
CHMP1A	-0.233666666666667
ZNF160	0.251
B3GALT6	0.313875
BARX1	-1.55183333333333
C6orf167	-1.9188125
NXNL1	0.0715
DHX29	0.355375
HADHB	0.08
PLXNB2	0.557
ILDR1	-0.9735
SLC15A3	1.716
GAS2	-4.50366666666667
C20orf69	-0.1885
NUMB	-0.521
TNIP1	0.7295
MESP1	-0.160333333333333
PSKH1	-0.009
NSFL1C	-0.599
RHOG	0.03275
HEY1	-1.25583333333333
KNG1	-1.823375
ITGAX	1.008
LIN9	-0.978166666666667
CANT1	0.349375
XRN1	-0.221428571428571
CCDC96	1.6442
HEATR6	-0.805666666666667
GNG7	0.417333333333333
RUNX2	1.4259375
SOX1	0.607666666666667
FCRL5	0.9217
ZNF99	0.067125
FAM9A	-0.632
SNX22	0.013
MBNL3	-2.88266666666667
ODC1	-1.7825
ADORA2B	-2.486
NR2F6	-0.08475
ZFYVE16	0.0544444444444444
SYNJ2BP	-0.4432
POLE	-0.735
E2F2	-1.349375
THRA	0.451166666666667
PTGES2	-0.701
HIP1R	0.301833333333333
TMUB1	-0.404833333333333
ENO3	-2.409
RSPH10B	0.016
CXorf39	0.761125
IRGC	0.75375
GPR109B	-0.0755
FLJ13305	-1.0435
LCE3A	-0.8995
TNFRSF18	-1.99083333333333
DET1	0.3025
TRPM3	-0.250909090909091
C16orf79	-0.6405
FECH	0.419833333333333
RAP2A	-0.343166666666667
CRIP1	1.247
AZIN1	-0.102375
SLC7A7	2.70525
IL10RA	0.2465
TMEM64	-2.85925
CDC42EP4	0.6983
C16orf58	0.3859
ARG2	-2.97125
POU5F1P4	-4.83925
FAM62B	-0.044625
DNAH8	-2.4697
ASH2L	0.292625
TSLP	-2.19966666666667
CNTNAP5	0.167833333333333
TMEM16C	-0.6245
IFNA14	-0.475
SLC1A3	-0.1605
CABYR	2.209
BCL7B	0.2825
NUDT13	-3.3445
C13orf28	0.179
C1orf53	0.18175
ARL6IP4	0.5943
RPL35A	-0.7065
EMR3	0.0765
RAB40C	0.857083333333333
SLC41A1	-0.789
LRCH1	0.168
LY6G5B	-0.8885
FAM124A	-0.635642857142857
MGC10981	-3.9985
CLIP3	0.4508
MAP4K2	-0.244333333333333
CHIC1	0.657
SULF1	4.50466666666667
C20orf30	-0.469071428571429
PRDM5	-0.273875
ELOVL1	0.43775
C11orf48	0.025125
SLC39A10	-0.83775
KCNV1	0.032
ACP1	-0.910666666666667
ZMYM2	0.275875
B3GNT6	-0.1555
C9orf69	0.2175
C2orf15	1.3965
C20orf166	0.053
HSP90AA6P	-0.221
EDG7	-2.648
NEURL	0.7125
LPL	1.92266666666667
CLEC2D	0.217857142857143
GRRP1	1.52816666666667
CD8B	-3.3871
HIST1H3D	-0.430166666666667
SLC6A12	0.254625
FAM27L	0.181
CD84	1.0675
RASA1	0.4025
PHKG1	-0.3895
MAGEA11	-1.998
IMPA1	-0.5463
NPM3	-1.5915
RARRES1	3.34525
SH3BP1	-0.063625
B3GNTL1	-1.0025
ARPC5L	-0.18
KLHL26	-0.08925
SIM2	-1.903125
GJC1	0.298
C20orf194	0.1635
EXO1	-2.87525
SLC2A2	-2.44533333333333
LOC285074	-0.53575
LRG1	0.435
KIRREL	0.314
PIK3R1	1.08935714285714
C4orf34	1.21175
MAF	-0.933944444444444
ADCY4	3.435
ZMIZ2	0.6231
SLC46A3	1.908
STAMBP	-0.079
CCDC16	0.8765
MS4A12	0.286
TCF20	-0.0475
LRRC46	1.68425
C20orf152	1.24325
MRPS6	-0.375
ABCB11	1.0235
KCNC2	0.425333333333333
CDH19	-2.396
C9orf123	0.1555
SSH3	1.60925
LDLRAD1	-3.67275
CCBE1	-0.1325
ZNF135	2.4305
TAAR1	0.294
WFDC12	-0.6695
CCDC42	-0.154166666666667
FLJ12529	-0.49425
PER1	-0.582833333333333
TIMM50	0.00583333333333333
SMARCAD1	0.230166666666667
FAM26C	-0.264
TP53TG3	-3.03166666666667
SH3RF1	2.1476
LMCD1	2.81
GPR63	-0.3555
FLJ21986	-2.448875
AIFM3	-0.08775
MICAL1	-0.641333333333333
BLZF1	0.652833333333333
IQCA	3.60783333333333
PCDHGC3	-0.572
SAC	0.5845
BCL6B	2.27966666666667
DDO	-0.877
MARCO	1.5085
DCHS1	1.583
C1orf170	0.305166666666667
CD200R1	1.33033333333333
C22orf15	-0.492
SEPT11	0.3175
ADNP	-0.11275
UST	-0.2636
C13orf34	-1.74616666666667
RFFL	0.594785714285714
APBA3	-0.293
C2orf60	-0.829625
CUTL1	0.3832
PMS1	-1.108875
ZNF689	-0.8415
EIF3E	-0.721333333333333
IL9	-0.0476
RPL31	-0.3295
LY9	0.153333333333333
ATP2B3	-0.34625
KDELR2	0.10575
TFCP2	0.689875
NLRP12	-0.148
FLJ45422	-0.33575
TLE4	-1.1295
ZNF570	-0.0175
FLJ43806	-0.6545
TLK2	-0.422125
CIR	0.24125
MARS2	-0.4775
COL24A1	0.766
SDF2L1	-0.8455
HIBADH	0.0938333333333333
IGFBP3	-2.68592857142857
C12orf23	0.699
PSPC1	-0.02675
C20orf43	0.1555
TRAV20	0.1195
ARHGAP24	0.841625
KIAA1975	0.964375
C1QA	3.1105
DNTT	-4.723
C10orf6	-0.218416666666667
C11orf41	0.8265
HNRPF	0.8535
COL11A1	6.83516666666667
UBAP2	-0.833833333333333
CDKN2AIPNL	-0.5795
C20orf174	2.22
SPRED2	0.40175
PLA2G12A	0.421
ICEBERG	-1.6175
SCN10A	-0.1435
C11orf65	-0.83025
GBP5	2.6375
PITPNC1	-1.55783333333333
POU3F3	0.5305
NCOA7	-1.052625
LIN7C	0.6675
LOC348840	-1.0445
NKX2-2	-2.7545
ANKRD13D	0.218625
LOC123688	-0.61625
FUT2	2.54833333333333
TAAR8	0.02
FZD4	0.172916666666667
PNMA3	-1.26383333333333
OR4L1	0.495
WIT1	-2.86325
EXOC3L	1.06625
ATPBD4	0.3365
KRBA1	0.01325
UBXD6	0.23575
HOXB7	-0.801285714285714
C7orf23	-0.109
UNQ338	0.85125
STAB2	0.65025
CDC20B	0.0335
IRF9	1.2855
CENTG1	0.247166666666667
TNPO2	-0.452
MCPH1	0.114
BMS1P5	-0.96
SLC26A7	0.00375
HIST1H3J	0.44975
C9orf3	0.4227
LBH	1.144
MYO1D	0.9635
PTDSS2	0.22925
NFU1	0.2765
DEPDC4	-0.985
WNT7B	-0.2785
GLP2R	-0.267
SETD4	-0.4101
DYNLT3	0.5252
FKBP11	-1.50716666666667
SESTD1	-0.356166666666667
FLII	-0.06825
RPS16	0.1105
CHPF	-0.00666666666666666
CSNK2A1	-0.791333333333333
SUMO1P1	-0.34525
FKBP6	-0.371
ZNF214	2.01966666666667
TWIST1	0.376833333333333
DDX56	-0.1455
TRAM1L1	2.8207
EPO	-3.1275
MRPS18B	0.04975
ZNF682	-1.34983333333333
RPL14	-0.644
MAFF	0.05625
LOC51136	-0.063625
LY96	-0.3595
DDX20	0.012
ABTB1	0.5665
ARL5A	-0.6166
CCT6A	-0.847
HEPACAM	-0.936333333333333
EHHADH	-0.2485
RBAK	-0.279833333333333
CGB1	0.63925
ITGB5	1.2935
YIPF3	0.71275
FKBP2	0.224
NR1D1	-0.0124
TMEM110	0.14
NEK2	-1.60916666666667
PRAMEF8	-2.78075
C20orf52	-0.907333333333333
PCDHGA3	-0.2555
VWA3B	0.54525
NDUFA5	0.200625
THAP9	0.148
FLVCR2	-1.08683333333333
AP1S1	-1.04275
SMAD6	-1.10525
SAV1	0.623875
SAT1	0.74125
ZNF251	0.90125
ADAMTS7	0.0317
RPP38	0.344
C1orf211	-1.6515
YPEL2	1.32955
RBMS1	-0.1735
ZNF445	-0.377
NRXN2	0.514333333333333
PGBD4	-0.793625
UGT2B28	-3.3025
WBSCR16	-0.264
NLRC3	-0.16175
ASTL	0.168
ST6GALNAC1	-3.482
ZADH2	0.07075
MLLT4	0.828833333333333
ARL6	0.115833333333333
MEF2C	0.10225
CBFA2T3	-0.693
AFF3	2.67664285714286
COG7	0.3055
MYB	1.44566666666667
PLXNA3	0.529
XRCC2	-1.8355
MMS19	0.174125
ST8SIA5	-1.057125
CHPT1	1.3125
KIAA1712	-0.284375
OR6X1	0.3235
ACTR3	-0.351625
UGCG	3.133
OR4P4	0.496
ZAP70	-3.28525
LPP	1.181875
ZNF485	-0.3515
PTPRCAP	-0.56875
IL12RB1	0.10325
ATRX	0.5979
CHST8	0.52
C14orf109	0.29375
ARV1	0.3065
NMB	-1.08757142857143
COX5A	-0.936166666666667
EIF6	-0.43
MPPED2	-0.1825
SEMG1	-0.7285
CHRDL1	0.6575
TRAF3IP2	0.32375
WNK2	-0.310625
LILRA4	1.37083333333333
LAMA2	4.69275
PXT1	-0.138
RLBP1	-2.82566666666667
CD300C	-0.06475
SLTM	0.359375
FLJ10404	-0.228625
APOBEC3D	-1.96716666666667
RENBP	0.132166666666667
ATXN7L1	-0.1145
NID1	0.45325
TUBGCP3	-0.668875
ITIH5	0.760888888888889
CCDC110	2.4995
C8A	-2.6425
MGC87042	-0.96975
HOXC13	1.0045
TFDP2	-1.048
HCP5	0.53375
POLI	0.273
UCN	-0.292
ZNF764	0.645166666666667
C8orf45	0.35325
FHL3	-0.492
SPATA5L1	-0.4765
MMRN2	2.556
NDST1	0.677166666666667
COL20A1	-0.276
ZNF248	-0.224
PELP1	-0.485833333333333
MBL2	-2.93883333333333
RNF41	0.75825
C5orf24	0.423375
THOC5	-0.4845
SERINC3	0.643416666666667
RP11-151A6.2	1.06725
CDCP2	0.2325
HIST1H2AA	0.32475
C11orf75	0.0145
FKBP7	0.04975
DDOST	-0.6095
GPNMB	0.6565
TTF2	-1.73933333333333
KCNT1	-0.22
SLC39A14	-0.65325
NGRN	0.5457
GPR137B	1.96
MECP2	0.39375
PSMA1	-0.283
C16orf73	-5.381
TMEM60	-0.0416666666666667
CSN3	0.592
NOS1	0.361166666666667
RAB7L1	-0.675666666666667
YBX2	-0.324
KIAA1166	-0.3435
FUBP3	0.345333333333333
ABCG1	1.927
ACACA	-0.484416666666667
ARL11	-0.4275
ATOH1	-0.522
ODF1	-0.123833333333333
CREB3L3	-1.51
TMEM127	1.18692857142857
DSCAML1	0.14725
PLN	1.503
LYPLA1	0.370083333333333
PRDM9	-2.268
SASP	-0.2655
PLUNC	0.22
INTU	1.3835
HISPPD1	0.205
LNPEP	-0.103166666666667
YARS2	-0.285
APCDD1L	-1.1135
ZCCHC4	-0.1961
FBXO22	-0.501166666666667
TTLL13	-0.686
ZNF669	-1.02333333333333
PTGDR	2.15575
DDX27	0.1835
KIAA0409	0.265333333333333
GJB6	1.21725
ASB8	1.13975
PLP2	0.281666666666667
MEPE	0.0625
OR10J5	-0.6285
KRT222P	3.69225
COQ7	0.113333333333333
C1orf101	1.10525
RERG	3.6365
CHMP5	0.819875
THAP11	-0.1025
ZNF43	-0.226
ZRANB3	-1.397
KRT13	4.43225
MRPL19	-0.875375
RBBP9	-0.524
SPATA17	0.738285714285714
BXDC5	0.7175
PAFAH1B1	-0.373166666666667
MAGEE1	0.6165
OSTF1	0.38325
KIAA0323	-0.2065
TXNDC13	-0.787666666666667
CNTN4	2.90075
LCE1B	0.358
UNQ501	0.44425
ZNF154	0.75025
C3orf64	-0.14125
SYT5	0.1284
PON1	-0.211166666666667
FLJ10357	-0.2195
ATP4A	-1.5685
GNPDA1	-0.5745
MGAT1	0.802333333333333
C14orf121	-0.55475
SLC35B2	0.34775
MIER3	0.501666666666667
CHEK1	-2.912375
ZNF8	0.819
TXNDC1	-0.254
CKB	-1.8505
RTN3	0.510642857142857
FZD2	0.0616666666666667
PART1	0.4765
PSMB6	-0.70475
PCDHB8	-1.068
PHC3	-0.00240000000000001
PPP1R8	-0.143833333333333
NOVA2	1.343
TNFRSF11B	-3.0225
GOLPH3	0.606666666666667
UBLCP1	-0.3655
SUHW3	-0.85725
TTLL1	0.743
OPN4	0.0875
OR13G1	-0.8215
ZPBP2	-0.008
HSD17B11	-1.300375
C9orf50	0.151
DHDDS	0.156
CTSW	0.5325
NEFM	-1.59966666666667
MRPL28	-0.33175
SYN1	0.812333333333333
PIGV	-0.175666666666667
ZIM2	-0.99425
APBB1	0.878
SND1	-0.021
C1orf123	0.158833333333333
CHD3	0.1865
BHLHB8	0.18525
RNASE2	0.0851666666666667
BCAP31	0.370125
SLC25A44	0.312166666666667
CHD6	0.2389
PIB5PA	1.92561538461538
SELS	0.408125
LOC541471	-0.69625
FAT2	2.385
ZNF81	-0.3215
OR4C16	0.435
FLJ10081	0.1458
LRRC4	-0.0365
CS	-0.403666666666667
N4BP2	0.08675
IGFBP7	2.11625
ZNF318	0.481916666666667
NDNL2	0.230625
ZNF609	0.860125
SIRT4	0.485
EXOSC10	-0.19575
ECE2	0.027
OVGP1	1.91325
GTPBP3	-0.74025
PACS2	0.5467
C19orf36	-0.345166666666667
ARL4C	-0.535
ATG4B	0.013625
UBQLNL	0.054
RHOXF2B	-3.7685
PLEKHG2	-0.0205
GALR1	-0.087
AQP4	0.0201666666666667
HDAC7A	0.561
DCUN1D3	0.359
OR8A1	-0.334
CCRN4L	0.480125
CBR4	0.253
KIFC1	-1.85533333333333
SLC7A14	-1.6075
LHX5	-0.322
TRPC7	0.0375
LPXN	-1.0565
SERPINA1	-2.37675
RPS13	-0.881
BPIL3	0.5765
PRKAA1	-1.57975
FADS2	-0.9985
ENAH	0.130375
PRO1768	-0.2495
APBA2BP	0.67
LIPH	1.36166666666667
C3orf33	-0.91175
RCC2	-0.400928571428571
ALDH1A2	-2.8871
RNF103	1.65725
AHCY	-0.678
ALG12	0.2055
CCL17	0.57625
ZNF543	1.52433333333333
ESRRG	0.00129999999999996
CNGA1	-0.46525
RDH5	-0.202833333333333
OTX1	-0.7535
PTGFR	-1.6138
CDR2	0.148875
SELE	2.08425
NLGN2	-0.770166666666667
EXOSC9	-1.03225
ZNF566	0.440333333333333
KLRC2	-3.053
GPR12	0.723
KIAA0196	0.636
PDRG1	0.2265
SSR3	-0.667071428571429
MSI1	-0.8595
CST9	3.8125
CC2D1A	0.343625
PLAGL1	-0.399666666666667
ZNF778	0.3615
RNF2	0.640625
KLF6	0.933166666666667
THBD	1.59466666666667
tcag7.1314	0.9375
NR5A1	-0.316
ABCD2	-0.48975
DNAJC7	-0.4695
CLEC4C	1.026
TM2D3	0.68825
CCDC4	-1.1685
PLAC2	-2.997
DCD	0.0345
FAAH	2.354625
POLA1	-0.4375
TM7SF2	-0.16
FLJ39822	-1.11433333333333
FLOT2	0.5575
MAP4K1	-1.011
SRP68	-0.347125
C21orf74	-0.13
ARPC5	0.04
LOC126075	1.036
HECW2	0.2785
ZDHHC4	0.19675
ANKRD42	0.8673
PDE9A	-0.577
ABCA8	2.66875
NDUFS2	0.145
UBR5	-0.086625
BTBD16	-3.36975
LOC554174	0.4075
ZNF20	0.3995
KIAA1843	0
WDR17	-0.077
C15orf33	0.0395
RNF113A	-0.0825
CAMKK1	-1.098
CLCN2	-0.442
ANXA6	1.0765
LOC340069	0.372
EMID1	0.388
DPM3	-0.1365
ELA1	0.232
SLC25A13	-1.0504
KRT24	0.0945
SMPD1	0.254
TH	0.00874999999999999
COL6A2	1.5065
ANKS1B	1.85925
GPR126	-3.5586
ZC3H12A	0.941166666666667
TMEM47	1.051
C2orf51	-0.215166666666667
C1orf88	2.72233333333333
HSF2BP	0.36025
AKAP10	0.23825
RPAP3	-0.0555
KLHDC8B	0.55525
STOM	1.5101
MUPCDH	-0.127875
C10orf72	0.216
PLEKHA3	0.558916666666667
TCP11L1	-0.356
CWF19L1	0.181
SPEF1	1.264
YSK4	-0.307
ELN	1.5233
SAMD8	0.572833333333333
MPI	-0.883666666666667
MEPCE	0.4245
ABCC3	0.762625
NANOGP1	-3.9135
KCNK17	1.102
HLA-DMB	3.384
RRAGA	1.03575
ANGEL1	-0.55175
RBM32B	0.043
CPN1	-3.309
MGC52282	-0.7066
HLA-A	0.35675
OR9G4	0.134
EDNRB	-0.946375
SCD	0.272785714285714
C14orf80	-1.48366666666667
BAGE2	-0.2215
RABL4	0.639833333333333
RCVRN	-0.164
SHANK1	0.0825
NLRP7	-2.606
CD226	0.3575
STAT3	0.982875
SYNJ2	-0.8576
TPCN2	0.568666666666667
WDR36	-0.6395
MBD4	-0.28375
ROBO1	-1.0665
ST3GAL6	-3.147
SLAMF8	2.47833333333333
ATN1	0.657833333333333
GPR141	0.41525
KRT36	0.386
TPH1	0.4145
DDX52	0.07225
ZSCAN29	-0.132666666666667
TRPT1	-0.129166666666667
DPEP3	0.68125
DENND4A	-1.008875
TSPAN16	-0.131
PTCHD2	-0.4325
LOC145814	-1.06575
CAP1	0.784333333333333
EIF5A2	-0.4806
NT5DC3	-0.302
SEPT9	-1.0035
SEZ6L2	0.5685
EGFLAM	3.09175
VPS11	0.464125
NDUFB5	-0.474833333333333
CIDEA	3.98116666666667
IER5L	0.6885
N6AMT1	0.642
FAM83C	-0.274
OXR1	0.0115
IRX1	1.0845
DGKB	-0.553666666666667
GCN5L2	-0.77275
MIR16	0.312375
FBXW9	0.652
WDR4	-0.918166666666667
PDC	-0.2235
VPS33B	-0.02075
HEXB	-0.295
FLJ32214	0.58275
TCEB3	-0.874
CRLF1	-2.621
ABI3BP	0.711
C8orf22	-4.1495
PYCR1	-0.659125
KIAA1706	0.3365
CDK5R2	0.400875
WAS	-0.186
C12orf60	0.44525
CCBL2	0.171
MADD	0.62925
C5orf34	-2.123
WDR42A	1.0672
KLF12	-0.30325
HSPA1A	4.19375
ITM2C	-1.04433333333333
DAPK2	2.03416666666667
LOC442590	0.611
SUMF2	0.16875
CENPA	-2.38623076923077
TMED5	-0.226875
CDH6	-1.268
BRP44	0.0585
THG1L	-0.192
GABRA2	-2.78
C14orf166	0.3055
MYL1	-1.60733333333333
TNFSF18	0.04
PAP2D	-1.15433333333333
PPIB	-1.10925
KLHL4	-0.2235
SFN	0.200666666666667
CCDC127	0.4955
FRAP1	-0.2505
GOLGA5	1.099
SDCCAG1	0.22225
MGC21675	-0.0198333333333333
C10orf95	-0.69475
KIAA1345	0.106166666666667
C1orf163	-0.966
LACE1	-0.996666666666667
OR10K2	-0.323
CENPN	-2.35924
TMED2	0.97625
UGT1A6	-1.9055
ANG	-0.8405
U2AF1	-0.7685
CASC2	0.6265
NMT2	-1.30366666666667
OSGEPL1	-0.4985
DFNB31	-0.562
SLC6A20	-0.188375
DKC1	-0.7105
FXYD4	-1.10275
WDR64	-0.15025
MGC5590	0.4695
CREBZF	-0.483666666666667
DAZ1	-0.68125
PRPSAP1	-0.897
GCHFR	-0.52375
TTC7A	-1.1215
LOC196993	0.56775
UBD	-0.205666666666667
S100A1	-0.046625
RPL6	0.1125
DNAJB6	1.24475
NAGS	1.2262
C2orf58	0.1015
KERA	0.920666666666667
MT1X	-0.4161
UBE2B	1.0703
KEAP1	-0.13525
MST1	-2.33525
OMA1	1.3155
ABLIM2	0.14925
BCL2L13	-0.666416666666667
JAZF1	-0.0611666666666667
TMEM63B	1.2035
S100A8	-0.8437
ARFIP2	0.9135
UROS	-0.01275
KHDRBS2	-0.7535
POLQ	-2.54475
SOAT1	-1.19775
SPAG4	-1.83375
MRPS30	0.126333333333333
LOC494141	-0.56975
OR2T11	0.6305
ORAOV1	-0.5281
ZNF184	0.130833333333333
TCEB3B	-0.4405
ADAM21	-0.3155
GDPD1	0.4635
SPINLW1	0.73
PRR14	0.2585
KCTD9	-0.5742
NUDT3	0.55925
