Hybridization REF	TCGA-AO-A0JJ-01A-11R-A056-07
ABCG1	1.7545
ACACA	-0.446333333333333
ARL11	0.6703
ATOH1	-0.519
ODF1	0.469833333333333
CREB3L3	-1.77983333333333
TMEM127	1.372
DSCAML1	1.49625
PLN	2.93633333333333
LYPLA1	-0.632
PRDM9	-1.705
SASP	0.19775
PLUNC	-0.0666666666666667
INTU	0.04775
HISPPD1	-0.58725
LNPEP	-0.223333333333333
YARS2	-1.07516666666667
APCDD1L	-0.623
ZCCHC4	-0.2665
FBXO22	-0.7995
TTLL13	-0.1075
ZNF669	-0.69
PTGDR	2.73875
DDX27	-0.3595
KIAA0409	-0.129166666666667
GJB6	-0.2105
ASB8	1.21125
PLP2	-0.4965
MEPE	-0.113
OR10J5	0.243
KRT222P	1.00375
COQ7	-0.0405
C1orf101	0.45725
RERG	3.2514
CHMP5	0.546125
THAP11	0.2005
ZNF43	-0.0548333333333333
ZRANB3	-0.580666666666667
KRT13	2.306875
MRPL19	-0.51
RBBP9	-0.00412499999999999
SPATA17	0.782125
BXDC5	0.053
PAFAH1B1	-0.706
MAGEE1	1.16175
OSTF1	0.37125
KIAA0323	-0.25575
TXNDC13	-0.151666666666667
CNTN4	1.659875
LCE1B	-0.737
UNQ501	1.0585
ZNF154	-0.0255
C3orf64	-0.00649999999999999
SYT5	0.0406
PON1	-0.587666666666666
FLJ10357	0.2675
ATP4A	-0.9905
GNPDA1	-0.152
MGAT1	1.2555
C14orf121	-0.0679999999999999
SLC35B2	-0.441
MIER3	0.3305
CHEK1	-3.026125
ZNF8	-0.5815
TXNDC1	-0.381833333333333
CKB	-0.692
RTN3	0.627285714285714
FZD2	-0.469833333333333
PART1	-0.540625
PSMB6	-0.73375
PCDHB8	-0.7295
PHC3	0.0844
PPP1R8	-0.5915
NOVA2	1.89583333333333
TNFRSF11B	-3.297375
GOLPH3	1.21
UBLCP1	-0.67625
SUHW3	-1.06325
TTLL1	0.99825
OPN4	0.1135
OR13G1	-0.138
ZPBP2	0.3268
HSD17B11	-0.032125
C9orf50	-0.0595
DHDDS	0.322857142857143
CTSW	1.6438
NEFM	-1.79833333333333
MRPL28	-0.533
SYN1	1.22833333333333
PIGV	0.515
ZIM2	-0.4945
APBB1	0.525666666666667
SND1	-0.2985
C1orf123	0.0911666666666667
CHD3	-0.90175
BHLHB8	0.1425
RNASE2	1.15366666666667
BCAP31	0.40175
SLC25A44	0.5735
CHD6	-0.1349
PIB5PA	1.55315384615385
SELS	0.702625
LOC541471	-0.094125
FAT2	1.8435
ZNF81	0.417
OR4C16	0.3465
FLJ10081	-0.2404
LRRC4	0.53825
CS	-0.723666666666667
N4BP2	-0.5135
IGFBP7	1.89025
ZNF318	-0.521333333333333
NDNL2	0.636375
ZNF609	0.013125
SIRT4	-0.53925
EXOSC10	-0.64425
ECE2	0.0195833333333334
OVGP1	1.20425
GTPBP3	-0.762
PACS2	0.2751
C19orf36	0.6985
ARL4C	-0.4385
ATG4B	-0.485375
UBQLNL	0.727
RHOXF2B	-3.3
PLEKHG2	-1.0345
GALR1	-0.464
AQP4	-0.0228333333333333
HDAC7A	0.0593333333333333
DCUN1D3	0.53575
OR8A1	0.157
CCRN4L	0.226875
CBR4	-0.126333333333333
KIFC1	-2.25483333333333
SLC7A14	-2.04566666666667
LHX5	-1.4045
TRPC7	-0.0135
LPXN	0.18475
SERPINA1	0.492
RPS13	-0.1848
BPIL3	-0.4725
PRKAA1	-1.30475
FADS2	-0.2371
ENAH	0.587625
PRO1768	0.613
APBA2BP	0.85875
LIPH	2.81566666666667
C3orf33	-0.59125
RCC2	-0.197714285714286
ALDH1A2	-2.7151
RNF103	2.584
AHCY	-0.855625
ALG12	1.0185
CCL17	2.8955
ZNF543	1.33783333333333
ESRRG	2.9917
CNGA1	0.3875
RDH5	1.37266666666667
OTX1	-0.6465
PTGFR	-0.4215
CDR2	-0.06175
SELE	5.46625
NLGN2	-0.747
EXOSC9	-0.92925
ZNF566	0.1905
KLRC2	-3.886
GPR12	0.703
KIAA0196	-0.20575
PDRG1	-0.66075
SSR3	0.0152857142857143
MSI1	-0.6885
CST9	3.945
CC2D1A	0.293375
PLAGL1	0.0519444444444445
ZNF778	-0.9365
RNF2	0.7685
KLF6	0.975333333333333
THBD	2.76283333333333
tcag7.1314	1.31125
NR5A1	0.00583333333333333
ABCD2	1.284
DNAJC7	-1.7915
CLEC4C	1.276
TM2D3	0.430375
CCDC4	-2.134
PLAC2	-1.6205
DCD	0.4765
FAAH	1.972625
POLA1	-0.673666666666667
TM7SF2	0.120375
FLJ39822	-0.0413333333333333
FLOT2	0.38375
MAP4K1	0.502166666666667
SRP68	0.499375
C21orf74	-0.091
ARPC5	0.01225
LOC126075	1.86575
HECW2	0.791875
ZDHHC4	-0.1985
ANKRD42	1.7714
PDE9A	-0.174
ABCA8	2.80175
NDUFS2	0.15625
UBR5	-0.722
BTBD16	-2.669
LOC554174	-0.492
ZNF20	0.811
KIAA1843	0.407
WDR17	0.498857142857143
C15orf33	0.8005
RNF113A	-0.2645
CAMKK1	-0.3792
CLCN2	-0.2975
ANXA6	-0.834
LOC340069	1.229
EMID1	1.333625
DPM3	-0.26275
ELA1	-0.599
SLC25A13	-1.378
KRT24	0.32525
SMPD1	0.374333333333333
TH	-0.0749999999999999
COL6A2	1.31028571428571
ANKS1B	1.02675
GPR126	-2.5718
ZC3H12A	-0.429833333333333
TMEM47	1.48766666666667
C2orf51	-0.243166666666667
C1orf88	3.702
HSF2BP	-0.82925
AKAP10	0.18425
RPAP3	-0.8355
KLHDC8B	0.386
STOM	0.4564
MUPCDH	-0.33725
C10orf72	-0.160285714285714
PLEKHA3	0.812416666666667
TCP11L1	-0.18475
CWF19L1	-0.174375
SPEF1	1.58861538461538
YSK4	-0.393333333333333
ELN	3.6953
SAMD8	0.835
MPI	-0.731666666666667
MEPCE	0.0817
ABCC3	-0.48025
NANOGP1	-4.2065
KCNK17	1.319875
HLA-DMB	4.96633333333333
RRAGA	1.0475
ANGEL1	-0.545
RBM32B	-0.144
CPN1	-2.95925
MGC52282	-0.1555
HLA-A	2.03666666666667
OR9G4	0.0265
EDNRB	0.558375
SCD	-2.4575
C14orf80	-0.621
BAGE2	-1.0415
RABL4	1.32333333333333
RCVRN	-0.176
SHANK1	-0.2875
NLRP7	-1.27075
CD226	1.97625
STAT3	1.04175
SYNJ2	-0.3354
TPCN2	-0.285333333333333
WDR36	-0.888416666666667
MBD4	-0.3205
ROBO1	-0.6364
ST3GAL6	-1.657
SLAMF8	3.32983333333333
ATN1	0.863666666666667
GPR141	0.4265
KRT36	-1.078
TPH1	0.602
DDX52	-0.5915
ZSCAN29	-0.235833333333333
TRPT1	-0.045
DPEP3	1.176
DENND4A	-0.793625
TSPAN16	-0.412
PTCHD2	-3.3035
LOC145814	-1.171
CAP1	0.231333333333333
EIF5A2	-0.8576
NT5DC3	-1.26525
SEPT9	-0.496125
SEZ6L2	0.711875
EGFLAM	3.904
VPS11	0.701125
NDUFB5	-0.259
CIDEA	4.5875
IER5L	-0.02325
N6AMT1	0.84
FAM83C	-0.51725
OXR1	1.25833333333333
IRX1	1.442
DGKB	-0.326666666666667
GCN5L2	-2.13575
MIR16	0.724
FBXW9	0.09675
WDR4	-2.37683333333333
PDC	0.7175
VPS33B	-0.57175
HEXB	0.22725
FLJ32214	0.8395
TCEB3	-0.6975
CRLF1	-2.94125
ABI3BP	2.3425
C8orf22	-3.94725
PYCR1	-0.21525
KIAA1706	1.14775
CDK5R2	0.9815
WAS	1.113
C12orf60	-0.565
CCBL2	0.17425
MADD	0.4205
C5orf34	-1.98325
WDR42A	0.7598
KLF12	-0.3745
HSPA1A	0.5415
ITM2C	-0.176166666666667
DAPK2	1.953
LOC442590	0.003
SUMF2	0.52425
CENPA	-2.45138461538462
TMED5	-0.148875
CDH6	-1.3079
BRP44	0.906
THG1L	-0.32225
GABRA2	-1.40125
C14orf166	-0.3215
MYL1	-1.5826
TNFSF18	1.002
PAP2D	-1.31166666666667
PPIB	-0.60425
KLHL4	-0.682875
SFN	0.480166666666667
CCDC127	0.56575
FRAP1	-0.76775
GOLGA5	0.76575
SDCCAG1	-0.271
MGC21675	0.00716666666666667
C10orf95	0.136
KIAA1345	-0.556166666666667
C1orf163	-1.1385
LACE1	-0.961
OR10K2	-0.218
CENPN	-2.63504
TMED2	0.4155
UGT1A6	-1.363
ANG	1.43575
U2AF1	-1.04983333333333
CASC2	0.201833333333333
NMT2	0.0641666666666667
OSGEPL1	0.024375
DFNB31	-1.192
SLC6A20	0.164125
DKC1	-1.387
FXYD4	-0.594
WDR64	0.688
MGC5590	-0.209
CREBZF	-0.228
DAZ1	-0.55475
PRPSAP1	-0.26725
GCHFR	0.2645
TTC7A	0.15825
LOC196993	1.30425
UBD	1.97366666666667
S100A1	-0.4545
RPL6	0.140166666666667
DNAJB6	0.79585
NAGS	1.5286
C2orf58	-0.6215
KERA	2.65633333333333
MT1X	-0.705
UBE2B	0.6535
KEAP1	0.73325
MST1	-3.11175
OMA1	0.909
ABLIM2	1.7355
BCL2L13	-0.0129166666666667
JAZF1	0.406
TMEM63B	0.1485
S100A8	-0.1614
ARFIP2	0.856
UROS	0.8555
KHDRBS2	-0.2175
POLQ	-2.985375
SOAT1	0.01225
SPAG4	-0.8855
MRPS30	0.509166666666667
LOC494141	-1.24025
OR2T11	0.506
ORAOV1	-0.8346
ZNF184	-0.509333333333333
TCEB3B	-0.1754
ADAM21	0.048
GDPD1	0.72
SPINLW1	0.716666666666667
PRR14	-0.145666666666667
KCTD9	-0.1719
NUDT3	-0.00375
KIAA1822	0.4619
HIST1H4K	-0.69
DFNA5	-1.435
GABPA	-0.22
C14orf44	1.65875
POLB	1.037
PTAR1	-0.025
SEC31A	0.8115
TRIM58	-1.561
TAS2R14	-1.1525
VPS8	0.245125
H1F0	1.47216666666667
PRKCB1	-1.12083333333333
UGT2A1	0.392
TOR1B	-0.41925
LSS	-1.48475
C2orf19	0.4725
HNRNPC	0.150714285714286
TMEM100	0.459333333333333
LOC116349	0.187
OR51M1	-0.158
CCDC142	-0.79175
ISG15	1.750125
ZCCHC14	-0.4645
CREBL2	1.449625
TGDS	-1.751
DC2	-0.20325
CACNA2D3	-0.00485714285714283
ZNF429	-0.81525
LYPD6	2.5885
SUCLG1	-0.134666666666667
OR51I1	-1.112
MAGEH1	2.166
PRPF40A	-0.638
SMR3A	2.1935
SPINK2	0.69375
THAP2	0.4255
NPY5R	0.49075
IRF4	-0.58625
SPESP1	1.02433333333333
OR10S1	0.5135
DTD1	-0.7045
TUBE1	-1.441
DDX19A	-1.28
PDPN	-1.081
TMEM34	0.258
MGAM	0.4835
COL3A1	5.94733333333333
GFM2	-0.8359
OR5A2	0.3825
PSG9	-0.843
ARHGEF11	0.142833333333333
IVNS1ABP	-0.715
SIGIRR	1.203
DUSP19	-0.404125
DNAJC14	0.115
ACSS1	1.07375
IL1RAPL2	0.4605
C4orf30	-0.84175
SEPT4	2.824
LANCL3	-2.08475
SPAG17	-0.153166666666667
PRDX3	-0.198625
HNF1A	-0.991125
P4HA2	-0.45825
RFWD3	-1.52633333333333
MOV10	-0.494
DNAJA5	0.116
LOC729440	0.66425
LOC200383	0.543571428571428
SMC2	-1.95175
MIXL1	-1.05266666666667
TMEM9	0.78775
FAM86A	0.9755
ZNF174	0.3226
MYH14	-1.01075
CCR8	0.9715
VPS37C	0.8125
GPATCH1	-0.214
B3GNT8	2.301
TBX4	0.03425
CNR2	1.01216666666667
PCDH1	1.44625
C5orf29	6.382625
OCIAD2	1.08675
PLCG2	1.458
KIAA0247	1.97125
HRH3	0.123
CAPN13	3.547
CCR1	0.2883
MGC15523	0.350833333333333
UVRAG	0.353333333333333
DNAJA2	-0.147333333333333
ITGA2B	-0.742333333333333
CLDN5	3.87425
PTPRN2	2.29171428571429
ZNF512	0.385166666666667
PSAP	1.3195
CCDC140	null
LRRC55	0.62975
CYP26C1	-0.4955
C8orf47	1.0505
LYN	0.608
DUSP6	1.2465
TGFB3	3.77433333333333
ELK1	-0.0957
PCDH11Y	-1.03925
HGD	1.0025
C17orf58	-0.28975
MYO3A	-0.2185
SERPINE2	-3.62083333333333
AARSD1	-0.820125
C14orf73	-1.57875
ADAM33	0.577
ZNF491	0.4275
MAPK6	-0.896833333333333
TCN1	5.6835
SLC24A6	0.9585
UBE2R2	0.22475
H1FNT	0.479
TATDN2	-0.0515
LILRB1	2.566
P2RY5	2.0405
NUCB2	1.0585
C2orf37	0.3885
SNX27	0.286333333333333
MTA3	0.254125
FOXO4	0.77825
ID4	1.98233333333333
SOX5	-2.01966666666667
PXMP3	0.7835
OR52M1	0.0965
SFT2D3	0.06075
INA	-2.85583333333333
MCOLN1	0.92275
NFIX	1.4504
CLEC14A	5.884
HIBCH	-0.212
PLA2G5	1.5795
TIMM10	-0.764333333333333
MED17	0.0346
COL4A4	-0.1055
TPP1	0.866666666666667
GJA3	-2.71383333333333
TMPRSS5	-1.03675
AADACL3	0.451
DNMBP	0.3045
ENPP5	4.66366666666667
NQO1	-0.0718
ZSCAN2	0.06725
SEC24C	0.4275
GTF2A1L	0.0695
AXIN2	0.2914
FAM33A	-1.10166666666667
C16orf13	-0.28175
SPNS2	0.80875
TAF1	-0.1205
AP1G2	0.00466666666666667
RBM42	0.125666666666667
HCN2	1.04383333333333
EFHB	1.33083333333333
RUSC1	0.395333333333333
GRIK5	0.4815
USP21	-0.062
ATAD3C	1.17675
ORMDL2	0.7225
PRSS7	-3.0605
PSAT1	-4.3895
FLJ13195	-0.842833333333333
TBC1D1	0.374333333333333
IFNG	3.69025
OTOS	0.520166666666667
ZNF773	0.439
EMD	-1.32575
RETN	0.383
CCL8	5.156
APH1A	-0.324
COX18	-0.704
GTF2IRD2	-0.12925
CCDC82	-1.15883333333333
PAFAH2	0.7717
NPEPL1	-1.0751
RP11-114G1.1	0.635
TP53INP1	1.085
ZNF300	-1.09133333333333
FOXL2	-3.05475
LARP2	0.101916666666667
LATS1	-0.2215
HTR6	-1.008
SPOCK2	1.86766666666667
RNF144B	2.75433333333333
HTATIP2	0.115375
MGC10334	0.257166666666667
CENTA2	2.84066666666667
FGF2	-0.04025
FXYD7	0.31875
PHYHIPL	-2.17425
GPR34	7.087
DDX6	-0.416833333333333
OR10W1	0.592
LHFPL1	-0.641
ZNF313	-0.562
VPS28	0.91775
AP3M1	0.1781
AKR1CL2	0.986
TRAF4	-0.46825
OR2B11	0.206
C19orf12	0.111
AKAP9	1.11466666666667
C1orf62	-0.0725
SLC20A1	-1.3226
FAM112A	-0.136
LDB2	1.984375
MRPS23	-0.47525
KLK5	2.74375
SPTB	-0.2154
EFEMP2	1.04825
EFNB2	0.765875
PCM1	0.327642857142857
NMNAT3	2.7505
TSG101	0.4895
C8orf40	0.3815
NOB1	-1.17825
ABHD3	1.01625
GTF3C4	-0.7045
PIGN	0.795
GALNTL1	1.425
AEBP1	2.244125
OR9Q1	0.626
ANKRD2	0.051
CCL28	1.10475
TRIM38	0.664833333333333
TMCC1	0.419083333333333
SMG5	-0.33125
LRRC7	-0.719
NCAPD2	-1.63783333333333
C6orf153	-1.12975
C1orf74	0.32025
OTUD6A	0.4395
DCP2	-0.924833333333333
TMEM24	-0.314
RPL18	-0.0803333333333334
TMEM177	-0.27475
LRRC37A3	0.11225
C1D	-1.21933333333333
LDHC	-0.7255
UBE4B	-0.201666666666667
NIT1	0.808375
BTN3A3	1.280875
RASD1	2.634375
COMMD3	0.19025
SHFM1	-0.44525
BIRC8	0.469666666666667
DUT	-0.6385
C12orf51	-0.1115
LRRC59	-0.721
LY6H	1.5255
WDR22	0.2555
EDEM1	0.2405
ADH1A	3.6505
PANX2	0.634
CYP11B1	0.963
CDC73	-0.50525
GPR172A	-0.19575
GSTM3	0.762384615384615
KCNA5	-0.03125
SERAC1	-0.100166666666667
NFATC2	0.551
ANAPC5	-0.4295
C15orf24	0.54225
NFATC2IP	-0.465416666666667
TNRC6C	0.290333333333333
MGC102966	-0.146875
FGD5	1.20683333333333
MED9	0.749
RAB13	0.371
C15orf49	0.4295
CRYGS	-1.06
C12orf53	-1.1143
LOC283693	-1.0745
COX6B2	-0.314125
PHF14	-0.30625
FAM3A	-0.346875
RPL13	-0.209
PRDX2	0.1806
FLJ34047	-1.912
PRMT3	-0.859
KCTD19	-1.736
TRIM10	-0.883833333333333
MGC26597	-0.353666666666667
GCNT4	0.495
GPRASP1	1.6425
CDKN1C	0.0250833333333333
RHBDL2	1.7233
HSPH1	-1.3205
AQP1	3.845
COL17A1	1.8476
GFAP	0.68175
CDC16	-0.6355
KIAA1614	0.0645
C6orf118	-0.657333333333333
ZSWIM5	-1.5285
FAM83F	4.102
LYNX1	0.7931875
SYNPR	-0.69225
XG	2.706
PRSS16	0.646375
KIF13B	1.72857142857143
PCDH9	0.31
HIST1H2AH	1.42816666666667
RBM18	-0.7105
ZNF626	0.562625
HEXIM2	1.25766666666667
ITFG1	-0.4105
TUBG2	-0.7985
SFRS7	-0.1655
C9orf14	-0.0195
EXTL1	-0.97975
GBP3	1.67116666666667
WDR5	-1.614
RARG	0.306666666666667
MYO7A	0.652375
CECR6	1.73825
C13orf3	-2.73875
SFRS18	-1.434875
ACVR1B	0.0315
PSMD1	-0.7791
C7orf31	0.0138333333333333
ILVBL	-0.29975
IFNGR1	1.455
RNF186	3.2525
NOL9	-0.99475
MAGEL2	1.05025
SLC29A2	-0.54025
NHSL1	-1.527
RBMX	-0.6265
PSORS1C2	0.69225
RAD51L3	-0.218333333333333
LCN6	1.9565
ORAI2	-0.497875
BRUNOL6	-0.0853
OR4K5	-0.34
CDC123	-0.58875
MSLN	-2.97716666666667
WWTR1	-0.564166666666667
ZNF700	-1.08983333333333
COBL	0.9265
PPP1R16B	0.327625
GAS7	1.1562
MDN1	-1.451125
HAAO	0.786
C9orf68	1.8005
TNFAIP2	0.74825
FOXN1	0.293
hCG_2033311	1.22166666666667
ATP6V0D2	-0.8251
RPL41	1.205625
SLC38A1	-2.087625
ARHGAP6	0.537166666666667
ADAD2	-0.289
PHF20L1	-0.2023125
MCM3AP	-0.108666666666667
ST3GAL3	-0.4435
SNX1	0.0896666666666667
ELF5	2.99725
PARP3	0.239375
RBM8A	-0.5088125
LINGO4	0.354
ITGA9	1.169
ZFR	-0.03025
ACSL6	0.51875
FLJ20699	0.6135
DAOA	-0.665
FABP4	6.82375
KCNB1	0.16875
CANX	0.4247
SLC25A28	0.909166666666667
ADIPOR2	-0.33025
ECHDC2	2.44
SMA4	-0.51825
FRZB	4.3885
PABPC1	-0.5755
DMRTB1	-0.466625
APOBEC3G	1.41625
CATSPER2	-0.914166666666667
CUEDC1	1.24433333333333
STARD9	-0.82725
CLDN8	6.000125
LOC23117	-1.66477272727273
E2F6	-0.555611111111111
TMEM126B	-0.776166666666667
DPY19L4	0.2065
GIMAP5	3.5575
NDUFA9	-0.442333333333333
FAM77C	1.3895
CTPS2	-0.122
LOC51035	0.52075
WDSOF1	-1.36825
EGLN3	0.746625
PITX3	1.17783333333333
OR52E8	1.0875
GRM4	0.369
KLK1	-1.79866666666667
GPM6B	-0.6305
RRAGD	-1.2565
PAGE5	-2.87575
UCHL5	-1.7185
ULK3	-0.698666666666667
AIM2	2.1495
PNO1	-0.970333333333333
OR2F2	0.506
GNAT2	-1.0085
SIX1	-1.054
ST13	0.158583333333333
ZBTB44	0.603625
TIMP2	-0.22875
ZMAT4	-0.56525
GTF2IRD1	-0.352333333333333
ZNF19	0.434333333333333
ZNF714	-1.34125
RSC1A1	0.16475
C9orf80	-0.0925
PSMA8	0.552833333333333
TMEM141	0.86425
COX4I1	-0.583714285714286
CTAGE1	0.530833333333333
DTWD1	-0.31875
HSD11B1	3.12125
KRT6B	3.097375
ARID4B	0.98475
LHFPL3	-0.884
WWP2	-0.0763333333333333
ZNF326	-0.126666666666667
RGPD1	-0.136
CTSH	1.89383333333333
FASTKD1	-1.417375
PAF1	0.8692
TTC9C	-0.19825
IFT57	0.3781
PRSS36	1.0045
IL20RB	-2.2715
ZNF592	0.272
DCTD	0.0108
CFP	2.39825
MFNG	0.578
JMJD2B	1.463
ALDH3B1	-1.052
THSD4	1.7465
KCNJ5	4.01416666666667
LMNA	-0.0298333333333333
TBCD	0.21475
ZNF250	-0.468666666666667
CASQ2	2.77833333333333
PEG10	-3.62408333333333
PRAME	-4.7942
NP	-0.368
TRIM59	0.552666666666667
ZNF12	0.30525
XTP3TPA	-0.08975
SIGLEC7	0.3441
PANK4	-0.341
FAM70A	-0.7685
SNED1	-0.0895
HIP1	-0.1928
RAET1E	-1.057
AMAC1L2	-1.05
AHNAK2	-0.23125
TOE1	-0.601166666666667
RECQL4	-1.78375
SPRYD3	0.933
DPAGT1	-0.20125
MAGED2	1.9966
ANKRD55	0.4975
TRPS1	4.28316666666667
DOK7	1.09975
TFPI2	-5.60775
GTF2H3	-1.28366666666667
CYP4F11	1.0755
LHX2	-2.12833333333333
ATG16L1	0.307833333333333
ASB12	0.6955
C1orf116	4.034125
NF2	-0.64755
POM121	-0.8934
PHYHD1	2.5958
TXNDC17	-0.925833333333333
DKFZp779O175	-0.92475
NUP62	0.276285714285714
MYO18B	-0.7975
PRAMEF1	0.037
TCBA1	0.87075
TMEM168	0.4995
FJX1	0.315666666666667
CLCF1	-0.03325
SEPN1	0.795625
IGSF2	0.81525
NUDCD1	-1.25916666666667
TFF3	3.49383333333333
NDFIP1	0.882857142857143
CHCHD4	-0.656
TNR	0.405
CUTA	-0.0528333333333333
USP44	-4.1235
DPP10	-1.1795
IWS1	-0.590166666666667
PCGF1	-0.15225
SULT1C4	0.2615
NTF5	1.9455
PTPN13	1.83875
SSTR5	0.034
SFRP1	1.5365
IDH3B	-1.0335
SUOX	1.14366666666667
TMCO5	0.682
GOLT1B	-0.71225
MIB1	-0.412214285714286
PCDHGB1	0.341
SUSD1	-0.56275
ICAM5	-3.1025
PAPOLB	-0.245
URM1	-0.5459
TMEM106B	0.252666666666667
LRIG2	-0.7165
SLC27A5	-1.36475
CLIC6	0.7993
ZNF420	1.36966666666667
SCN9A	-1.5394
KIAA1909	-0.471
ELMOD1	-2.99625
PRKAG1	0.11825
FAM64A	-1.91622222222222
EEF1G	0.1214
SMAD5	0.0865
INCENP	-1.7415
WASF2	-0.5435
GARS	-1.6787
CDK10	-0.7712
HLX	1.475
MDM4	-0.6935
ZNRF1	-1.17128571428571
HHATL	-1.91933333333333
FAM21C	1.1704
HIST2H3C	0.11
PFDN2	0.063
ZNF200	-0.8195
NDN	0.29775
HBA2	-1.0835
FBLN5	2.848625
PUM1	0.219285714285714
TNNT1	-0.601
C19orf59	-0.5375
HNRPH2	1.08316666666667
RAB7A	0.012
PMS2	-0.7465
BIRC3	0.471833333333333
NRSN2	0.7405
OR52K2	0.7225
SPOCK1	0.729142857142857
H2AFY	0.20475
RXRB	-0.513
ZNF638	-0.218833333333333
ANKRD45	-0.7055
ACTN4	-0.062
FXC1	0.24575
EIF2B5	0.06775
VPS33A	-0.34775
PINK1	0.51775
FAM106A	-1.247
SKIP	2.2361875
GAPDHS	0.18625
MUM1L1	0.25275
PSTPIP1	1.83575
CNTNAP1	-1.4045
CYP26A1	-2.57325
APOL2	0.5725
TACC2	0.38125
COX7A2L	0.462071428571429
HSD17B1	0.6331875
ARRB2	0.5145
SLC7A6	-1.1025
HSD17B10	-0.54725
RBJ	-0.20025
NUP155	-1.8385
MRPL10	-0.289166666666667
CYCS	-1.59933333333333
CCDC46	-0.0445
TECTA	0.2315
GNAL	-1.35225
LPO	-0.8125
PEBP4	1.18825
DDX11	-1.92725
C18orf12	0.715
TAF9B	-0.266666666666667
IMP4	0.251
RPA4	-1.1515
NDUFS1	-0.79925
UPK1A	-0.633833333333333
ARRDC2	0.468
C18orf20	2.7005
AES	0.52
CD2BP2	0.330166666666667
C16orf54	1.4595
UGT2B17	-0.611375
FGFR1	-0.874681818181818
CEACAM6	5.5544
CHRM5	-0.34225
CERK	-0.318375
AP3S2	0.625142857142857
ANKS4B	-1.43575
CLCNKA	0.447666666666667
ZNF208	-0.608833333333333
HLA-DRB5	4.6215
CARKL	-0.57025
GOT1	-0.172666666666667
CASP6	0.6295
HOXA1	-0.9585
RCL1	-0.0795
ZNF181	0.755333333333333
RAB40B	1.243
MRPL38	0.379
LRRN2	0.88075
C3orf25	0.769
OR5D14	-0.055
OR10AG1	-0.3475
BET1L	1.0813
FRY	3.37725
AK3L1	-1.0165
CSF3R	1.7505
POLR3K	-0.737833333333333
ATG2B	0.391333333333333
EPS8	-0.083
DARS	-0.65675
C10orf56	1.417
DAD1	0.215833333333333
RIOK1	-1.17033333333333
HERC2	-0.43475
HSD11B2	0.841833333333333
FAM96B	-0.804
MGC13057	-0.69425
BSN	0.03025
CAND1	-0.164333333333333
HCST	2.7695
ACTR10	0.165333333333333
OR8D4	0.247
NASP	-1.3197
COL9A2	0.924166666666667
LYZL1	-0.8265
GPC5	-3.31925
TBL3	-0.928166666666667
CENTD2	0.739
OR5AP2	0.9195
TLR1	3.602
LMO6	-0.155
ZIC2	-3.18925
CPNE5	1.8975
ZMYND15	1.891
FLJ22374	0.113
CCDC106	0.402
PARP16	0.1725
PDIA3	0.4445
C14orf126	-1.9695
CECR2	-0.057
SFRS1	-0.881571428571428
FIGLA	0.466
DCP1A	0.0311666666666667
MGC45800	-2.0873
TEKT1	-1.27483333333333
C10orf67	0.489
CLN5	1.261625
NTN2L	-0.1645
GLE1L	-0.325
CES2	-0.8137
GNAS	-0.384888888888889
DDX53	-1.025
TSPAN13	2.9845
MRPL52	-0.8826
SPIRE2	0.079125
TAS2R39	-0.00674999999999998
SCUBE3	-0.0705
UCRC	0.825
CDKL3	-0.1285
KIAA1715	-0.2238
ZNF345	0.6045
RTF1	0.047625
DHRS7	1.111
RIPK4	-2.34733333333333
EXOSC2	-1.47716666666667
MS4A2	4.46625
FGF17	0.201666666666667
WDR59	-0.863875
EVI2A	0.49275
IL17RC	1.3015
HS3ST1	4.13425
ITGB1BP2	-2.057
RBPJ	-0.852666666666667
GIMAP1	4.3035
INE1	-1.563
ALDH18A1	0.19675
TPI1	-1.497875
GATA6	1.52425
CABP1	-0.00700000000000002
ZNF484	0.96975
DAPK3	0.095
GJB1	-2.59216666666667
PIN1	-0.311
SLC6A15	-3.54891666666667
CNO	0.03625
RIN2	2.61175
FRRS1	-0.8305
CYorf15B	-3.925
DMRT3	1.664375
ATAD1	-0.33725
OTUD4	-0.268944444444444
ATOH8	-0.9475
ZSCAN16	0.2275
ASCC1	-0.1465
OTUD3	-0.367875
MGC33212	-0.466
YME1L1	-0.14375
RP11-218C14.6	-0.24575
PCBP4	-0.6365
TNFRSF10A	0.3325
CDH10	-3.23666666666667
KL	4.377
SCP2	0.867416666666667
C9orf119	0.289375
SON	-0.281416666666667
MAFK	-0.207
SBNO2	0.3205
SLC6A6	-0.90775
SC4MOL	-0.70225
FAM35B	0.02525
PPP1R9A	0.71275
PDZRN3	0.836375
CXorf20	0.274
C6orf126	0.146
AVEN	-0.38675
FLJ21075	-1.953
C14orf132	-0.349625
PCK2	0.129625
GUCY2C	0.7665
BARX2	2.16025
PEX11G	1.6035
DAO	-0.703
C10orf49	-0.89925
EDNRA	3.131
PPP2R5A	1.5527
DDX39	-1.18583333333333
SERF1A	-0.32425
ASCIZ	-0.2562
FNDC8	0.3185
PTMS	0.448375
PHF7	1.376
PIP4K2B	0.042875
HHLA2	-0.34525
BDH2	1.249
APOBEC2	-1.388
PENK	0.444333333333333
SMAD9	-0.588
MT3	0.43325
RGL1	0.7665
ATG10	-1.248375
DLGAP4	-0.475333333333333
APPBP2	-0.257642857142857
BACE2	-0.0111428571428571
LOC339344	1.20666666666667
ZNF395	0.300375
