Hybridization REF	TCGA-BH-A0GY-01A-11R-A056-07
ELMOD1	-3.0435
PRKAG1	0.2135
FAM64A	-2.718
EEF1G	-0.49845
SMAD5	-0.0785
INCENP	-1.206
WASF2	-1.497
GARS	-0.5329
CDK10	-0.8854
HLX	0.501666666666667
MDM4	-0.136
ZNRF1	-0.343357142857143
HHATL	-1.47566666666667
FAM21C	0.6571
HIST2H3C	-0.09775
PFDN2	0.3445
ZNF200	0.88775
NDN	-0.6555
HBA2	-2.17616666666667
FBLN5	1.6645
PUM1	-0.191857142857143
TNNT1	-3.58783333333333
C19orf59	1.04133333333333
HNRPH2	0.912833333333333
RAB7A	0.234666666666667
PMS2	-0.312125
BIRC3	-0.404666666666667
NRSN2	1.0715
OR52K2	0.132166666666667
SPOCK1	0.609357142857143
H2AFY	0.757
RXRB	-0.268
ZNF638	-0.515
ANKRD45	-0.66925
ACTN4	1.06183333333333
FXC1	1.0035
EIF2B5	0.01375
VPS33A	-0.0785
PINK1	0.03675
FAM106A	-1.1475
SKIP	0.906866666666667
GAPDHS	0.257
MUM1L1	4.11375
PSTPIP1	0.88775
CNTNAP1	-1.6459
CYP26A1	-2.7125
APOL2	0.3378
TACC2	1.1295
COX7A2L	0.242785714285714
HSD17B1	2.594375
ARRB2	0.033
SLC7A6	-0.429
HSD17B10	-0.278
RBJ	-0.301
NUP155	-1.6775
MRPL10	-0.460166666666667
CYCS	-1.03641666666667
CCDC46	-0.549833333333333
TECTA	-0.429
GNAL	-0.6505
LPO	-0.333
PEBP4	0.56225
DDX11	-1.697
C18orf12	0.8135
TAF9B	-0.478
IMP4	0.35775
RPA4	-0.738166666666667
NDUFS1	-0.793
UPK1A	2.257
ARRDC2	-0.0825
C18orf20	0.3415
AES	0.2005
CD2BP2	0.447666666666667
C16orf54	0.695
UGT2B17	-2.5715
FGFR1	0.337681818181818
CEACAM6	0.791
CHRM5	-0.14475
CERK	-1.229125
AP3S2	0.8315
ANKS4B	-1.75375
CLCNKA	-0.1155
ZNF208	-0.2055
HLA-DRB5	5.172
CARKL	0.5465
GOT1	-0.4775
CASP6	0.936375
HOXA1	-0.28
RCL1	-0.07225
ZNF181	0.201
RAB40B	2.3705
MRPL38	0.081625
LRRN2	1.61125
C3orf25	1.338
OR5D14	0.305
OR10AG1	0.616
BET1L	0.8507
FRY	1.4525
AK3L1	1.6505
CSF3R	3.0435
POLR3K	-0.226833333333333
ATG2B	0.386666666666667
EPS8	0.475333333333333
DARS	-0.7685
C10orf56	-0.450666666666667
DAD1	-0.05925
RIOK1	-0.465833333333333
HERC2	-0.394
HSD11B2	1.653
FAM96B	-0.2035
MGC13057	-1.504375
BSN	0.259
CAND1	0.128
HCST	2.22075
ACTR10	-0.0703333333333333
OR8D4	0.35
NASP	-1.5809
COL9A2	1.93633333333333
LYZL1	1.365
GPC5	-3.2185
TBL3	0.337666666666667
CENTD2	0.1258
OR5AP2	-0.20775
TLR1	2.10125
LMO6	0.0405
ZIC2	-0.1785
CPNE5	0.847
ZMYND15	1.68475
FLJ22374	0.218
CCDC106	1.33125
PARP16	-0.951
PDIA3	0.27475
C14orf126	0.24975
CECR2	-0.0415
SFRS1	-0.541214285714286
FIGLA	0.5005
DCP1A	0.21
MGC45800	-1.8891
TEKT1	4.2355
C10orf67	-0.294
CLN5	0.23425
NTN2L	0.5045
GLE1L	-0.4915
CES2	-0.1089
GNAS	0.592666666666667
DDX53	-0.8145
TSPAN13	2.425
MRPL52	-0.659
SPIRE2	0.012375
TAS2R39	0.6155
SCUBE3	0.42225
UCRC	0.4489
CDKL3	-0.4605
KIAA1715	-0.7709
ZNF345	0.22725
RTF1	0.1785
DHRS7	0.8235
RIPK4	-0.707
EXOSC2	-1.46833333333333
MS4A2	4.001
FGF17	-0.45475
WDR59	-0.730125
EVI2A	-1.237
IL17RC	0.920166666666667
HS3ST1	3.03525
ITGB1BP2	-1.2725
RBPJ	-0.911833333333333
GIMAP1	2.675
INE1	-1.364
ALDH18A1	1.08875
TPI1	-1.0045
GATA6	0.1955
CABP1	-0.8475
ZNF484	0.093
DAPK3	1.6165
GJB1	-2.95175
PIN1	-0.458375
SLC6A15	-3.75233333333333
CNO	0.12125
RIN2	2.901125
FRRS1	0.062
CYorf15B	-3.985125
DMRT3	0.7475
ATAD1	-0.182125
OTUD4	0.386277777777778
ATOH8	-1.3635
ZSCAN16	0.512875
ASCC1	0.0955
OTUD3	0.666625
MGC33212	-0.349333333333333
YME1L1	0.532625
RP11-218C14.6	0.131
PCBP4	-0.05425
TNFRSF10A	1.07225
CDH10	-4.076
KL	4.900375
SCP2	0.89375
C9orf119	-0.2965
SON	0.185666666666667
MAFK	0.22
SBNO2	1.4925
SLC6A6	-0.407833333333333
SC4MOL	-0.982
FAM35B	0.1745
PPP1R9A	-0.18175
PDZRN3	0.751875
CXorf20	0.4975
C6orf126	1.77975
AVEN	-0.23125
FLJ21075	-1.366
C14orf132	-1.483375
PCK2	-1.099875
GUCY2C	-1.1815
BARX2	0.44125
PEX11G	0.5495
DAO	-0.8685
C10orf49	0.45475
EDNRA	2.32666666666667
PPP2R5A	1.1533
DDX39	-1.12566666666667
SERF1A	-0.26
ASCIZ	0.00780000000000001
FNDC8	-0.333
PTMS	0.13575
PHF7	-0.02
PIP4K2B	-0.3515
HHLA2	0.42
BDH2	0.2456
APOBEC2	-0.85775
PENK	0.143166666666667
SMAD9	-1.21175
MT3	-0.1445
RGL1	-0.133
ATG10	-1.76125
DLGAP4	1.41066666666667
APPBP2	-0.841285714285714
BACE2	0.879357142857143
LOC339344	1.09616666666667
ZNF395	-0.2021875
HIST1H2BL	-1.34975
ZNF467	1.2795
SLC25A21	-1.8475
PALM2	-1.22416666666667
NSUN5C	-0.79325
IL5	1.042
CLSTN2	1.51325
ANXA8L2	-0.3045
PTGES	1.285875
GDAP1L1	-2.20416666666667
OPRK1	1.65266666666667
WDR20	0.452333333333333
C12orf4	0.319875
NUP88	-0.48725
XRCC6BP1	-0.726
FCGBP	0.201714285714286
LEMD2	0.30075
NOMO1	0.1155
C10orf79	2.138375
ZNF79	0.6952
OCRL	0.4481
HSPA8	0.100125
DIDO1	1.343375
PLA2R1	0.955
COG3	0.795
NGDN	-0.01425
CBFA2T2	0.365625
PNOC	-1.20425
PRRG1	1.54633333333333
AGGF1	-0.425357142857143
DPF2	1.0585
YIPF7	0.7415
TRPV5	-0.129
ZNF322B	0.2735
MED12	0.1195
CARS	0.421333333333333
ABCC11	0.268833333333333
C9orf25	0.1795
MYH1	0.034
FRYL	-0.0285
AGTRAP	-0.18175
MMP27	1.116
ZNF432	0.38325
OR8D1	0.103
OR13D1	0.1135
VWA1	2.6665
STON1	0.27925
IL5RA	-0.076
PERP	0.4223
C10orf107	0.388333333333333
TNFSF12	1.37
FN1	0.7805
MTR	-1.294
PHLPPL	0.239666666666667
ZNF425	0.832
DHFR	-1.64294444444444
PPP1R12A	0.490875
RSPO2	-1.45271428571429
ZNF7	1.66925
ZNF583	-0.755
TPMT	-1.3585
GPR132	1.10075
OR2T12	-0.792
SERTAD2	0.3337
ATP1A1	-0.4724
FRMPD3	1.04125
ZNF672	-0.454
PLXNB3	0.944375
EML5	0.055
FAIM3	0.8865
UBQLN2	0.26625
SORCS2	1.60075
PRIM2	-1.6215
ACVR2A	0.718
YWHAZ	2.044
PGM2L1	1.94225
GNAO1	-0.149384615384615
RPL10	-0.255
RPS6KA6	-1.1175
PFKL	-0.257333333333333
SH3D19	-0.33175
AURKB	-1.8835
ZC3H6	-0.16575
DISC1	-0.7575
FLJ39660	-2.70616666666667
TMEM25	2.695875
OSBPL10	-0.00487499999999999
CLTCL1	-1.84766666666667
ALG6	0.50475
CATSPER4	0.3405
LRTM1	0.3255
RRAD	4.24216666666667
TIPIN	-2.1515
CARD14	1.289625
RBM9	-0.993
RASSF4	-0.14475
SLC25A18	1.25883333333333
C6orf58	-0.667333333333333
IGHD	0.822
PLA2G6	-0.2675
TPT1	0.5055
SEC63	0.207
CCDC113	0.0352
TDRD10	0.341125
KIAA1666	-0.943875
TOR1AIP1	0.0731666666666667
SYTL4	0.6735
SPRR2F	-0.5305
CEBPD	2.042
SNTG2	-1.6275
C20orf77	0.753416666666667
TAS2R49	-2.225
C6orf173	-1.54216666666667
SVEP1	-0.2747
PXN	0.0149285714285714
VIL2	2.36183333333333
C5orf21	0.307666666666667
DIXDC1	0.4775
GANAB	-0.194
PDSS1	-0.78575
NGFR	0.77825
ATP8B4	0.8725
BMP8A	0.6995
CCDC132	-0.304083333333333
GNRH1	-1.59525
OR10T2	-1.258
PDGFD	1.6925
OR6W1P	0.0285
HARS	0.00908333333333333
KRT77	0.231
AQP8	0.5495
ITGB1	0.2884
ZNF254	-0.1516
PAX1	-0.2635
PSMC4	0.0804
ANKRD22	5.28875
PSMD8	0.136166666666667
HTR1E	-0.388166666666667
SOX10	-1.7601
OR5B2	1.531
RABGEF1	0.456
MAP1LC3B	-0.83825
CYB5R4	0.63025
AGXT2L1	-3.704
FLJ41603	1.4565
TRAPPC2	0.4535
FNTB	0.0695
FLJ14107	-1.072
AURKAIP1	-0.167
DSE	1.856
NFKBIZ	-1.48716666666667
OSBPL3	-2.35216666666667
LOC130576	-0.993
SLC39A9	0.749666666666667
LOC137886	-0.162666666666667
RHCE	-3.1255
ATG7	0.563333333333333
FAM82A	-0.0866666666666667
FBN3	0.0895
MCFD2	-1.1745
CASP14	0.0095
EPS15	1.09666666666667
SFRS2B	0.88575
C19orf47	0.3695
PLAC9	0.354
GPR23	3.3755
BTNL3	0.187333333333333
RGS8	-0.3415
GNS	0.921125
ENO2	-1.77133333333333
CBX1	-0.334
PEX26	0.144
LRP5	-0.4915
ADAMTSL4	-1.29966666666667
ARR3	-0.182
MAP1A	-0.03475
CD2	3.618
NAV2	-1.6104375
TMEM69	0.187
ATXN7	-1.77933333333333
CHN2	-1.05816666666667
ZNF781	-0.641666666666667
HAS2	-2.32666666666667
KIAA0241	-0.118666666666667
BIC	1.71625
MOBKL2A	0.47
CYP2C9	0.146
CNOT7	0.3025
SFRS10	-0.64775
CST11	0.50975
FLJ37543	-0.564
NKAP	-0.51575
RUNX1T1	2.005
EAF1	0.1566
IL4I1	3.42725
LRRC61	1.08183333333333
PSIP1	-1.59341666666667
SPRR4	0.3945
ZFP90	0.0836666666666667
AP2B1	-0.114
SLC30A7	1.71233333333333
C7orf28A	0.469333333333333
S100B	-2.33066666666667
BMP2	-2.28625
ESR1	2.41125
ZFPL1	0.3715
ARHGAP12	1.236
LRRC19	-1.1475
ZNF767	-0.745833333333333
NACA	-0.0432
OLIG1	-2.016625
PRF1	1.835
LST1	2.87933333333333
SPATA9	-1.14566666666667
CNFN	0.3815
CDK4	-0.1816
TCF15	1.882
PARC	-0.6655
PPM2C	3.3875
LOC283345	-0.6565
FAM107B	1.4435
DMXL1	0.101375
RBM3	0.971625
HTR5A	-1.7
SCFD1	-0.626166666666667
EPHB3	1.525125
ROPN1L	3.60383333333333
RAMP3	0.136
TSPYL5	4.77136363636364
GAP43	-2.649
PAPD4	0.116625
PDE3A	-2.4955
TNFRSF10C	0.30875
JMJD5	-0.0493333333333333
RASGEF1A	0.2071
C16orf65	0.0455
HIPK3	0.732166666666667
XYLT2	-0.4605
XPOT	-0.723333333333333
GAL3ST1	-1.63025
DHCR7	-0.21875
AMIGO3	0.083
FGFR4	-1.57933333333333
CRAT	0.671375
PPP1R14D	0.542
TRIM14	-0.4382
TMPRSS11D	-0.0925
SLC7A11	-3.53107142857143
OR10H2	0.8055
PPM1E	-0.9542
DOCK4	-0.20225
FAM127A	0.0495
ENOPH1	-0.26175
SLC5A3	-0.5257
ZNF530	0.9007
NTS	-6.50975
FRMD4A	0.354625
BCL11B	-2.735
PRM1	-0.793
UQCC	0.5363
S100A16	0.990833333333333
PLS3	-1.31675
WWOX	-0.0775714285714286
CCDC23	1.476
GTSE1	-2.2535
GP2	5.5425
FLJ32549	0.263625
CHIT1	3.1895
KLF9	-0.48325
RPS24	-0.1128
MIA	-1.5225
FIGN	0.44125
PYROXD1	-0.304125
PCSK2	-0.965625
MRPL9	-0.35075
RPL24	-0.4685
C12orf32	-0.818125
HIST1H2BE	-1.54725
RGS18	2.8675
LFNG	1.560125
RAB4B	0.1726
FBXO25	-0.106833333333333
TSPAN31	1.1645
ARL8A	0.857642857142857
C10orf83	-1.1062
OR51B6	0.00800000000000001
CNKSR2	0.61175
C1orf156	0.15225
IBSP	2.3985
GFRA2	0.4642
ALKBH7	0.6078
NEK10	2.5305
VN1R3	0.1975
LOC91948	0.703
CPZ	-0.2385
IHPK3	0.106833333333333
COL8A1	0.801
RBPJL	0.778
OR10A4	0.27
CASP8AP2	-1.125125
MMP12	4.636
OR8B12	0.2555
CDCA5	-1.56066666666667
LIX1L	-1.29775
PEX11B	1.23675
GABRA1	-0.0281666666666667
HABP2	0.2125
REEP1	1.28716666666667
FBXO15	1.65825
CD68	1.42525
WFDC9	0.358
GHDC	0.686666666666667
SMARCA1	-0.22325
SPAST	-0.0513333333333333
PLXND1	0.310083333333333
MLCK	-0.537
INTS5	0.406
BSG	0.379
PARP8	0.326166666666667
TEAD4	-0.631
ZNF498	-0.440375
TMEM89	-0.2295
DTX4	0.75575
TNRC6B	0.311875
ARMC2	-0.478375
FGFBP1	-1.45433333333333
TIMM8A	-0.709166666666667
AJAP1	-1.9841
ZNF608	-0.52675
SLC25A42	-0.899875
SYP	0.503666666666667
MMP11	3.4715
USP40	0.5616
C3orf62	-0.211
MYO1E	0.0239
LRFN4	0.37825
XCL1	0.383666666666667
GPR155	-0.75975
VPS29	0.2835
CARHSP1	-0.6395
ARHGAP20	0.862166666666667
GREM2	-0.429285714285714
CCDC102B	2.3075
ZNF577	0.652166666666667
HDDC2	-0.95925
SHC2	-0.3423
NCOA5	1.11683333333333
INPPL1	-0.8495
CHGB	-2.6137
IHH	0.642
DDEF2	-0.318666666666667
DIAPH3	-1.75709523809524
BUB3	-0.554333333333333
GGH	-0.939444444444445
VPS35	1.2361
CNN2	1.18975
ASNA1	-0.28075
WDTC1	0.708
AMAC1	0.4765
HAS3	-0.122
SLC1A6	-0.690166666666667
ZNF563	-1.4065
C1S	3.439
TCF7L1	0.66075
OR10Z1	0.194
ME2	-1.1601
C6orf151	-0.998375
KPNA4	0.4515
GLO1	-0.48125
WDR61	-0.179333333333333
CD302	0.4895
SIRT7	0.0223333333333333
C11orf59	0.586
PKIG	0.0475
PPIL3	-1.3305
CCDC74B	0.176
ZNF528	-0.68
EFNA5	0.388
FCGRT	2.57875
NOL4	0.3467
CCS	0.121
LOC374491	-0.44175
MFSD7	3.326
ZNF555	0.72425
LIMS3	-0.33825
TSSC4	1.18266666666667
COL11A2	-1.099
C1orf119	0.517666666666667
BPNT1	-0.769875
CHRNA6	1.2435
C1orf173	3.0721
PLD2	1.253
ORC1L	-3.418
SASH1	2.254375
CDC14B	-1.7995
RLBP1L1	-0.82225
LDLRAP1	-0.8195
NAT8B	-0.00299999999999999
HHEX	-2.5835
LGALS7	1.78525
PLCH1	1.04275
OR1M1	-0.3325
PRAMEF16	-0.85175
HECTD1	-0.2115
C14orf39	0.5235
TLN2	0.2217
HDAC4	-1.55107142857143
SYCP2L	-3.00925
GLRA1	0.003
RPS6	-0.880125
hCG_1757335	-0.3955
KLHL1	-0.795
CTNNBIP1	0.169833333333333
SCAND2	-0.6023
HMGN2	-0.9966
YAF2	-0.18875
BRPF1	-0.041
LIAS	-1.13475
CTA-246H3.1	-1.38125
SAG	4.591
C20orf10	0.5475
HNRNPA2B1	-1.07316666666667
GADD45A	-1.91483333333333
MSH4	0.46
TMEM70	0.6875
HIST1H2AM	-0.46375
C19orf26	0.190166666666667
C1orf50	0.414
GNG3	-0.115
FTO	-0.37
CALCB	0.845
PPP3R1	0.17725
C15orf42	-1.717875
CCNJ	0.64675
GNAZ	0.797533333333333
PSD	0.215666666666667
FAM57A	-0.752
STIM2	0.1
DHX8	0.1825
MOGAT3	-0.47375
UBE3B	1.37483333333333
PLAT	0.1755
C6orf206	1.6505
COPE	-0.7439
EIF3A	0.45975
C1QL2	0.674
IQCE	1.38916666666667
KIAA0182	0.45025
SLC22A7	-0.172333333333333
PPFIA2	2.1305
ADAMTS15	-0.0185
ODZ1	-1.9635
THBS4	3.46733333333333
ARHGAP1	0.8145
B4GALNT3	-1.004
FCHO1	-1.9445
LOC440456	0.2655
HOXD10	0.716833333333333
CXCR3	2.14816666666667
CHI3L2	-0.51325
SRPX2	2.053
ZNF132	0.838
UBAC2	-0.1145
RPL32P3	-0.9545
CBWD6	-0.2335
ST6GALNAC4	0.617
KIAA0391	-0.0373333333333333
LOC388969	-0.02975
KRTAP5-8	-0.215166666666667
ZNF786	0.40925
LYVE1	2.72583333333333
GPR144	0.239
APOH	-5.03875
TSC22D2	0.386333333333333
PLCD1	-0.80175
FLG2	0.5185
M-RIP	0.0083
NDUFV1	-0.76275
POLDIP2	0.489166666666667
RAB3GAP2	0.0795
RPSAP15	-1.25775
CLEC7A	0.795375
HSPA14	0.6855
TAAR5	0.5835
FAM132A	-0.72675
C2orf43	-0.8425
OR10V1	0.1575
SELPLG	0.30025
C1QTNF6	0.592833333333333
OPCML	0.1875
DTYMK	-1.0285
ALDH16A1	0.880875
F13B	-0.755
MGC16169	-0.352
KIRREL2	-2.15833333333333
C14orf32	0.130916666666667
SLAIN2	0.7478
HSD3B2	0.1475
AMMECR1L	0.5412
LRRC37B	-1.2545
HMG20A	-0.435333333333333
C22orf27	0.8571
FBXL22	0.424
AP1B1	0.605666666666667
TNKS1BP1	1.73175
CD74	4.26325
HSPA12B	2.27616666666667
PLSCR1	0.742166666666667
SLC35E1	-0.472666666666667
FEZ1	-1.80525
APOD	4.61
C16orf44	-0.445
C1orf166	0.0995
KCTD11	1.40575
NELF	-1.20475
SRP54	-0.125666666666667
MGC35361	-0.6395
GPR35	-1.429
NRGN	-1.28025
SIGLEC12	0.00650000000000001
SCN1B	-0.48275
IFNW1	1.335
STAR	-1.41675
HLA-DQA2	4.21966666666667
RNASEH2B	-1.893
TAAR2	0.3675
VAMP5	0.876166666666667
TUBA1C	-0.686857142857143
PIK3R2	-0.203875
ARD1A	-0.155833333333333
EBF2	0.335833333333333
CAMSAP1L1	0.15625
CYP3A43	0.1015
AKR1B1	-2.344
KIAA1729	0.631875
KAL1	-0.2997
CYBB	0.75375
UXS1	0.30525
LOC338579	0.90625
C11orf45	-0.4705
SHB	0.7505
IKZF4	0.13075
NDUFA1	-0.28975
HSPE1	-0.5145
C1orf215	-0.18975
GPR113	-0.278
ZNF573	0.50375
TBX18	0.3685
GGTA1	4.80525
PCDHGA8	-0.036
RPS6KL1	0.401
DPP9	0.971125
SLC43A2	1.498375
COPS3	-0.683
PMPCB	-0.88
HYLS1	0.1865
LSM8	-1.52416666666667
PDE6B	-0.856
C10orf118	1.3963
OR1C1	-0.361
ZNF415	0.93425
OR2F1	0.428333333333333
ZDHHC13	1.263375
FZD8	-1.3149
TCEA1	-0.0961
SUSD4	2.917
C22orf24	0.015
TNFRSF14	-0.632
TRIM28	-0.225666666666667
FGF5	-1.79557142857143
CSPG5	-1.51833333333333
RNF133	0.2535
FKBP15	-0.20075
BZW2	0.511
NSMCE1	0.19025
PTPRN	0.344
TST	1.197625
POP1	0.2365
RNF24	0.5085
SFRS4	-0.8235
REPS1	-0.19925
CD70	-2.31383333333333
PDXDC1	-0.38075
SRC	1.1695
NTNG1	-2.44266666666667
SETD1B	0.6335
TINP1	-0.4077
ZNF606	2.80583333333333
SSR1	0.5239375
RGNEF	0.00616666666666666
NFS1	-0.490833333333333
CENTB5	-0.848333333333333
CRMP1	-1.383
ADAM18	0.0325
CCDC87	1.82583333333333
LRRC8B	0.98275
CSNK1G1	0.34275
MAFB	3.4125
C12orf45	-0.44225
C1orf54	2.2075
DPEP1	-0.676833333333333
FLJ13137	0.563
C14orf118	-0.226833333333333
ANKRD19	1.48975
ABCA9	1.8768
TMEM87A	1.1239
BBS5	0.8425
CYP17A1	-0.20375
SCG3	-2.59083333333333
ESCO2	-1.82825
GFER	1.13766666666667
NRIP2	-0.438833333333333
DDX59	-0.4915
RIC8B	-0.6762
TNNI1	-0.017
KTELC1	-0.416583333333333
GPR85	-0.136166666666667
SP3	0.634
GOSR2	0.339833333333333
DDX1	-0.3185
DSCR9	-0.907
KIAA1984	-1.302125
FLRT3	0.251
RNPS1	-0.0743571428571428
ZNF772	0.775
SLC25A10	0.478166666666667
ADAMTS3	-1.4915
TBC1D7	-1.28675
PCYOX1L	-0.8285
LOC339745	1.654375
VPS54	-0.4865
PCDHB12	0.917125
C4orf6	-0.572
CCL5	3.123375
PEX5	0.01625
LENG1	1.75316666666667
LOC51336	-2.17725
FLJ25371	0.043
WDR45L	1.02933333333333
SPAG8	0.4495
GUCA1C	0.208
LOX	-1.348
FIZ1	1.5555
BAG5	0.743916666666667
BUD13	-0.376833333333333
MGC2752	-0.3405
IQSEC3	0.294375
TGFBR3	-1.14925
CASP9	-1.477125
PPA2	0.156
MED24	0.25225
MAP3K7	-0.259
SRPR	0.039125
C17orf81	-1.45275
RIPPLY1	0.1715
EID2	-0.10375
AKR1C1	-1.89233333333333
IMMP2L	-1.592125
SPSB4	1.0205
BAG4	1.4
ZNF32	1.0755
KLHL34	1.5865
BRD2	-0.059625
IL32	0.171833333333333
FAM53B	0.342
SLC7A1	-0.094875
KAAG1	0.276
CCDC54	0.321
PRKCQ	-1.9655
TIRAP	1.026
SPSB1	0.985166666666667
USP36	0.2095
FLJ32569	-0.1725
LYZ	-0.4005
TMEM186	0.147666666666667
TPM2	-0.2415
C9orf100	-1.47483333333333
PPP1R11	0.4685
OLFML3	1.4333
ELAVL1	-0.324666666666667
DNAJC17	0.676333333333333
ABCA2	0.45125
BNIP3L	-0.765
ATP10D	1.117
GALNT8	-0.5178
PRKCH	1.637
USP12	0.0195
STXBP1	-0.9385
LSM2	-0.7175
ANKRD30A	1.4495
LAP3	0.20025
C9orf40	-2.29233333333333
KATNAL2	0.0548333333333333
RG9MTD2	-0.00899999999999999
PNPLA7	0.07775
IDH1	-1.305
C1orf57	-0.324
XRCC5	0.1977
TBRG4	-0.055
DCDC5	1.1495
POU5F1	-4.05175
RAB1A	0.669285714285714
KRTAP15-1	-0.22
INHA	-0.6625
WDR90	-0.144
MLL2	0.451833333333333
FAM104B	0.6565
SF3B14	-0.33375
STX1B	-0.925
SNX12	0.17175
KMO	3.82866666666667
FAM100B	-1.2985
CDRT15	1.182
RAB9A	-0.156
RUFY3	-0.00337499999999998
UBE2U	0.03425
NFKB1	1.1113
FBXO38	0.186875
VRK3	1.09625
TUBB8	-0.5195
IFNA6	-0.467
AYTL1	-0.616833333333333
RBP3	0.169428571428571
MUC13	-1.944
C8orf30A	1.6445
MFAP1	-0.295
NHLH1	0.79175
CXorf34	-0.97525
SP8	-5.0385
RNF151	0.307666666666667
TDRD7	-0.19625
KCND2	3.19025
FKBP9L	0.2175
C17orf44	2.390125
TIMM17B	-0.1535
WIPF1	0.4836
SNX15	-0.0667
IGF2R	0.00389999999999999
SBSN	0.406
RBM15B	0.469
AGBL5	-1.01983333333333
APEX2	0.364
C17orf39	-1.106
UBE3A	0.2362
SPANXC	-2.458
TGFB1I1	0.032
RBM13	-0.873
TOP2B	-0.262
NPVF	-0.0935
RIMS4	2.3455
RAD54L2	-0.107666666666667
RSPO3	3.11683333333333
C2orf47	-0.04325
TSPAN4	-0.745583333333333
DNAL1	0.2765
DKFZp761E198	0.030625
NLE1	-1.06975
TPST1	-0.3395
SREBF1	1.246125
CLEC12B	-2.6975
FUK	0.03275
IL21	0.3765
LTK	-2.22
DKKL1	-0.294
EPAS1	0.1205
UBTF	0.325
HIST2H2AB	-0.692416666666667
TMPRSS12	0.493375
KIAA0427	0.2205
CYP8B1	-0.746333333333333
FPRL2	4.711
LOC402573	0.04625
HSDL2	-0.0425
SEMA6B	0.627
AKR1A1	0.598857142857143
CLTB	0.311916666666667
NXT2	0.0126666666666667
HSPB7	-1.1355
MLLT11	-1.15433333333333
OLFM3	0.661
SEC61B	-0.358
GPR139	-1.5925
RRP15	-0.287
OR3A2	-0.731
RSL1D1	0.2663125
P2RX7	-0.649166666666667
PSME2	0.29775
ADNP2	-0.5835
RBM25	0.22425
IFITM1	1.90725
POLR2E	0.14975
ZNF643	-0.0715
ZBTB25	-1.59966666666667
SPTBN4	0.471375
FBXO28	0.4435
CLEC10A	2.65875
EPHA8	0.0415
BEST4	0.3765
GAS6	0.299833333333333
TSHR	-0.875
TMTC1	-0.760545454545455
GSTM2	-1.69366666666667
ETV1	-1.65125
ADAM11	-1.67916666666667
ERGIC2	0.274333333333333
ATP6V0E2	1.58383333333333
HGFAC	-2.1535
CTTNBP2NL	0.65425
FLJ20628	-0.498
MTCH2	0.64925
BACH2	0.430833333333333
AUTS2	0.2675
FSD1L	0.29225
RPRM	-2.5345
PPP2R3A	1.2485
BAT2	-0.647875
LPHN2	1.527
MGC71993	0.199
PPARGC1B	-1.161
CENPT	-1.420625
RNF123	-0.0575
COL27A1	-1.3267
ZP2	0.2425
C2orf21	0.4205
CCDC78	0.148
MCM8	-1.32016666666667
PHLDB2	-1.468
PLAUR	0.532125
HDPY-30	-0.14975
BMP5	1.429
MUM1	0.926125
FAM62C	-1.1315
MID2	1.57216666666667
SYT16	0.783
ISG20L1	-0.5755
C2orf40	4.252
SRRM2	0.620785714285714
FCRL1	0.024875
C1orf90	0.367666666666667
MEP1B	-0.0925
PCSK7	0.2093
PBX2	0.56425
CENTB1	-0.470333333333333
GLT6D1	0.271
HGS	0.276833333333333
WDR51B	0.515
KCNJ8	0.408
NOL10	0.212125
EDEM3	0.283625
TCOF1	-1.26616666666667
SLC16A1	-3.0885
SF3B3	-1.0235
NUDT21	-1.246875
ZNF235	0.441
KIAA0644	3.89525
ERC1	0.5431875
NKIRAS2	0.264833333333333
TRMT5	-1.20775
PPP1R7	-0.0325
C14orf177	-0.3335
HTRA4	2.4135
FAM139A	-0.145333333333333
C16orf30	4.0825
C10orf32	0.670375
VCX2	-0.27425
MGC27016	0.0188333333333333
LARP5	1.09033333333333
THNSL2	1.65966666666667
TRADD	-0.0495
C1QTNF1	0.392375
C1orf43	0.4015
AS3MT	-2.9695
SCARF1	1.7505
PHF23	0.743875
B3GNT2	1.0305
FNBP1	-0.8455
ZNF780A	-0.04
MAGEB2	-3.13675
FANCG	-2.0715
EYA2	4.65758333333333
ZNF471	-0.313125
C14orf153	-0.4835
BCL2L14	0.239333333333333
EFS	0.514333333333333
CKAP4	0.546333333333333
ZNF224	-0.6015
ZNF652	-2.562
TMEM4	0.129
SCN3B	0.797875
OAT	0.9475
DRD1	-0.083375
IQGAP2	-0.360666666666667
CDYL	-0.533
PFN3	0.175
ANKS1A	0.42725
COBLL1	0.569
C2orf55	2.1445
PRCP	1.53125
TMEM130	1.61675
SPINK1	-1.97275
NDUFB1	0.00949999999999999
DIO3	0.850625
PRTG	-2.855
PVRL1	1.083375
CNTD2	0.3365
MYL4	-2.93983333333333
SLC17A1	-0.03975
RGMB	-0.3307
TAF5L	-1.674625
FAM27E1	-2.42725
CCDC59	-0.285
MED20	0.0931666666666667
CHMP4A	0.3695
FBXL12	-0.430833333333333
TOMM20	-0.598
ZNF364	0.215
COL22A1	0.97425
C13orf8	-0.49625
TBC1D14	-0.191857142857143
MRPS35	0.530875
LOC51057	-0.4755
MSC	0.7045
CILP	5.75866666666667
ATXN7L2	-0.18775
BTLA	2.00733333333333
SEC23B	0.81775
RDH13	1.88375
C17orf63	0.4155
TIA1	-0.639166666666667
RHOXF1	0.566333333333333
SPAR	0.2666
SPTLC1	-0.249125
HMGB3	0.752461538461539
TOPBP1	-1.32183333333333
NAT8	-1.7755
