Hybridization REF	TCGA-B6-A0RE-01A-11R-A056-07
MUM1L1	2.7775
PSTPIP1	0.06075
CNTNAP1	-2.2642
CYP26A1	-3.8195
APOL2	-0.5235
TACC2	0.589
COX7A2L	0.313
HSD17B1	1.3704375
ARRB2	-0.149
SLC7A6	-0.6036
HSD17B10	0.75675
RBJ	-0.39675
NUP155	-0.386
MRPL10	-1.1845
CYCS	-0.8115
CCDC46	0.18
TECTA	-0.229
GNAL	-0.63425
LPO	0.5935
PEBP4	0.3035
DDX11	-1.2355
C18orf12	0.5395
TAF9B	-1.08808333333333
IMP4	0.51675
RPA4	-0.184166666666667
NDUFS1	-0.4585
UPK1A	-0.773
ARRDC2	1.46233333333333
C18orf20	0.7685
AES	0.404357142857143
CD2BP2	0.0396666666666667
C16orf54	0.3505
UGT2B17	-2.85975
FGFR1	-1.56754545454545
CEACAM6	0.2192
CHRM5	0.28425
CERK	0.175375
AP3S2	-0.457
ANKS4B	-1.581
CLCNKA	-0.0886666666666667
ZNF208	-1.13616666666667
HLA-DRB5	3.987
CARKL	-0.36875
GOT1	-0.144333333333333
CASP6	0.689875
HOXA1	-0.203
RCL1	0.61775
ZNF181	-0.588333333333333
RAB40B	2.119
MRPL38	0.4415
LRRN2	2.49925
C3orf25	0.061
OR5D14	-0.014
OR10AG1	0.3185
BET1L	0.2923
FRY	1.83975
AK3L1	-0.8295
CSF3R	0.358666666666667
POLR3K	-0.9895
ATG2B	-0.565333333333333
EPS8	-0.440666666666667
DARS	-0.5595
C10orf56	-1.10233333333333
DAD1	-0.510833333333333
RIOK1	1.2475
HERC2	-0.2995
HSD11B2	0.0518333333333333
FAM96B	-0.35875
MGC13057	-1.342125
BSN	0.00300000000000001
CAND1	-0.248166666666667
HCST	1.22425
ACTR10	-0.788666666666667
OR8D4	0.2305
NASP	-0.5366
COL9A2	0.2915
LYZL1	0.0805
GPC5	-2.97575
TBL3	0.154666666666667
CENTD2	0.275
OR5AP2	0.5725
TLR1	3.096
LMO6	0.97275
ZIC2	-4.005875
CPNE5	1.15625
ZMYND15	1.71875
FLJ22374	1.30175
CCDC106	0.2785
PARP16	-0.8155
PDIA3	0.4365
C14orf126	0.16575
CECR2	-0.4065
SFRS1	-0.674642857142857
FIGLA	-0.915
DCP1A	-0.0228333333333333
MGC45800	-1.9256
TEKT1	-0.36
C10orf67	0.5615
CLN5	0.3855
NTN2L	0.1925
GLE1L	-0.45175
CES2	-0.9969
GNAS	0.0984705882352941
DDX53	-0.5045
TSPAN13	1.4205
MRPL52	-0.741
SPIRE2	-0.015625
TAS2R39	0.561
SCUBE3	2.7675
UCRC	0.1518
CDKL3	-1.03125
KIAA1715	0.1303
ZNF345	0.39225
RTF1	-0.409125
DHRS7	0.28225
RIPK4	-0.134333333333333
EXOSC2	-2.20883333333333
MS4A2	0.7485
FGF17	-0.01525
WDR59	-0.862875
EVI2A	-2.35825
IL17RC	1.59133333333333
HS3ST1	2.28375
ITGB1BP2	-1.1875
RBPJ	-1.07766666666667
GIMAP1	1.3545
INE1	-0.868166666666667
ALDH18A1	1.073375
TPI1	-0.274375
GATA6	1.42225
CABP1	-1.5535
ZNF484	-0.66925
DAPK3	1.0845
GJB1	-3.18175
PIN1	-0.23175
SLC6A15	-0.5855
CNO	-0.409
RIN2	1.60925
FRRS1	-0.7955
CYorf15B	-3.712
DMRT3	0.561714285714286
ATAD1	-0.134875
OTUD4	0.284611111111111
ATOH8	-2.53075
ZSCAN16	0.489375
ASCC1	-0.17525
OTUD3	0.300875
MGC33212	-0.754333333333333
YME1L1	1.3015
RP11-218C14.6	0.54125
PCBP4	1.70825
TNFRSF10A	0.97225
CDH10	-4.0825
KL	1.077
SCP2	0.2155
C9orf119	0.101625
SON	0.204583333333333
MAFK	0.264
SBNO2	1.4335
SLC6A6	-0.428583333333333
SC4MOL	-0.835625
FAM35B	-0.232625
PPP1R9A	1.429625
PDZRN3	0.81875
CXorf20	0.6415
C6orf126	0.3355
AVEN	0.33575
FLJ21075	-2.235
C14orf132	-2.966375
PCK2	-1.560875
GUCY2C	0.09
BARX2	1.95575
PEX11G	-0.1975
DAO	-0.875666666666667
C10orf49	0.11625
EDNRA	1.80383333333333
PPP2R5A	1.3337
DDX39	0.152166666666667
SERF1A	0.58475
ASCIZ	0.1888
FNDC8	-0.06675
PTMS	0.822
PHF7	0.50225
PIP4K2B	-0.3316875
HHLA2	-0.21125
BDH2	-0.3189
APOBEC2	-0.533
PENK	-0.268333333333333
SMAD9	-0.68425
MT3	-0.7235
RGL1	-0.092625
ATG10	-1.316875
DLGAP4	1.46533333333333
APPBP2	-0.805285714285714
BACE2	1.44664285714286
LOC339344	0.7015
ZNF395	-0.9775
HIST1H2BL	-0.42475
ZNF467	0.4825
SLC25A21	-1.899
PALM2	0.4775
NSUN5C	-0.157
IL5	-0.1011
CLSTN2	-0.86575
ANXA8L2	2.879
PTGES	0.610625
GDAP1L1	-2.24133333333333
OPRK1	0.208166666666667
WDR20	-0.488166666666667
C12orf4	1.59625
NUP88	-0.226875
XRCC6BP1	-1.08416666666667
FCGBP	-0.202071428571429
LEMD2	0.51625
NOMO1	-0.2915
C10orf79	0.319285714285714
ZNF79	0.0855
OCRL	0.7083
HSPA8	-0.127291666666667
DIDO1	-0.0678333333333333
PLA2R1	0.77475
COG3	0.1373
NGDN	-0.979
CBFA2T2	0.396875
PNOC	-0.744
PRRG1	1.18775
AGGF1	-0.100285714285714
DPF2	1.01275
YIPF7	0.185
TRPV5	-0.002
ZNF322B	0.74625
MED12	0.565666666666667
CARS	0.308833333333333
ABCC11	-1.1745
C9orf25	0.6575
MYH1	0.5355
FRYL	-0.503916666666667
AGTRAP	0.19325
MMP27	-0.423
ZNF432	-0.266125
OR8D1	-0.0375
OR13D1	0.0615
VWA1	1.709
STON1	-0.078
IL5RA	-0.1405
PERP	1.1337
C10orf107	-1.43633333333333
TNFSF12	1.23
FN1	0.120625
MTR	-0.700333333333333
PHLPPL	-0.2795
ZNF425	-0.65875
DHFR	-1.14327777777778
PPP1R12A	-0.145125
RSPO2	-1.30971428571429
ZNF7	0.25725
ZNF583	0.39475
TPMT	-0.561666666666667
GPR132	0.66725
OR2T12	-0.25325
SERTAD2	0.9689
ATP1A1	0.2461
FRMPD3	0.466
ZNF672	-0.3255
PLXNB3	1.77525
EML5	-0.7995
FAIM3	-0.079
UBQLN2	1.388
SORCS2	0.77875
PRIM2	-1.3125
ACVR2A	0.536666666666667
YWHAZ	0.736083333333333
PGM2L1	1.09175
GNAO1	0.110846153846154
RPL10	0.1371
RPS6KA6	1.7285
PFKL	0.213166666666667
SH3D19	-0.20525
AURKB	-1.28883333333333
ZC3H6	0.683875
DISC1	-0.2595
FLJ39660	-1.20966666666667
TMEM25	2.0825
OSBPL10	0.604625
CLTCL1	-1.82733333333333
ALG6	-0.151
CATSPER4	0.6605
LRTM1	-0.061
RRAD	0.679333333333333
TIPIN	-1.6435
CARD14	1.50725
RBM9	-0.029
RASSF4	3.90825
SLC25A18	-0.760833333333333
C6orf58	-1.0275
IGHD	0.2035
PLA2G6	-0.5905
TPT1	-0.08775
SEC63	0.8465
CCDC113	0.1129
TDRD10	0.046125
KIAA1666	-2.14825
TOR1AIP1	0.58075
SYTL4	0.804666666666667
SPRR2F	-0.4235
CEBPD	2.86825
SNTG2	-2.7315
C20orf77	-0.663583333333333
TAS2R49	-0.4855
C6orf173	0.3425
SVEP1	-0.5137
PXN	-1.323
VIL2	0.979583333333333
C5orf21	-0.0365833333333333
DIXDC1	0.06325
GANAB	0.033
PDSS1	1.1825
NGFR	-0.690375
ATP8B4	0.61525
BMP8A	-0.581
CCDC132	0.181166666666667
GNRH1	0.34325
OR10T2	0.1955
PDGFD	1.40016666666667
OR6W1P	0.379
HARS	-0.534916666666667
KRT77	1.704
AQP8	-0.12725
ITGB1	-0.3955
ZNF254	-0.9811
PAX1	-0.140666666666667
PSMC4	0.0748
ANKRD22	3.09475
PSMD8	0.229166666666667
HTR1E	-0.701833333333333
SOX10	1.3946
OR5B2	0.3495
RABGEF1	-0.534714285714286
MAP1LC3B	-0.921
CYB5R4	0.82475
AGXT2L1	-3.176
FLJ41603	1.49466666666667
TRAPPC2	0.247166666666667
FNTB	-0.4713
FLJ14107	-0.794833333333333
AURKAIP1	0.131
DSE	1.3345
NFKBIZ	-1.56516666666667
OSBPL3	0.483833333333333
LOC130576	-0.70275
SLC39A9	-0.7435
LOC137886	0.25725
RHCE	-3.1765
ATG7	0.250333333333333
FAM82A	-0.119166666666667
FBN3	0.0675
MCFD2	-1.0505
CASP14	-0.2085
EPS15	0.48075
SFRS2B	0.968833333333333
C19orf47	0.7335
PLAC9	-1.797
GPR23	-1.247
BTNL3	0.0134
RGS8	-0.325
GNS	-0.12375
ENO2	-2.97833333333333
CBX1	0.3319
PEX26	0.5385
LRP5	0.159833333333333
ADAMTSL4	-0.427833333333333
ARR3	-0.291166666666667
MAP1A	-0.47675
CD2	2.0235
NAV2	0.103625
TMEM69	-0.477
ATXN7	-0.9855
CHN2	-1.61266666666667
ZNF781	-1.09566666666667
HAS2	-3.47366666666667
KIAA0241	0.837
BIC	0.85925
MOBKL2A	0.3355
CYP2C9	0.7145
CNOT7	0.271428571428571
SFRS10	-0.32025
CST11	1.68725
FLJ37543	0.4045
NKAP	-0.5355
RUNX1T1	1.0435
EAF1	0.2682
IL4I1	2.3985
LRRC61	0.2475
PSIP1	-1.12183333333333
SPRR4	-0.228
ZFP90	0.495833333333333
AP2B1	-0.337307692307692
SLC30A7	0.0710833333333333
C7orf28A	1.3005
S100B	0.763666666666667
BMP2	0.260625
ESR1	-1.12166666666667
ZFPL1	0.52175
ARHGAP12	-0.8795
LRRC19	-0.0563333333333333
ZNF767	-0.794833333333333
NACA	-0.472
OLIG1	-1.9345
PRF1	0.65225
LST1	1.81866666666667
SPATA9	-0.758333333333333
CNFN	1.348
CDK4	-0.1269
TCF15	-1.41733333333333
PARC	-0.673
PPM2C	2.33925
LOC283345	0.18
FAM107B	0.85375
DMXL1	-0.746625
RBM3	0.562875
HTR5A	-1.555
SCFD1	-0.521833333333333
EPHB3	3.331375
ROPN1L	-2.15316666666667
RAMP3	-1.0805
TSPYL5	4.19136363636364
GAP43	-3.3745
PAPD4	-0.871875
PDE3A	-2.40725
TNFRSF10C	-0.65375
JMJD5	-0.878333333333333
RASGEF1A	3.2416
C16orf65	0.19025
HIPK3	0.656333333333333
XYLT2	-0.95625
XPOT	-0.735833333333333
GAL3ST1	-1.33775
DHCR7	0.50925
AMIGO3	0.914166666666667
FGFR4	-1.81166666666667
CRAT	-0.120125
PPP1R14D	-0.0585
TRIM14	1.1153
TMPRSS11D	-1.2195
SLC7A11	-2.098
OR10H2	0.40375
PPM1E	-1.8224
DOCK4	0.172125
FAM127A	1.0385
ENOPH1	0.07775
SLC5A3	-0.2656
ZNF530	0.0928
NTS	-7.269
FRMD4A	1.219
BCL11B	-0.944666666666667
PRM1	-0.449
UQCC	-1.5576
S100A16	1.84083333333333
PLS3	0.53875
WWOX	-0.771
CCDC23	0.7375
GTSE1	-0.840833333333333
GP2	0.9795
FLJ32549	-0.37775
CHIT1	2.83625
KLF9	-0.346375
RPS24	0.2495
MIA	2.91025
FIGN	1.1435
PYROXD1	0.530375
PCSK2	-0.715125
MRPL9	0.65275
RPL24	-0.149875
C12orf32	-0.403625
HIST1H2BE	-0.80225
RGS18	0.299
LFNG	-0.347875
RAB4B	-0.1004
FBXO25	0.456333333333333
TSPAN31	-0.598
ARL8A	1.39585714285714
C10orf83	-0.1711
OR51B6	0.518
CNKSR2	0.5425
C1orf156	0.94325
IBSP	0.928
GFRA2	-0.1376
ALKBH7	0.3719
NEK10	-1.0065
VN1R3	0.160333333333333
LOC91948	0.572
CPZ	-0.6045
IHPK3	0.924166666666667
COL8A1	0.7725
RBPJL	0.267
OR10A4	0.115
CASP8AP2	-0.253625
MMP12	5.24883333333333
OR8B12	-0.0695
CDCA5	-0.664333333333333
LIX1L	-0.61925
PEX11B	1.177625
GABRA1	0.364666666666667
HABP2	-0.174
REEP1	-1.094
FBXO15	-1.545
CD68	0.695
WFDC9	0.24
GHDC	-0.0718333333333333
SMARCA1	-1.80025
SPAST	0.457333333333333
PLXND1	-0.275583333333333
MLCK	-0.305
INTS5	0.433
BSG	0.329
PARP8	1.276
TEAD4	-0.311666666666667
ZNF498	-0.535375
TMEM89	-0.467166666666667
DTX4	1.198
TNRC6B	-0.2975
ARMC2	-1.465375
FGFBP1	-1.63933333333333
TIMM8A	-0.376166666666667
AJAP1	-2.3869
ZNF608	0.95575
SLC25A42	-0.61825
SYP	-0.102
MMP11	3.30533333333333
USP40	0.5605
C3orf62	-0.363166666666667
MYO1E	0.2107
LRFN4	0.944
XCL1	-0.0603333333333333
GPR155	0.0996250000000001
VPS29	-0.386125
CARHSP1	-1.06475
ARHGAP20	-0.288
GREM2	-1.156
CCDC102B	2.10975
ZNF577	0.221
HDDC2	-0.817875
SHC2	1.3003
NCOA5	0.920333333333333
INPPL1	-0.2895
CHGB	-3.1828
IHH	0
DDEF2	0.23525
DIAPH3	0.185380952380952
BUB3	-0.479583333333333
GGH	-0.0264444444444445
VPS35	0.6267
CNN2	1.04058333333333
ASNA1	0.36375
WDTC1	0.481
AMAC1	0.513
HAS3	-1.30683333333333
SLC1A6	0.646833333333333
ZNF563	-1.0315
C1S	2.826
TCF7L1	3.869
OR10Z1	0.2935
ME2	0.1254
C6orf151	-0.847875
KPNA4	0.4106
GLO1	-0.709375
WDR61	-1.198
CD302	0.73975
SIRT7	1.07083333333333
C11orf59	0.2415
PKIG	-0.5435
PPIL3	-2.1265
CCDC74B	-1.946125
ZNF528	-0.35525
EFNA5	2.028
FCGRT	0.54175
NOL4	5.6326
CCS	-0.57125
LOC374491	-0.35725
MFSD7	2.5085
ZNF555	0.70125
LIMS3	-1.62
TSSC4	0.857666666666667
COL11A2	-1.1675
C1orf119	-0.129166666666667
BPNT1	0.04575
CHRNA6	0.158
C1orf173	0.554222222222222
PLD2	1.283
ORC1L	-1.6765
SASH1	0.31975
CDC14B	-0.5115
RLBP1L1	0.8275
LDLRAP1	-0.2992
NAT8B	-0.262833333333333
HHEX	-4.434
LGALS7	2.8815
PLCH1	1.64525
OR1M1	0.256
PRAMEF16	-0.62625
HECTD1	-0.648
C14orf39	-0.708
TLN2	0.463
HDAC4	-0.929
SYCP2L	-1.99175
GLRA1	-0.075
RPS6	0.622
hCG_1757335	-1.5035
KLHL1	-0.437
CTNNBIP1	0.925166666666667
SCAND2	-0.7371
HMGN2	-1.1167
YAF2	-0.7525
BRPF1	0.532
LIAS	-1.8645
CTA-246H3.1	-0.37975
SAG	-0.897666666666667
C20orf10	-0.013
HNRNPA2B1	-1.12933333333333
GADD45A	-1.38483333333333
MSH4	-0.465
TMEM70	0.3465
HIST1H2AM	-0.08025
C19orf26	0.342166666666667
C1orf50	0.0785
GNG3	-0.52
FTO	-0.72625
CALCB	-0.149
PPP3R1	-0.263
C15orf42	-0.986625
CCNJ	0.668
GNAZ	-0.5454
PSD	-0.207333333333333
FAM57A	1.068
STIM2	-0.225333333333333
DHX8	-0.1805
MOGAT3	-0.417
UBE3B	-0.0766666666666667
PLAT	1.06166666666667
C6orf206	0.45
COPE	0.2439
EIF3A	0.9085
C1QL2	3.7435
IQCE	1.41408333333333
KIAA0182	-0.853083333333333
SLC22A7	-0.111
PPFIA2	-0.3335
ADAMTS15	-0.2305
ODZ1	-0.5615
THBS4	-0.168333333333333
ARHGAP1	0.8615
B4GALNT3	0.242666666666667
FCHO1	-2.422
LOC440456	0.33025
HOXD10	-0.0771666666666666
CXCR3	0.6155
CHI3L2	2.9085
SRPX2	1.8805
ZNF132	0.965166666666667
UBAC2	0.353166666666667
RPL32P3	-0.496
CBWD6	-0.324
ST6GALNAC4	-0.00800000000000001
KIAA0391	-0.4835
LOC388969	-0.0395
KRTAP5-8	0.2205
ZNF786	0.12075
LYVE1	0.218
GPR144	-0.1455
APOH	-6.51185714285714
TSC22D2	0.3795
PLCD1	-0.06925
FLG2	0.057
M-RIP	0.0948
NDUFV1	-0.27175
POLDIP2	0.890833333333333
RAB3GAP2	0.0896666666666667
RPSAP15	-0.33425
CLEC7A	1.294875
HSPA14	1.74275
TAAR5	0.29875
FAM132A	-0.391
C2orf43	-0.05375
OR10V1	0.5325
SELPLG	-0.8435
C1QTNF6	-0.223
OPCML	0.1669
DTYMK	-0.5975
ALDH16A1	-0.282375
F13B	-2.132
MGC16169	-0.1355
KIRREL2	-0.448
C14orf32	-0.191583333333333
SLAIN2	0.6878
HSD3B2	-0.1565
AMMECR1L	0.6418
LRRC37B	-0.955
HMG20A	-1.01966666666667
C22orf27	0.068
FBXL22	0.483
AP1B1	0.601666666666667
TNKS1BP1	1.524
CD74	3.15325
HSPA12B	0.930333333333333
PLSCR1	1.35616666666667
SLC35E1	0.460166666666667
FEZ1	-2.34875
APOD	3.976875
C16orf44	0.02725
C1orf166	-0.4285
KCTD11	0.23525
NELF	-0.4265
SRP54	-1.0755
MGC35361	0.5065
GPR35	-1.571
NRGN	-1.215375
SIGLEC12	0.40225
SCN1B	-0.43925
IFNW1	0.4445
STAR	-2.20575
HLA-DQA2	2.97
RNASEH2B	-0.642
TAAR2	0.3045
VAMP5	-0.589333333333333
TUBA1C	-0.287928571428571
PIK3R2	0.2185
ARD1A	0.361833333333333
EBF2	0.322833333333333
CAMSAP1L1	1.639
CYP3A43	0.284
AKR1B1	-0.946
KIAA1729	0.908375
KAL1	0.5293
CYBB	-0.777
UXS1	0.256
LOC338579	0.32825
C11orf45	1.72475
SHB	1.135875
IKZF4	-0.324375
NDUFA1	0.22125
HSPE1	-0.33875
C1orf215	0.0215
GPR113	0.0633333333333333
ZNF573	0.13875
TBX18	-0.0505
GGTA1	3.54425
PCDHGA8	0.0335
RPS6KL1	-0.229125
DPP9	0.497375
SLC43A2	1.482875
COPS3	-0.685
PMPCB	-0.273666666666667
HYLS1	0.048
LSM8	-0.500666666666667
PDE6B	0.5455
C10orf118	1.7262
OR1C1	0.482
ZNF415	0.561
OR2F1	0.39
ZDHHC13	0.705625
FZD8	-0.8954
TCEA1	-0.0232
SUSD4	3.75325
C22orf24	-0.1815
TNFRSF14	-0.106
TRIM28	-0.486
FGF5	-1.515
CSPG5	-0.4665
RNF133	0.0845
FKBP15	0.572
BZW2	0.57475
NSMCE1	-1.29025
PTPRN	-0.2515
TST	-0.514125
POP1	0.62
RNF24	0.179666666666667
SFRS4	-0.0885
REPS1	-0.51225
CD70	-2.35216666666667
PDXDC1	0.287
SRC	0.4368
NTNG1	-1.6665
SETD1B	-0.15775
TINP1	0.4617
ZNF606	0.643
SSR1	1.049875
RGNEF	0.738833333333333
NFS1	-0.587166666666667
CENTB5	-0.766583333333333
CRMP1	-0.695333333333333
ADAM18	0.1375
CCDC87	0.800333333333333
LRRC8B	1.0315
CSNK1G1	0.06725
MAFB	1.8795
C12orf45	-0.51175
C1orf54	1.25675
DPEP1	-0.919333333333333
FLJ13137	0.5345
C14orf118	0.128333333333333
ANKRD19	-0.415916666666667
ABCA9	0.886111111111111
TMEM87A	0.2782
BBS5	0.2123
CYP17A1	-0.897875
SCG3	-2.164
ESCO2	-1.54025
GFER	-0.948333333333333
NRIP2	-0.693166666666667
DDX59	0.0408333333333333
RIC8B	-0.5812
TNNI1	-0.3375
KTELC1	-0.312083333333333
GPR85	-0.632
SP3	0.283
GOSR2	-0.0513333333333333
DDX1	0.46925
DSCR9	-0.457
KIAA1984	-2.1415
FLRT3	-1.166
RNPS1	-0.493428571428571
ZNF772	0.43
SLC25A10	0.38
ADAMTS3	-0.00779999999999999
TBC1D7	-0.9315
PCYOX1L	-0.6025
LOC339745	0.4205
VPS54	0.02175
PCDHB12	0.522875
C4orf6	-0.42925
CCL5	1.992125
PEX5	0.178
LENG1	0.101166666666667
LOC51336	-1.53725
FLJ25371	0.628
WDR45L	0.668333333333333
SPAG8	-1.17783333333333
GUCA1C	-0.23
LOX	-1.5265
FIZ1	0.1855
BAG5	0.311
BUD13	-0.0685
MGC2752	-0.259625
IQSEC3	-0.1325
TGFBR3	-1.6805
CASP9	-1.312625
PPA2	-0.062375
MED24	-0.026625
MAP3K7	0.3885
SRPR	0.408
C17orf81	-2.0195
RIPPLY1	-0.18425
EID2	-1.02925
AKR1C1	-3.3455
IMMP2L	-1.001625
SPSB4	0.5995
BAG4	0.2225
ZNF32	1.1555
KLHL34	5.67475
BRD2	0.049625
IL32	1.3305
FAM53B	1.10583333333333
SLC7A1	0.058875
KAAG1	0.0835
CCDC54	0.43075
PRKCQ	-3.20775
TIRAP	1.19675
SPSB1	1.83833333333333
USP36	0.85225
FLJ32569	-1.0845
LYZ	-2.53225
TMEM186	-1.0775
TPM2	0.280166666666667
C9orf100	-1.08783333333333
PPP1R11	0.553
OLFML3	0.3334
ELAVL1	0.23475
DNAJC17	0.3385
ABCA2	-1.0625
BNIP3L	-1.1765
ATP10D	1.045
GALNT8	-0.385166666666667
PRKCH	1.28025
USP12	-0.793
STXBP1	-1.981
LSM2	-0.419166666666667
ANKRD30A	-0.691
LAP3	-0.13925
C9orf40	-0.5465
KATNAL2	0.173
RG9MTD2	-0.06025
PNPLA7	-0.7925
IDH1	-0.3085
C1orf57	0.09625
XRCC5	-0.2887
TBRG4	0.26725
DCDC5	0.068
POU5F1	-4.843
RAB1A	0.707714285714286
KRTAP15-1	-0.113
INHA	-1.35666666666667
WDR90	-0.894625
MLL2	0.2025
FAM104B	0.165
SF3B14	0.281
STX1B	0.072
SNX12	0.863
KMO	1.23233333333333
FAM100B	0.55425
CDRT15	0.1165
RAB9A	0.328833333333333
RUFY3	0.634875
UBE2U	0.8015
NFKB1	0.7117
FBXO38	-0.174125
VRK3	-0.02775
TUBB8	-0.2905
IFNA6	-0.4325
AYTL1	1.7415
RBP3	0.384166666666667
MUC13	-1.48
C8orf30A	0.9245
MFAP1	-1.1595
NHLH1	0.161
CXorf34	-0.2975
SP8	-4.216
RNF151	-0.0295
TDRD7	-0.36725
KCND2	3.43875
FKBP9L	0.422
C17orf44	0.746375
TIMM17B	0.0745
WIPF1	-0.1337
SNX15	-0.0941
IGF2R	0.8729
SBSN	0.9755
RBM15B	0.62275
AGBL5	-0.438916666666667
APEX2	0.48
C17orf39	-0.95475
UBE3A	-0.0593
SPANXC	-3.2435
TGFB1I1	0.285
RBM13	0.1665
TOP2B	-0.250166666666667
NPVF	-0.1725
RIMS4	-1.014625
RAD54L2	0.684333333333333
RSPO3	3.5365
C2orf47	-0.01525
TSPAN4	-0.870083333333333
DNAL1	-1.081
DKFZp761E198	1.206875
NLE1	-1.12225
TPST1	-0.8445
SREBF1	-0.674
CLEC12B	-0.668
FUK	-0.431
IL21	0.538
LTK	-2.23225
DKKL1	0.251
EPAS1	-0.890125
UBTF	-0.1614
HIST2H2AB	-0.275083333333333
TMPRSS12	0.389428571428571
KIAA0427	0.5545
CYP8B1	-1.1985
FPRL2	3.34125
LOC402573	0.322
HSDL2	-0.386
SEMA6B	-0.5835
AKR1A1	0.119785714285714
CLTB	0.801166666666667
NXT2	0.432833333333333
HSPB7	-1.9745
MLLT11	-0.0336666666666667
OLFM3	1.12933333333333
SEC61B	0.77575
GPR139	-0.262
RRP15	0.603375
OR3A2	-0.127
RSL1D1	-0.4574375
P2RX7	-1.409
PSME2	-0.6615
ADNP2	-0.0585
RBM25	-0.382666666666667
IFITM1	-0.6625
POLR2E	-0.0175
ZNF643	-0.2055
ZBTB25	-1.2885
SPTBN4	0.11825
FBXO28	0.873
CLEC10A	0.20225
EPHA8	-0.40975
BEST4	0.592
GAS6	-0.197833333333333
TSHR	-0.73425
TMTC1	-2.23881818181818
GSTM2	-1.80133333333333
ETV1	-2.27875
ADAM11	-0.855
ERGIC2	-0.438666666666667
ATP6V0E2	2.24366666666667
HGFAC	-2.334
CTTNBP2NL	0.74475
FLJ20628	-1.1335
MTCH2	0.782
BACH2	0.217833333333333
AUTS2	1.4345
FSD1L	1.82475
RPRM	-0.974166666666667
PPP2R3A	1.25916666666667
BAT2	0.056125
LPHN2	0.988166666666667
MGC71993	0.21
PPARGC1B	0.6185
CENPT	-0.54575
RNF123	-0.0436666666666667
COL27A1	0.4198
ZP2	0.783
C2orf21	-0.364
CCDC78	-2.85575
MCM8	-1.14733333333333
PHLDB2	-1.41225
PLAUR	0.295375
HDPY-30	0.05125
BMP5	-2.15375
MUM1	0.303125
FAM62C	-0.508
MID2	2.04166666666667
SYT16	0.1155
ISG20L1	-0.3989
C2orf40	2.228
SRRM2	-0.322571428571429
FCRL1	-0.244875
C1orf90	0.481
MEP1B	-0.077
PCSK7	1.0877
PBX2	-0.032
CENTB1	-1.05633333333333
GLT6D1	0.267
HGS	0.606833333333333
WDR51B	-0.3715
KCNJ8	0.36325
NOL10	0.933625
EDEM3	1.222875
TCOF1	-0.126833333333333
SLC16A1	-1.591
SF3B3	-0.0775
NUDT21	-1.40675
ZNF235	0.5045
KIAA0644	1.968
ERC1	1.3414375
NKIRAS2	0.3965
TRMT5	-1.3695
PPP1R7	0.55075
C14orf177	-0.8325
HTRA4	1.512
FAM139A	0.8005
C16orf30	3.571
C10orf32	-0.727875
VCX2	-5.72375
MGC27016	0.715
LARP5	1.84133333333333
THNSL2	1.35433333333333
TRADD	0.0778333333333333
C1QTNF1	2.0445
C1orf43	0.8275
AS3MT	-1.66725
SCARF1	0.71975
PHF23	0.17975
B3GNT2	0.942833333333333
FNBP1	0.2155
ZNF780A	-0.945
MAGEB2	-3.46075
FANCG	-0.32475
EYA2	3.4665
ZNF471	1.6945
C14orf153	-0.251
BCL2L14	2.81925
EFS	1.474
CKAP4	0.616
ZNF224	-0.9112
ZNF652	-2.434
TMEM4	-0.22525
SCN3B	0.220125
OAT	1.559
DRD1	-0.184875
IQGAP2	-1.622
CDYL	-0.134166666666667
PFN3	0.24625
ANKS1A	0.73
COBLL1	0.548166666666667
C2orf55	1.27716666666667
PRCP	-0.3405
TMEM130	-0.14025
SPINK1	0.79775
NDUFB1	-0.64125
DIO3	-0.2315
PRTG	-2.92366666666667
PVRL1	1.4755
CNTD2	1.2535
MYL4	-3.00683333333333
SLC17A1	0.328
RGMB	0.0346
TAF5L	-0.38975
FAM27E1	-2.0925
CCDC59	-0.664
MED20	0.166833333333333
CHMP4A	-0.307625
FBXL12	-0.273833333333333
TOMM20	-0.216125
ZNF364	1.2305
COL22A1	1.8895
C13orf8	-0.05925
TBC1D14	0.2305
MRPS35	0.33075
LOC51057	0.347
MSC	0.692333333333333
CILP	4.35916666666667
ATXN7L2	-0.03275
BTLA	1.30466666666667
SEC23B	0.3505
RDH13	0.88575
C17orf63	0.987333333333333
TIA1	-0.217666666666667
RHOXF1	-0.8742
SPAR	0.161833333333333
SPTLC1	-0.552125
HMGB3	0.871846153846154
TOPBP1	-0.961333333333333
NAT8	-2.1085
KLF11	1.208375
HOMER3	1.23483333333333
KCNAB3	-0.531
C9orf85	-0.98925
HCG3	0.332
MGC34821	0.415
PHLDA3	1.616
ODF3	0.114
KLHDC4	0.638833333333333
GABARAP	0.602
AGR3	-4.7245
EXOC5	0.183375
AADACL2	-0.10425
LOC91893	-0.6175
RPL36A	-0.014
SLCO1B3	-1.8675
PTPDC1	-0.4045
DUSP7	1.1155
NRP1	0.202
VSTM2L	2.39983333333333
PLEK	3.216
NLRP3	1.295
TUSC5	0.12925
GPR3	0.401
RAB8B	-0.94975
UBE2E3	-0.19125
RC3H1	1.261
MED29	0.275166666666667
CCDC50	-0.21225
C20orf111	-0.366333333333333
PRDX6	-0.02
TETRAN	1.53175
BCAN	1.433
SMPD4	0.00431250000000002
AKAP7	-0.992
ZNF500	-1.3125
FGF11	0.121666666666667
