Hybridization REF	TCGA-AO-A0JB-01A-11R-A056-07
HIP1	0.5749
RAET1E	0.658
AMAC1L2	-0.6155
AHNAK2	-0.765
TOE1	-0.918333333333333
RECQL4	0.74075
SPRYD3	1.2585
DPAGT1	-0.8455
MAGED2	-0.0886
ANKRD55	-0.111
TRPS1	3.34075
DOK7	1.7175
TFPI2	-4.21533333333333
GTF2H3	-2.33883333333333
CYP4F11	-1.406125
LHX2	-3.04366666666667
ATG16L1	0.412166666666667
ASB12	-1.3365
C1orf116	3.2235
NF2	-0.98525
POM121	0.1981
PHYHD1	1.4352
TXNDC17	-0.186333333333333
DKFZp779O175	-1.079
NUP62	-0.179714285714286
MYO18B	-1.95766666666667
PRAMEF1	0.361
TCBA1	0.429375
TMEM168	-0.02325
FJX1	-0.175
CLCF1	0.68575
SEPN1	0.806625
IGSF2	0.28325
NUDCD1	-1.3035
TFF3	4.74183333333333
NDFIP1	-0.797357142857143
CHCHD4	-0.21425
TNR	1.056
CUTA	-0.619833333333333
USP44	-2.8965
DPP10	-1.59175
IWS1	-1.399
PCGF1	-0.5355
SULT1C4	-0.428
NTF5	2.51075
PTPN13	0.8495
SSTR5	-2.562
SFRP1	1.563
IDH3B	-1.111
SUOX	0.482166666666667
TMCO5	0.0723333333333333
GOLT1B	-2.13525
MIB1	-1.07642857142857
PCDHGB1	0.638
SUSD1	-1.91275
ICAM5	-1.2585
PAPOLB	-0.452
URM1	-0.0602
TMEM106B	-0.7865
LRIG2	-0.26375
SLC27A5	1.28975
CLIC6	1.8345
ZNF420	-0.969666666666667
SCN9A	-1.077
KIAA1909	-0.56075
ELMOD1	-2.064
PRKAG1	-1.89825
FAM64A	-2.04233333333333
EEF1G	-0.0305000000000001
SMAD5	0.2395
INCENP	0.2435
WASF2	-1.139
GARS	-1.4599
CDK10	-0.1215
HLX	0.545333333333333
MDM4	1.58775
ZNRF1	-0.295357142857143
HHATL	-0.524166666666667
FAM21C	1.5165
HIST2H3C	-0.0745
PFDN2	1.1265
ZNF200	-1.94275
NDN	-0.7745
HBA2	-0.515833333333333
FBLN5	2.4495
PUM1	0.0996428571428572
TNNT1	-2.54066666666667
C19orf59	-1.3668
HNRPH2	-0.665333333333333
RAB7A	-0.619
PMS2	-0.222125
BIRC3	-1.46066666666667
NRSN2	2.0525
OR52K2	0.2516
SPOCK1	-0.187071428571429
H2AFY	-0.1545
RXRB	-1.199
ZNF638	-0.251666666666667
ANKRD45	-0.576666666666667
ACTN4	0.427666666666667
FXC1	-0.1695
EIF2B5	-0.55175
VPS33A	-1.2795
PINK1	0.376625
FAM106A	-1.274
SKIP	0.8055
GAPDHS	0.843666666666667
MUM1L1	0.90025
PSTPIP1	1.2505
CNTNAP1	-0.8298
CYP26A1	-0.9215
APOL2	0.1088
TACC2	-0.275333333333333
COX7A2L	-0.0959285714285714
HSD17B1	1.016
ARRB2	0.45675
SLC7A6	-0.3627
HSD17B10	-0.76425
RBJ	-0.281
NUP155	-2.7915
MRPL10	-1.07566666666667
CYCS	-1.05608333333333
CCDC46	-1.46933333333333
TECTA	0.885
GNAL	-0.69375
LPO	-0.3465
PEBP4	-0.53475
DDX11	-0.88125
C18orf12	2.2435
TAF9B	-0.789818181818182
IMP4	0.01625
RPA4	1.92916666666667
NDUFS1	-0.53625
UPK1A	-0.8325
ARRDC2	0.862333333333333
C18orf20	1.8555
AES	0.861285714285714
CD2BP2	-0.815333333333333
C16orf54	-1.417
UGT2B17	-1.682
FGFR1	-0.610428571428572
CEACAM6	0.8471
CHRM5	0.0905
CERK	-1.03171428571429
AP3S2	2.04642857142857
ANKS4B	-1.968
CLCNKA	-0.218
ZNF208	-0.6906
HLA-DRB5	5.708
CARKL	-0.05375
GOT1	-0.761166666666667
CASP6	-0.390875
HOXA1	-1.245
RCL1	-0.65325
ZNF181	-0.427333333333333
RAB40B	1.27
MRPL38	0.692125
LRRN2	0.4125
C3orf25	0.5155
OR5D14	1.6865
OR10AG1	1.074
BET1L	0.2797
FRY	2.8905
AK3L1	1.0415
CSF3R	0.836833333333333
POLR3K	-1.58133333333333
ATG2B	-0.414833333333333
EPS8	-0.0641666666666667
DARS	-1.06171428571429
C10orf56	0.184333333333333
DAD1	-0.432833333333333
RIOK1	-0.7025
HERC2	-1.08675
HSD11B2	0.468166666666667
FAM96B	-0.623
MGC13057	-0.652
BSN	-0.16125
CAND1	-1.85
HCST	2.5215
ACTR10	-2.0895
OR8D4	0.07
NASP	-1.5104
COL9A2	1.42683333333333
LYZL1	-0.991
GPC5	-2.1665
TBL3	-0.8025
CENTD2	-0.0439
OR5AP2	0.296
TLR1	1.12925
LMO6	0.03375
ZIC2	-2.055625
CPNE5	1.13125
ZMYND15	1.86575
FLJ22374	0.0025
CCDC106	0.77025
PARP16	-0.88825
PDIA3	0.51975
C14orf126	0.079
CECR2	1.1725
SFRS1	0.208285714285714
FIGLA	0.601
DCP1A	-0.377333333333333
MGC45800	-1.56133333333333
TEKT1	-0.2952
C10orf67	-0.2615
CLN5	-1.686
NTN2L	0.7815
GLE1L	-0.97725
CES2	-0.0168
GNAS	-0.678555555555555
DDX53	0.499
TSPAN13	0.407
MRPL52	0.3801
SPIRE2	1.393375
TAS2R39	0.19525
SCUBE3	0.22275
UCRC	-0.3717
CDKL3	-1.1765
KIAA1715	-1.6861
ZNF345	1.3375
RTF1	-1.358875
DHRS7	-1.22675
RIPK4	-0.514
EXOSC2	-0.299833333333333
MS4A2	-1.485
FGF17	-0.604
WDR59	-0.02675
EVI2A	-1.6155
IL17RC	1.62333333333333
HS3ST1	2.644
ITGB1BP2	-1.01
RBPJ	-1.52
GIMAP1	3.9565
INE1	0.644166666666667
ALDH18A1	-0.251875
TPI1	-1.2945
GATA6	0.96475
CABP1	-1.1366
ZNF484	0.423
DAPK3	0.672
GJB1	-0.387583333333333
PIN1	-0.55675
SLC6A15	-2.3804
CNO	-0.4205
RIN2	0.7685
FRRS1	0.042
CYorf15B	-3.09883333333333
DMRT3	1.147875
ATAD1	-0.956875
OTUD4	-0.1445
ATOH8	-0.47025
ZSCAN16	0.461125
ASCC1	-1.071
OTUD3	0.296625
MGC33212	-0.0811666666666667
YME1L1	-0.912625
RP11-218C14.6	-0.258
PCBP4	0.44625
TNFRSF10A	-1.3685
CDH10	-4.0352
KL	1.46316666666667
SCP2	-1.431
C9orf119	0.89925
SON	-1.04358333333333
MAFK	0.513
SBNO2	1.0515
SLC6A6	-0.877083333333333
SC4MOL	-1.42375
FAM35B	0.793
PPP1R9A	0.8645
PDZRN3	-0.07575
CXorf20	-1.42
C6orf126	2.805
AVEN	-0.40625
FLJ21075	-2.265
C14orf132	-0.08475
PCK2	-0.976375
GUCY2C	1.139
BARX2	-0.60025
PEX11G	-0.2005
DAO	-0.4715
C10orf49	0.1945
EDNRA	1.00733333333333
PPP2R5A	0.6328
DDX39	0.388833333333333
SERF1A	-1.30325
ASCIZ	-0.0474
FNDC8	1.105
PTMS	1.409875
PHF7	-0.80725
PIP4K2B	0.0369375
HHLA2	-0.11125
BDH2	-0.363
APOBEC2	-1.289
PENK	-1.81533333333333
SMAD9	-1.10825
MT3	-0.53575
RGL1	0.923125
ATG10	-1.632125
DLGAP4	1.25333333333333
APPBP2	-0.7875
BACE2	-0.665142857142857
LOC339344	2.58083333333333
ZNF395	-0.0260625
HIST1H2BL	0.64025
ZNF467	2.683625
SLC25A21	-2.233
PALM2	-1.0935
NSUN5C	-0.3065
IL5	1.548375
CLSTN2	-0.44075
ANXA8L2	0.182
PTGES	2.058875
GDAP1L1	-1.44033333333333
OPRK1	-0.00949999999999998
WDR20	-0.529416666666667
C12orf4	-0.121875
NUP88	-0.91275
XRCC6BP1	-1.45566666666667
FCGBP	2.72621428571429
LEMD2	0.545
NOMO1	-0.8515
C10orf79	0.496428571428571
ZNF79	0.4405
OCRL	-0.6677
HSPA8	-2.776375
DIDO1	-0.83325
PLA2R1	0.442333333333333
COG3	1.451
NGDN	-0.38475
CBFA2T2	0.55075
PNOC	-1.2975
PRRG1	-0.5945
AGGF1	-0.794071428571429
DPF2	1.5465
YIPF7	-0.111
TRPV5	1.3655
ZNF322B	0.835
MED12	-0.141333333333333
CARS	-1.95483333333333
ABCC11	6.537
C9orf25	1.1815
MYH1	2.4885
FRYL	0.907916666666666
AGTRAP	0.31925
MMP27	0.091
ZNF432	-0.053625
OR8D1	0.26
OR13D1	-0.139666666666667
VWA1	3.33425
STON1	0.76075
IL5RA	0.11375
PERP	0.6446
C10orf107	-0.4044
TNFSF12	3.01375
FN1	-0.620375
MTR	-0.21
PHLPPL	-1.99
ZNF425	1.49975
DHFR	-1.51827777777778
PPP1R12A	0.108875
RSPO2	-1.56228571428571
ZNF7	-0.54725
ZNF583	-0.76975
TPMT	-2.85666666666667
GPR132	0.270125
OR2T12	-0.83725
SERTAD2	0.1197
ATP1A1	0.0269
FRMPD3	1.229
ZNF672	-0.71775
PLXNB3	0.123375
EML5	-1.033
FAIM3	1.899
UBQLN2	-0.62175
SORCS2	0.0325
PRIM2	-3.1365
ACVR2A	-0.016
YWHAZ	-0.00941666666666666
PGM2L1	0.822125
GNAO1	0.00375000000000007
RPL10	0.1346
RPS6KA6	-2.2915
PFKL	0.344833333333333
SH3D19	0.32975
AURKB	-1.77883333333333
ZC3H6	1.378125
DISC1	-0.386333333333333
FLJ39660	-1.0895
TMEM25	2.296125
OSBPL10	-0.276
CLTCL1	-1.4455
ALG6	-1.52475
CATSPER4	1.209
LRTM1	0.4365
RRAD	1.53016666666667
TIPIN	-1.42175
CARD14	1.416625
RBM9	-0.277333333333333
RASSF4	1.22325
SLC25A18	-1.418
C6orf58	-0.7066
IGHD	1.269
PLA2G6	0.902
TPT1	0.6005
SEC63	0.5403
CCDC113	0.4345
TDRD10	1.053125
KIAA1666	-1.63875
TOR1AIP1	-0.378666666666667
SYTL4	1.18283333333333
SPRR2F	0.0735
CEBPD	3.37325
SNTG2	-1.66975
C20orf77	0.239416666666667
TAS2R49	0.288
C6orf173	-0.791666666666667
SVEP1	0.110428571428571
PXN	-0.267428571428571
VIL2	0.1005
C5orf21	1.49308333333333
DIXDC1	-0.463375
GANAB	-0.0865
PDSS1	-1.59275
NGFR	1.528625
ATP8B4	-0.211
BMP8A	1.8285
CCDC132	-1.629
GNRH1	-1.47225
OR10T2	-0.8065
PDGFD	2.2885
OR6W1P	0.784
HARS	-0.0284166666666667
KRT77	-0.9975
AQP8	0.66775
ITGB1	-0.366
ZNF254	0.1321
PAX1	-0.00866666666666667
PSMC4	-0.3245
ANKRD22	1.48225
PSMD8	-0.13
HTR1E	-0.380833333333333
SOX10	0.2957
OR5B2	1.1025
RABGEF1	-1.39728571428571
MAP1LC3B	-1.23775
CYB5R4	-1.06075
AGXT2L1	-2.51825
FLJ41603	1.90933333333333
TRAPPC2	0.966333333333333
FNTB	-0.3849
FLJ14107	-0.923166666666667
AURKAIP1	1.274
DSE	1.0085
NFKBIZ	1.97016666666667
OSBPL3	-1.61
LOC130576	-0.2665
SLC39A9	1.33966666666667
LOC137886	-1.18308333333333
RHCE	-2.6095
ATG7	0.280166666666667
FAM82A	-0.327333333333333
FBN3	1.1085
MCFD2	-0.938333333333333
CASP14	-0.0325
EPS15	0.387583333333333
SFRS2B	0.341166666666667
C19orf47	0.1065
PLAC9	1.527
GPR23	-1.811
BTNL3	-0.0271666666666667
RGS8	0.017
GNS	-1.0425
ENO2	-2.1
CBX1	1.1677
PEX26	-0.063
LRP5	0.590666666666667
ADAMTSL4	-2.54516666666667
ARR3	0.1954
MAP1A	-0.15325
CD2	3.40575
NAV2	-0.179625
TMEM69	-0.6305
ATXN7	0.671833333333333
CHN2	-1.07783333333333
ZNF781	-1.16233333333333
HAS2	-4.812
KIAA0241	-0.3275
BIC	-0.91275
MOBKL2A	0.5775
CYP2C9	0.1315
CNOT7	-0.377571428571429
SFRS10	-2.191
CST11	-0.0995
FLJ37543	1.035
NKAP	-2.31725
RUNX1T1	4.31925
EAF1	-0.9981
IL4I1	3.418
LRRC61	0.376666666666667
PSIP1	-1.56625
SPRR4	-0.2365
ZFP90	0.2605
AP2B1	-0.832615384615384
SLC30A7	-0.192166666666667
C7orf28A	-1.17316666666667
S100B	-0.941
BMP2	-1.885875
ESR1	2.48008333333333
ZFPL1	0.06
ARHGAP12	-0.49025
LRRC19	0.3735
ZNF767	-0.177666666666667
NACA	-0.2606
OLIG1	-1.589875
PRF1	-0.589
LST1	3.64366666666667
SPATA9	-1.59216666666667
CNFN	1.2795
CDK4	-0.7205
TCF15	0.3905
PARC	0.36625
PPM2C	-0.0995
LOC283345	-0.284
FAM107B	-0.877
DMXL1	-1.24514285714286
RBM3	-1.22225
HTR5A	-1.1115
SCFD1	-0.876166666666667
EPHB3	3.152375
ROPN1L	-1.42366666666667
RAMP3	1.55675
TSPYL5	1.36072727272727
GAP43	-1.712
PAPD4	-1.548875
PDE3A	-2.913
TNFRSF10C	0.95275
JMJD5	0.5238
RASGEF1A	-0.0802
C16orf65	-0.0752
HIPK3	-0.0762
XYLT2	0.154
XPOT	-1.74333333333333
GAL3ST1	0.61925
DHCR7	1.07
AMIGO3	0.494666666666667
FGFR4	-0.684166666666667
CRAT	0.293625
PPP1R14D	-0.651
TRIM14	0.3165
TMPRSS11D	0.3915
SLC7A11	-2.65566666666667
OR10H2	1.92275
PPM1E	-1.95344444444444
DOCK4	-0.801375
FAM127A	-0.21825
ENOPH1	-0.834
SLC5A3	-0.3857
ZNF530	-0.3086
NTS	-5.28425
FRMD4A	1.317
BCL11B	-2.234
PRM1	0.4805
UQCC	-0.426
S100A16	1.62983333333333
PLS3	-1.868
WWOX	-0.266285714285714
CCDC23	1.135
GTSE1	-1.43783333333333
GP2	-0.1295
FLJ32549	-0.623
CHIT1	4.80725
KLF9	0.470125
RPS24	1.239
MIA	1.75575
FIGN	-0.417333333333333
PYROXD1	-1.41125
PCSK2	-1.238875
MRPL9	-0.44675
RPL24	1.067
C12orf32	-1.333125
HIST1H2BE	0.5455
RGS18	1.74575
LFNG	3.094375
RAB4B	-0.3877
FBXO25	-0.818
TSPAN31	0.544833333333333
ARL8A	1.02942857142857
C10orf83	-0.4822
OR51B6	-1.6935
CNKSR2	1.24575
C1orf156	-1.12
IBSP	-0.2305
GFRA2	0.7937
ALKBH7	2.0166
NEK10	1.97375
VN1R3	0.754166666666667
LOC91948	-0.7415
CPZ	-1.01525
IHPK3	0.295833333333333
COL8A1	1.80325
RBPJL	0.467
OR10A4	0.085
CASP8AP2	-1.51425
MMP12	0.059
OR8B12	-1.7125
CDCA5	-0.982166666666667
LIX1L	-2.59725
PEX11B	0.37125
GABRA1	0.6528
HABP2	0.1605
REEP1	0.320666666666667
FBXO15	-0.151
CD68	0.508
WFDC9	-0.1215
GHDC	-0.386166666666667
SMARCA1	-1.64725
SPAST	-0.474166666666667
PLXND1	-0.384166666666666
MLCK	null
INTS5	0.2535
BSG	1.28957142857143
PARP8	-0.271
TEAD4	0.247833333333333
ZNF498	0.11875
TMEM89	0.330166666666667
DTX4	-0.488285714285714
TNRC6B	1.1838125
ARMC2	-0.9985
FGFBP1	0.256666666666667
TIMM8A	-0.9495
AJAP1	-0.6242
ZNF608	0.42575
SLC25A42	-0.37925
SYP	0.21625
MMP11	2.63933333333333
USP40	-0.0377
C3orf62	-1.0102
MYO1E	-0.7954
LRFN4	0.93575
XCL1	0.785666666666667
GPR155	-0.646285714285714
VPS29	-1.92125
CARHSP1	-0.6835
ARHGAP20	0.543833333333333
GREM2	-0.292076923076923
CCDC102B	2.12625
ZNF577	1.1445
HDDC2	-1.7505
SHC2	1.3903
NCOA5	0.110666666666667
INPPL1	-1.2675
CHGB	-3.36466666666667
IHH	-1.0335
DDEF2	-1.44981818181818
DIAPH3	-0.878761904761905
BUB3	-1.34541666666667
GGH	-3.367
VPS35	0.2446
CNN2	1.40425
ASNA1	-0.5665
WDTC1	1.1025
AMAC1	-0.086
HAS3	-1.81266666666667
SLC1A6	-1.28133333333333
ZNF563	0.2225
C1S	3.129
TCF7L1	1.20325
OR10Z1	-0.637
ME2	-1.7354
C6orf151	0.487125
KPNA4	0.0285
GLO1	-1.036625
WDR61	-0.973666666666667
CD302	0.6415
SIRT7	1.0155
C11orf59	0.4855
PKIG	-0.48175
PPIL3	-0.29825
CCDC74B	1.80475
ZNF528	0.30925
EFNA5	0.894
FCGRT	1.7945
NOL4	0.023125
CCS	0.47625
LOC374491	-0.205
MFSD7	4.868
ZNF555	-0.25375
LIMS3	-0.0245
TSSC4	1.3855
COL11A2	-1.2595
C1orf119	0.622166666666667
BPNT1	-0.745375
CHRNA6	-0.1795
C1orf173	2.6055
PLD2	0.072
ORC1L	-2.648
SASH1	2.334
CDC14B	-1.01571428571429
RLBP1L1	0.4035
LDLRAP1	-0.0542
NAT8B	0.574166666666667
HHEX	-3.138
LGALS7	4.4885
PLCH1	0.860142857142857
OR1M1	-0.726
PRAMEF16	-0.627333333333333
HECTD1	-0.7395
C14orf39	0.703
TLN2	0.6535
HDAC4	-0.895714285714286
SYCP2L	-3.11425
GLRA1	0.7245
RPS6	1.116375
hCG_1757335	-2.083
KLHL1	-0.423
CTNNBIP1	0.699666666666667
SCAND2	0.0974999999999999
HMGN2	-0.595
YAF2	-1.824
BRPF1	-0.15875
LIAS	-0.555
CTA-246H3.1	-2.11675
SAG	1.0485
C20orf10	-0.87225
HNRNPA2B1	-1.96016666666667
GADD45A	-2.42633333333333
MSH4	0.9175
TMEM70	-1.88225
HIST1H2AM	1.90725
C19orf26	0.965333333333333
C1orf50	-0.1065
GNG3	-0.35
FTO	0.20225
CALCB	0.438
PPP3R1	0.1495
C15orf42	0.435125
CCNJ	0.1795
GNAZ	0.8142
PSD	0.404
FAM57A	-1.61375
STIM2	-0.5518
DHX8	-0.37275
MOGAT3	-0.6535
UBE3B	0.2035
PLAT	0.292333333333333
C6orf206	-0.283
COPE	0.00140000000000001
EIF3A	-0.88775
C1QL2	0.22825
IQCE	1.25933333333333
KIAA0182	0.489
SLC22A7	0.0415
PPFIA2	2.9605
ADAMTS15	0.0955
ODZ1	-0.3315
THBS4	3.48266666666667
ARHGAP1	0.11575
B4GALNT3	0.21
FCHO1	-0.641
LOC440456	1.4495
HOXD10	0.4035
CXCR3	1.82716666666667
CHI3L2	0.629875
SRPX2	2.02975
ZNF132	-0.368666666666667
UBAC2	-0.813166666666667
RPL32P3	-0.544
CBWD6	-1.2195
ST6GALNAC4	0.0685
KIAA0391	-0.938166666666667
LOC388969	-0.929
KRTAP5-8	1.814
ZNF786	1.20725
LYVE1	0.707833333333333
GPR144	0.628
APOH	-4.194375
TSC22D2	0.0473333333333333
PLCD1	0.1255
FLG2	0.253
M-RIP	-0.717
NDUFV1	-0.76875
POLDIP2	-0.379666666666667
RAB3GAP2	0.8065
RPSAP15	-0.9785
CLEC7A	0.0734285714285714
HSPA14	-0.61775
TAAR5	1.12
FAM132A	0.197
C2orf43	-2.20325
OR10V1	0.1965
SELPLG	0.97175
C1QTNF6	-0.294666666666667
OPCML	0.255333333333333
DTYMK	-1.2615
ALDH16A1	0.538
F13B	-1.4245
MGC16169	-1.05575
KIRREL2	-0.692333333333333
C14orf32	-0.129416666666667
SLAIN2	0.0501
HSD3B2	-2.601
AMMECR1L	-1.0017
LRRC37B	-0.81
HMG20A	-0.776
C22orf27	0.4112
FBXL22	0.2165
AP1B1	-0.759166666666667
TNKS1BP1	1.47325
CD74	3.20625
HSPA12B	3.06933333333333
PLSCR1	-0.661833333333333
SLC35E1	-0.746666666666667
FEZ1	-2.2645
APOD	3.850625
C16orf44	0.793
C1orf166	-0.6335
KCTD11	-0.32175
NELF	-0.272
SRP54	-0.9915
MGC35361	-0.95525
GPR35	-0.624
NRGN	0.609375
SIGLEC12	0.95275
SCN1B	-1.5965
IFNW1	1.3365
STAR	-3.18225
HLA-DQA2	3.1648
RNASEH2B	-1.14775
TAAR2	1.038
VAMP5	0.727333333333333
TUBA1C	-1.998
PIK3R2	0.3995
ARD1A	0.260166666666667
EBF2	0.68
CAMSAP1L1	-0.0985
CYP3A43	1.17725
AKR1B1	-1.858
KIAA1729	-0.921
KAL1	-0.3319
CYBB	0.4125
UXS1	-0.69225
LOC338579	1.404
C11orf45	-1.417
SHB	-0.04325
IKZF4	0.295125
NDUFA1	0.668875
HSPE1	-0.6715
C1orf215	-0.282
GPR113	-0.1236
ZNF573	1.78125
TBX18	0.00849999999999998
GGTA1	5.04825
PCDHGA8	0.751
RPS6KL1	-0.563875
DPP9	-0.455625
SLC43A2	1.461875
COPS3	-1.44
PMPCB	-0.4895
HYLS1	-0.4885
LSM8	-1.449
PDE6B	-0.332
C10orf118	1.6469
OR1C1	0.717
ZNF415	0.44275
OR2F1	-0.5685
ZDHHC13	-1.19525
FZD8	0.6358
TCEA1	-1.0797
SUSD4	-0.991625
C22orf24	-1.5735
TNFRSF14	0.37375
TRIM28	-0.51
FGF5	-2.56714285714286
CSPG5	-1.9595
RNF133	-0.35375
FKBP15	0.01575
BZW2	-0.1205
NSMCE1	-1.41075
PTPRN	-2.484
TST	0.50825
POP1	0.597
RNF24	0.152666666666667
SFRS4	-0.293625
REPS1	-1.5225
CD70	-1.23616666666667
PDXDC1	0.253375
SRC	0.4006
NTNG1	-1.4242
SETD1B	-0.458
TINP1	-1.37377777777778
ZNF606	1.628
SSR1	0.14675
RGNEF	-0.354166666666667
NFS1	-1.294
CENTB5	-0.381083333333333
CRMP1	-1.4594
ADAM18	-0.084
CCDC87	0.492166666666667
LRRC8B	-0.119
CSNK1G1	-0.866333333333333
MAFB	2.47483333333333
C12orf45	0.09025
C1orf54	3.07575
DPEP1	-0.353166666666667
FLJ13137	-0.541
C14orf118	-1.287
ANKRD19	0.164
ABCA9	0.561555555555556
TMEM87A	1.4308
BBS5	0.7519
CYP17A1	1.02271428571429
SCG3	-2.174
ESCO2	-2.92175
GFER	0.410166666666667
NRIP2	1.13216666666667
DDX59	-0.638833333333333
RIC8B	-2.236
TNNI1	0.499
KTELC1	-0.31775
GPR85	-0.2932
SP3	1.430125
GOSR2	-0.239083333333333
DDX1	-1.26625
DSCR9	-0.9145
KIAA1984	-1.53375
FLRT3	1.00075
RNPS1	-0.100285714285714
ZNF772	-0.485
SLC25A10	1.25716666666667
ADAMTS3	-0.8081
TBC1D7	-2.1835
PCYOX1L	-0.5315
LOC339745	-0.125125
VPS54	-0.236625
PCDHB12	-1.1335
C4orf6	-1.77066666666667
CCL5	3.64775
PEX5	-1.291125
LENG1	1.23183333333333
LOC51336	-2.32966666666667
FLJ25371	-0.005
WDR45L	-0.163333333333333
SPAG8	0.11
GUCA1C	0.4905
LOX	-2.22833333333333
FIZ1	1.6035
BAG5	-0.427
BUD13	-0.579666666666667
MGC2752	0.522875
IQSEC3	0.246
TGFBR3	0.3805
CASP9	-1.35275
PPA2	-1.3235
MED24	0.002625
MAP3K7	-0.287
SRPR	-0.184
C17orf81	-1.032
RIPPLY1	0.549333333333333
EID2	-0.36625
AKR1C1	-1.71916666666667
IMMP2L	-0.92825
SPSB4	3.134
BAG4	-0.98925
ZNF32	0.104
KLHL34	0.8135
BRD2	0.287125
IL32	0.495666666666667
FAM53B	1.02033333333333
SLC7A1	-0.71425
KAAG1	-0.4255
CCDC54	0.604166666666667
PRKCQ	-2.588
TIRAP	-0.221875
SPSB1	1.1165
USP36	0.3335
FLJ32569	0.6125
LYZ	-1.81325
TMEM186	-0.6305
TPM2	0.905666666666667
C9orf100	0.0916666666666666
PPP1R11	0.9612
OLFML3	0.3067
ELAVL1	-0.321166666666667
DNAJC17	0.0481666666666667
ABCA2	-0.52025
BNIP3L	-1.6275
ATP10D	0.9685
GALNT8	-1.511
PRKCH	0.82775
USP12	-2.34575
STXBP1	-1.394
LSM2	-0.9065
ANKRD30A	2.3755
LAP3	-1.46225
C9orf40	-1.991
KATNAL2	-0.531833333333333
RG9MTD2	-0.20025
PNPLA7	1.656
IDH1	-1.0325
C1orf57	-0.2135
XRCC5	-0.3888
TBRG4	-0.28125
DCDC5	1.2384
POU5F1	-1.74075
RAB1A	-0.651285714285714
KRTAP15-1	1.043
INHA	-0.366333333333333
WDR90	1.02525
MLL2	0.210833333333333
FAM104B	0.26975
SF3B14	-1.37575
STX1B	0.5905
SNX12	1.60225
KMO	1.0308
FAM100B	0.218
CDRT15	0.956
RAB9A	-1.49133333333333
RUFY3	0.458875
UBE2U	1.0866
NFKB1	0.5398
FBXO38	-0.02225
VRK3	-0.23325
TUBB8	-0.9655
IFNA6	1.253
AYTL1	0.0845
RBP3	1.03416666666667
MUC13	-1.45175
C8orf30A	0.52
MFAP1	-1.646
NHLH1	2.49733333333333
CXorf34	-0.7345
SP8	-1.126
RNF151	0.607
TDRD7	-0.965
KCND2	-0.40675
FKBP9L	-0.1225
C17orf44	0.717875
TIMM17B	-0.377
WIPF1	0.4463
SNX15	-0.00477777777777778
IGF2R	-0.0109
SBSN	0.2355
RBM15B	-0.5305
AGBL5	-0.3835
APEX2	0.5115
C17orf39	-1.7265
UBE3A	-0.2692
SPANXC	-0.836
TGFB1I1	0.183
RBM13	-1.75025
TOP2B	-1.128
NPVF	0.1695
RIMS4	-0.590125
RAD54L2	-0.0445
RSPO3	3.29016666666667
C2orf47	-0.889
TSPAN4	-0.517333333333333
DNAL1	0.2465
DKFZp761E198	-1.012
NLE1	-0.4295
TPST1	-1.94025
SREBF1	1.31775
CLEC12B	-0.781
FUK	-0.53425
IL21	0.4745
LTK	-2.56925
DKKL1	0.92225
EPAS1	0.545625
UBTF	-0.1817
HIST2H2AB	0.762
TMPRSS12	-0.291428571428571
KIAA0427	0.5815
CYP8B1	-0.0116666666666667
FPRL2	1.737
LOC402573	-0.592
HSDL2	-0.1762
SEMA6B	1.0655
AKR1A1	0.0891428571428573
CLTB	-0.277416666666667
NXT2	-1.424
HSPB7	-1.8795
MLLT11	-2.653
OLFM3	0.3995
SEC61B	0.311416666666667
GPR139	-0.502
RRP15	-1.36775
OR3A2	0.882
RSL1D1	-0.2068125
P2RX7	-0.4215
PSME2	-0.099
ADNP2	-1.16475
RBM25	1.47175
IFITM1	0.97925
POLR2E	-0.11625
ZNF643	-1.297
ZBTB25	-1.14266666666667
SPTBN4	1.76425
FBXO28	-0.1055
CLEC10A	2.2965
EPHA8	0.3
BEST4	3.165
GAS6	1.33766666666667
TSHR	-0.1245
TMTC1	1.28059090909091
GSTM2	-0.720833333333333
ETV1	-1.00442857142857
ADAM11	-1.35283333333333
ERGIC2	-1.44366666666667
ATP6V0E2	0.344166666666667
HGFAC	-2.23333333333333
CTTNBP2NL	0.302
FLJ20628	-2.78575
MTCH2	-0.16625
BACH2	0.695833333333333
AUTS2	1.23616666666667
FSD1L	-2.18425
RPRM	-2.58916666666667
PPP2R3A	0.810666666666667
BAT2	-0.135375
LPHN2	0.361
MGC71993	-0.491
PPARGC1B	0.2755
CENPT	-0.450875
RNF123	-0.957666666666667
COL27A1	-0.4712
ZP2	0.3535
C2orf21	2.09
CCDC78	1.4885
MCM8	-2.00483333333333
PHLDB2	-1.58625
PLAUR	-1.418625
HDPY-30	-0.29025
BMP5	-2.356
MUM1	0.39425
FAM62C	-2.0325
MID2	0.988833333333333
SYT16	-0.5685
ISG20L1	0.1692
C2orf40	4.54575
SRRM2	1.28207142857143
FCRL1	-0.126428571428571
C1orf90	1.93866666666667
MEP1B	-0.142
PCSK7	-0.2295
PBX2	-0.7015
CENTB1	-0.7525
GLT6D1	-0.429
HGS	1.36825
WDR51B	-2.233
KCNJ8	1.0155
NOL10	-0.517875
EDEM3	1.60675
TCOF1	0.608
SLC16A1	-3.3585
SF3B3	-1.188
NUDT21	-1.76125
ZNF235	-0.502
KIAA0644	2.57125
ERC1	1.53175
NKIRAS2	-0.248666666666667
