Hybridization REF	TCGA-BH-A0DP-01A-21R-A056-07
ADCYAP1R1	0.1845
GYLTL1B	0.00525
CDH20	-0.212666666666667
FBXO7	-0.13275
TMEM134	0.589833333333333
FLJ14213	1.24166666666667
ZNF3	0.03175
LRRFIP1	0.417
CNOT2	0.143166666666667
ABI3	2.9335
ALDH5A1	-1.32616666666667
HNT	2.6652
SERPINA4	-2.28675
TK2	0.63
STMN1	-1.97311111111111
GUCA2A	0.067
GALNT10	1.83085714285714
DPP6	-0.81445
C9orf93	0.52375
PRELID2	0.375875
STK39	0.5095
SFTPA1	-0.57175
CKS2	-2.24888888888889
RHO	-0.298
C20orf135	-0.507
XKR3	-2.7455
CR1	0.343875
RPS6KA2	1.03321428571429
C20orf112	0.46675
MRPL22	-0.1775
C4orf23	0.245333333333333
GADD45B	2.21575
KLHDC1	1.75083333333333
C2orf48	-2.329
ZNF287	0.923
DAAM2	-1.1645
DPPA2	-3.9255
TCTN3	0.282666666666667
DNAJB11	-0.3205
FPR1	4.1135
DEFB4	0.216
PTCD2	-0.4477
SMOC2	5.07983333333333
CABP7	0.51575
SERPINB11	-0.19425
MAGEF1	-0.3385
NDE1	0.308833333333333
ITGA10	0.7545
FSHB	-0.203
ANXA2	0.38825
HORMAD2	-0.32225
HLCS	-0.19975
MCF2L	0.9625
FH	-0.014
TBC1D24	1.65225
KIAA1505	2.75175
LGALS2	-1.044
CNBD1	0.062
SYNPO2L	1.387
PTPN23	-0.0998571428571429
C1orf183	-1.07966666666667
MAGEA8	-2.89125
DGCR8	-1.744375
GSR	-0.64475
PAQR7	0.12475
ZNF676	-1.086
CACNA1C	0.7582
SP7	-0.328
PDCD6	-0.45
NRN1L	-1.4095
BRI3BP	-0.9315
KIAA1183	1.4185
ASB4	-0.29875
CCL23	1.5457
OBSL1	-1.0025
SLC12A7	1.2575
KIAA0240	1.2785
CD1B	-2.87266666666667
FCGR2A	2.345875
MDC1	-1.5725
HTR1A	-0.0926666666666667
OCEL1	0.16725
ATP11B	-1.0140625
FBXO34	0.249
PCDH12	3.833
RPE	-1.157
C17orf74	-0.1275
CSDC2	1.31966666666667
PET112L	0.19875
TMBIM1	0.915
P2RXL1	-0.65075
TCHP	-0.93725
TRMT1	-1.03866666666667
F2RL2	1.03358333333333
LRRC32	3.40433333333333
IMPG2	0.2515
BGLAP	0.338
LOC493869	0.390083333333333
MRAS	1.910625
SLC35F5	0.353
CBWD1	-0.95
AXL	-0.6925
ATP2C2	1.6465
TELO2	-0.118
PNPLA3	-2.367
PCDHB14	0.70125
CD276	0.394
KRT80	-1.6235
DUSP28	0.156
CSNK1E	-0.101833333333333
SRP14	-0.015
KCNQ4	0.2225
KRT72	-0.182666666666667
CCDC117	-0.0565
C6orf89	0.0629444444444444
TUBB2B	-1.39333333333333
RTN4IP1	-0.861
CR1L	-3.52716666666667
CEND1	0.51475
C12orf41	-0.5735
RNF31	0.23625
UBN1	0.3555
C17orf32	-0.144375
SLC5A7	0.188
GPR92	1.6325
ESAM	2.7303
CTNNA1	0.738333333333333
HRBL	0.3127
CBX4	0.64275
TMEM182	-0.12975
SH3TC2	-1.10266666666667
IL10	0.803666666666667
PXMP4	-0.081
RNF167	-0.2137
PAK7	2.213
ETV3	-0.445
ATPIF1	-0.7215
LOC554207	-2.0325
OR8H1	-0.293
WDFY3	1.046375
DPM1	-1.61
GPSM1	-0.5445
WDR92	-0.1426
LRP1	1.00783333333333
ANKH	0.027375
THUMPD3	-1.25525
POLR1B	-0.854
OLFM4	7.266
RAD9B	0.403
TSPY2	-4.6755
PAX6	-2.14333333333333
SCG2	-1.84725
SLC17A6	0.572
FMO3	3.423
PADI4	0.00787499999999999
TUBB4	-0.7536
NLK	-0.58225
POU4F3	-0.6545
SDF4	-0.17425
ITGBL1	3.23983333333333
NETO1	-2.261625
TAP2	0.148875
ABBA-1	0.115916666666667
GNAI1	-0.4715
VPS4B	0.94225
NOPE	-0.2198
GALNT6	3.1885
SESN1	0.528125
GBE1	-1.50555555555556
CLASP1	-0.1505
RASGEF1B	0.921375
ACOT11	0.149928571428571
AFAP1	0.9815
OR2H2	-0.082
DPY19L2P1	0.1275
DZIP1	-1.76925
SEC22C	-0.434666666666667
GPR161	-0.326416666666667
RNF146	0.1375
WDR74	-0.841875
GALP	0.247
PURA	1.59975
DNPEP	0.64825
RP11-78J21.1	-0.594
ERBB2	2.19225
FANCM	-1.00525
NEO1	1.2075
DDX3Y	-4.8724
RPS3A	0.859
MXRA7	0.2445
LGALS3	-0.0953333333333333
GLT8D1	0.4225
CFL2	-1.5285
UPB1	0.5185
NAP1L5	-0.53175
CLDN14	-0.38025
DHX38	-0.56875
BTBD1	-0.4905
TARS2	0.288833333333333
ABCF1	-0.5215
FCF1	0.153
LRRC49	0.28325
GUCY1B2	-2.1585
C1orf177	0.8645
SMARCA4	-0.9755
LRP8	-3.6525
TAGLN3	-1.17175
MRPL14	-1.26675
TTRAP	-0.8695
ZDHHC20	0.22525
NFE2L3	0.16475
KIAA1377	2.4395
PALMD	1.4694
TMEM43	-0.05975
TTL	-1.6685
STAT5B	-1.00716666666667
SSB	-1.21975
OR10H5	0.1195
SLC22A13	-0.9015
AKAP3	0.87625
TIMM23	-0.334333333333333
OAS2	1.43925
KIAA0423	0.789
TRIM11	1.0705
GLIS3	1.956125
TMEM50B	-0.1335
ARHGEF4	-0.994375
DEGS1	0.209454545454545
TBL1XR1	1.23843333333333
G6PD	-2.3975
SP140	1.1887
MUC17	-0.129714285714286
NUDC	-0.4398
DNAJC5B	2.14766666666667
SCARA3	0.766833333333333
CPA3	7.38433333333333
BCAT2	-0.260875
MFN1	-0.7684
NRG3	0.0025
SNX11	0.194
PLEKHH1	-1.57416666666667
GPR177	0.83
HCFC2	-0.06075
TCAP	-1.345
MOCOS	-0.89675
C14orf93	0.172
PRDM10	-0.474833333333333
SLC16A4	1.31116666666667
SRGAP1	-0.7155
VIP	0.18
DUSP27	1.11766666666667
LILRA1	1.4252
MC2R	0.0575
MGC24103	-0.9305
MBTD1	-1.764
FUT11	-0.601333333333333
USP33	0.2635
C15orf39	-1.2495
MAP3K12	0.023875
PAAF1	-0.3045
BARHL1	-0.1765
FLJ16165	-0.998
PIWIL2	-2.24825
SYNE1	0.753333333333333
CMTM4	0.080875
TSPYL1	0.69
GUF1	-1.445
TMEM157	1.97
WDR44	0.51925
HIST1H3C	-0.71775
DKFZp666G057	1.625
RNPEP	0.92525
GAS2L2	1.29116666666667
ADH4	-4.60275
GRPR	3.5885
FBXL17	1.51575
ZBTB10	0.538916666666667
Gcom1	0.611277777777778
HTRA1	2.3866
ZNF585A	-0.414333333333333
SLC26A2	0.307571428571428
OTOP3	0.177666666666667
WISP1	2.87133333333333
ATP2B4	0.393583333333333
FLJ10769	-0.00425
CRAMP1L	0.199375
CHST12	0.0985
RAB22A	0.311083333333333
TARDBP	-0.439642857142857
STAU1	0.14825
CRB3	2.03416666666667
MIG7	-1.36925
CHMP1A	-0.3445
ZNF160	-0.321875
B3GALT6	0.25825
BARX1	-0.957833333333333
C6orf167	-2.2853125
NXNL1	0.4165
DHX29	0.914375
HADHB	-0.2155
PLXNB2	1.153375
ILDR1	-0.77
SLC15A3	3.24575
GAS2	-2.53216666666667
C20orf69	0.03
NUMB	-0.0875
TNIP1	0.626375
MESP1	0.279
PSKH1	-0.2345
NSFL1C	-0.179125
RHOG	0.37475
HEY1	-1.8725
KNG1	-2.1095
ITGAX	2.5095
LIN9	-0.557666666666667
CANT1	-0.13075
XRN1	0.241285714285714
CCDC96	2.1443
HEATR6	-1.04716666666667
GNG7	0.954416666666667
RUNX2	1.8431875
SOX1	0.551333333333333
FCRL5	0.4573
ZNF99	-0.3
FAM9A	-1.5775
SNX22	0.0896666666666667
MBNL3	-2.15583333333333
ODC1	-2.1666
ADORA2B	-0.9175
NR2F6	0.18075
ZFYVE16	-0.0560555555555556
SYNJ2BP	0.2764
POLE	-0.94925
E2F2	-1.611
THRA	1.05483333333333
PTGES2	-1.28333333333333
HIP1R	0.440166666666667
TMUB1	-0.101166666666667
ENO3	-2.523
RSPH10B	-0.2295
CXorf39	0.782875
IRGC	0.04025
GPR109B	0.37
FLJ13305	-0.6885
LCE3A	-0.068
TNFRSF18	0.623333333333333
DET1	0.0135
TRPM3	-0.465166666666667
C16orf79	-1.8845
FECH	-0.167
RAP2A	-0.421333333333333
CRIP1	1.97716666666667
AZIN1	0.305
SLC7A7	3.68725
IL10RA	1.4055
TMEM64	-1.2285
CDC42EP4	0.6631
C16orf58	0.769
ARG2	-3.0845
POU5F1P4	-5.03525
FAM62B	0.232
DNAH8	-2.3002
ASH2L	0.00537500000000001
TSLP	-2.01416666666667
CNTNAP5	-0.00233333333333338
TMEM16C	0.20675
IFNA14	1.276
SLC1A3	1.469125
CABYR	2.60775
BCL7B	0.4854
NUDT13	-0.539833333333333
C13orf28	0.79825
C1orf53	-0.275
ARL6IP4	0.1225
RPL35A	0.02075
EMR3	0.979
RAB40C	0.765666666666667
SLC41A1	-0.127833333333333
LRCH1	0.115
LY6G5B	-1.026
FAM124A	0.0251428571428571
MGC10981	-4.03683333333333
CLIP3	0.2536
MAP4K2	-0.472833333333333
CHIC1	0.7195
SULF1	4.265
C20orf30	-0.0410714285714286
PRDM5	-0.493
ELOVL1	-0.11825
C11orf48	-1.248
SLC39A10	0.06625
KCNV1	-0.31325
ACP1	-1.059
ZMYM2	-0.610625
B3GNT6	-0.259833333333333
C9orf69	-0.127
C2orf15	1.21475
C20orf166	0.527
HSP90AA6P	-1.4695
EDG7	-0.619
NEURL	-0.704
LPL	2.37583333333333
CLEC2D	-0.352428571428571
GRRP1	1.7705
CD8B	-2.2383
HIST1H3D	-1.1245
SLC6A12	0.947625
FAM27L	0.079
CD84	2.48
RASA1	-0.128
PHKG1	0.117
MAGEA11	-2.0705
IMPA1	-1.2712
NPM3	-0.94375
RARRES1	3.7115
SH3BP1	0.155625
B3GNTL1	-0.536
ARPC5L	-0.7425
KLHL26	0.57825
SIM2	-1.211875
GJC1	0.362
C20orf194	0.4175
EXO1	-2.6785
SLC2A2	-2.693
LOC285074	-1.44375
LRG1	2.6535
KIRREL	0.362
PIK3R1	2.23228571428571
C4orf34	1.02325
MAF	-1.09722222222222
ADCY4	3.66866666666667
ZMIZ2	0.5624
SLC46A3	1.427
STAMBP	-0.483
CCDC16	0.479
MS4A12	0.213
TCF20	0.3635
LRRC46	2.8525
C20orf152	-0.1805
MRPS6	-0.837875
ABCB11	-0.474
KCNC2	0.388666666666667
CDH19	-1.41533333333333
C9orf123	-0.44
SSH3	1.517875
LDLRAD1	-0.616
CCBE1	0.242
ZNF135	0.370125
TAAR1	0.6675
WFDC12	0.2405
CCDC42	0.164333333333333
FLJ12529	-0.67325
PER1	0.8205
TIMM50	-1.01283333333333
SMARCAD1	-0.378
FAM26C	-0.423
TP53TG3	-2.2895
SH3RF1	2.6241
LMCD1	3.2655
GPR63	-0.728
FLJ21986	-2.214125
AIFM3	0.16525
MICAL1	-0.0481666666666667
BLZF1	0.870833333333333
IQCA	3.07033333333333
PCDHGC3	-0.5575
SAC	0.883
BCL6B	2.46216666666667
DDO	0.75375
MARCO	3.68325
DCHS1	1.2075
C1orf170	0.501666666666667
CD200R1	1.13433333333333
C22orf15	0.3425
SEPT11	0.807666666666667
ADNP	-0.4725
UST	-0.1749
C13orf34	-1.80016666666667
RFFL	0.345357142857143
APBA3	-0.313
C2orf60	-0.9285
CUTL1	-0.0879
PMS1	-1.3895
ZNF689	0.3495
EIF3E	-0.192833333333333
IL9	-0.309666666666667
RPL31	0.015
LY9	0.272333333333333
ATP2B3	-0.0035
KDELR2	0.668041666666667
TFCP2	-0.097875
NLRP12	0.831625
FLJ45422	-0.2755
TLE4	-0.6787
ZNF570	-0.309
FLJ43806	-0.4245
TLK2	-0.50175
CIR	0.8795
MARS2	-0.5945
COL24A1	1.0115
SDF2L1	-0.6915
HIBADH	0.419166666666667
IGFBP3	-1.64114285714286
C12orf23	0.633875
PSPC1	-0.6175
C20orf43	-0.10225
TRAV20	0.302
ARHGAP24	1.521
KIAA1975	-0.4955
C1QA	3.7948
DNTT	-5.15466666666667
C10orf6	-0.329833333333333
C11orf41	0.009125
HNRPF	0.2755
COL11A1	6.651
UBAP2	-0.935
CDKN2AIPNL	-1.458
C20orf174	3.112
SPRED2	0.285
PLA2G12A	0.265
ICEBERG	-1.7502
SCN10A	-1.0855
C11orf65	0.78125
GBP5	4.7025
PITPNC1	-1.25533333333333
POU3F3	1.4045
NCOA7	1.138375
LIN7C	0.1958
LOC348840	-1.3575
NKX2-2	-1.481
ANKRD13D	-0.0585
LOC123688	-1.1145
FUT2	2.8195
TAAR8	0.3705
FZD4	0.390166666666667
PNMA3	-0.298833333333333
OR4L1	0.34
WIT1	-0.101
EXOC3L	1.20025
ATPBD4	-0.6821
KRBA1	-0.282
UBXD6	-0.3795
HOXB7	-0.907785714285714
C7orf23	-0.1345
UNQ338	-1.2105
STAB2	0.9865
CDC20B	2.733
IRF9	1.63075
CENTG1	0.7175
TNPO2	-1.17
MCPH1	0.680875
BMS1P5	-1.5985
SLC26A7	-0.0995
HIST1H3J	-0.0235
C9orf3	0.4025
LBH	1.41925
MYO1D	1.344125
PTDSS2	0.44
NFU1	0.44475
DEPDC4	-1.471
WNT7B	2.1647
GLP2R	-0.214
SETD4	-1.2324
DYNLT3	-0.3424
FKBP11	-1.01066666666667
SESTD1	0.749
FLII	0.44625
RPS16	0.1906
CHPF	-0.317666666666667
CSNK2A1	-0.378166666666667
SUMO1P1	-0.33675
FKBP6	-1.2425
ZNF214	1.75066666666667
TWIST1	0.271666666666667
DDX56	-0.462333333333333
TRAM1L1	2.6729
EPO	-3.18516666666667
MRPS18B	-0.525
ZNF682	-0.629666666666667
RPL14	0.306166666666667
MAFF	0.698
LOC51136	-1.309125
LY96	0.18725
DDX20	-0.37375
ABTB1	0.9375
ARL5A	0.2022
CCT6A	-1.12325
HEPACAM	-0.598166666666667
EHHADH	-0.425166666666667
RBAK	-0.256166666666667
CGB1	-0.34625
ITGB5	1.4262
YIPF3	-0.39175
FKBP2	-0.288
NR1D1	0.7741
TMEM110	0.1395
NEK2	-0.573833333333333
PRAMEF8	-3.316
C20orf52	-1.29433333333333
PCDHGA3	-0.7725
VWA3B	0.726
NDUFA5	0.1195
THAP9	-0.8295
FLVCR2	-0.516166666666667
AP1S1	-1.383875
SMAD6	-0.30475
SAV1	0.551375
SAT1	0.26575
ZNF251	0.495125
ADAMTS7	0.4235
RPP38	0.03175
C1orf211	-0.7025
YPEL2	1.4859
RBMS1	-0.07175
ZNF445	-0.228333333333333
NRXN2	0.7465
PGBD4	-0.411875
UGT2B28	-2.795
WBSCR16	-0.2265
NLRC3	0.367375
ASTL	-0.01675
ST6GALNAC1	-3.187
ZADH2	0.081375
MLLT4	0.37875
ARL6	-0.054
MEF2C	1.37
CBFA2T3	-2.606
AFF3	1.90514285714286
COG7	0.741333333333333
MYB	-0.194166666666667
PLXNA3	-0.2205
XRCC2	-1.70183333333333
MMS19	-0.49425
ST8SIA5	-1.245125
CHPT1	0.615666666666667
KIAA1712	-1.1855
OR6X1	0.1775
ACTR3	-0.28275
UGCG	2.28816666666667
OR4P4	-0.993
ZAP70	-2.816
LPP	1.536875
ZNF485	-0.00974999999999999
PTPRCAP	0.15275
IL12RB1	0.752
ATRX	0.563
CHST8	0.69225
C14orf109	-0.218
ARV1	1.07425
NMB	0.0377142857142857
COX5A	-1.66383333333333
EIF6	-1.0355
MPPED2	-0.0313333333333333
SEMG1	-1.6055
CHRDL1	0.876
TRAF3IP2	1.4335
WNK2	0.04425
LILRA4	3.2665
LAMA2	5.116
PXT1	0.333
RLBP1	-3.256
CD300C	1.1015
SLTM	-0.342
FLJ10404	-0.082375
APOBEC3D	-1.801
RENBP	0.69
ATXN7L1	0.957875
NID1	0.358
TUBGCP3	-1.06625
ITIH5	1.33222222222222
CCDC110	2.10925
C8A	-3.64675
MGC87042	1.083
HOXC13	1.3765
TFDP2	-0.6815
HCP5	1.870625
POLI	0.3695
UCN	-0.636666666666667
ZNF764	0.689333333333333
C8orf45	1.212
FHL3	-0.5155
SPATA5L1	-1.436
MMRN2	3.53516666666667
NDST1	0.7215
COL20A1	-0.342
ZNF248	-1.2545
PELP1	-0.500166666666667
MBL2	-2.462
RNF41	0.444625
C5orf24	0.132
THOC5	-0.167875
SERINC3	0.1935
RP11-151A6.2	-0.28525
CDCP2	-0.09625
HIST1H2AA	0.11975
C11orf75	0.438333333333333
FKBP7	0.504
DDOST	-0.1505
GPNMB	1.31033333333333
TTF2	-1.817
KCNT1	-0.104166666666667
SLC39A14	-0.164125
NGRN	-0.0772
GPR137B	1.0975
MECP2	0.091875
PSMA1	-0.58975
C16orf73	-5.74575
TMEM60	0.617666666666667
CSN3	0.6035
NOS1	0.435833333333333
RAB7L1	1.185
YBX2	-0.2125
KIAA1166	-0.096125
FUBP3	-0.270666666666667
ABCG1	1.07
ACACA	-0.6945
ARL11	1.2155
ATOH1	0.109
ODF1	0.4002
CREB3L3	-1.67483333333333
TMEM127	1.28014285714286
DSCAML1	-0.503
PLN	2.63283333333333
LYPLA1	-0.88275
PRDM9	-2.08
SASP	0.3605
PLUNC	3.7255
INTU	0.3375
HISPPD1	-0.6055
LNPEP	0.309333333333333
YARS2	-0.920833333333333
APCDD1L	-1.225
ZCCHC4	-0.3415
FBXO22	-1.35833333333333
TTLL13	-1.3345
ZNF669	-0.281833333333333
PTGDR	2.90775
DDX27	-0.57125
KIAA0409	-0.106
GJB6	0.19725
ASB8	1.0015
PLP2	-0.476
MEPE	-0.136
OR10J5	0.3775
KRT222P	1.9745
COQ7	0.4375
C1orf101	2.16575
RERG	2.8814
CHMP5	0.2715
THAP11	0.247
ZNF43	-0.277666666666667
ZRANB3	-0.8085
KRT13	5.1435
MRPL19	-0.828
RBBP9	-0.51275
SPATA17	2.037875
BXDC5	-0.306666666666667
PAFAH1B1	-0.464333333333333
MAGEE1	0.6235
OSTF1	-0.103
KIAA0323	-0.406583333333333
TXNDC13	0.251
CNTN4	1.99975
LCE1B	-1.396
UNQ501	0.51325
ZNF154	0.65375
C3orf64	0.0515
SYT5	-0.1414
PON1	0.3985
FLJ10357	0.06275
ATP4A	-1.422
GNPDA1	-0.108833333333333
MGAT1	1.15366666666667
C14orf121	-0.123
SLC35B2	-0.17575
MIER3	-0.0218333333333333
CHEK1	-3.4785
ZNF8	-0.346
TXNDC1	-0.719833333333333
CKB	-1.1566
RTN3	0.3375
FZD2	-0.482
PART1	-0.48775
PSMB6	-1.15875
PCDHB8	-1.133
PHC3	0.161
PPP1R8	-0.697833333333333
NOVA2	1.305
TNFRSF11B	-0.880375
GOLPH3	0.869
UBLCP1	-0.40675
SUHW3	-0.7985
TTLL1	0.97075
OPN4	0.2855
OR13G1	0.309
ZPBP2	-0.107333333333333
HSD17B11	-0.97475
C9orf50	-0.1585
DHDDS	0.00621428571428573
CTSW	1.7635
NEFM	-0.442333333333333
MRPL28	-0.29225
SYN1	0.647666666666667
PIGV	0.675833333333333
ZIM2	-0.958
APBB1	0.917
SND1	0.1635
C1orf123	-0.318166666666667
CHD3	-0.2665
BHLHB8	0.0705
RNASE2	-0.364166666666667
BCAP31	0.085125
SLC25A44	0.727333333333333
CHD6	-0.4311
PIB5PA	2.74561538461538
SELS	-0.302625
LOC541471	-0.405125
FAT2	2.432
ZNF81	0.268
OR4C16	0.4525
FLJ10081	-0.2176
LRRC4	0.000750000000000008
CS	-0.931666666666667
N4BP2	-0.325125
IGFBP7	2.05575
ZNF318	-0.191333333333333
NDNL2	0.40325
ZNF609	-0.163125
SIRT4	-0.753
EXOSC10	-0.41625
ECE2	-0.259833333333333
OVGP1	2.14075
GTPBP3	-0.97375
PACS2	0.5314
C19orf36	0.0991666666666667
ARL4C	0.10675
ATG4B	-0.4955
UBQLNL	0.8115
RHOXF2B	-3.6445
PLEKHG2	-0.958
GALR1	-0.881
AQP4	0.502833333333333
HDAC7A	0.283166666666667
DCUN1D3	0.7125
OR8A1	0.074
CCRN4L	0.11825
CBR4	0.2455
KIFC1	-3.02183333333333
SLC7A14	-1.352
LHX5	-0.6145
TRPC7	-0.487
LPXN	-0.3195
SERPINA1	-2.12525
RPS13	0.2268
BPIL3	-0.927
PRKAA1	-0.7835
FADS2	-0.0799
ENAH	0.946375
PRO1768	-0.0295
APBA2BP	-0.20025
LIPH	2.7435
C3orf33	-0.859
RCC2	-0.430357142857143
ALDH1A2	-2.9745
RNF103	1.715
AHCY	-0.781375
ALG12	0.51
CCL17	1.8835
ZNF543	1.10466666666667
ESRRG	2.4406
CNGA1	1.42075
RDH5	0.412
OTX1	-0.7161
PTGFR	-0.569666666666667
CDR2	0.5565
SELE	3.73475
NLGN2	-0.287166666666667
EXOSC9	-1.303
ZNF566	-0.0831666666666667
KLRC2	-3.8095
GPR12	0.543
KIAA0196	0.5685
PDRG1	-0.77275
SSR3	-0.317285714285714
MSI1	-0.691
CST9	1.145
CC2D1A	-0.091875
PLAGL1	-0.357055555555556
ZNF778	-0.584
RNF2	1.096125
KLF6	2.026
THBD	2.6905
tcag7.1314	1.7145
NR5A1	-0.4715
ABCD2	0.3505
DNAJC7	-1.98775
CLEC4C	0.076
TM2D3	0.14475
CCDC4	-1.23
PLAC2	-0.08825
DCD	-0.5445
FAAH	1.43
POLA1	-0.6865
TM7SF2	-0.851125
FLJ39822	-0.0185
FLOT2	0.052875
MAP4K1	-0.353666666666667
SRP68	-0.329875
C21orf74	-0.052
ARPC5	0.206875
LOC126075	1.8155
HECW2	-0.076375
ZDHHC4	0.0225
ANKRD42	1.8637
PDE9A	-0.651
ABCA8	1.03575
NDUFS2	0.797
UBR5	0.105875
BTBD16	-3.253
LOC554174	-0.0865
ZNF20	0.8175
KIAA1843	0.6055
WDR17	-0.853857142857143
C15orf33	0.0615
RNF113A	-0.10075
CAMKK1	-0.6041
CLCN2	-0.5045
ANXA6	-0.889
LOC340069	0.287
EMID1	1.179
DPM3	-0.368916666666667
ELA1	0.427
SLC25A13	-0.7351
KRT24	0.06375
SMPD1	0.4565
TH	0.037125
COL6A2	1.35971428571429
ANKS1B	1.516
GPR126	-2.7184
ZC3H12A	0.940166666666667
TMEM47	0.504166666666667
C2orf51	-0.489
C1orf88	4.25766666666667
HSF2BP	-0.59125
AKAP10	0.27475
RPAP3	-0.733
KLHDC8B	0.638375
STOM	1.4551
MUPCDH	0.045375
C10orf72	-0.3035
PLEKHA3	0.732416666666667
TCP11L1	-0.19825
CWF19L1	-0.2805
SPEF1	2.92807692307692
YSK4	2.4695
ELN	3.1737
SAMD8	0.325833333333333
MPI	-1.18383333333333
MEPCE	0.4538
ABCC3	-0.217875
NANOGP1	-4.147
KCNK17	1.909125
HLA-DMB	4.895
RRAGA	0.84975
ANGEL1	-0.241
RBM32B	-0.125
CPN1	-3.56625
MGC52282	-0.518
HLA-A	1.7435
OR9G4	0.1725
EDNRB	-1.37275
SCD	-1.01007142857143
C14orf80	-0.975166666666667
BAGE2	-0.345
RABL4	1.42083333333333
RCVRN	0.389
SHANK1	-0.014
NLRP7	-2.84
CD226	1.10025
STAT3	1.520625
SYNJ2	-1.3501
TPCN2	-0.512333333333333
WDR36	-0.77125
MBD4	-0.40175
ROBO1	-0.8519
ST3GAL6	-2.80925
SLAMF8	3.72583333333333
ATN1	0.491666666666667
GPR141	0.77875
KRT36	-0.0965
TPH1	0.5315
DDX52	-0.21325
ZSCAN29	-0.658333333333333
TRPT1	-0.0886666666666667
DPEP3	0.69775
DENND4A	-1.083
TSPAN16	-0.733
PTCHD2	0.176
LOC145814	-1.127
CAP1	0.238833333333333
EIF5A2	-0.8772
NT5DC3	-0.78125
SEPT9	-1.163625
SEZ6L2	0.33725
EGFLAM	3.701
VPS11	0.80775
NDUFB5	-0.353
CIDEA	4.04466666666667
IER5L	-0.13175
N6AMT1	-0.2955
FAM83C	-0.3455
OXR1	0.991333333333333
IRX1	1.3335
DGKB	-0.313666666666667
GCN5L2	-1.96875
MIR16	1.0495
FBXW9	0.178
WDR4	-2.19116666666667
PDC	0.123
VPS33B	-0.5085
HEXB	0.36625
FLJ32214	1.0285
TCEB3	-0.675
CRLF1	-3.7295
ABI3BP	1.3335
C8orf22	-4.45025
PYCR1	-0.99025
KIAA1706	1.51475
CDK5R2	0.72975
WAS	0.179
C12orf60	-0.4485
CCBL2	-0.312
MADD	0.331
C5orf34	-1.97225
WDR42A	1.136
KLF12	0.0895
HSPA1A	0.9455
ITM2C	-0.989416666666667
DAPK2	2.148
LOC442590	1.801
SUMF2	0.606875
CENPA	-3.30753846153846
TMED5	-0.675375
CDH6	-0.8455
BRP44	1.094375
THG1L	0.31725
GABRA2	-2.0205
C14orf166	-0.29775
MYL1	-1.57783333333333
TNFSF18	-0.333
PAP2D	-1.23333333333333
PPIB	-1.1335
KLHL4	-0.33025
SFN	-0.2125
CCDC127	0.85575
FRAP1	-0.6545
GOLGA5	0.9505
SDCCAG1	-0.201
MGC21675	0.327166666666667
C10orf95	-1.11275
KIAA1345	0.0668333333333333
C1orf163	-0.9095
LACE1	-0.494833333333333
OR10K2	-0.6015
CENPN	-2.78164
TMED2	0.2325
UGT1A6	-2.1605
ANG	0.547
U2AF1	-1.68533333333333
CASC2	0.943666666666667
NMT2	0.116666666666667
OSGEPL1	0.225625
DFNB31	-1.151
SLC6A20	1.20425
DKC1	-1.135
FXYD4	-1.44875
WDR64	0.6115
MGC5590	0.278
CREBZF	-0.398166666666667
DAZ1	-1.0855
PRPSAP1	-1.0025
GCHFR	-1.0625
TTC7A	-0.290375
LOC196993	0.52825
UBD	2.20666666666667
S100A1	-0.39525
RPL6	0.363
DNAJB6	0.85215
NAGS	1.5817
C2orf58	0.8365
KERA	2.66533333333333
MT1X	-0.604
UBE2B	0.5286
KEAP1	0.65875
MST1	-3.002375
OMA1	1.399
ABLIM2	2.15925
BCL2L13	0.0765
JAZF1	0.0853333333333333
TMEM63B	0.4635
S100A8	0.4259
ARFIP2	0.773
UROS	0.12675
KHDRBS2	-0.2985
POLQ	-3.443
SOAT1	-0.285
SPAG4	-1.7615
MRPS30	-0.255166666666667
LOC494141	-0.7
OR2T11	0.3865
ORAOV1	-1.0153
ZNF184	-0.526
TCEB3B	0.703
ADAM21	0.2195
GDPD1	0.31675
SPINLW1	0.194
PRR14	0.532333333333333
KCTD9	0.311
NUDT3	0.04575
KIAA1822	0.806
HIST1H4K	-0.0935
DFNA5	-1.46325
GABPA	-0.66675
C14orf44	1.18625
POLB	0.678875
PTAR1	-0.8455
SEC31A	0.7243
TRIM58	1.9685
TAS2R14	-0.737
VPS8	0.14325
H1F0	1.37883333333333
PRKCB1	-2.15083333333333
UGT2A1	0.2395
TOR1B	-0.5405
LSS	-1.6965
C2orf19	0.1025
HNRNPC	0.191642857142857
TMEM100	-0.0713333333333333
LOC116349	0.1005
OR51M1	0.058
CCDC142	-1.1095
ISG15	0.297125
ZCCHC14	-0.34925
CREBL2	1.038625
TGDS	-1.96425
DC2	-0.6145
CACNA2D3	-0.503642857142857
ZNF429	-0.329375
LYPD6	0.384166666666667
SUCLG1	-0.336
OR51I1	-1.447
MAGEH1	2.14625
PRPF40A	-0.2755
SMR3A	0.933
SPINK2	-0.03625
THAP2	0.565625
NPY5R	-0.80725
IRF4	-2.2715
SPESP1	-2.1985
OR10S1	0.4005
DTD1	-1.001
TUBE1	-1.234
DDX19A	-1.105
PDPN	-0.347125
TMEM34	0.523333333333333
MGAM	4.661
COL3A1	6.42077777777778
GFM2	-0.1434
OR5A2	0.241
PSG9	-0.985
ARHGEF11	0.75
IVNS1ABP	-0.985125
SIGIRR	1.1305
DUSP19	-0.283625
DNAJC14	0.1939
