Hybridization REF	TCGA-BH-A0DK-01A-21R-A056-07
OR4P4	-0.077
ZAP70	-1.67075
LPP	1.651875
ZNF485	-0.633
PTPRCAP	1.26575
IL12RB1	0.90575
ATRX	0.334
CHST8	2.48625
C14orf109	0.3445
ARV1	0.48975
NMB	-0.570285714285714
COX5A	-0.849166666666667
EIF6	-0.8905
MPPED2	1.17
SEMG1	-3.464
CHRDL1	1.3755
TRAF3IP2	1.2435
WNK2	-0.67925
LILRA4	3.28233333333333
LAMA2	5.061
PXT1	-0.075
RLBP1	-3.636
CD300C	0.99475
SLTM	-0.1945
FLJ10404	-0.431375
APOBEC3D	-0.150833333333333
RENBP	0.991166666666667
ATXN7L1	0.548125
NID1	1.037
TUBGCP3	-1.06825
ITIH5	1.79755555555556
CCDC110	3.41975
C8A	-3.482
MGC87042	-1.9185
HOXC13	0.9675
TFDP2	-1.42275
HCP5	1.882
POLI	-0.051
UCN	-1.21583333333333
ZNF764	0.563833333333333
C8orf45	-0.9315
FHL3	-0.23275
SPATA5L1	-0.70575
MMRN2	3.48933333333333
NDST1	0.792
COL20A1	-0.169166666666667
ZNF248	-0.546166666666667
PELP1	-0.572333333333333
MBL2	-2.89983333333333
RNF41	0.047375
C5orf24	0.8945
THOC5	-0.174714285714286
SERINC3	0.295833333333333
RP11-151A6.2	-0.1455
CDCP2	-0.3095
HIST1H2AA	0.0845
C11orf75	0.123
FKBP7	0.48525
DDOST	-0.402
GPNMB	0.93
TTF2	-1.42533333333333
KCNT1	0.230666666666667
SLC39A14	-0.758875
NGRN	0.7678
GPR137B	2.29225
MECP2	-0.101125
PSMA1	-0.73225
C16orf73	-5.8495
TMEM60	0.0333333333333333
CSN3	0.3495
NOS1	0.504333333333333
RAB7L1	-0.370833333333333
YBX2	-1.433
KIAA1166	-0.444625
FUBP3	-0.480166666666667
ABCG1	2.399
ACACA	-1.27866666666667
ARL11	0.7011
ATOH1	0.4815
ODF1	0.0902
CREB3L3	-1.68266666666667
TMEM127	1.65757142857143
DSCAML1	1.02025
PLN	3.37383333333333
LYPLA1	-0.625416666666667
PRDM9	-2.40466666666667
SASP	-0.09325
PLUNC	0.340666666666667
INTU	0.106
HISPPD1	-0.309
LNPEP	0.438
YARS2	-0.866
APCDD1L	-1.1845
ZCCHC4	-0.7992
FBXO22	-0.7445
TTLL13	-0.8065
ZNF669	0.6025
PTGDR	3.49475
DDX27	-0.6455
KIAA0409	-0.670833333333333
GJB6	0.51975
ASB8	1.04875
PLP2	-0.132666666666667
MEPE	0.985
OR10J5	-0.177
KRT222P	0.67875
COQ7	0.0961666666666667
C1orf101	0.27175
RERG	3.0515
CHMP5	1.06075
THAP11	-0.12425
ZNF43	-0.402333333333333
ZRANB3	-0.5955
KRT13	0.827875
MRPL19	-0.590375
RBBP9	-0.423
SPATA17	0.651375
BXDC5	0.0701666666666667
PAFAH1B1	-0.80475
MAGEE1	1.0675
OSTF1	0.546
KIAA0323	0.0420833333333333
TXNDC13	0.5335
CNTN4	2.690375
LCE1B	1.193
UNQ501	-0.149
ZNF154	0.595
C3orf64	0.27525
SYT5	-0.0692
PON1	-0.5354
FLJ10357	-0.32625
ATP4A	-1.3805
GNPDA1	-0.349333333333333
MGAT1	1.193
C14orf121	0.256
SLC35B2	-0.2955
MIER3	0.574666666666667
CHEK1	-2.513
ZNF8	-0.0703333333333333
TXNDC1	-0.6505
CKB	-0.2747
RTN3	0.176642857142857
FZD2	-0.843333333333333
PART1	-0.76575
PSMB6	-0.97325
PCDHB8	-0.421
PHC3	0.7924
PPP1R8	-0.470833333333333
NOVA2	2.31633333333333
TNFRSF11B	-3.611625
GOLPH3	1.11583333333333
UBLCP1	-0.3255
SUHW3	-0.863
TTLL1	1.3425
OPN4	0.0515
OR13G1	-0.6
ZPBP2	0.3364
HSD17B11	-0.162125
C9orf50	-0.4305
DHDDS	-0.333357142857143
CTSW	2.6622
NEFM	-1.9025
MRPL28	-0.796
SYN1	1.13666666666667
PIGV	-0.582
ZIM2	-1.00475
APBB1	-0.101666666666667
SND1	-0.58775
C1orf123	0.242333333333333
CHD3	-0.8465
BHLHB8	0.36875
RNASE2	-0.383166666666667
BCAP31	0.305
SLC25A44	0.580666666666667
CHD6	0.537
PIB5PA	0.264538461538462
SELS	0.64175
LOC541471	-0.932875
FAT2	2.0525
ZNF81	0.216
OR4C16	0.4185
FLJ10081	-0.3478
LRRC4	1.106
CS	-0.534
N4BP2	0.467125
IGFBP7	2.566
ZNF318	0.561916666666667
NDNL2	0.706625
ZNF609	1.023125
SIRT4	-0.99725
EXOSC10	-0.874
ECE2	0.01475
OVGP1	0.517
GTPBP3	-0.593
PACS2	0.2657
C19orf36	-0.8885
ARL4C	0.08675
ATG4B	-0.3585
UBQLNL	0.22825
RHOXF2B	-3.7075
PLEKHG2	-0.713
GALR1	-1.4795
AQP4	0.537666666666667
HDAC7A	-0.059
DCUN1D3	0.05975
OR8A1	-0.5125
CCRN4L	0.595125
CBR4	-0.590333333333333
KIFC1	-1.163
SLC7A14	-1.30166666666667
LHX5	null
TRPC7	-0.4635
LPXN	0.12225
SERPINA1	-2.23925
RPS13	-0.9311
BPIL3	-0.8315
PRKAA1	-1.80875
FADS2	-1.2247
ENAH	-0.5015625
PRO1768	-0.0575
APBA2BP	-0.347
LIPH	2.66983333333333
C3orf33	-0.91725
RCC2	-0.325857142857143
ALDH1A2	-2.8378
RNF103	2.2575
AHCY	-0.73525
ALG12	0.389
CCL17	2.256
ZNF543	1.73433333333333
ESRRG	0.9531
CNGA1	0.38825
RDH5	0.262333333333333
OTX1	0.9115
PTGFR	-1.08383333333333
CDR2	0.350375
SELE	5.29675
NLGN2	-0.839166666666667
EXOSC9	-0.65625
ZNF566	0.415166666666667
KLRC2	-3.2145
GPR12	0.9
KIAA0196	0.16075
PDRG1	-0.395
SSR3	-0.000142857142857171
MSI1	-1.0615
CST9	2.3015
CC2D1A	-0.113375
PLAGL1	-0.469888888888889
ZNF778	-0.77
RNF2	-0.60925
KLF6	1.752
THBD	3.00833333333333
tcag7.1314	0.88825
NR5A1	0.0498333333333333
ABCD2	0.87025
DNAJC7	-1.61875
CLEC4C	0.9205
TM2D3	0.394375
CCDC4	-1.3715
PLAC2	1.40775
DCD	-0.584
FAAH	1.983375
POLA1	-0.076
TM7SF2	-0.446625
FLJ39822	-0.245
FLOT2	-0.644
MAP4K1	0.543166666666667
SRP68	0.00362500000000001
C21orf74	-0.4825
ARPC5	0.46175
LOC126075	1.233
HECW2	1.472125
ZDHHC4	-0.9555
ANKRD42	0.8984
PDE9A	-0.305666666666667
ABCA8	2.21425
NDUFS2	-0.1915
UBR5	-0.993625
BTBD16	-2.65125
LOC554174	0.563
ZNF20	1.1615
KIAA1843	0.478
WDR17	0.072375
C15orf33	0.244
RNF113A	-0.36325
CAMKK1	-1.1718
CLCN2	-0.19725
ANXA6	0.6145
LOC340069	-0.498
EMID1	0.277875
DPM3	-0.6555
ELA1	-0.5265
SLC25A13	-0.9181
KRT24	-0.44
SMPD1	-0.321166666666667
TH	-0.033375
COL6A2	1.2395
ANKS1B	1.53675
GPR126	-3.0811
ZC3H12A	-0.613333333333333
TMEM47	0.976
C2orf51	-0.445333333333333
C1orf88	0.882333333333333
HSF2BP	0.0485
AKAP10	-0.092
RPAP3	-0.732
KLHDC8B	-0.01075
STOM	1.289
MUPCDH	0.0655
C10orf72	-0.12825
PLEKHA3	0.874666666666667
TCP11L1	-0.536
CWF19L1	-0.1755
SPEF1	0.841692307692308
YSK4	-0.3285
ELN	2.2311
SAMD8	0.766166666666667
MPI	-1.926
MEPCE	0.0492
ABCC3	1.2215
NANOGP1	-4.505
KCNK17	2.623125
HLA-DMB	4.48716666666667
RRAGA	0.4645
ANGEL1	-0.7615
RBM32B	-0.013
CPN1	-3.43825
MGC52282	-0.5443
HLA-A	1.91666666666667
OR9G4	0.0205
EDNRB	0.336375
SCD	-0.889214285714286
C14orf80	-0.626166666666667
BAGE2	-0.0465
RABL4	1.35783333333333
RCVRN	0.4445
SHANK1	-0.3655
NLRP7	-2.06025
CD226	2.391
STAT3	0.6044375
SYNJ2	0.0068
TPCN2	-0.162333333333333
WDR36	-0.6935
MBD4	-0.3335
ROBO1	-0.7502
ST3GAL6	-2.74425
SLAMF8	3.94466666666667
ATN1	0.475
GPR141	0.606
KRT36	0.5085
TPH1	-0.1825
DDX52	-0.4185
ZSCAN29	0.162333333333333
TRPT1	-0.513666666666667
DPEP3	0.3135
DENND4A	-0.671
TSPAN16	-0.4095
PTCHD2	-0.1255
LOC145814	-1.06075
CAP1	0.743833333333333
EIF5A2	-0.5
NT5DC3	-0.80375
SEPT9	-0.754125
SEZ6L2	0.585375
EGFLAM	3.84075
VPS11	0.553125
NDUFB5	0.136166666666667
CIDEA	4.08316666666667
IER5L	0.74575
N6AMT1	0.18175
FAM83C	-0.86075
OXR1	1.29366666666667
IRX1	0.9935
DGKB	-0.772333333333333
GCN5L2	-2.61975
MIR16	-0.052875
FBXW9	-0.8455
WDR4	-2.58366666666667
PDC	-0.0985
VPS33B	-0.273
HEXB	0.04875
FLJ32214	1.2685
TCEB3	-0.881
CRLF1	-3.85375
ABI3BP	2.66575
C8orf22	-4.23075
PYCR1	-0.3975
KIAA1706	0.4165
CDK5R2	0.8365
WAS	1.0225
C12orf60	-0.62575
CCBL2	-0.07825
MADD	-0.3745
C5orf34	-1.414
WDR42A	0.7624
KLF12	0.30825
HSPA1A	2.15125
ITM2C	-0.401666666666667
DAPK2	2.13533333333333
LOC442590	0.1295
SUMF2	-0.269375
CENPA	-1.507
TMED5	-0.412125
CDH6	0.3349
BRP44	0.699
THG1L	-0.58875
GABRA2	-2.26025
C14orf166	-0.04
MYL1	-1.7605
TNFSF18	0.2305
PAP2D	-1.57433333333333
PPIB	-0.483
KLHL4	-0.806625
SFN	0.00250000000000001
CCDC127	0.5095
FRAP1	-0.83075
GOLGA5	1.03825
SDCCAG1	-0.180375
MGC21675	0.0553333333333333
C10orf95	0.2365
KIAA1345	-0.290333333333333
C1orf163	-1.137
LACE1	-0.634
OR10K2	-0.7715
CENPN	-2.11444
TMED2	0.82375
UGT1A6	-1.058
ANG	0.07125
U2AF1	-0.4155
CASC2	0.1075
NMT2	-0.116833333333333
OSGEPL1	-1.058125
DFNB31	-0.6695
SLC6A20	0.085875
DKC1	-1.219
FXYD4	-1.3895
WDR64	0.75425
MGC5590	0.269
CREBZF	-0.370333333333333
DAZ1	-0.226
PRPSAP1	-0.40675
GCHFR	-1.17825
TTC7A	-0.225375
LOC196993	0.72075
UBD	3.0675
S100A1	-0.74125
RPL6	0.476833333333333
DNAJB6	0.77785
NAGS	2.1487
C2orf58	-0.419
KERA	1.98633333333333
MT1X	-0.471
UBE2B	1.0921
KEAP1	0.72425
MST1	-4.00575
OMA1	0.0205
ABLIM2	2.05825
BCL2L13	-0.634916666666667
JAZF1	0.358166666666667
TMEM63B	1.171
S100A8	-1.2705
ARFIP2	0.11225
UROS	0.44825
KHDRBS2	-0.00799999999999999
POLQ	-2.152
SOAT1	-0.80925
SPAG4	-1.96775
MRPS30	0.9005
LOC494141	-1.295
OR2T11	0.7355
ORAOV1	-1.3197
ZNF184	0.593
TCEB3B	-0.113333333333333
ADAM21	-0.1995
GDPD1	1.1295
SPINLW1	0.52425
PRR14	0.0321666666666667
KCTD9	-0.3625
NUDT3	0.22675
KIAA1822	0.6473
HIST1H4K	2.0165
DFNA5	-1.96725
GABPA	0.3275
C14orf44	1.76125
POLB	0.749375
PTAR1	-0.254
SEC31A	1.0569
TRIM58	-1.749
TAS2R14	-0.996
VPS8	0.896625
H1F0	1.5025
PRKCB1	-1.09983333333333
UGT2A1	0.301
TOR1B	0.16275
LSS	-1.12558333333333
C2orf19	-0.8815
HNRNPC	0.236142857142857
TMEM100	-0.605
LOC116349	0.311
OR51M1	0.229
CCDC142	-1.498
ISG15	3.2086875
ZCCHC14	-0.341125
CREBL2	0.79475
TGDS	-1.64025
DC2	0.0875
CACNA2D3	-1.26742857142857
ZNF429	-0.662875
LYPD6	0.243
SUCLG1	-0.604833333333333
OR51I1	-0.6755
MAGEH1	2.39625
PRPF40A	0.441
SMR3A	2.0555
SPINK2	0.69675
THAP2	0.710375
NPY5R	-0.617375
IRF4	-0.7575
SPESP1	2.7715
OR10S1	0.4655
DTD1	-0.88925
TUBE1	-1.415
DDX19A	-0.888
PDPN	-1.099125
TMEM34	0.272583333333333
MGAM	2.08975
COL3A1	5.85566666666667
GFM2	-0.6607
OR5A2	0.625
PSG9	-1.17475
ARHGEF11	0.3395
IVNS1ABP	-0.3014375
SIGIRR	0.1925
DUSP19	-0.5465
DNAJC14	0.4606
ACSS1	0.51675
IL1RAPL2	-0.53
C4orf30	-0.13925
SEPT4	2.734
LANCL3	-2.61175
SPAG17	1.31333333333333
PRDX3	-0.215875
HNF1A	-1.269125
P4HA2	-0.770125
RFWD3	-1.10016666666667
MOV10	0.1115
DNAJA5	0.431
LOC729440	-0.0005
LOC200383	0.62025
SMC2	-1.64975
MIXL1	-0.838833333333333
TMEM9	0.3565
FAM86A	0.886
ZNF174	0.3766
MYH14	-1.0595
CCR8	2.0015
VPS37C	0.00133333333333333
GPATCH1	0.0278333333333333
B3GNT8	2.3015
TBX4	-0.00575
CNR2	1.3955
PCDH1	1.13525
C5orf29	5.070125
OCIAD2	1.703
PLCG2	1.3675
KIAA0247	1.866125
HRH3	0.0648
CAPN13	2.2905
CCR1	0.63
MGC15523	-0.0266111111111112
UVRAG	0.458166666666667
DNAJA2	-0.631166666666667
ITGA2B	-1.08933333333333
CLDN5	3.6975
PTPRN2	1.77707142857143
ZNF512	-0.0628333333333333
PSAP	1.02657142857143
CCDC140	-0.482
LRRC55	-0.1515
CYP26C1	-0.125
C8orf47	0.49225
LYN	0.60775
DUSP6	0.582333333333333
TGFB3	3.63553333333333
ELK1	0.1657
PCDH11Y	0.256666666666667
HGD	-2.5935
C17orf58	1.091
MYO3A	0.56
SERPINE2	-3.922
AARSD1	-1.681875
C14orf73	-2.06825
ADAM33	0
ZNF491	0.1395
MAPK6	-0.921166666666667
TCN1	2.89233333333333
SLC24A6	1.2315
UBE2R2	1.1285
H1FNT	0.3905
TATDN2	0.0521666666666667
LILRB1	2.3015
P2RY5	1.916
NUCB2	0.2825
C2orf37	0.000750000000000002
SNX27	0.816833333333333
MTA3	0.365375
FOXO4	0.344625
ID4	0.648666666666667
SOX5	-1.8265
PXMP3	0.417125
OR52M1	0.1325
SFT2D3	0.180875
INA	-3.37383333333333
MCOLN1	0.77975
NFIX	0.5652
CLEC14A	5.744
HIBCH	-0.926333333333333
PLA2G5	1.06975
TIMM10	-1.13283333333333
MED17	-0.0509
COL4A4	0.334
TPP1	0.488166666666667
GJA3	-1.54133333333333
TMPRSS5	-1.67425
AADACL3	0.526
DNMBP	0.18225
ENPP5	4.5545
NQO1	-0.513
ZSCAN2	0.054125
SEC24C	-0.1875
GTF2A1L	0.1825
AXIN2	0.5858
FAM33A	-0.184666666666667
C16orf13	0.132875
SPNS2	0.86125
TAF1	-0.20725
AP1G2	-0.277166666666667
RBM42	0.369833333333333
HCN2	1.16683333333333
EFHB	1.5635
RUSC1	0.682833333333333
GRIK5	0.0445
USP21	0.0935
ATAD3C	0.91425
ORMDL2	0.339125
PRSS7	-3.26275
PSAT1	-4.949
FLJ13195	-1.394
TBC1D1	0.722333333333333
IFNG	3.349
OTOS	0.290166666666667
ZNF773	0.709666666666667
EMD	-0.95925
RETN	-0.8785
CCL8	4.966
APH1A	-0.118375
COX18	-0.197125
GTF2IRD2	0.328
CCDC82	-1.05575
PAFAH2	-0.00120000000000001
NPEPL1	-1.1437
RP11-114G1.1	0.7535
TP53INP1	1.754125
ZNF300	-1.7255
FOXL2	-3.35275
LARP2	0.455
LATS1	0.66125
HTR6	0.21
SPOCK2	2.3475
RNF144B	2.69916666666667
HTATIP2	-1.075625
MGC10334	-0.00516666666666663
CENTA2	2.78383333333333
FGF2	-0.35375
FXYD7	0.40925
PHYHIPL	-2.143
GPR34	6.91975
DDX6	0.654
OR10W1	0.9555
LHFPL1	-1.493
ZNF313	-0.621071428571429
VPS28	0.55325
AP3M1	0.0527
AKR1CL2	-0.6975
TRAF4	-0.505375
OR2B11	0.2255
C19orf12	0.300333333333333
AKAP9	1.13533333333333
C1orf62	0.23075
SLC20A1	-0.7149
FAM112A	0.8515
LDB2	1.77075
MRPS23	-0.10725
KLK5	2.189
SPTB	0.1797
EFEMP2	0.574
EFNB2	1.7055
PCM1	0.689071428571429
NMNAT3	0.462625
TSG101	0.3255
C8orf40	0.256833333333333
NOB1	-1.18375
ABHD3	-0.31175
GTF3C4	-0.069875
PIGN	0.931833333333333
GALNTL1	1.63325
AEBP1	2.104875
OR9Q1	0.513
ANKRD2	0.0435
CCL28	-0.99875
TRIM38	1.266
TMCC1	0.959
SMG5	-0.6555
LRRC7	-0.651
NCAPD2	-2.19416666666667
C6orf153	-0.47075
C1orf74	-0.28575
OTUD6A	0.292
DCP2	-1.586
TMEM24	-0.60725
RPL18	-0.2795
TMEM177	-0.184
LRRC37A3	1.424
C1D	-0.336666666666667
LDHC	-3.13375
UBE4B	-0.594666666666667
NIT1	-0.267125
BTN3A3	1.68225
RASD1	3.117875
COMMD3	0.79675
SHFM1	0.24475
BIRC8	-0.065
DUT	-0.2105
C12orf51	1.351
LRRC59	-0.187
LY6H	0.5055
WDR22	0.768583333333333
EDEM1	0.649428571428571
ADH1A	3.3975
PANX2	1.1552
CYP11B1	0.309
CDC73	-0.93975
GPR172A	-0.1485
GSTM3	0.846307692307692
KCNA5	1.3485
SERAC1	0.229
NFATC2	0.4865
ANAPC5	-0.0237
C15orf24	0.574
NFATC2IP	-0.93425
TNRC6C	0.575333333333333
MGC102966	-0.92375
FGD5	1.30833333333333
MED9	-0.32875
RAB13	-0.2725
C15orf49	-0.0315
CRYGS	-0.9518
C12orf53	-1.1638
LOC283693	-0.813
COX6B2	-0.34475
PHF14	0.180375
FAM3A	-0.339125
RPL13	-0.3344
PRDX2	-0.1418
FLJ34047	-1.64075
PRMT3	-1.589
KCTD19	-2.0755
TRIM10	-0.812333333333333
MGC26597	-0.1112
GCNT4	0.3955
GPRASP1	1.197
CDKN1C	0.721583333333333
RHBDL2	1.1326
HSPH1	-0.3905
AQP1	3.5745
COL17A1	1.5414
GFAP	0.44525
CDC16	-0.60925
KIAA1614	0.16
C6orf118	-0.5622
ZSWIM5	0.088
FAM83F	4.083
LYNX1	0.50775
SYNPR	-1.149
XG	3.297
PRSS16	1.380375
KIF13B	0.884642857142857
PCDH9	0.6065
HIST1H2AH	0.769166666666667
RBM18	-0.29875
ZNF626	-0.00700000000000005
HEXIM2	0.0525
ITFG1	-0.39
TUBG2	-1.271
SFRS7	0.136083333333333
C9orf14	0.5135
EXTL1	-1.71425
GBP3	2.95466666666667
WDR5	-1.21125
RARG	0.0355
MYO7A	-0.20725
CECR6	-0.25
C13orf3	-1.49525
SFRS18	-0.868625
ACVR1B	0.0353333333333334
PSMD1	-0.179
C7orf31	-0.404833333333333
ILVBL	-0.985
IFNGR1	1.47425
RNF186	1.76275
NOL9	-1.21275
MAGEL2	1.1315
SLC29A2	-0.58125
NHSL1	-1.574
RBMX	-0.694
PSORS1C2	0.477625
RAD51L3	-0.731
LCN6	1.186
ORAI2	-0.767
BRUNOL6	-0.579666666666667
OR4K5	-0.298
CDC123	-0.787
MSLN	-2.69233333333333
WWTR1	-0.7915
ZNF700	-0.692833333333333
COBL	0.87375
PPP1R16B	0.30025
GAS7	0.4937
MDN1	-1.123125
HAAO	0.2325
C9orf68	0.65
TNFAIP2	1.266
FOXN1	0.2
hCG_2033311	0.730333333333333
ATP6V0D2	0.0341
RPL41	0.459625
SLC38A1	0.49875
ARHGAP6	-0.76125
ADAD2	-0.31
PHF20L1	-0.1728125
MCM3AP	-0.216
ST3GAL3	-1.0555
SNX1	0.915833333333333
ELF5	2.095
PARP3	-0.348375
RBM8A	-0.2800625
LINGO4	-0.01
ITGA9	1.1485
ZFR	0.236
ACSL6	0.78025
FLJ20699	-0.0754
DAOA	-0.077
FABP4	6.56525
KCNB1	0.17425
CANX	0.3825
SLC25A28	0.704
ADIPOR2	1.45725
ECHDC2	1.532625
SMA4	0.7175
FRZB	4.238
PABPC1	-0.394166666666667
DMRTB1	-0.25375
APOBEC3G	1.3705
CATSPER2	-1.71433333333333
CUEDC1	2.01766666666667
STARD9	-1.19825
CLDN8	5.052875
LOC23117	-1.88040909090909
E2F6	-0.2515
TMEM126B	-1.15366666666667
DPY19L4	0.21425
GIMAP5	3.63316666666667
NDUFA9	-1.119
FAM77C	1.9865
CTPS2	0.15225
LOC51035	0.359875
WDSOF1	-1.50225
EGLN3	-1.108
PITX3	0.961333333333333
OR52E8	-1.377
GRM4	-0.396
KLK1	-2.14083333333333
GPM6B	-0.08175
RRAGD	0.1085
PAGE5	-3.31825
UCHL5	-1.73216666666667
ULK3	-0.281
AIM2	2.61883333333333
PNO1	-0.879333333333333
OR2F2	0.583
GNAT2	-2.995
SIX1	-2.10075
ST13	0.105166666666667
ZBTB44	0.333875
TIMP2	-0.2785
ZMAT4	-2.861
GTF2IRD1	0.062
ZNF19	0.119333333333333
ZNF714	-1.41425
RSC1A1	-0.28525
C9orf80	0.6345
PSMA8	0.353666666666667
TMEM141	-0.276
COX4I1	-0.983642857142857
CTAGE1	0.224333333333333
DTWD1	-0.983
HSD11B1	2.7985
KRT6B	3.84575
ARID4B	1.201125
LHFPL3	0.27275
WWP2	0.118833333333333
ZNF326	-0.238833333333333
RGPD1	-1.123
CTSH	0.285666666666667
FASTKD1	-2.086625
PAF1	0.2531
TTC9C	-0.0725
IFT57	0.5338
PRSS36	0.529
IL20RB	-2.093
ZNF592	-0.0313333333333333
DCTD	-0.0361
CFP	2.23225
MFNG	0.258875
JMJD2B	0.8345
ALDH3B1	-0.8435
THSD4	1.81466666666667
KCNJ5	3.6055
LMNA	0.475333333333333
TBCD	-0.071125
ZNF250	0.0095
CASQ2	2.697
PEG10	2.34841666666667
PRAME	-5.5148
NP	0.1175
TRIM59	0.233333333333333
ZNF12	0.769875
XTP3TPA	-0.241
SIGLEC7	0.6317
PANK4	-0.837
FAM70A	-1.4615
SNED1	0.38425
HIP1	0.5878
RAET1E	-1.39083333333333
AMAC1L2	-0.9515
AHNAK2	-1.20808333333333
TOE1	-0.495333333333333
RECQL4	-1.62775
SPRYD3	0.731
DPAGT1	-0.88225
MAGED2	2.7452
ANKRD55	1.32525
TRPS1	2.91416666666667
DOK7	1.46775
TFPI2	-5.89425
GTF2H3	-0.200666666666667
CYP4F11	-0.173875
LHX2	-1.34633333333333
ATG16L1	1.13916666666667
ASB12	0.1985
C1orf116	3.984375
NF2	-0.7827
POM121	-0.8516
PHYHD1	0.4682
TXNDC17	-0.155333333333333
DKFZp779O175	-0.8085
NUP62	0.0687857142857143
MYO18B	0.621833333333333
PRAMEF1	0.3365
TCBA1	0.78975
TMEM168	0.0875
FJX1	2.68216666666667
CLCF1	0.12525
SEPN1	0.481625
IGSF2	0.3275
NUDCD1	-0.644
TFF3	3.861
NDFIP1	0.615857142857143
CHCHD4	-0.959
TNR	0.366
CUTA	-0.4065
USP44	-4.548
DPP10	-0.9218
IWS1	-0.503166666666667
PCGF1	0.27725
SULT1C4	-0.0425
NTF5	1.049
PTPN13	0.8435
SSTR5	1.41
SFRP1	0.001875
IDH3B	-1.3285
SUOX	0.8445
TMCO5	0.47425
GOLT1B	-0.17275
MIB1	0.495142857142857
PCDHGB1	1.328
SUSD1	-0.46725
ICAM5	-3.30833333333333
PAPOLB	-0.6795
URM1	-0.1371
TMEM106B	0.344833333333333
LRIG2	-0.69875
SLC27A5	-2.50775
CLIC6	2.073
ZNF420	0.273166666666667
SCN9A	-1.68288888888889
KIAA1909	0.478
ELMOD1	-2.58375
PRKAG1	-0.32075
FAM64A	-1.86455555555556
EEF1G	-0.30625
SMAD5	1.00675
INCENP	-1.424
WASF2	-0.99
GARS	-0.793
CDK10	-1.0999
HLX	1.40433333333333
MDM4	0.079875
ZNRF1	-0.797571428571429
HHATL	-2.48016666666667
FAM21C	1.1724
HIST2H3C	0.2135
PFDN2	0.178
ZNF200	-0.40725
NDN	0.00875
HBA2	-1.96016666666667
FBLN5	2.099625
PUM1	0.00921428571428571
TNNT1	-1.217
C19orf59	-1.249
HNRPH2	1.138
RAB7A	0.1715
PMS2	-0.599
BIRC3	1.489
NRSN2	0.741625
OR52K2	0.728333333333333
SPOCK1	0.210571428571429
H2AFY	0.95375
RXRB	-0.20425
ZNF638	0.161666666666667
ANKRD45	-0.091
ACTN4	0.576666666666667
FXC1	-0.33725
EIF2B5	-0.121
VPS33A	-0.007
PINK1	0.18075
FAM106A	0.079
SKIP	1.5695
GAPDHS	-0.528
MUM1L1	2.77025
PSTPIP1	1.511
CNTNAP1	-1.8829
CYP26A1	-1.0305
APOL2	0.9185
TACC2	0.816375
COX7A2L	0.128785714285714
HSD17B1	0.3673125
ARRB2	0.101
SLC7A6	-1.0331
HSD17B10	-0.32825
RBJ	0.0855
NUP155	-1.5185
MRPL10	-0.503166666666667
CYCS	-1.39783333333333
CCDC46	0.396666666666667
TECTA	-0.1735
GNAL	0.02075
LPO	-0.1925
PEBP4	0.91625
DDX11	-2.087
C18orf12	0.5385
TAF9B	-0.16225
IMP4	-0.15075
RPA4	-0.6595
NDUFS1	-0.68475
UPK1A	-1.29216666666667
ARRDC2	0.7295
C18orf20	1.0695
AES	0.784214285714286
CD2BP2	-0.0683333333333333
C16orf54	1.602
UGT2B17	3.83575
FGFR1	-0.568590909090909
CEACAM6	6.7804
CHRM5	0.09725
CERK	-0.471625
AP3S2	0.8685
ANKS4B	-1.5295
CLCNKA	-0.197333333333333
ZNF208	-0.369666666666667
HLA-DRB5	4.9325
CARKL	-0.25175
GOT1	-0.265666666666667
CASP6	0.909
HOXA1	-0.754
RCL1	-0.4855
ZNF181	0.745833333333333
RAB40B	0.953
MRPL38	-0.15425
LRRN2	1.3755
C3orf25	-0.2555
OR5D14	0.424
OR10AG1	-0.462
BET1L	-0.0323
FRY	3.874
AK3L1	-0.43925
CSF3R	1.04033333333333
POLR3K	-0.863333333333333
ATG2B	0.286833333333333
EPS8	0.130833333333333
DARS	-1.036
C10orf56	0.682833333333333
DAD1	0.33075
RIOK1	-0.864833333333333
HERC2	-0.2765
HSD11B2	0.880833333333333
FAM96B	-0.64
MGC13057	-1.586125
BSN	-0.50925
CAND1	0.189666666666667
HCST	2.39725
ACTR10	0.0296666666666667
OR8D4	0.3565
NASP	-1.6105
COL9A2	-0.782
LYZL1	-0.8875
GPC5	-2.45075
TBL3	-0.549833333333333
CENTD2	0.0383
OR5AP2	-0.14925
TLR1	2.6505
LMO6	-0.30175
ZIC2	-1.0155
CPNE5	1.4185
ZMYND15	1.14925
FLJ22374	-0.0925
CCDC106	0.15925
PARP16	-0.0895
PDIA3	0.54625
C14orf126	-0.055
CECR2	-0.657
SFRS1	-0.655857142857143
FIGLA	0.394
DCP1A	-0.344833333333333
MGC45800	-0.6468
TEKT1	0.146333333333333
C10orf67	-0.855
CLN5	0.81925
NTN2L	0.4405
GLE1L	-0.63
CES2	-0.8359
GNAS	-0.339722222222222
DDX53	-1.037
TSPAN13	3.452
MRPL52	-0.8582
SPIRE2	-0.05525
TAS2R39	0.08225
SCUBE3	0.1395
UCRC	0.5286
CDKL3	-0.31275
KIAA1715	-0.3613
ZNF345	1.0755
RTF1	0.165
DHRS7	1.325
RIPK4	-1.62433333333333
EXOSC2	-1.50466666666667
MS4A2	3.48425
FGF17	-0.32075
WDR59	-1.005
EVI2A	0.3155
IL17RC	0.830666666666667
HS3ST1	2.509
ITGB1BP2	-1.6655
