Hybridization REF	TCGA-AN-A041-01A-11R-A034-07
PNCK	-1.12266666666667
FSTL1	0.6145
AACS	1.0775
SLMAP	0.377
SAMD4A	-0.8833
ABRA	0.2695
SMARCD3	0.3315
PKNOX2	-3.38716666666667
A4GNT	0.3405
C9orf39	0.133666666666667
RALYL	-0.48625
MGC33556	-2.924
C10orf25	-1.1545
BBOX1	1.93575
NHEDC1	-0.5485
XDH	-0.219
GCSH	-0.9615
EDN1	-0.268333333333333
MTERF	-0.05775
CLK4	-0.103
ZNF799	0.446833333333333
KCNG1	-2.102875
CXCR4	0.0065
PTPRR	-1.31675
IRAK1	-0.5655
LOC401397	-1.34025
TMSB10	0.769785714285715
CXCL3	-3.682
TMC4	2.7115
OR7A10	0.5985
STYK1	2.79025
CHRNA10	-0.42775
CCNI	0.61525
EP300	1.72785714285714
LOC165186	-0.420833333333333
HIC2	-2.30425
SDR-O	-0.207
OR2W1	-0.1735
KCNA6	0.2785
TRIM74	-1.748
REEP6	-0.585
ATP5G2	-0.13025
ERG	0.906625
TMEM42	-0.82875
PARN	0.1125
SOD2	-1.2990625
DIRAS1	0.317666666666667
PNPT1	-0.85575
JOSD3	-2.03
hCG_40738	0.2325
PDE1C	-2.16775
SEMA4D	-0.594
AGPAT1	-0.315166666666667
NOSTRIN	0.28225
MAP3K3	0.255666666666667
MAX	1.30885714285714
CAPS	1.50566666666667
SERPINA12	0.08
OSBPL8	0.723125
RICS	2.1843
NR4A2	-0.951333333333333
PPCS	0.620833333333333
LONP1	-1.32
SCYL3	1.64075
HERC2P2	-0.282166666666667
FIBCD1	-0.678
C15orf41	-1.5005
DMC1	-1.08033333333333
C20orf27	-0.073
RPS6KA5	-0.5946
FAHD1	0.0813333333333333
SLC12A4	0.14625
BRCA1	-0.841416666666667
GBL	-0.1835
SLK	0.290333333333333
NUDT9P1	-2.0585
NOXO1	-0.853
USP52	-0.44575
BAZ1B	-0.037625
SLCO2B1	2.28125
BBS12	0.795333333333333
LRGUK	-1.03433333333333
TERF2IP	0.5025
COL1A1	5.7135
KIAA0090	-0.176
GRK5	-0.1835
AP1S2	-1.5065
TMEM52	-0.870666666666667
CA11	0.573875
OR4A15	0.32
ACBD3	0.8015
SPAG11B	0.112625
PRDM2	0.7566
FOXP3	0.10175
SMYD3	-0.1166
LOC389199	0.7835
LGI2	0.674333333333333
NAPE-PLD	0.0396
ANKRD6	1.5945
WDR45	0.5835
SHROOM1	-2.0585
PSCD3	0.756
PYY	0.7705
KCNC1	-1.494
ARHGEF9	0.433
OR8J1	0.26275
GPR55	1.3665
NS3BP	-1.5215
C10orf22	1.08333333333333
NAT8L	-1.188
DUSP4	-2.2125
FOXM1	-2.182
GRAMD2	0.686
ZBTB48	0.102833333333333
BUD31	-0.4715
PABPC5	0.7925
CCDC41	0.04025
FBXO11	0.2575
C6orf148	-1.48475
RFXAP	-0.80075
C6orf15	-0.171666666666667
CDK8	-0.0633333333333333
C6orf70	-0.18925
TESSP2	-0.201
ALG2	0.4275
PPP1R3D	2.078
TPM3	0.878611111111111
SYT13	-3.5295
EPB42	-1.07533333333333
CETN3	-0.569
PRY	0.14
NTHL1	0.424166666666667
POLR2B	-0.2455
RPS28	-0.762833333333333
P2RX3	0.1915
LYZL4	0.10775
WBP4	0.955
PMM1	-0.68025
C11orf79	0.551
CBLL1	0.00525
IL1F10	1.19366666666667
VAX2	0.929
SETDB1	0.496833333333333
LRAP	-0.822333333333333
GCLM	-0.366833333333333
CPEB3	1.334
PPM1A	0.8661875
INTS1	-0.407
CAMTA1	0.5985
SAMSN1	-2.15375
LOC158830	-2.68533333333333
GMPPA	0.792375
AIPL1	0.467
IL24	2.58933333333333
BDKRB1	-2.71133333333333
MLF1	0.4008
TAF12	-0.68525
ID1	-1.856375
THADA	-0.0447500000000001
PIK3CB	-0.11675
OR4N5	0.5815
TBC1D17	0.0438333333333333
COX8A	-0.45525
CDCA4	-0.49725
C2orf44	-0.44775
ZNF534	-1.163
IMMP1L	-0.7665
NIPSNAP3B	-0.124375
FTMT	0.08
PWP2	-0.338333333333333
MMP15	0.3263
DNAH11	-1.67
MTMR14	0.0765
DNAL4	1.52725
IPP	1.04975
TMEM59	0.38225
C1orf157	-0.034
RGS4	0.5485
DDX18	0.116
SNX6	-0.02125
ZNHIT2	0.379666666666667
NCDN	-0.221666666666667
FLJ33534	1.53225
RAG1	-2.55475
OR4D10	0.0885
PTPN5	-0.1695
POMT1	-0.16675
LRRC8A	0.1137
CYP1A1	-1.6415
CAPN1	1.34733333333333
DDHD2	-0.07375
GRIK2	0.4415
GNRHR	-0.078
PPBP	-0.00649999999999999
HTR3A	-0.577375
SLITRK4	-0.08575
ANKRD49	-0.43225
BTF3	0.1844
SARS	-0.4325
C13orf18	-0.4975
CACNB1	-0.0289285714285714
QKI	0.108227272727273
SETMAR	0.453125
MAN2B1	0.9905
EML3	0.25525
ACADL	-0.622
OFD1	0.020375
DEFB114	0.475
CGA	-2.2525
PEX16	-0.226
LRRC10	-0.257
GNG12	-0.131
C1orf152	-0.355833333333333
CHRM1	0.3805
CD53	-0.080125
DBH	-0.99825
TFAP2B	-2.41375
HIST1H2BJ	0.309666666666667
FAM46D	0.0665
TMEM11	-0.43175
C3orf32	-2.4875
PCCB	0.3895
IPO13	0.441125
C6orf105	-4.45525
COMMD5	0.56625
SUV420H1	0.3796
LTBR	1.35625
ARHGAP15	-0.897
HDHD2	0.1355
TDRKH	-0.0938333333333333
LOC401052	0.749
PSG4	-1.54825
GNB4	-0.303
SPATA4	0.50225
SLC9A3	-1.19
OSBP	0.450333333333333
NBPF3	0.10625
DOCK11	-0.92
SLC39A5	-1.82116666666667
PRR5	0.7208
C10orf63	0.6305
SMTNL2	-1.28725
ADRA1A	0.2985
ASAH1	1
DOM3Z	-0.2995
GIPR	0.451833333333333
AHI1	-1.0865
NADSYN1	0.959
RGS14	-0.8308
IL18BP	0.6261
RTN4RL1	1.48116666666667
ARMC6	-0.26
PSMD5	-0.838
HK3	1.2509
OR4S1	1.223
RSU1	1.3941
MAD2L1	-2.37255555555556
EIF4A3	0.9555
DLEC1	-0.318666666666667
E4F1	0.283
CHMP2B	1.0014
CAMSAP1	-0.2735
RPS21	-1.01516666666667
ARID5A	1.28825
UBE2N	0.0452
IGSF8	1.73716666666667
MAGEB6	-1.244
ACAD11	-1.5826
MGC4172	-0.422
LMO4	0.74275
KLKB1	-0.32175
HP	-0.8045
HDAC3	-0.5215
SCHIP1	0.975
CLCA1	0.792
OLFML2A	2.6575
C1orf112	-1.24275
KIF19	-0.0085
HAPLN4	-0.2178
CXCR7	4.913
GOT2	-0.4335
RAB38	-2.711875
DCX	4.15575
PPM1H	0.77075
NFYC	0.268916666666667
KIN	0.27275
ZNF228	0.874
PLSCR4	2.028
HIG2	-1.18325
FAM79B	2.1775
C21orf86	-0.4067
KCNK10	0.13825
ZNF738	0.749125
FSTL5	-1.1965
OR6A2	-0.335
OTOA	0.538333333333333
EXOC1	0.541375
AHRR	-4.110625
PDAP1	-1.11958333333333
C19orf6	-1.304375
ZAN	0.23675
LY6G6E	-0.2235
EIF4E2	0.12875
C20orf198	-0.04175
ZNF324	0.40775
CYP3A5	-3.67266666666667
ENTPD7	1.328
MBOAT5	-0.0275
GJB5	-1.468
TTC13	0.24975
S100Z	-0.824166666666667
KIAA0664	-0.833666666666667
PDGFRB	2.65583333333333
IL17D	-1.52225
OR56B4	0.2325
RDX	-2.27416666666667
SLC34A3	0.621
IL28B	0.6655
JUND	1.1385
CHRNB1	-0.398375
CAMK2B	-0.87975
FETUB	-1.862
CXorf23	1.217375
MRTO4	-1.107875
TTC3	0.9902
NDUFB8	-0.119166666666667
EDG2	-2.00125
SEMA3G	1.98325
IL23A	-3.00225
GRHL1	1.3422
LOC441054	-2.4975
WDR65	0.429625
PSTK	-0.8355
STOML3	0.309333333333333
R3HDM2	-0.3083
C5	-2.952
SLC2A10	1.93316666666667
C3orf22	0.389
PAQR3	-1.83138461538462
ANKRD26	-0.914166666666667
HCRTR1	-0.383
LOC399947	-0.87525
PSD2	-0.35175
TIGD2	-0.864666666666667
SCRN1	-0.993625
COQ10A	-1.01475
DDI2	0.084
METTL7B	-0.0285
UCN2	0.44475
FAM92A3	-1.22325
WDR16	0.39725
ZNF511	0.795166666666667
ZMYM5	-0.788625
POLR3G	-3.44525
ZNF586	0.209
C1orf49	0.922
TANK	0.278333333333333
RCAN1	-1.27216666666667
PELI3	-0.148
LIMD2	0.409666666666667
TMEM189	-0.0145
NTN4	0.307625
LOC151300	0.512
CLEC2A	-1.2705
GPR135	0.011125
DPYSL4	-3.4452
JAK2	-0.274333333333333
TSHZ1	0.774833333333333
TM9SF4	-0.459875
ZNF264	1.58533333333333
SIRPG	0.598875
BICD1	1.13325
HERC6	0.666333333333333
METTL5	-0.6685
CASP1	-0.35825
PRRT1	-0.494166666666667
PLA2G4C	1.6055
ICA1L	0.224285714285714
TPTE2	0.013
OTUD7A	0.672833333333333
AQP11	-1.4855
APOA2	-4.5283
KALRN	0.4367
SECTM1	-0.474333333333333
IFNAR1	0.321
TALDO1	-0.07425
RAB11FIP4	0.219333333333333
EIF5A	-1.773
FAM49A	1.816
NEGR1	0.429666666666667
YTHDC2	-0.031875
EHD2	0.048
NCF1	1.3963
SCRT2	0.855
HOXA5	-1.041
NUP133	0.014
FGF12	1.2359375
SLMO2	-0.675875
SNTA1	-0.202125
CACNG2	0.426625
GCM1	0.8455
ELF1	3.0825
TLR5	2.80675
TCFL5	-1.44191666666667
RBMY2FP	-0.591
LOC100125556	0.28975
FAM129B	0.69775
MAP3K7IP1	-0.11625
NCK2	0.847
OXA1L	-0.48775
FMO9P	-0.1735
ZSCAN12	0.04225
PSMD12	-0.308833333333333
HSCB	-0.3745
CLDN10	-2.22975
MGC13053	-1.00775
HPCAL4	-0.980666666666667
ASZ1	0.2535
MEX3D	0.310416666666667
NFAT5	-0.4906
CSPG4LYP1	-0.432666666666667
FBXO3	0.2657
DVL1	-0.219833333333333
CMKLR1	1.63816666666667
TYMS	-2.85775
PEF1	1.12125
ZNF750	0.238166666666667
MCM5	-0.3304
MEGF11	-0.43075
KCNK7	0.1135
PTP4A3	0.7315
C1QTNF2	-1.15383333333333
OR6S1	0.9415
FAM122B	-1.1735
ZNF551	-0.1515
HBQ1	-0.5465
GEMIN6	-0.46125
ARSK	-1.03225
RBP7	3.10433333333333
CPNE9	0.30025
DSC1	0.9235
LOC730112	-0.71875
MAP2K4	-0.110875
HS3ST5	-1.9005
EPB41L3	0.101
TEKT2	2.7655
CDKN2B	1.68475
ZNF480	-0.21775
MAP3K6	-0.0459
MAP6	2.19083333333333
HN1	0.4584
OR2L13	0.159333333333333
SLC16A11	1.34875
FAM96A	-0.60975
APOL1	1.85825
C5orf32	0.43875
RTP1	-0.451166666666667
RNF175	0.0128750000000001
ZBTB41	1.786875
AHCTF1	-0.0453
SAE2	-0.2405
ITGA2	1.60483333333333
MME	-0.603333333333333
CCDC14	-0.5725
MAST4	1.88607142857143
KRT33B	-0.7195
KCTD2	0.83
WDR26	0.610916666666667
MFI2	-0.918875
NR4A3	-0.398875
ARSA	1.6255
UNKL	0.2655
SULT6B1	0.0615
CCNA2	-3.3195
SOX15	-0.3955
PPAPDC1B	0.61875
C19orf44	0.038
MCAT	0.39575
ARID1B	-0.29775
OR52N1	0.299
C12orf48	-1.564
MAGI1	1.854125
NIPA2	-0.09925
GBX2	-1.31575
RSHL3	0.643375
RAVER1	0.451166666666667
C15orf17	0.07
SLC30A2	1.395375
ZNF518	0.54175
PCYT1B	-0.90375
C10orf114	-1.19925
EIF3H	-1.04633333333333
SLC25A39	0.441166666666667
KIF1B	0.052625
AMOTL2	-0.04625
C6orf120	0.09225
PSRC1	-2.06825
PLA2G10	4.25
KIF5C	0.469
MRPL37	-0.986
C17orf62	0.4435
C9orf135	-2.10266666666667
DUSP10	1.4529
CLCNKB	0.172
PSMA5	-0.3205
C8orf53	-1.71225
AMPD3	1.13583333333333
PIAS1	-0.09825
ADCYAP1R1	0.055
GYLTL1B	0.6035
CDH20	0.0883333333333333
FBXO7	0.323
TMEM134	0.3635
FLJ14213	1.78
ZNF3	0.708
LRRFIP1	0.592375
CNOT2	0.559416666666667
ABI3	2.13925
ALDH5A1	0.262083333333333
HNT	3.6088
SERPINA4	-2.71375
TK2	0.0928333333333333
STMN1	-1.76266666666667
GUCA2A	0.0508333333333333
GALNT10	0.552214285714286
DPP6	-0.91285
C9orf93	0.40675
PRELID2	-0.341625
STK39	-1.177625
SFTPA1	-1.19125
CKS2	-2.14033333333333
RHO	0.2135
C20orf135	-0.89075
XKR3	-1.97
CR1	0.00887499999999992
RPS6KA2	1.15978571428571
C20orf112	0.4565
MRPL22	-0.9925
C4orf23	-0.211666666666667
GADD45B	1.324
KLHDC1	1.22283333333333
C2orf48	-1.657
ZNF287	0.8235
DAAM2	-0.399
DPPA2	-3.646
TCTN3	0.5555
DNAJB11	0.383125
FPR1	3.095
DEFB4	0.1455
PTCD2	-1.1872
SMOC2	4.395
CABP7	1.624
SERPINB11	0.51675
MAGEF1	0.66725
NDE1	0.448
ITGA10	0.402
FSHB	-0.3835
ANXA2	-0.039875
HORMAD2	-0.00999999999999999
HLCS	0.03325
MCF2L	3.2115
FH	-0.5915
TBC1D24	0.57125
KIAA1505	1.89275
LGALS2	-1.47275
CNBD1	0.183
SYNPO2L	0.4695
PTPN23	0.135571428571429
C1orf183	-1.48483333333333
MAGEA8	-3.1325
DGCR8	-0.8335
GSR	-1.72025
PAQR7	0.21925
ZNF676	0.2145
CACNA1C	0.2618
SP7	-0.2
PDCD6	-0.37025
NRN1L	-1.419
BRI3BP	0.06125
KIAA1183	0.9075
ASB4	-0.38425
CCL23	0.2247
OBSL1	0.390875
SLC12A7	0.87075
KIAA0240	0.825375
CD1B	-3.13433333333333
FCGR2A	0.680875
MDC1	-0.6835
HTR1A	0.437833333333333
OCEL1	1.32075
ATP11B	-1.6294375
FBXO34	-0.314666666666667
PCDH12	4.03916666666667
RPE	-0.65075
C17orf74	-0.395
CSDC2	0.740666666666667
PET112L	-0.84
TMBIM1	1.050125
P2RXL1	-0.21275
TCHP	-0.03575
TRMT1	-1.8845
F2RL2	1.33666666666667
LRRC32	3.21833333333333
IMPG2	0.3255
BGLAP	-0.54975
LOC493869	0.0140833333333333
MRAS	1.394375
SLC35F5	0.4795
CBWD1	-0.6365
AXL	-1.4485
ATP2C2	2.78575
TELO2	-0.4785
PNPLA3	-3.891
PCDHB14	0.73975
CD276	1.315
KRT80	-2.2555
DUSP28	0.1925
CSNK1E	0.255083333333333
SRP14	0.7965
KCNQ4	-0.1625
KRT72	-0.0988333333333333
CCDC117	2.383125
C6orf89	0.580333333333333
TUBB2B	-3.39666666666667
RTN4IP1	-1.67125
CR1L	-4.439
CEND1	0.342125
C12orf41	-0.0178333333333333
RNF31	0.35475
UBN1	0.527833333333333
C17orf32	0.960625
SLC5A7	0.1645
GPR92	1.1345
ESAM	2.7475
CTNNA1	0.832833333333333
HRBL	-0.0867
CBX4	0.57225
TMEM182	-1.1155
SH3TC2	-0.838833333333333
IL10	0.5685
PXMP4	0.3555
RNF167	-0.4834
PAK7	0.472
ETV3	-0.0205
ATPIF1	-0.840166666666667
LOC554207	-1.94966666666667
OR8H1	0.2015
WDFY3	1.0225
DPM1	-1.102
GPSM1	-0.1875
WDR92	0.1903
LRP1	0.821833333333333
ANKH	-0.23675
THUMPD3	-1.23625
POLR1B	-0.634
OLFM4	2.74066666666667
RAD9B	0.63975
TSPY2	-4.301
PAX6	-1.84433333333333
SCG2	-2.65625
SLC17A6	0.30625
FMO3	3.439375
PADI4	-0.03525
TUBB4	-0.3887
NLK	-0.4855
POU4F3	-0.4995
SDF4	0.4435
ITGBL1	3.3405
NETO1	-1.045875
TAP2	0.18375
ABBA-1	0.04625
GNAI1	0.02375
VPS4B	1.07725
NOPE	-0.4098
GALNT6	2.45233333333333
SESN1	0.052125
GBE1	-2.19533333333333
CLASP1	0.181
RASGEF1B	0.4655
ACOT11	0.862
AFAP1	1.3005
OR2H2	0.203
DPY19L2P1	-0.7445
DZIP1	-1.28925
SEC22C	-0.543083333333333
GPR161	-0.297333333333333
RNF146	1.06425
WDR74	-1.0595
GALP	-0.329
PURA	1.25875
DNPEP	1.09633333333333
RP11-78J21.1	-1.239
ERBB2	2.933875
FANCM	-0.67125
NEO1	0.0375
DDX3Y	-5.2075
RPS3A	-0.08925
MXRA7	0.7655
LGALS3	-1.3315
GLT8D1	0.12125
CFL2	-1.44466666666667
UPB1	-0.082
NAP1L5	-0.142625
CLDN14	0.013
DHX38	-0.1445
BTBD1	0.04875
TARS2	0.110166666666667
ABCF1	-0.4754
FCF1	0.530666666666667
LRRC49	0.017
GUCY1B2	2.063
C1orf177	0.313666666666667
SMARCA4	-0.589857142857143
LRP8	-2.31583333333333
TAGLN3	-1.065
MRPL14	-0.0935
TTRAP	1.2105
ZDHHC20	1.558
NFE2L3	0.40125
KIAA1377	0.75575
PALMD	0.7605
TMEM43	-0.35025
TTL	-1.200125
STAT5B	-0.583333333333333
SSB	-0.799625
OR10H5	0.4005
SLC22A13	-0.15425
AKAP3	-1.19575
TIMM23	0.00783333333333333
OAS2	1.61383333333333
KIAA0423	1.6045
TRIM11	1.55516666666667
GLIS3	2.103875
TMEM50B	0.8535
ARHGEF4	-1.1845
DEGS1	-0.649272727272727
TBL1XR1	1.13046666666667
G6PD	-1.40625
SP140	-0.6619
MUC17	0.176857142857143
NUDC	-0.5038
DNAJC5B	2.46866666666667
SCARA3	-1.06533333333333
CPA3	6.26233333333333
BCAT2	-0.00662500000000001
MFN1	-0.1876
NRG3	0.7225
SNX11	1.1775
PLEKHH1	0.671
GPR177	-0.321
HCFC2	0.206
TCAP	-0.70025
MOCOS	-2.16875
C14orf93	-0.183
PRDM10	-0.0278333333333333
SLC16A4	1.02083333333333
SRGAP1	1.4215
VIP	1.00725
DUSP27	0.571666666666667
LILRA1	0.8316
MC2R	0.202
MGC24103	-1.871
MBTD1	-0.2905
FUT11	-0.286833333333333
USP33	-0.0132
C15orf39	-0.5905
MAP3K12	0.05875
PAAF1	-1.34083333333333
BARHL1	-0.366
FLJ16165	-0.192
PIWIL2	-1.97075
SYNE1	0.520583333333333
CMTM4	0.109125
TSPYL1	0.3411
GUF1	-0.105333333333333
TMEM157	0.8305
WDR44	-0.18925
HIST1H3C	0.9775
DKFZp666G057	1.248
RNPEP	1.16075
GAS2L2	-0.197
ADH4	-4.856
GRPR	0.072
FBXL17	1.0915
ZBTB10	3.60308333333333
Gcom1	0.878055555555556
HTRA1	2.1202
ZNF585A	0.266666666666667
SLC26A2	2.12878571428571
OTOP3	0.0988333333333333
WISP1	2.96788888888889
ATP2B4	0.480083333333333
FLJ10769	1.16
CRAMP1L	1.00575
CHST12	-0.476
RAB22A	0.21625
TARDBP	-0.279642857142857
STAU1	0.235
CRB3	2.19616666666667
MIG7	3.32025
CHMP1A	0.49
ZNF160	0.053375
B3GALT6	0.06775
BARX1	-1.59333333333333
C6orf167	-2.05525
NXNL1	0.3285
DHX29	0.0495
HADHB	0.11025
PLXNB2	1.04675
ILDR1	-0.33075
SLC15A3	2.26025
GAS2	-5.46633333333333
C20orf69	-0.11775
NUMB	-0.003
TNIP1	1.103875
MESP1	-2.44116666666667
PSKH1	-0.00975
NSFL1C	0.42975
RHOG	0.24575
HEY1	0.0695
KNG1	-1.97825
ITGAX	1.9937
LIN9	-0.752666666666667
CANT1	2.565
XRN1	0.454571428571429
CCDC96	1.5248
HEATR6	-0.3845
GNG7	0.0715833333333333
RUNX2	1.05875
SOX1	0.05
FCRL5	0.1683
ZNF99	0.812375
FAM9A	-0.074
SNX22	0.827833333333333
MBNL3	-2.875
ODC1	-3.6014
ADORA2B	-3.84233333333333
NR2F6	2.17325
ZFYVE16	0.354277777777778
SYNJ2BP	1.2872
POLE	-0.555
E2F2	-1.57225
THRA	0.2935
PTGES2	-0.678666666666667
HIP1R	1.0615
TMUB1	-0.557666666666667
ENO3	-2.23675
RSPH10B	-0.17
CXorf39	0.349
IRGC	0.1265
GPR109B	-0.039
FLJ13305	-1.571
LCE3A	-1.068
TNFRSF18	0.975166666666667
DET1	1.01625
TRPM3	-0.1775
C16orf79	-0.779
FECH	0.304666666666667
RAP2A	0.752166666666667
CRIP1	2.18516666666667
AZIN1	0.85425
SLC7A7	3.60675
IL10RA	0.4036
TMEM64	3.87275
CDC42EP4	0.787
C16orf58	0.2882
ARG2	-3.44825
POU5F1P4	-5.0075
FAM62B	-0.346625
DNAH8	-2.289
ASH2L	-0.10175
TSLP	-3.50316666666667
CNTNAP5	-0.225166666666667
TMEM16C	5.21575
IFNA14	0.1725
SLC1A3	0.152875
CABYR	0.875
BCL7B	0.1223
NUDT13	-0.847166666666667
C13orf28	0.20775
C1orf53	-0.5795
ARL6IP4	0.0935
RPL35A	-0.0255
EMR3	0.4555
RAB40C	0.941083333333333
SLC41A1	-0.499166666666667
LRCH1	1.38925
LY6G5B	-0.2545
FAM124A	-0.194142857142857
MGC10981	-4.4005
CLIP3	0.5191
MAP4K2	0.231166666666667
CHIC1	0.473
SULF1	5.21483333333333
C20orf30	0.587714285714286
PRDM5	-0.441625
ELOVL1	0.092
C11orf48	-0.385
SLC39A10	-0.3915
KCNV1	-0.62825
ACP1	-0.410666666666667
ZMYM2	1.294625
B3GNT6	0.128833333333333
C9orf69	0.44625
C2orf15	1.172
C20orf166	0.999
HSP90AA6P	-0.3485
EDG7	-0.992
NEURL	2.6835
LPL	-0.4205
CLEC2D	-0.453714285714286
GRRP1	1.21483333333333
CD8B	-4.1013
HIST1H3D	1.04966666666667
SLC6A12	1.2175
FAM27L	-0.662
CD84	1.7578
RASA1	0.6435
PHKG1	-0.1365
MAGEA11	-1.99
IMPA1	1.7549
NPM3	-1.50175
RARRES1	1.74275
SH3BP1	0.215625
B3GNTL1	0.6525
ARPC5L	-0.528333333333333
KLHL26	0.6065
SIM2	-2.727125
GJC1	0.282
C20orf194	0.733
EXO1	-2.318
SLC2A2	-2.78016666666667
LOC285074	-0.77525
LRG1	1.29375
KIRREL	0.605
PIK3R1	0.391
C4orf34	1.029
MAF	-1.20466666666667
ADCY4	4.07416666666667
ZMIZ2	0.8925
SLC46A3	2.10833333333333
STAMBP	0.5925
CCDC16	0.9095
MS4A12	-0.0455
TCF20	-0.47725
LRRC46	1.3595
C20orf152	-0.29575
MRPS6	-1.245125
ABCB11	0.125
KCNC2	2.5692
CDH19	-1.64233333333333
C9orf123	-0.379333333333333
SSH3	1.539
LDLRAD1	-2.99925
CCBE1	-0.9975
ZNF135	0.9345
TAAR1	0.2925
WFDC12	-0.0165
CCDC42	-0.144166666666667
FLJ12529	0.02525
PER1	-0.886166666666667
TIMM50	-0.788
SMARCAD1	-0.304
FAM26C	0.285
TP53TG3	-2.26866666666667
SH3RF1	0.9298
LMCD1	2.16
GPR63	-0.739
FLJ21986	-2.31275
AIFM3	1.405
MICAL1	-0.234666666666667
BLZF1	1.0645
IQCA	3.38116666666667
PCDHGC3	0.054
SAC	1.70225
BCL6B	2.776
DDO	0.085
MARCO	2.58425
DCHS1	1.55783333333333
C1orf170	-0.406833333333333
CD200R1	0.701333333333333
C22orf15	-0.6685
SEPT11	1.10533333333333
ADNP	0.45525
UST	-0.8597
C13orf34	-0.444666666666667
RFFL	0.4925
APBA3	-0.2905
C2orf60	-0.307
CUTL1	0.6575
PMS1	-0.533125
ZNF689	1.359
EIF3E	0.750666666666667
IL9	-0.031
RPL31	-0.745625
LY9	0.0466666666666667
ATP2B3	-0.22825
KDELR2	0.085625
TFCP2	0.133125
NLRP12	1.04025
FLJ45422	0.01275
TLE4	-1.1594
ZNF570	0.403
FLJ43806	-0.8
TLK2	0.253375
CIR	0.593
MARS2	-0.1575
COL24A1	1.768
SDF2L1	0.429
HIBADH	-0.816166666666667
IGFBP3	-1.271
C12orf23	0.476375
PSPC1	1.0255
C20orf43	0.39425
TRAV20	-0.1755
ARHGAP24	1.080875
KIAA1975	0.68925
C1QA	3.1283
DNTT	-5.1215
C10orf6	-0.00974999999999999
C11orf41	1.10375
HNRPF	0.577875
COL11A1	7.29783333333333
UBAP2	-0.272333333333333
CDKN2AIPNL	-1.82
C20orf174	1.9615
SPRED2	0.441
PLA2G12A	-0.4535
ICEBERG	-1.90766666666667
SCN10A	0.0505
C11orf65	-0.84325
GBP5	3.55475
PITPNC1	0.336
POU3F3	1.0495
NCOA7	-1.0875
LIN7C	-0.5669
LOC348840	-0.9715
NKX2-2	-3.628
ANKRD13D	0.618875
LOC123688	0.274
FUT2	1.66233333333333
TAAR8	0.2435
FZD4	0.336833333333333
PNMA3	-1.16283333333333
OR4L1	0.301
WIT1	-2.92325
EXOC3L	1.79625
ATPBD4	-0.0355
KRBA1	-0.88725
UBXD6	-0.75725
HOXB7	0.198214285714286
C7orf23	-0.783
UNQ338	-1.29125
STAB2	0.70275
CDC20B	0.74625
IRF9	2.1975
CENTG1	0.0304166666666667
TNPO2	-1.352
MCPH1	0.282625
BMS1P5	-1.24425
SLC26A7	1.01875
HIST1H3J	0.7435
C9orf3	-0.1329
LBH	1.4995
MYO1D	1.19375
PTDSS2	-0.24325
NFU1	-0.07925
DEPDC4	-1.58975
WNT7B	-0.3521
GLP2R	-0.367333333333333
SETD4	0.0092
DYNLT3	-0.4536
FKBP11	-0.246
SESTD1	1.44383333333333
FLII	0.1175
RPS16	-0.7456
CHPF	0.724166666666667
CSNK2A1	0.316833333333333
SUMO1P1	-0.28475
FKBP6	-0.00950000000000001
ZNF214	0.994
TWIST1	-0.00833333333333333
DDX56	-0.246666666666667
TRAM1L1	1.5146
EPO	-1.51033333333333
MRPS18B	-0.36025
ZNF682	-0.407833333333333
RPL14	-0.327166666666667
MAFF	-0.21625
LOC51136	-0.30175
LY96	-0.2615
DDX20	-0.62225
ABTB1	0.759
ARL5A	0.4289
CCT6A	-1.14025
HEPACAM	-1.89366666666667
EHHADH	-0.491166666666667
RBAK	0.569
CGB1	1.51475
ITGB5	1.3794
YIPF3	1.14175
FKBP2	-0.0105
NR1D1	0.0336
TMEM110	0.1495
NEK2	-1.34933333333333
PRAMEF8	-3.58925
C20orf52	-0.934
PCDHGA3	-0.2845
VWA3B	0.09175
NDUFA5	0.147625
THAP9	-0.22225
FLVCR2	0.079
AP1S1	-0.484375
SMAD6	-0.229
SAV1	0.3765
SAT1	0.57425
ZNF251	-0.218625
ADAMTS7	0.2654
RPP38	0.3
C1orf211	-1.693
YPEL2	3.0724
RBMS1	-0.0255
ZNF445	-0.0833333333333333
NRXN2	-0.0346666666666667
PGBD4	-0.33775
UGT2B28	-3.49975
WBSCR16	-0.4906
NLRC3	1.261875
ASTL	0.21875
ST6GALNAC1	1.72925
ZADH2	0.398
MLLT4	0.547916666666666
ARL6	-0.850833333333333
MEF2C	0.19875
CBFA2T3	1.157
AFF3	3.17685714285714
COG7	0.367166666666667
MYB	0.3915
PLXNA3	-0.073
XRCC2	-2.11916666666667
MMS19	0.007625
ST8SIA5	-1.1455
CHPT1	-1.32633333333333
KIAA1712	-0.198125
OR6X1	0.58
ACTR3	0.13525
UGCG	0.779
OR4P4	0.443
ZAP70	-3.4685
LPP	1.89775
ZNF485	-0.32825
PTPRCAP	-0.7095
IL12RB1	0.36075
ATRX	0.407
CHST8	0.3665
C14orf109	0.09875
ARV1	0.18775
NMB	-0.853428571428571
COX5A	-0.840833333333333
EIF6	-0.6875
MPPED2	1.54466666666667
SEMG1	-0.958
CHRDL1	-0.549
TRAF3IP2	1.182
WNK2	-0.510625
LILRA4	2.18516666666667
LAMA2	4.56475
PXT1	-0.822
RLBP1	-4.123
CD300C	0.50325
SLTM	0.58725
