Hybridization REF	TCGA-A2-A0CT-01A-31R-A056-07
RHO	0.338
C20orf135	0.0735
XKR3	-2.325
CR1	-0.1945
RPS6KA2	-0.414357142857143
C20orf112	0.80925
MRPL22	0.176
C4orf23	0.4955
GADD45B	3.00175
KLHDC1	2.04516666666667
C2orf48	-2.0165
ZNF287	1.254
DAAM2	-0.30225
DPPA2	-2.7115
TCTN3	0.4035
DNAJB11	0.45025
FPR1	3.553
DEFB4	0.2255
PTCD2	-0.2968
SMOC2	4.0325
CABP7	1.36075
SERPINB11	-0.00974999999999999
MAGEF1	0.459
NDE1	-0.126833333333333
ITGA10	0.3795
FSHB	0.48
ANXA2	-0.382625
HORMAD2	-0.47625
HLCS	0.7695
MCF2L	0.863583333333333
FH	-0.5
TBC1D24	1.06175
KIAA1505	0.12375
LGALS2	-2.59
CNBD1	-0.273
SYNPO2L	-0.68625
PTPN23	-0.692142857142857
C1orf183	-0.3625
MAGEA8	-3.0455
DGCR8	-1.243375
GSR	0.2865
PAQR7	0.274
ZNF676	0.62175
CACNA1C	-0.5248
SP7	0.7875
PDCD6	0.395
NRN1L	-1.9675
BRI3BP	0.331333333333333
KIAA1183	0.45425
ASB4	-0.1015
CCL23	0.5809
OBSL1	-0.42875
SLC12A7	1.15466666666667
KIAA0240	1.9305
CD1B	-3.28433333333333
FCGR2A	1.4555
MDC1	-0.4895
HTR1A	0.154333333333333
OCEL1	1.9305
ATP11B	-0.60625
FBXO34	0.71
PCDH12	3.235
RPE	-0.89575
C17orf74	0.05
CSDC2	0.604833333333333
PET112L	1.55575
TMBIM1	0.5415
P2RXL1	-0.2325
TCHP	-0.65725
TRMT1	-0.834333333333333
F2RL2	1.30166666666667
LRRC32	2.89683333333333
IMPG2	0.554
BGLAP	-0.07575
LOC493869	-2.29875
MRAS	0.337
SLC35F5	1.43075
CBWD1	-0.0395
AXL	-1.561875
ATP2C2	3.763
TELO2	-0.41475
PNPLA3	-5.16875
PCDHB14	0.70375
CD276	-0.23175
KRT80	-1.089875
DUSP28	0.105
CSNK1E	-0.144583333333333
SRP14	0.7205
KCNQ4	0.438
KRT72	0.074
CCDC117	1.56525
C6orf89	1.06572222222222
TUBB2B	-3.44716666666667
RTN4IP1	-0.78825
CR1L	-4.0415
CEND1	-0.37525
C12orf41	0.171
RNF31	-0.09225
UBN1	-0.2605
C17orf32	2.02475
SLC5A7	-0.3435
GPR92	0.896833333333333
ESAM	2.5328
CTNNA1	0.361
HRBL	-0.1195
CBX4	1.2665
TMEM182	1.00025
SH3TC2	-1.844
IL10	0.921166666666667
PXMP4	1.7235
RNF167	1.5799
PAK7	1.41
ETV3	0.0975
ATPIF1	-2.26116666666667
LOC554207	-0.4075
OR8H1	0.359
WDFY3	1.649625
DPM1	0.177
GPSM1	-0.541
WDR92	0.209
LRP1	-0.551166666666667
ANKH	-1.880375
THUMPD3	-0.43725
POLR1B	-0.41525
OLFM4	2.97016666666667
RAD9B	0.7795
TSPY2	-4.239
PAX6	-2.18566666666667
SCG2	-3.202625
SLC17A6	0.10875
FMO3	2.275625
PADI4	-0.099125
TUBB4	-1.0186
NLK	0.28475
POU4F3	-0.1965
SDF4	-0.37025
ITGBL1	1.92966666666667
NETO1	-1.668625
TAP2	-0.296875
ABBA-1	-0.681416666666667
GNAI1	2.568
VPS4B	1.21225
NOPE	0.4817
GALNT6	3.78916666666667
SESN1	0.201125
GBE1	-2.66622222222222
CLASP1	-0.29775
RASGEF1B	0.835375
ACOT11	-0.448785714285714
AFAP1	0.22325
OR2H2	0.2585
DPY19L2P1	-0.09675
DZIP1	-2.6735
SEC22C	0.210416666666667
GPR161	-0.98075
RNF146	0.58225
WDR74	-0.35775
GALP	-0.32
PURA	1.9835
DNPEP	0.81375
RP11-78J21.1	-0.82075
ERBB2	2.84575
FANCM	-0.364916666666667
NEO1	-1.39
DDX3Y	-5.259
RPS3A	0.71075
MXRA7	0.754785714285714
LGALS3	-2.12333333333333
GLT8D1	0.08375
CFL2	-1.5405
UPB1	0.6195
NAP1L5	-0.128625
CLDN14	-1.395
DHX38	-1.30225
BTBD1	-0.85575
TARS2	0.185666666666667
ABCF1	-0.0934
FCF1	0.9645
LRRC49	-0.77575
GUCY1B2	-2.795
C1orf177	0.317833333333333
SMARCA4	-0.541857142857143
LRP8	-2.73516666666667
TAGLN3	-1.0555
MRPL14	1.46675
TTRAP	1.08775
ZDHHC20	0.5765
NFE2L3	-1.83125
KIAA1377	-0.444
PALMD	0.8593
TMEM43	0.11325
TTL	-1.5855
STAT5B	-0.282166666666667
SSB	-0.535
OR10H5	0.3225
SLC22A13	-0.96175
AKAP3	0.3455
TIMM23	-0.011
OAS2	0.968083333333333
KIAA0423	2.04325
TRIM11	0.434333333333333
GLIS3	0.391875
TMEM50B	1.33883333333333
ARHGEF4	-1.718625
DEGS1	-0.853727272727273
TBL1XR1	0.489233333333333
G6PD	-2.17375
SP140	0.00829999999999997
MUC17	0.165285714285714
NUDC	-0.6775
DNAJC5B	2.36466666666667
SCARA3	-1.46266666666667
CPA3	7.09816666666667
BCAT2	0.4695
MFN1	-0.2397
NRG3	4.2305
SNX11	1.0115
PLEKHH1	-0.579
GPR177	-0.682
HCFC2	0.755
TCAP	0.83075
MOCOS	-1.6985
C14orf93	0.00375
PRDM10	-0.508333333333333
SLC16A4	0.539583333333333
SRGAP1	-0.464166666666667
VIP	0.4235
DUSP27	0.656
LILRA1	0.8647
MC2R	0.389
MGC24103	-3.04775
MBTD1	-1.703
FUT11	-0.5705
USP33	0.1958
C15orf39	-0.80675
MAP3K12	-0.289125
PAAF1	-0.942
BARHL1	0.3175
FLJ16165	-0.0565
PIWIL2	-3.26075
SYNE1	0.0242727272727273
CMTM4	-0.76725
TSPYL1	1.0381
GUF1	0.0226666666666667
TMEM157	2.86
WDR44	0.57175
HIST1H3C	0.8535
DKFZp666G057	2.66825
RNPEP	0.008
GAS2L2	-0.3885
ADH4	-5.5415
GRPR	4.91566666666667
FBXL17	-0.6395
ZBTB10	2.23841666666667
Gcom1	0.723388888888889
HTRA1	1.2282
ZNF585A	0.399333333333333
SLC26A2	0.698571428571429
OTOP3	0.2825
WISP1	1.88611111111111
ATP2B4	-0.638666666666667
FLJ10769	0.862
CRAMP1L	-0.029375
CHST12	0.1765
RAB22A	0.98375
TARDBP	-0.000714285714285703
STAU1	0.043
CRB3	2.52666666666667
MIG7	0.7375
CHMP1A	-0.414333333333333
ZNF160	0.4385
B3GALT6	0.424875
BARX1	-2.29266666666667
C6orf167	-1.354875
NXNL1	-0.015
DHX29	0.909125
HADHB	-0.80525
PLXNB2	0.87025
ILDR1	-1.236
SLC15A3	1.97825
GAS2	-1.654
C20orf69	1.01875
NUMB	-0.36925
TNIP1	-1.21075
MESP1	-1.11216666666667
PSKH1	-0.1195
NSFL1C	0.927375
RHOG	0.172
HEY1	-0.59
KNG1	-2.093625
ITGAX	1.5173
LIN9	-0.942166666666667
CANT1	1.665375
XRN1	0.621857142857143
CCDC96	1.6718
HEATR6	-0.330333333333333
GNG7	1.03983333333333
RUNX2	0.403875
SOX1	0.144
FCRL5	-0.2741
ZNF99	0.533875
FAM9A	0.1495
SNX22	0.993833333333333
MBNL3	-2.30383333333333
ODC1	-2.714
ADORA2B	-3.50316666666667
NR2F6	1.52575
ZFYVE16	0.531055555555556
SYNJ2BP	2.3671
POLE	-0.947125
E2F2	-1.6165
THRA	1.07416666666667
PTGES2	-1.16133333333333
HIP1R	-0.515333333333333
TMUB1	-1.43433333333333
ENO3	-2.4565
RSPH10B	-0.457
CXorf39	1.05375
IRGC	0.6075
GPR109B	0.88625
FLJ13305	0.137
LCE3A	-0.562
TNFRSF18	-0.279333333333333
DET1	0.00449999999999999
TRPM3	-0.44175
C16orf79	-1.635
FECH	-0.181666666666667
RAP2A	0.0503333333333333
CRIP1	2.64383333333333
AZIN1	0.875625
SLC7A7	2.971
IL10RA	0.5461
TMEM64	-1.63225
CDC42EP4	1.5223
C16orf58	0.3159
ARG2	-2.302
POU5F1P4	-5.09925
FAM62B	-0.946125
DNAH8	-1.3856
ASH2L	0.713
TSLP	-3.49583333333333
CNTNAP5	-0.3614
TMEM16C	-0.17075
IFNA14	0.0565
SLC1A3	0.14425
CABYR	0.91975
BCL7B	-0.7496
NUDT13	-1.99283333333333
C13orf28	0.4475
C1orf53	-1.7995
ARL6IP4	0.4287
RPL35A	-0.664
EMR3	0.3535
RAB40C	0.449833333333333
SLC41A1	1.00733333333333
LRCH1	-0.28125
LY6G5B	-0.589
FAM124A	-0.868428571428572
MGC10981	-4.257
CLIP3	0.1601
MAP4K2	-0.0976666666666667
CHIC1	0.86975
SULF1	1.73583333333333
C20orf30	1.48742857142857
PRDM5	-0.247375
ELOVL1	0.00924999999999999
C11orf48	0.56775
SLC39A10	0.26625
KCNV1	-0.0655
ACP1	-0.301166666666667
ZMYM2	-0.433375
B3GNT6	0.214333333333333
C9orf69	-0.17425
C2orf15	1.17
C20orf166	0.66
HSP90AA6P	0.008
EDG7	-0.882
NEURL	1.494625
LPL	-0.130333333333333
CLEC2D	-0.539357142857143
GRRP1	1.833
CD8B	-3.5795
HIST1H3D	-0.812833333333333
SLC6A12	0.071875
FAM27L	-0.1425
CD84	1.681
RASA1	0.006
PHKG1	-0.825
MAGEA11	-1.601
IMPA1	0.2193
NPM3	-1.89825
RARRES1	1.217
SH3BP1	-0.34
B3GNTL1	-0.17
ARPC5L	-0.261333333333333
KLHL26	0.5625
SIM2	1.327125
GJC1	0.166
C20orf194	-0.31675
EXO1	-2.379
SLC2A2	-2.74266666666667
LOC285074	-1.55575
LRG1	-1.72525
KIRREL	-0.074
PIK3R1	0.144571428571429
C4orf34	2.07925
MAF	-2.01433333333333
ADCY4	3.24383333333333
ZMIZ2	0.1087
SLC46A3	1.06966666666667
STAMBP	0.544
CCDC16	1.75
MS4A12	0.003
TCF20	0.2
LRRC46	2.0515
C20orf152	1.12625
MRPS6	-0.723625
ABCB11	-0.1755
KCNC2	0.125333333333333
CDH19	-2.3626
C9orf123	0.333
SSH3	1.325875
LDLRAD1	-2.73575
CCBE1	-0.8425
ZNF135	1.83225
TAAR1	0.574
WFDC12	-0.4075
CCDC42	0.1345
FLJ12529	0.1305
PER1	0.275833333333333
TIMM50	-0.0971666666666667
SMARCAD1	-0.0931666666666666
FAM26C	0.34
TP53TG3	-1.1735
SH3RF1	2.3243
LMCD1	1.474
GPR63	-0.649
FLJ21986	-2.48275
AIFM3	-0.16475
MICAL1	-1.4745
BLZF1	1.664
IQCA	0.41
PCDHGC3	-0.7275
SAC	0.66975
BCL6B	2.03016666666667
DDO	-0.582
MARCO	0.53775
DCHS1	2.10333333333333
C1orf170	0.502333333333333
CD200R1	0.583
C22orf15	-0.6655
SEPT11	0.119666666666667
ADNP	-0.053
UST	-1.894
C13orf34	-1.85616666666667
RFFL	0.993
APBA3	0.283
C2orf60	-0.80375
CUTL1	-0.7716
PMS1	-1.247
ZNF689	2.1055
EIF3E	0.204
IL9	-0.2785
RPL31	-0.138625
LY9	-0.128333333333333
ATP2B3	0.28775
KDELR2	-0.575166666666667
TFCP2	0.50825
NLRP12	-0.224875
FLJ45422	0.1935
TLE4	-0.6805
ZNF570	1.088
FLJ43806	-1.062
TLK2	0.222625
CIR	1.11075
MARS2	0.543
COL24A1	0.65675
SDF2L1	-0.166
HIBADH	0.390833333333333
IGFBP3	-2.93228571428571
C12orf23	0.241375
PSPC1	-0.406
C20orf43	1.17275
TRAV20	-0.013
ARHGAP24	0.556
KIAA1975	-1.557625
C1QA	3.1928
DNTT	-5.00566666666667
C10orf6	0.478083333333333
C11orf41	0.006375
HNRPF	0.456125
COL11A1	3.63283333333333
UBAP2	-0.469333333333333
CDKN2AIPNL	-0.55
C20orf174	1.64275
SPRED2	0.0245
PLA2G12A	1.0765
ICEBERG	-1.49366666666667
SCN10A	0.462
C11orf65	-0.28275
GBP5	3.38425
PITPNC1	-0.504833333333333
POU3F3	0.1185
NCOA7	-0.5375
LIN7C	1.1594
LOC348840	-0.466
NKX2-2	-2.86
ANKRD13D	-0.021375
LOC123688	-1.412
FUT2	2.10633333333333
TAAR8	0.778
FZD4	-0.550833333333334
PNMA3	-1.02416666666667
OR4L1	0.529
WIT1	-2.727
EXOC3L	1.66475
ATPBD4	0.4578
KRBA1	-1.5645
UBXD6	1.362
HOXB7	-0.276714285714286
C7orf23	-0.752
UNQ338	-0.856
STAB2	0.343
CDC20B	-0.08225
IRF9	2.23825
CENTG1	-0.140833333333333
TNPO2	-0.984
MCPH1	1.8485
BMS1P5	-1.94125
SLC26A7	0.3415
HIST1H3J	-0.47325
C9orf3	-0.3554
LBH	0.501
MYO1D	0.7305
PTDSS2	0.7195
NFU1	0.37025
DEPDC4	-0.609
WNT7B	2.0825
GLP2R	-0.313833333333333
SETD4	-0.428
DYNLT3	-1.1699
FKBP11	-2.6895
SESTD1	0.964333333333333
FLII	-0.89625
RPS16	-0.0435
CHPF	-0.827
CSNK2A1	0.582166666666667
SUMO1P1	0.472
FKBP6	-0.865
ZNF214	-1.56416666666667
TWIST1	0.171833333333333
DDX56	-0.0891666666666667
TRAM1L1	3.848
EPO	-2.08433333333333
MRPS18B	0.632
ZNF682	-0.305666666666667
RPL14	-0.181666666666667
MAFF	-0.09975
LOC51136	0.345
LY96	0.165
DDX20	-0.107
ABTB1	0.375166666666667
ARL5A	0.8364
CCT6A	-0.6285
HEPACAM	-1.4255
EHHADH	-0.484833333333333
RBAK	0.806
CGB1	0.5775
ITGB5	0.7213
YIPF3	0.6775
FKBP2	0.279
NR1D1	0.3045
TMEM110	-0.355
NEK2	-0.338666666666667
PRAMEF8	-3.1775
C20orf52	0.2765
PCDHGA3	-0.787
VWA3B	0.021
NDUFA5	-0.1365
THAP9	1.29125
FLVCR2	0.160333333333333
AP1S1	-1.263125
SMAD6	-1.09625
SAV1	0.30975
SAT1	1.03725
ZNF251	1.777625
ADAMTS7	-0.4036
RPP38	-0.171
C1orf211	-0.9965
YPEL2	1.598
RBMS1	-1.11525
ZNF445	-0.639166666666667
NRXN2	0.2935
PGBD4	0.4745
UGT2B28	-2.3345
WBSCR16	-1.283
NLRC3	-0.12075
ASTL	0.2455
ST6GALNAC1	-3.371
ZADH2	0.026375
MLLT4	-0.0175833333333333
ARL6	0.322666666666667
MEF2C	0.765
CBFA2T3	-1.944
AFF3	2.19314285714286
COG7	0.0673333333333333
MYB	-1.028
PLXNA3	-0.158
XRCC2	-1.41016666666667
MMS19	-0.709625
ST8SIA5	-0.861125
CHPT1	0.599666666666667
KIAA1712	0.66975
OR6X1	0.18
ACTR3	0.02075
UGCG	3.282
OR4P4	0.4245
ZAP70	-3.81925
LPP	-0.072625
ZNF485	-1.0685
PTPRCAP	-0.8225
IL12RB1	0.34125
ATRX	0.5344
CHST8	-1.05
C14orf109	1.81225
ARV1	0.499
NMB	-1.73328571428571
COX5A	-1.45483333333333
EIF6	0.038
MPPED2	-0.6335
SEMG1	-0.865
CHRDL1	-0.062
TRAF3IP2	-0.441
WNK2	-0.8465
LILRA4	2.25133333333333
LAMA2	3.89075
PXT1	0.4735
RLBP1	-3.2965
CD300C	0.50675
SLTM	-0.472625
FLJ10404	-1.0813125
APOBEC3D	-0.656
RENBP	0.793666666666667
ATXN7L1	0.004
NID1	0.3515
TUBGCP3	-1.16125
ITIH5	0.714277777777778
CCDC110	1.80375
C8A	-2.83475
MGC87042	1.00275
HOXC13	1.8325
TFDP2	-0.32225
HCP5	0.751
POLI	1.134
UCN	-1.72283333333333
ZNF764	0.997333333333333
C8orf45	-0.542
FHL3	-1.08875
SPATA5L1	-1.548
MMRN2	3.24116666666667
NDST1	0.901666666666667
COL20A1	-0.536666666666667
ZNF248	-0.659333333333333
PELP1	0.264666666666667
MBL2	-2.4605
RNF41	0.821875
C5orf24	1.366625
THOC5	-0.044875
SERINC3	1.24641666666667
RP11-151A6.2	0.51725
CDCP2	-0.0845
HIST1H2AA	0.912
C11orf75	-0.485333333333333
FKBP7	-0.92525
DDOST	-0.46625
GPNMB	0.527333333333333
TTF2	-0.9075
KCNT1	0.1724
SLC39A14	-0.022625
NGRN	0.0961
GPR137B	3.027
MECP2	-0.250875
PSMA1	0.8325
C16orf73	-5.44825
TMEM60	1.38466666666667
CSN3	-0.285
NOS1	0.369833333333333
RAB7L1	1.03
YBX2	0.239
KIAA1166	-0.97875
FUBP3	-0.127666666666667
ABCG1	2.571
ACACA	0.37325
ARL11	0.00399999999999999
ATOH1	0.58
ODF1	0.0598333333333333
CREB3L3	-2.04833333333333
TMEM127	1.445
DSCAML1	2.51025
PLN	2.654
LYPLA1	2.27358333333333
PRDM9	-1.03975
SASP	-0.846
PLUNC	-0.174
INTU	0.05725
HISPPD1	-0.31975
LNPEP	1.076
YARS2	0.081
APCDD1L	-1.7565
ZCCHC4	0.6638
FBXO22	-0.470833333333333
TTLL13	-0.3245
ZNF669	1.21533333333333
PTGDR	1.382
DDX27	0.00100000000000001
KIAA0409	0.471333333333333
GJB6	-0.2515
ASB8	1.2815
PLP2	-1.13333333333333
MEPE	0.18375
OR10J5	-0.21
KRT222P	1.6305
COQ7	1.2905
C1orf101	1.36225
RERG	2.4847
CHMP5	1.153
THAP11	0.445125
ZNF43	0.828
ZRANB3	-0.578166666666667
KRT13	-0.923875
MRPL19	-0.870375
RBBP9	0.403875
SPATA17	1.26475
BXDC5	0.634166666666667
PAFAH1B1	-1.01441666666667
MAGEE1	2.30025
OSTF1	-0.946
KIAA0323	-0.220333333333333
TXNDC13	1.13766666666667
CNTN4	2.056
LCE1B	0.508
UNQ501	1.806
ZNF154	0.94475
C3orf64	-0.3145
SYT5	-0.1875
PON1	-0.456333333333333
FLJ10357	-0.325625
ATP4A	-1.151
GNPDA1	-0.201
MGAT1	0.5135
C14orf121	-0.233
SLC35B2	0.37575
MIER3	0.201
CHEK1	-2.8445
ZNF8	0.260166666666667
TXNDC1	0.378
CKB	-0.14
RTN3	0.902642857142857
FZD2	-2.22666666666667
PART1	-0.264714285714286
PSMB6	0.9395
PCDHB8	-0.992
PHC3	0.2994
PPP1R8	-0.347166666666667
NOVA2	1.91066666666667
TNFRSF11B	-4.564375
GOLPH3	0.691833333333333
UBLCP1	-0.546
SUHW3	-1.44
TTLL1	1.60075
OPN4	0.419
OR13G1	-0.0315
ZPBP2	0.116166666666667
HSD17B11	-1.659375
C9orf50	0.7095
DHDDS	-0.411571428571429
CTSW	0.6168
NEFM	-1.329
MRPL28	-0.014
SYN1	-0.545
PIGV	0.534333333333333
ZIM2	2.375
APBB1	1.71483333333333
SND1	-1.326
C1orf123	-0.111833333333333
CHD3	0.34075
BHLHB8	0.15475
RNASE2	0.2765
BCAP31	0.493625
SLC25A44	0.583333333333333
CHD6	1.2413
PIB5PA	3.60161538461539
SELS	-0.2225
LOC541471	-0.00275
FAT2	0.314
ZNF81	0.131
OR4C16	-0.097
FLJ10081	-0.0667
LRRC4	0.60925
CS	-0.49
N4BP2	1.627875
IGFBP7	1.6305
ZNF318	0.489333333333333
NDNL2	0.45325
ZNF609	-0.11975
SIRT4	0.22975
EXOSC10	-0.4175
ECE2	-0.15425
OVGP1	3.63925
GTPBP3	-0.545
PACS2	-0.2426
C19orf36	-1.77066666666667
ARL4C	0.309625
ATG4B	-0.808375
UBQLNL	-1.1665
RHOXF2B	-3.6075
PLEKHG2	-1.4335
GALR1	-0.4555
AQP4	0.3255
HDAC7A	-0.3435
DCUN1D3	0.187
OR8A1	0.0475
CCRN4L	0.272125
CBR4	0.125166666666667
KIFC1	-1.462
SLC7A14	-0.744166666666667
LHX5	0.32
TRPC7	-0.5575
LPXN	-1.31725
SERPINA1	-3.241625
RPS13	-0.2535
BPIL3	-0.3465
PRKAA1	-1.6465
FADS2	-0.4764
ENAH	-0.7401875
PRO1768	-0.6025
APBA2BP	0.9795
LIPH	2.96133333333333
C3orf33	-0.207
RCC2	-1.01221428571429
ALDH1A2	-3.2122
RNF103	2.1555
AHCY	0.25575
ALG12	1.3635
CCL17	-0.0885
ZNF543	2.0635
ESRRG	-0.6979
CNGA1	-0.973
RDH5	-1.03466666666667
OTX1	-0.0857000000000001
PTGFR	-1.88933333333333
CDR2	-0.536
SELE	4.21175
NLGN2	-0.717166666666667
EXOSC9	0.346
ZNF566	0.464333333333333
KLRC2	0.5215
GPR12	0.5505
KIAA0196	2.386
PDRG1	0.11225
SSR3	-1.232
MSI1	-0.476
CST9	0.4825
CC2D1A	-0.087625
PLAGL1	-1.06372222222222
ZNF778	-0.202
RNF2	0.674125
KLF6	2.05566666666667
THBD	3.16433333333333
tcag7.1314	2.18725
NR5A1	-0.00750000000000001
ABCD2	-0.275
DNAJC7	-1.3855
CLEC4C	0.667
TM2D3	-0.07925
CCDC4	-0.5685
PLAC2	-3.34925
DCD	0.6155
FAAH	2.02225
POLA1	-0.0198333333333333
TM7SF2	0.870125
FLJ39822	0.285833333333333
FLOT2	0.091625
MAP4K1	-1.072
SRP68	0.29175
C21orf74	0.25
ARPC5	0.11425
LOC126075	1.72125
HECW2	0.342625
ZDHHC4	0.72425
ANKRD42	1.3797
PDE9A	-1.37833333333333
ABCA8	0.60425
NDUFS2	0.3925
UBR5	0.269375
BTBD16	-3.5805
LOC554174	0.3595
ZNF20	1.253
KIAA1843	0.0835
WDR17	-0.673875
C15orf33	-0.159
RNF113A	-0.17425
CAMKK1	-1.5144
CLCN2	-0.336
ANXA6	-0.529
LOC340069	0.4725
EMID1	1.6785
DPM3	-0.660583333333333
ELA1	0.8495
SLC25A13	-0.8067
KRT24	3.09775
SMPD1	0.855
TH	0.664125
COL6A2	-0.405214285714286
ANKS1B	2.26
GPR126	-3.1626
ZC3H12A	-0.281333333333333
TMEM47	-0.292833333333333
C2orf51	-0.133833333333333
C1orf88	3.03866666666667
HSF2BP	1.8315
AKAP10	0.05275
RPAP3	0.1345
KLHDC8B	0.2955
STOM	0.1012
MUPCDH	-0.003125
C10orf72	-0.0985
PLEKHA3	0.640666666666667
TCP11L1	-0.295
CWF19L1	0.6265
SPEF1	1.30646153846154
YSK4	-0.13325
ELN	1.9346
SAMD8	1.22983333333333
MPI	-1.10333333333333
MEPCE	0.4313
ABCC3	-1.20825
NANOGP1	-3.6165
KCNK17	0.637875
HLA-DMB	3.94516666666667
RRAGA	0.95725
ANGEL1	0.58225
RBM32B	0.1485
CPN1	-3.29
MGC52282	1.2324
HLA-A	1.00058333333333
OR9G4	1.1115
EDNRB	-0.913625
SCD	-2.32207142857143
C14orf80	-0.847166666666667
BAGE2	-0.532
RABL4	2.214
RCVRN	0.587
SHANK1	0.3585
NLRP7	-3.95
CD226	1.066
STAT3	0.656875
SYNJ2	-0.5916
TPCN2	0.0285
WDR36	-0.778916666666667
MBD4	-0.404
ROBO1	-1.587
ST3GAL6	-3.66175
SLAMF8	1.56183333333333
ATN1	-0.118833333333333
GPR141	0.4695
KRT36	-0.142
TPH1	-0.00600000000000001
DDX52	1.10475
ZSCAN29	-0.609166666666667
TRPT1	0.658
DPEP3	0.53725
DENND4A	-0.836
TSPAN16	0.4005
PTCHD2	0.162
LOC145814	-0.77775
CAP1	-0.0576666666666667
EIF5A2	-1.5181
NT5DC3	-1.075875
SEPT9	-1.284
SEZ6L2	1.657125
EGFLAM	3.35125
VPS11	0.3065
NDUFB5	0.0291666666666667
CIDEA	1.19983333333333
IER5L	-0.73975
N6AMT1	0.883
FAM83C	-0.32475
OXR1	1.06266666666667
IRX1	-0.0705
DGKB	-0.486666666666667
GCN5L2	-0.5775
MIR16	1.056
FBXW9	0.482
WDR4	-3.24033333333333
PDC	-0.7885
VPS33B	-0.98425
HEXB	0.154
FLJ32214	0.20475
TCEB3	-1.074
CRLF1	-5.4375
ABI3BP	0.51625
C8orf22	-4.30275
PYCR1	-0.63625
KIAA1706	0.5655
CDK5R2	0.195875
WAS	0.004
C12orf60	0.542
CCBL2	-0.323625
MADD	0.25025
C5orf34	-1.40375
WDR42A	1.0879
KLF12	-1.18575
HSPA1A	2.2585
ITM2C	-2.405
DAPK2	1.1325
LOC442590	0.746
SUMF2	0.1385
CENPA	-2.31169230769231
TMED5	0.097375
CDH6	-0.3139
BRP44	2.863125
THG1L	-1.473
GABRA2	-1.91975
C14orf166	-0.098
MYL1	-1.8725
TNFSF18	-0.0265
PAP2D	-1.60516666666667
PPIB	-0.73425
KLHL4	-0.068375
SFN	-0.565166666666667
CCDC127	1.168
FRAP1	-0.40725
GOLGA5	1.20075
SDCCAG1	0.08775
MGC21675	0.8315
C10orf95	-1.00025
KIAA1345	-0.374166666666667
C1orf163	-0.1515
LACE1	-0.200833333333333
OR10K2	-0.1875
CENPN	-2.34908
TMED2	1.72425
UGT1A6	-1.806
ANG	-0.193
U2AF1	-0.674666666666667
CASC2	0.4005
NMT2	-1.19766666666667
OSGEPL1	0.429875
DFNB31	-0.8475
SLC6A20	-0.475125
DKC1	-0.6325
FXYD4	-1.08975
WDR64	0.079
MGC5590	0.467
CREBZF	-0.343333333333333
DAZ1	0.187666666666667
PRPSAP1	-0.035
GCHFR	-1.367
TTC7A	-1.92625
LOC196993	0.273
UBD	-1.28166666666667
S100A1	-1.1395
RPL6	-0.383833333333333
DNAJB6	-0.1836
NAGS	3.6139
C2orf58	0.2185
KERA	1.59316666666667
MT1X	-0.9481
UBE2B	0.8157
KEAP1	0.72675
MST1	-4.065
OMA1	1.3095
ABLIM2	1.25125
BCL2L13	0.375166666666667
JAZF1	-0.683
TMEM63B	2.317
S100A8	-2.1016
ARFIP2	2.05
UROS	-0.15825
KHDRBS2	-1.6895
POLQ	-2.810875
SOAT1	-0.505
SPAG4	-2.292
MRPS30	-0.638
LOC494141	0.43325
OR2T11	0.6005
ORAOV1	0.1992
ZNF184	0.3745
TCEB3B	0.0704
ADAM21	1.415
GDPD1	1.82425
SPINLW1	0.493
PRR14	0.4065
KCTD9	1.0418
NUDT3	0.4955
KIAA1822	0.2898
HIST1H4K	1.5185
DFNA5	-1.904
GABPA	1.09975
C14orf44	3.4905
POLB	1.69725
PTAR1	-0.73125
SEC31A	0.4626
TRIM58	-1.9855
TAS2R14	0.303
VPS8	0.034
H1F0	1.03783333333333
PRKCB1	-3.348
UGT2A1	0.474
TOR1B	0.75675
LSS	-1.20025
C2orf19	0.2495
HNRNPC	0.165285714285714
TMEM100	-1.76116666666667
LOC116349	2.09725
OR51M1	0.284
CCDC142	-0.54475
ISG15	0.5388125
ZCCHC14	-0.45675
CREBL2	1.295
TGDS	-1.4595
DC2	0.1165
CACNA2D3	-0.484785714285714
ZNF429	-0.548375
LYPD6	1.06533333333333
SUCLG1	0.0771666666666667
OR51I1	-1.5485
MAGEH1	2.0505
PRPF40A	0.234
SMR3A	0.5335
SPINK2	1.0555
THAP2	0.376125
NPY5R	-0.503125
IRF4	-3.151625
SPESP1	-1.7995
OR10S1	0.692
DTD1	-0.98175
TUBE1	-0.99225
DDX19A	-1.071
PDPN	-1.5955
TMEM34	1.69216666666667
MGAM	0.13
COL3A1	5.55361111111111
GFM2	0.175
OR5A2	-0.2695
PSG9	-0.92225
ARHGEF11	-0.0993333333333333
IVNS1ABP	-0.885625
SIGIRR	1.46575
DUSP19	-0.34275
DNAJC14	0.9505
ACSS1	1.464
IL1RAPL2	2.005
C4orf30	0.34125
SEPT4	2.81325
LANCL3	-2.8125
SPAG17	3.0925
PRDX3	0.492625
HNF1A	-1.96475
P4HA2	-1.001
RFWD3	-1.75
MOV10	-0.4465
DNAJA5	0.570928571428571
LOC729440	-0.0425
LOC200383	0.163857142857143
SMC2	-1.555
MIXL1	-1.23816666666667
TMEM9	0.56575
FAM86A	2.3775
ZNF174	0.9401
MYH14	-1.1115
CCR8	0.0615
VPS37C	1.832
GPATCH1	0.979666666666667
B3GNT8	2.4575
