Hybridization REF	TCGA-BH-A0AW-01A-11R-A056-07
STAT5B	-1.63383333333333
SSB	-0.82025
OR10H5	0.182
SLC22A13	-0.542
AKAP3	-0.423
TIMM23	-0.0445
OAS2	2.149
KIAA0423	-0.66425
TRIM11	0.702833333333333
GLIS3	0.485125
TMEM50B	0.584833333333333
ARHGEF4	-1.645625
DEGS1	0.250454545454545
TBL1XR1	1.0005
G6PD	-0.15775
SP140	1.3797
MUC17	-0.170785714285714
NUDC	-0.0419
DNAJC5B	4.47983333333333
SCARA3	0.342
CPA3	6.84333333333333
BCAT2	-0.351875
MFN1	-0.7106
NRG3	0.4965
SNX11	0.0775
PLEKHH1	-0.870166666666667
GPR177	-1.95966666666667
HCFC2	0.23475
TCAP	4.852
MOCOS	-2.9265
C14orf93	-0.65175
PRDM10	-0.698833333333333
SLC16A4	-1.03608333333333
SRGAP1	-0.124666666666667
VIP	-0.145
DUSP27	-0.844
LILRA1	0.9826
MC2R	0.1885
MGC24103	-3.15225
MBTD1	0.185
FUT11	-0.552166666666667
USP33	0.0937
C15orf39	0.02975
MAP3K12	-0.45625
PAAF1	-0.643833333333333
BARHL1	0.38
FLJ16165	0.477
PIWIL2	-2.92825
SYNE1	-0.0225833333333333
CMTM4	0.80475
TSPYL1	1.207
GUF1	-0.584
TMEM157	0.964
WDR44	0.20075
HIST1H3C	0.88625
DKFZp666G057	-0.42975
RNPEP	0.36025
GAS2L2	-0.1535
ADH4	-5.025
GRPR	-0.1495
FBXL17	2.34675
ZBTB10	0.98625
Gcom1	-0.281944444444444
HTRA1	1.0648
ZNF585A	0.0405
SLC26A2	-0.499571428571429
OTOP3	0.141666666666667
WISP1	2.16833333333333
ATP2B4	-0.262666666666667
FLJ10769	0.83
CRAMP1L	-0.185
CHST12	-0.1595
RAB22A	0.346083333333333
TARDBP	-0.093
STAU1	-0.18375
CRB3	2.50416666666667
MIG7	-1.8705
CHMP1A	0.0451666666666667
ZNF160	0.411875
B3GALT6	0.243375
BARX1	-0.6385
C6orf167	-1.0486875
NXNL1	0.5155
DHX29	0.19125
HADHB	-0.019
PLXNB2	0.798625
ILDR1	-1.60025
SLC15A3	3.64775
GAS2	-4.73816666666667
C20orf69	2.1485
NUMB	-0.5135
TNIP1	0.211
MESP1	2.05866666666667
PSKH1	-0.06575
NSFL1C	0.305625
RHOG	0.4775
HEY1	-0.833333333333333
KNG1	-2.164375
ITGAX	2.7147
LIN9	-0.148833333333333
CANT1	2.150375
XRN1	0.585357142857143
CCDC96	0.9108
HEATR6	-0.300166666666667
GNG7	0.67525
RUNX2	1.0815
SOX1	0.854666666666667
FCRL5	0.8565
ZNF99	0.2365
FAM9A	2.8515
SNX22	0.919166666666667
MBNL3	-1.828
ODC1	-2.8934
ADORA2B	-2.98816666666667
NR2F6	0.177
ZFYVE16	-0.508888888888889
SYNJ2BP	0.7224
POLE	-0.766375
E2F2	-0.173875
THRA	-1.05766666666667
PTGES2	-0.616666666666667
HIP1R	0.801
TMUB1	-0.439166666666667
ENO3	-2.2075
RSPH10B	0.156
CXorf39	1.326375
IRGC	0.314
GPR109B	1.09875
FLJ13305	-1.173
LCE3A	-0.0115
TNFRSF18	-0.0693333333333333
DET1	-0.52475
TRPM3	-0.770666666666666
C16orf79	-0.6785
FECH	-1.18616666666667
RAP2A	1.093
CRIP1	2.3865
AZIN1	0.332375
SLC7A7	4.523
IL10RA	1.6296
TMEM64	-1.8855
CDC42EP4	1.3043
C16orf58	0.00900000000000001
ARG2	-2.04975
POU5F1P4	-4.49975
FAM62B	-0.760625
DNAH8	-1.7372
ASH2L	-0.386
TSLP	-4.38583333333333
CNTNAP5	-0.3154
TMEM16C	-0.39475
IFNA14	0.464
SLC1A3	1.779125
CABYR	3.03375
BCL7B	-0.3099
NUDT13	-1.819
C13orf28	0.133
C1orf53	0.9395
ARL6IP4	0.6025
RPL35A	0.01575
EMR3	0.56875
RAB40C	0.755666666666667
SLC41A1	-0.461333333333333
LRCH1	-0.95375
LY6G5B	-0.4095
FAM124A	-0.219642857142857
MGC10981	-3.611
CLIP3	0.0948
MAP4K2	-0.524
CHIC1	-0.409
SULF1	3.52083333333333
C20orf30	0.125071428571429
PRDM5	-0.983
ELOVL1	0.61675
C11orf48	-0.23425
SLC39A10	0.104
KCNV1	0.92625
ACP1	-0.695
ZMYM2	-1.393875
B3GNT6	-0.205
C9orf69	-0.1705
C2orf15	0.95375
C20orf166	1.0955
HSP90AA6P	0.59
EDG7	-1.68
NEURL	-0.9005
LPL	0.771833333333333
CLEC2D	-0.156857142857143
GRRP1	2.6065
CD8B	-2.0224
HIST1H3D	-0.0661666666666667
SLC6A12	1.243125
FAM27L	0.399
CD84	3.077
RASA1	-1.1475
PHKG1	0.1495
MAGEA11	-2.022
IMPA1	-1.3981
NPM3	-0.9225
RARRES1	4.6415
SH3BP1	0.910875
B3GNTL1	0.1715
ARPC5L	-0.2185
KLHL26	0.2635
SIM2	-2.466625
GJC1	1.273
C20orf194	-0.113
EXO1	-1.48525
SLC2A2	-1.78566666666667
LOC285074	-1.05075
LRG1	-0.89075
KIRREL	-0.0115
PIK3R1	1.30871428571429
C4orf34	0.4725
MAF	-0.792611111111111
ADCY4	4.05666666666667
ZMIZ2	1.3853
SLC46A3	0.797666666666667
STAMBP	-0.297666666666667
CCDC16	0.8395
MS4A12	0.401
TCF20	-0.6675
LRRC46	0.3825
C20orf152	-0.14975
MRPS6	-0.364875
ABCB11	-0.2785
KCNC2	0.589
CDH19	-2.67966666666667
C9orf123	-0.531833333333333
SSH3	0.132375
LDLRAD1	-2.36125
CCBE1	-1.03125
ZNF135	1.53425
TAAR1	-0.2055
WFDC12	0.27
CCDC42	0.295666666666667
FLJ12529	-0.7605
PER1	-1.02133333333333
TIMM50	0.471833333333333
SMARCAD1	-1.35333333333333
FAM26C	0.3765
TP53TG3	-1.6325
SH3RF1	1.9498
LMCD1	1.3535
GPR63	-0.492
FLJ21986	-2.100375
AIFM3	-0.116
MICAL1	0.834833333333333
BLZF1	0.610333333333333
IQCA	2.58133333333333
PCDHGC3	0.1
SAC	0.04875
BCL6B	2.38783333333333
DDO	-0.63325
MARCO	4.8365
DCHS1	0.876
C1orf170	0.423
CD200R1	1.34516666666667
C22orf15	0.118
SEPT11	0.0536666666666667
ADNP	-0.30325
UST	1.9628
C13orf34	-1.70333333333333
RFFL	1.45014285714286
APBA3	-0.039
C2orf60	-0.656
CUTL1	0.1711
PMS1	-1.09225
ZNF689	1.495
EIF3E	-1.03516666666667
IL9	-0.0690000000000001
RPL31	-0.607625
LY9	1.86816666666667
ATP2B3	-0.06225
KDELR2	0.796875
TFCP2	-0.626
NLRP12	0.00924999999999999
FLJ45422	0.09675
TLE4	-0.0678
ZNF570	0.2905
FLJ43806	-1.7465
TLK2	-0.098375
CIR	0.67875
MARS2	0.263
COL24A1	0.59025
SDF2L1	-0.6025
HIBADH	-0.958
IGFBP3	-2.25171428571428
C12orf23	0.3165
PSPC1	-0.673
C20orf43	0.00175
TRAV20	1.052
ARHGAP24	0.0265
KIAA1975	-1.86425
C1QA	4.4019
DNTT	-3.97783333333333
C10orf6	-0.46975
C11orf41	-0.729875
HNRPF	0.493125
COL11A1	6.2625
UBAP2	-1.11033333333333
CDKN2AIPNL	-1.663
C20orf174	5.41475
SPRED2	0.3235
PLA2G12A	0.377833333333333
ICEBERG	-1.75633333333333
SCN10A	0.021
C11orf65	0.21575
GBP5	6.3435
PITPNC1	0.592166666666667
POU3F3	2.44
NCOA7	0.220625
LIN7C	-0.0224
LOC348840	-0.597
NKX2-2	-2.44225
ANKRD13D	0.507
LOC123688	0.689
FUT2	2.50833333333333
TAAR8	0.675
FZD4	0.512333333333333
PNMA3	-1.12033333333333
OR4L1	-0.177
WIT1	-2.02175
EXOC3L	2.07525
ATPBD4	-0.5764
KRBA1	-0.133
UBXD6	0.2995
HOXB7	-0.893142857142857
C7orf23	-1.164
UNQ338	-0.6815
STAB2	1.01475
CDC20B	0.18
IRF9	1.353
CENTG1	0.888
TNPO2	-0.60425
MCPH1	0.256125
BMS1P5	-2.46675
SLC26A7	1.125
HIST1H3J	1.56075
C9orf3	-0.3318
LBH	2.085125
MYO1D	-0.106
PTDSS2	-0.40275
NFU1	0.14775
DEPDC4	-1.917
WNT7B	0.2589
GLP2R	-0.4945
SETD4	-1.2613
DYNLT3	-0.7706
FKBP11	-0.790166666666667
SESTD1	-0.05
FLII	-0.1615
RPS16	0.3512
CHPF	-0.391666666666667
CSNK2A1	0.298666666666667
SUMO1P1	-0.5385
FKBP6	-0.595
ZNF214	-2.05033333333333
TWIST1	0.419666666666667
DDX56	-0.624666666666667
TRAM1L1	1.678
EPO	-1.80566666666667
MRPS18B	-0.48775
ZNF682	0.150333333333333
RPL14	-0.424666666666667
MAFF	-0.91
LOC51136	-0.223875
LY96	1.15425
DDX20	0.01225
ABTB1	0.643166666666667
ARL5A	0.4612
CCT6A	-0.9055
HEPACAM	-1.415
EHHADH	-0.843666666666667
RBAK	0.251
CGB1	1.12525
ITGB5	0.1657
YIPF3	-0.1875
FKBP2	0.5525
NR1D1	-1.3619
TMEM110	0.769
NEK2	-1.379
PRAMEF8	-2.46225
C20orf52	0.395
PCDHGA3	-0.892
VWA3B	0.34825
NDUFA5	0.2205
THAP9	-0.81325
FLVCR2	0.599166666666667
AP1S1	-0.74275
SMAD6	-0.968
SAV1	-0.6325
SAT1	0.382375
ZNF251	0.880125
ADAMTS7	1.1711
RPP38	-0.12775
C1orf211	-0.3655
YPEL2	1.156
RBMS1	-0.58625
ZNF445	-1.14566666666667
NRXN2	0.699166666666667
PGBD4	-0.20725
UGT2B28	1.6095
WBSCR16	-0.7737
NLRC3	1.100375
ASTL	0.739
ST6GALNAC1	-0.8625
ZADH2	-0.86325
MLLT4	0.373333333333333
ARL6	-1.19966666666667
MEF2C	0.42425
CBFA2T3	-2.0255
AFF3	0.440428571428571
COG7	0.289
MYB	-0.586833333333333
PLXNA3	0.4395
XRCC2	-2.20833333333333
MMS19	-0.994875
ST8SIA5	-0.8925
CHPT1	-0.660833333333333
KIAA1712	0.043375
OR6X1	1.497
ACTR3	0.12825
UGCG	0.1245
OR4P4	0.519
ZAP70	-1.217
LPP	0.96175
ZNF485	-0.1775
PTPRCAP	1.8435
IL12RB1	1.27375
ATRX	-0.2335
CHST8	-2.0175
C14orf109	0.31125
ARV1	0.01775
NMB	-0.673
COX5A	-0.686333333333333
EIF6	-0.5245
MPPED2	-1.48816666666667
SEMG1	-0.326
CHRDL1	0.1215
TRAF3IP2	1.493
WNK2	-0.089
LILRA4	4.60516666666667
LAMA2	3.64
PXT1	-0.553
RLBP1	-2.54875
CD300C	1.059
SLTM	-1.066375
FLJ10404	-0.173875
APOBEC3D	-0.5705
RENBP	1.29366666666667
ATXN7L1	0.078625
NID1	-0.26075
TUBGCP3	-0.907
ITIH5	0.837777777777778
CCDC110	4.7745
C8A	-2.53075
MGC87042	-2.02875
HOXC13	-0.9765
TFDP2	-0.687
HCP5	1.810125
POLI	-0.99125
UCN	-0.372666666666667
ZNF764	1.631
C8orf45	2.6535
FHL3	-0.20825
SPATA5L1	-1.87025
MMRN2	3.566
NDST1	1.11366666666667
COL20A1	0.0676666666666666
ZNF248	-0.0193333333333333
PELP1	-0.5515
MBL2	-2.566
RNF41	0.125125
C5orf24	0.895875
THOC5	-0.566375
SERINC3	-0.473916666666667
RP11-151A6.2	0.3515
CDCP2	0.052
HIST1H2AA	0.66925
C11orf75	0.766666666666667
FKBP7	-0.20375
DDOST	-0.13525
GPNMB	2.03483333333333
TTF2	-1.26383333333333
KCNT1	0.0586666666666667
SLC39A14	-1.5105
NGRN	-0.0948
GPR137B	2.37575
MECP2	0.295375
PSMA1	-0.43625
C16orf73	-5.13275
TMEM60	0.0141666666666667
CSN3	0.439
NOS1	0.531166666666667
RAB7L1	1.00916666666667
YBX2	0.8415
KIAA1166	0.632625
FUBP3	-0.4525
ABCG1	1.786
ACACA	0.909916666666667
ARL11	0.7183
ATOH1	0.3935
ODF1	-0.149
CREB3L3	-1.04483333333333
TMEM127	2.1315
DSCAML1	-0.42825
PLN	3.73166666666667
LYPLA1	-0.01675
PRDM9	-1.6395
SASP	0.9485
PLUNC	0.0183333333333333
INTU	-1.794
HISPPD1	-0.74825
LNPEP	-0.0623333333333333
YARS2	-0.812166666666667
APCDD1L	-1.173
ZCCHC4	-1.3045
FBXO22	-1.09116666666667
TTLL13	-0.7265
ZNF669	0.671333333333333
PTGDR	2.18675
DDX27	-0.20925
KIAA0409	-0.2795
GJB6	0.294
ASB8	0.986
PLP2	0.560166666666667
MEPE	0.354
OR10J5	0.041
KRT222P	-0.0045
COQ7	0.779666666666667
C1orf101	0.31225
RERG	-0.3887
CHMP5	-0.44225
THAP11	-0.17025
ZNF43	0.529
ZRANB3	-1.07216666666667
KRT13	-1.2985
MRPL19	0.238
RBBP9	0.997375
SPATA17	1.64375
BXDC5	-0.151333333333333
PAFAH1B1	-0.842416666666666
MAGEE1	1.369
OSTF1	0.887
KIAA0323	-1.244
TXNDC13	1.27966666666667
CNTN4	-0.594375
LCE1B	1.1155
UNQ501	1.77625
ZNF154	0.28325
C3orf64	-0.11575
SYT5	-0.0917
PON1	0.2825
FLJ10357	-1.064875
ATP4A	-0.8225
GNPDA1	-0.5885
MGAT1	1.27116666666667
C14orf121	-0.00649999999999998
SLC35B2	0.4065
MIER3	0.177166666666667
CHEK1	-2.377125
ZNF8	0.935333333333333
TXNDC1	-1.0635
CKB	0.3971
RTN3	0.695357142857143
FZD2	-1.14533333333333
PART1	0.375125
PSMB6	-0.6255
PCDHB8	-0.9125
PHC3	0.207
PPP1R8	0.0153333333333333
NOVA2	2.298
TNFRSF11B	-3.271
GOLPH3	0.89
UBLCP1	-0.8525
SUHW3	-0.605
TTLL1	0.16725
OPN4	0.597
OR13G1	-0.2945
ZPBP2	0.2095
HSD17B11	-1.12625
C9orf50	-0.156
DHDDS	-0.194928571428571
CTSW	3.0173
NEFM	-2.16466666666667
MRPL28	-0.175
SYN1	1.66833333333333
PIGV	-0.345166666666667
ZIM2	-1.004
APBB1	0.748833333333333
SND1	-0.294
C1orf123	-0.122833333333333
CHD3	0.04475
BHLHB8	1.0325
RNASE2	-0.264166666666667
BCAP31	0.9875
SLC25A44	0.772333333333333
CHD6	0.6785
PIB5PA	1.18853846153846
SELS	0.049375
LOC541471	0.309125
FAT2	-1.548
ZNF81	-0.7275
OR4C16	0.7735
FLJ10081	-0.0945
LRRC4	1.068
CS	-0.125666666666667
N4BP2	-0.40925
IGFBP7	1.44875
ZNF318	-0.163416666666667
NDNL2	0.200375
ZNF609	-0.256375
SIRT4	0.267
EXOSC10	-0.4085
ECE2	0.463583333333333
OVGP1	0.074
GTPBP3	-1.007
PACS2	0.0467
C19orf36	0.621166666666667
ARL4C	-0.147
ATG4B	-0.741625
UBQLNL	-0.361
RHOXF2B	-2.955
PLEKHG2	-1.4715
GALR1	-1.2555
AQP4	-0.7778
HDAC7A	-0.228666666666667
DCUN1D3	0.72375
OR8A1	-0.317
CCRN4L	0.266375
CBR4	-0.463166666666667
KIFC1	-1.39816666666667
SLC7A14	-1.8765
LHX5	-0.554
TRPC7	0.144
LPXN	0.23875
SERPINA1	-1.5875
RPS13	-0.5736
BPIL3	0.206
PRKAA1	-0.17225
FADS2	1.2114
ENAH	0.6578125
PRO1768	1.104
APBA2BP	-0.09
LIPH	0.0338333333333333
C3orf33	-0.38475
RCC2	0.440857142857143
ALDH1A2	-2.6434
RNF103	1.575
AHCY	0.474
ALG12	1.075
CCL17	3.941
ZNF543	1.30733333333333
ESRRG	3.4099
CNGA1	2.644
RDH5	-0.681666666666667
OTX1	0.1126
PTGFR	-0.874833333333333
CDR2	0.52375
SELE	5.88025
NLGN2	-0.770833333333333
EXOSC9	-1.43125
ZNF566	0.295833333333333
KLRC2	-2.3965
GPR12	1.4165
KIAA0196	-0.8745
PDRG1	0.167
SSR3	-0.2265
MSI1	-0.2315
CST9	-0.406
CC2D1A	-0.16225
PLAGL1	-1.04483333333333
ZNF778	-0.049
RNF2	0.284125
KLF6	0.541333333333333
THBD	1.84366666666667
tcag7.1314	0.2395
NR5A1	0.305166666666667
ABCD2	0.43225
DNAJC7	-2.8475
CLEC4C	1.1245
TM2D3	-0.00587500000000001
CCDC4	-0.5455
PLAC2	2.3665
DCD	3.6695
FAAH	1.5045
POLA1	-0.1475
TM7SF2	1.93025
FLJ39822	-0.570833333333333
FLOT2	0.742625
MAP4K1	0.634333333333333
SRP68	0.85175
C21orf74	0.004
ARPC5	0.512375
LOC126075	1.88625
HECW2	0.444125
ZDHHC4	-0.65425
ANKRD42	1.2723
PDE9A	-0.729333333333333
ABCA8	-0.303
NDUFS2	-0.04625
UBR5	-1.087875
BTBD16	-2.59925
LOC554174	-0.6275
ZNF20	0.537
KIAA1843	0.285
WDR17	-1.159125
C15orf33	0.3925
RNF113A	-0.28675
CAMKK1	-0.4773
CLCN2	-0.2935
ANXA6	-0.5805
LOC340069	-0.027
EMID1	0.652875
DPM3	0.648416666666667
ELA1	0.4145
SLC25A13	-0.5214
KRT24	-0.4835
SMPD1	0.8135
TH	1.06725
COL6A2	0.543071428571429
ANKS1B	0.18475
GPR126	-0.0585
ZC3H12A	-0.710333333333333
TMEM47	0.316
C2orf51	0.0998333333333333
C1orf88	0.828
HSF2BP	-0.287
AKAP10	-0.7495
RPAP3	-1.076
KLHDC8B	0.659125
STOM	-0.0241
MUPCDH	0.162125
C10orf72	-0.7925
PLEKHA3	0.402
TCP11L1	-0.02225
CWF19L1	0.06625
SPEF1	1.25415384615385
YSK4	-0.474
ELN	1.6699
SAMD8	0.727166666666667
MPI	-1.4105
MEPCE	0.7126
ABCC3	5.315625
NANOGP1	-3.5275
KCNK17	1.466375
HLA-DMB	5.34233333333333
RRAGA	-0.02975
ANGEL1	0.216
RBM32B	0.3
CPN1	-2.72075
MGC52282	-0.561
HLA-A	2.18408333333333
OR9G4	0.365
EDNRB	-1.08875
SCD	-0.793071428571428
C14orf80	-0.0676666666666667
BAGE2	0.661
RABL4	1.51883333333333
RCVRN	-0.958
SHANK1	0.1235
NLRP7	-1.7635
CD226	2.07275
STAT3	0.0765625
SYNJ2	-0.3296
TPCN2	-0.3
WDR36	-1.13041666666667
MBD4	-0.60325
ROBO1	-0.5735
ST3GAL6	-3.03025
SLAMF8	3.83666666666667
ATN1	1.12416666666667
GPR141	0.50025
KRT36	-0.1275
TPH1	0.893
DDX52	0.08775
ZSCAN29	-0.6385
TRPT1	0.256166666666667
DPEP3	1.5855
DENND4A	-1.166
TSPAN16	0.162
PTCHD2	0.442
LOC145814	-0.501
CAP1	0.307166666666667
EIF5A2	-0.8322
NT5DC3	-1.187875
SEPT9	0.393125
SEZ6L2	-1.69125
EGFLAM	3.0785
VPS11	0.629
NDUFB5	-0.172166666666667
CIDEA	2.61516666666667
IER5L	1.017
N6AMT1	0.2575
FAM83C	-0.31525
OXR1	0.953416666666667
IRX1	-0.3255
DGKB	-0.966
GCN5L2	-3.337
MIR16	0.597875
FBXW9	-0.21725
WDR4	-1.3085
PDC	0.798
VPS33B	-0.672
HEXB	-0.44125
FLJ32214	2.07825
TCEB3	-0.067
CRLF1	-4.5175
ABI3BP	1.98125
C8orf22	-3.73225
PYCR1	0.469
KIAA1706	0.1525
CDK5R2	1.312
WAS	0.8415
C12orf60	-1.34225
CCBL2	-0.449125
MADD	-0.12275
C5orf34	-1.968
WDR42A	0.0663
KLF12	-0.26075
HSPA1A	0.985
ITM2C	-1.11583333333333
DAPK2	0.601166666666667
LOC442590	-0.8575
SUMF2	-0.128875
CENPA	-1.00815384615385
TMED5	-0.434625
CDH6	-1.05
BRP44	2.225875
THG1L	-0.73925
GABRA2	0.39225
C14orf166	-0.49425
MYL1	-1.2045
TNFSF18	0.626
PAP2D	-2.69083333333333
PPIB	-0.51375
KLHL4	-0.88
SFN	0.144833333333333
CCDC127	0.676
FRAP1	-0.17475
GOLGA5	-0.2155
SDCCAG1	-0.628
MGC21675	-0.175166666666667
C10orf95	0.47175
KIAA1345	-1.65566666666667
C1orf163	-0.941
LACE1	-0.637166666666667
OR10K2	-0.7175
CENPN	-2.03632
TMED2	0.0815
UGT1A6	-0.362
ANG	-2.39775
U2AF1	-0.535666666666667
CASC2	-0.2785
NMT2	-0.320166666666667
OSGEPL1	-0.59775
DFNB31	-0.5815
SLC6A20	0.192375
DKC1	-1.2835
FXYD4	-0.57375
WDR64	0.31175
MGC5590	0.678
CREBZF	-0.207666666666667
DAZ1	0.095
PRPSAP1	0.13975
GCHFR	0.57525
TTC7A	-0.367375
LOC196993	1.029
UBD	3.37516666666667
S100A1	-0.13
RPL6	0.566166666666667
DNAJB6	-0.0169000000000001
NAGS	-0.1159
C2orf58	0.016
KERA	0.594333333333333
MT1X	-0.6678
UBE2B	0.3016
KEAP1	-0.02225
MST1	-3.1235
OMA1	-0.2745
ABLIM2	0.05525
BCL2L13	-0.215583333333333
JAZF1	0.948333333333333
TMEM63B	2.014
S100A8	2.9371
ARFIP2	1.0195
UROS	0.22125
KHDRBS2	-1.602
POLQ	-2.424
SOAT1	-0.88675
SPAG4	-1.322
MRPS30	-1.4545
LOC494141	-1.82625
OR2T11	1.109
ORAOV1	-0.9395
ZNF184	0.3125
TCEB3B	-0.0318333333333334
ADAM21	-0.191
GDPD1	1.95325
SPINLW1	-0.11025
PRR14	0.343666666666667
KCTD9	-0.776
NUDT3	1.342
KIAA1822	0.8356
HIST1H4K	3.0905
DFNA5	-0.95525
GABPA	-0.28325
C14orf44	0.712
POLB	0.11775
PTAR1	-1.6465
SEC31A	0.0173
TRIM58	-2.525
TAS2R14	-1.0575
VPS8	-0.0085
H1F0	0.859833333333333
PRKCB1	-1.15616666666667
UGT2A1	0.7565
TOR1B	-0.291
LSS	-0.10125
C2orf19	-0.023
HNRNPC	0.199714285714286
TMEM100	-1.286
LOC116349	0.90725
OR51M1	-0.444
CCDC142	-0.4725
ISG15	0.9901875
ZCCHC14	-0.395375
CREBL2	0.837375
TGDS	-1.89975
DC2	-0.7215
CACNA2D3	-1.68471428571429
ZNF429	-0.141
LYPD6	0.1735
SUCLG1	0.344
OR51I1	-0.704
MAGEH1	1.315
PRPF40A	-0.323
SMR3A	1.3055
SPINK2	0.36775
THAP2	0.947125
NPY5R	-1.315
IRF4	-0.83675
SPESP1	-1.68583333333333
OR10S1	0.0255
DTD1	-0.396
TUBE1	-1.82125
DDX19A	-0.539
PDPN	-0.355125
TMEM34	0.499083333333333
MGAM	-0.2955
COL3A1	6.13394444444445
GFM2	-0.7102
OR5A2	-0.4915
PSG9	-1.55233333333333
ARHGEF11	0.1205
IVNS1ABP	-0.531625
SIGIRR	0.90875
DUSP19	-0.863125
DNAJC14	-0.427
ACSS1	0.85275
IL1RAPL2	0.256
C4orf30	-1.4235
SEPT4	2.5125
LANCL3	-1.922
SPAG17	1.7515
PRDX3	-0.65975
HNF1A	-0.728375
P4HA2	-0.496
RFWD3	-0.897833333333333
MOV10	0.6585
DNAJA5	0.554928571428571
LOC729440	0.40725
LOC200383	1.08425
SMC2	-1.50025
MIXL1	-1.03733333333333
TMEM9	0.567
FAM86A	1.2215
ZNF174	-0.0715
MYH14	-1.00075
CCR8	0.9895
VPS37C	0.957
GPATCH1	0.320333333333333
B3GNT8	2.745
TBX4	-0.74825
CNR2	0.844166666666667
PCDH1	1.61675
C5orf29	3.449125
OCIAD2	0.70725
PLCG2	0.874
KIAA0247	1.613125
HRH3	0.4633
CAPN13	4.6295
CCR1	0.1152
MGC15523	0.0370555555555555
UVRAG	-0.187833333333333
DNAJA2	-0.528666666666667
ITGA2B	0.066
CLDN5	3.96575
PTPRN2	-1.41057142857143
ZNF512	-0.3
PSAP	1.17271428571429
CCDC140	-1.4625
LRRC55	0.50375
CYP26C1	0.262
C8orf47	-1.23875
LYN	0.489125
DUSP6	0.762333333333333
TGFB3	2.96646666666667
ELK1	-0.2824
PCDH11Y	-0.482
HGD	1.571
C17orf58	1.713
MYO3A	0.907
SERPINE2	-4.1275
AARSD1	-1.17475
C14orf73	-1.14775
ADAM33	0.33175
ZNF491	-0.1045
MAPK6	-1.4995
TCN1	-0.720333333333333
SLC24A6	1.6595
UBE2R2	-0.214
H1FNT	1.1095
TATDN2	0.06
LILRB1	2.8745
P2RY5	0.669
NUCB2	1.073
C2orf37	0.812
SNX27	0.4695
MTA3	0.432375
FOXO4	0.738875
ID4	-0.923166666666667
SOX5	-1.82166666666667
PXMP3	0.74075
OR52M1	0.446
SFT2D3	-0.123
INA	-2.40766666666667
MCOLN1	1.47625
NFIX	-0.292
CLEC14A	6.20866666666667
HIBCH	-0.340333333333333
PLA2G5	1.294
TIMM10	0.266333333333333
MED17	-0.1654
COL4A4	0.512
TPP1	0.432333333333333
GJA3	-1.5555
TMPRSS5	-1.75125
AADACL3	0.971
DNMBP	-0.258
ENPP5	-1.16983333333333
NQO1	0.1437
ZSCAN2	0.89625
SEC24C	0.285333333333333
GTF2A1L	-1.788
AXIN2	-1.1036
FAM33A	-0.387833333333333
C16orf13	0.4805
SPNS2	1.722
TAF1	0.04475
AP1G2	-0.368
RBM42	0.4625
HCN2	1.4635
EFHB	0.3032
RUSC1	1.24233333333333
GRIK5	0.3285
USP21	-0.0286666666666667
ATAD3C	1.61475
ORMDL2	1.106375
PRSS7	-3.0465
PSAT1	-4.01425
FLJ13195	-1.80516666666667
TBC1D1	0.686
IFNG	4.9085
OTOS	0.776833333333333
ZNF773	0.7515
EMD	-1.01875
RETN	-0.51425
CCL8	5.256
APH1A	-0.253375
COX18	1.203875
GTF2IRD2	0.24175
CCDC82	-1.69108333333333
PAFAH2	0.3113
NPEPL1	-0.8729
RP11-114G1.1	0.412
TP53INP1	1.00425
ZNF300	-2.439
FOXL2	-3.38925
LARP2	0.385583333333333
LATS1	0.163
HTR6	0.4985
SPOCK2	2.83966666666667
RNF144B	2.97066666666667
HTATIP2	0.000375
MGC10334	1.32516666666667
CENTA2	2.6055
FGF2	-2.02425
FXYD7	0.3235
PHYHIPL	-1.98725
GPR34	5.42975
DDX6	0.876166666666667
OR10W1	0.251
LHFPL1	-0.9945
ZNF313	-0.420357142857143
VPS28	0.93025
AP3M1	0.1155
AKR1CL2	1.319
TRAF4	0.53875
OR2B11	0.654
C19orf12	-0.397333333333333
AKAP9	-1.075
C1orf62	0.577
SLC20A1	-1.2988
FAM112A	0.6815
LDB2	0.982
MRPS23	-0.342
KLK5	-0.041125
SPTB	-0.166111111111111
EFEMP2	0.50375
EFNB2	1.85225
PCM1	-0.731428571428571
NMNAT3	-0.49075
TSG101	-0.1045
C8orf40	0.00133333333333333
NOB1	-1.71725
ABHD3	-0.64475
GTF3C4	-0.38175
PIGN	0.395333333333333
GALNTL1	-0.053
AEBP1	2.235125
OR9Q1	0.521
ANKRD2	0.414
CCL28	-0.242
TRIM38	0.290666666666667
TMCC1	-0.161
SMG5	0.30825
LRRC7	-1.2335
NCAPD2	-1.37783333333333
C6orf153	0.09175
C1orf74	0.37075
OTUD6A	0.515
DCP2	-0.312166666666667
TMEM24	0.4625
RPL18	-0.540666666666667
TMEM177	-0.35475
LRRC37A3	0.052
C1D	-1.16833333333333
LDHC	1.302
UBE4B	-0.382333333333333
NIT1	-0.376125
BTN3A3	1.1125
RASD1	2.9205
COMMD3	1.5895
SHFM1	0.8075
BIRC8	0.86625
DUT	-0.88425
C12orf51	1.0405
LRRC59	1.27
LY6H	0.77075
WDR22	0.398666666666667
EDEM1	0.465
ADH1A	3.4465
PANX2	0.3625
CYP11B1	0.68
CDC73	-0.6615
GPR172A	1.204
GSTM3	1.95584615384615
KCNA5	0.58425
SERAC1	1.51266666666667
NFATC2	0.4385
