Hybridization REF	TCGA-B6-A0IK-01A-12R-A056-07
FAM26C	0.196
TP53TG3	-2.288
SH3RF1	0.8559
LMCD1	1.54125
GPR63	-0.3505
FLJ21986	-3.38975
AIFM3	0.13675
MICAL1	-0.590666666666667
BLZF1	0.296833333333333
IQCA	0.5445
PCDHGC3	0.516
SAC	0.5945
BCL6B	2.37283333333333
DDO	0.39675
MARCO	2.87425
DCHS1	0.632333333333333
C1orf170	0.5945
CD200R1	-0.192333333333333
C22orf15	-0.8005
SEPT11	-0.750833333333333
ADNP	-0.69625
UST	-0.1008
C13orf34	-0.44
RFFL	0.0522857142857143
APBA3	0.322
C2orf60	-0.01475
CUTL1	0.0313
PMS1	-0.97575
ZNF689	0.0945
EIF3E	-2.07633333333333
IL9	-0.1292
RPL31	-1.49825
LY9	0.394666666666667
ATP2B3	-0.17075
KDELR2	0.918
TFCP2	0.3175
NLRP12	-0.677875
FLJ45422	0.269
TLE4	-0.1994
ZNF570	-0.6735
FLJ43806	-0.0715
TLK2	0.041
CIR	0.52975
MARS2	0.4565
COL24A1	0.0565
SDF2L1	0.1865
HIBADH	-0.721
IGFBP3	-2.17985714285714
C12orf23	1.250125
PSPC1	-0.25725
C20orf43	0.3065
TRAV20	0.063
ARHGAP24	0.5065
KIAA1975	-1.63325
C1QA	3.8731
DNTT	-4.74433333333333
C10orf6	-0.810916666666667
C11orf41	0.015
HNRPF	-0.10175
COL11A1	5.449
UBAP2	-1.22566666666667
CDKN2AIPNL	-1.652
C20orf174	3.306
SPRED2	0.66675
PLA2G12A	-0.076
ICEBERG	-1.45833333333333
SCN10A	-2.889
C11orf65	-0.71675
GBP5	4.55575
PITPNC1	0.2645
POU3F3	1.6305
NCOA7	-0.080125
LIN7C	-0.1635
LOC348840	-0.7255
NKX2-2	1.20225
ANKRD13D	0.093125
LOC123688	0.689
FUT2	1.63983333333333
TAAR8	0.0175
FZD4	-0.713583333333333
PNMA3	2.08583333333333
OR4L1	0.416
WIT1	-1.028
EXOC3L	1.78325
ATPBD4	0.9661
KRBA1	-1.99775
UBXD6	-0.12075
HOXB7	1.36328571428571
C7orf23	-1.281
UNQ338	-0.06925
STAB2	1.311
CDC20B	0.4035
IRF9	1.74525
CENTG1	1.30925
TNPO2	-1.00925
MCPH1	-0.40475
BMS1P5	-2.11225
SLC26A7	-0.3655
HIST1H3J	0.608
C9orf3	-0.602
LBH	1.53925
MYO1D	1.43
PTDSS2	-0.387
NFU1	0.268
DEPDC4	-2.20675
WNT7B	2.788
GLP2R	-0.5275
SETD4	-0.2845
DYNLT3	-0.7529
FKBP11	-0.031
SESTD1	-0.798333333333333
FLII	0.557
RPS16	-0.1115
CHPF	1.24816666666667
CSNK2A1	-0.557833333333333
SUMO1P1	-0.1205
FKBP6	-0.9975
ZNF214	-1.62666666666667
TWIST1	-0.395666666666667
DDX56	-0.130833333333333
TRAM1L1	0.6939
EPO	-0.351833333333333
MRPS18B	-0.367
ZNF682	-1.096
RPL14	-0.6645
MAFF	0.5315
LOC51136	1.2365
LY96	-0.3315
DDX20	-0.6975
ABTB1	0.908666666666667
ARL5A	0.1041
CCT6A	-0.89225
HEPACAM	-1.25783333333333
EHHADH	-1.2305
RBAK	0.201833333333333
CGB1	2.13625
ITGB5	0.8602
YIPF3	0.4395
FKBP2	-0.758
NR1D1	-1.2665
TMEM110	-0.124
NEK2	-0.9945
PRAMEF8	-3.31525
C20orf52	-0.258666666666667
PCDHGA3	1.8535
VWA3B	-0.76875
NDUFA5	-0.1685
THAP9	-1.67575
FLVCR2	0.822166666666667
AP1S1	-0.579875
SMAD6	-0.5235
SAV1	0.0805
SAT1	1.25025
ZNF251	-0.633
ADAMTS7	0.0848
RPP38	-0.5825
C1orf211	-1.5415
YPEL2	2.22865
RBMS1	-0.62025
ZNF445	-0.205333333333333
NRXN2	0.439333333333333
PGBD4	-0.1125
UGT2B28	-2.56
WBSCR16	-0.2699
NLRC3	0.140375
ASTL	0.538
ST6GALNAC1	-2.004
ZADH2	-0.423875
MLLT4	0.192916666666667
ARL6	-0.111166666666667
MEF2C	0.151
CBFA2T3	-1.0065
AFF3	-0.273142857142857
COG7	-0.0486666666666667
MYB	-1.364
PLXNA3	1.4075
XRCC2	-1.8955
MMS19	-0.910375
ST8SIA5	-1.078375
CHPT1	-1.91933333333333
KIAA1712	-0.32975
OR6X1	0.5625
ACTR3	0.98825
UGCG	1.4205
OR4P4	1.108
ZAP70	-2.68825
LPP	1.346625
ZNF485	-1.1315
PTPRCAP	0.22475
IL12RB1	0.5195
ATRX	-0.1407
CHST8	2.0315
C14orf109	0.45725
ARV1	-0.398
NMB	0.868
COX5A	-0.5585
EIF6	-0.09625
MPPED2	-1.35916666666667
SEMG1	-2.86
CHRDL1	0.184
TRAF3IP2	1.4
WNK2	-0.796
LILRA4	2.61183333333333
LAMA2	3.07025
PXT1	-0.356
RLBP1	-3.366
CD300C	0.321
SLTM	0.10075
FLJ10404	-0.2156875
APOBEC3D	-0.680666666666667
RENBP	0.0268333333333333
ATXN7L1	0.424625
NID1	-0.14625
TUBGCP3	-0.74775
ITIH5	1.15794444444444
CCDC110	1.3635
C8A	-3.2675
MGC87042	-2.7005
HOXC13	0.30625
TFDP2	-1.5285
HCP5	1.491875
POLI	-1.8385
UCN	-0.914
ZNF764	0.0941666666666667
C8orf45	-0.54775
FHL3	-1.36225
SPATA5L1	-0.93275
MMRN2	3.4985
NDST1	1.1515
COL20A1	0.0195
ZNF248	-1.07483333333333
PELP1	-0.691166666666667
MBL2	-3.457
RNF41	0.984
C5orf24	0.632375
THOC5	-0.01325
SERINC3	0.407833333333333
RP11-151A6.2	0.18525
CDCP2	-0.27625
HIST1H2AA	0.26375
C11orf75	0.562666666666667
FKBP7	-0.92325
DDOST	0.88275
GPNMB	-0.00766666666666666
TTF2	-1.4065
KCNT1	0.275333333333333
SLC39A14	-1.48875
NGRN	0.7006
GPR137B	1.289
MECP2	0.9595
PSMA1	-1.12
C16orf73	-5.84925
TMEM60	-0.629833333333333
CSN3	-0.205
NOS1	0.698166666666667
RAB7L1	-0.373666666666667
YBX2	-0.675
KIAA1166	-1.035625
FUBP3	0.813833333333334
ABCG1	1.4905
ACACA	-0.3835
ARL11	-0.1852
ATOH1	-0.4985
ODF1	-0.0395
CREB3L3	-1.66833333333333
TMEM127	1.6505
DSCAML1	0.0995
PLN	2.07966666666667
LYPLA1	-0.52225
PRDM9	-1.918
SASP	0.14725
PLUNC	-0.366166666666667
INTU	-1.19625
HISPPD1	-0.64925
LNPEP	0.0931666666666667
YARS2	-0.448
APCDD1L	-1.1535
ZCCHC4	-1.0987
FBXO22	-0.660166666666667
TTLL13	-0.3645
ZNF669	-0.908666666666667
PTGDR	2.8905
DDX27	0.079
KIAA0409	-0.709666666666667
GJB6	0.35175
ASB8	0.869
PLP2	0.13
MEPE	0.33625
OR10J5	0.209
KRT222P	0.651
COQ7	0.136833333333333
C1orf101	-0.07525
RERG	-0.2235
CHMP5	0.0709999999999999
THAP11	0.249125
ZNF43	-1.27033333333333
ZRANB3	-1.16966666666667
KRT13	0.813125
MRPL19	-0.584625
RBBP9	-1.122125
SPATA17	0.81125
BXDC5	0.220666666666667
PAFAH1B1	-0.825
MAGEE1	0.15575
OSTF1	1.18775
KIAA0323	-0.364083333333333
TXNDC13	0.213333333333333
CNTN4	0.708875
LCE1B	0.4375
UNQ501	1.1165
ZNF154	0.27425
C3orf64	0.38
SYT5	0.2846
PON1	-0.279166666666667
FLJ10357	-0.7235
ATP4A	-1.5395
GNPDA1	-0.314666666666667
MGAT1	0.966166666666667
C14orf121	-0.155
SLC35B2	0.62725
MIER3	0.671833333333333
CHEK1	-2.72175
ZNF8	-0.184833333333333
TXNDC1	-0.371333333333333
CKB	1.2647
RTN3	0.570071428571429
FZD2	-1.28266666666667
PART1	0.854875
PSMB6	-0.834
PCDHB8	-0.8665
PHC3	0.9191
PPP1R8	-0.434833333333333
NOVA2	1.75633333333333
TNFRSF11B	-4.4885
GOLPH3	0.816833333333333
UBLCP1	-0.35125
SUHW3	-0.08825
TTLL1	0.993
OPN4	0.9045
OR13G1	2.1345
ZPBP2	0.0396666666666667
HSD17B11	-3.01775
C9orf50	0.16
DHDDS	0.674
CTSW	1.357
NEFM	-3.2785
MRPL28	-0.084
SYN1	0.9255
PIGV	-0.299333333333333
ZIM2	-1.06525
APBB1	-0.553166666666667
SND1	0.59275
C1orf123	-0.5565
CHD3	-0.82725
BHLHB8	0.34175
RNASE2	-0.163333333333333
BCAP31	1.953
SLC25A44	0.674
CHD6	0.5366
PIB5PA	0.751153846153846
SELS	-0.200375
LOC541471	-0.350375
FAT2	1.812
ZNF81	0.1555
OR4C16	0.0735
FLJ10081	-0.8467
LRRC4	0.06875
CS	0.787666666666667
N4BP2	-1.55825
IGFBP7	0.7815
ZNF318	-0.27225
NDNL2	0.4285
ZNF609	1.098375
SIRT4	-0.18925
EXOSC10	-0.29575
ECE2	0.519
OVGP1	0.000500000000000002
GTPBP3	-0.79475
PACS2	0.9993
C19orf36	-0.398333333333333
ARL4C	-0.236375
ATG4B	0.399625
UBQLNL	1.3115
RHOXF2B	-3.534
PLEKHG2	0.159
GALR1	-0.6165
AQP4	-0.472166666666667
HDAC7A	-0.459166666666667
DCUN1D3	0.44275
OR8A1	0.4705
CCRN4L	-0.063625
CBR4	-0.0576666666666667
KIFC1	-1.39483333333333
SLC7A14	-2.64766666666667
LHX5	-2.0375
TRPC7	-1.367
LPXN	-1.15725
SERPINA1	-2.728
RPS13	-1.5933
BPIL3	0.364
PRKAA1	-0.43025
FADS2	-0.2183
ENAH	1.2948125
PRO1768	0.532
APBA2BP	-0.24825
LIPH	4.8235
C3orf33	-0.624
RCC2	0.498071428571429
ALDH1A2	-3.3639
RNF103	1.68175
AHCY	0.03925
ALG12	0.685
CCL17	2.881
ZNF543	1.27116666666667
ESRRG	0.6803
CNGA1	1.165
RDH5	-0.492
OTX1	-0.1026
PTGFR	-2.41466666666667
CDR2	0.8665
SELE	3.93475
NLGN2	-1.289
EXOSC9	-1.667
ZNF566	0.226333333333333
KLRC2	-4.521
GPR12	0.9975
KIAA0196	1.21875
PDRG1	0.55725
SSR3	0.633214285714286
MSI1	-0.119
CST9	-1.47
CC2D1A	0.332375
PLAGL1	-0.877722222222222
ZNF778	-0.1565
RNF2	-0.647625
KLF6	0.7645
THBD	1.01683333333333
tcag7.1314	-0.943
NR5A1	-0.0153333333333333
ABCD2	-0.623666666666667
DNAJC7	-2.2745
CLEC4C	0.6435
TM2D3	-0.490375
CCDC4	-1.5505
PLAC2	2.07225
DCD	8.0735
FAAH	2.044375
POLA1	-0.512833333333333
TM7SF2	-0.171875
FLJ39822	-0.966
FLOT2	-0.553375
MAP4K1	-0.408833333333333
SRP68	0.07175
C21orf74	-0.319
ARPC5	0.85875
LOC126075	1.282
HECW2	0.029
ZDHHC4	-1.4825
ANKRD42	0.7027
PDE9A	-0.519333333333333
ABCA8	-0.541
NDUFS2	0.204
UBR5	-1.489625
BTBD16	-3.17075
LOC554174	0.4555
ZNF20	0.679
KIAA1843	0.13
WDR17	-0.695125
C15orf33	-1.0925
RNF113A	0.42575
CAMKK1	-0.1048
CLCN2	-0.43875
ANXA6	-0.5295
LOC340069	1.404
EMID1	0.832375
DPM3	-0.839666666666667
ELA1	0.5905
SLC25A13	-0.8637
KRT24	-0.5055
SMPD1	-0.441833333333333
TH	1.301875
COL6A2	0.325285714285714
ANKS1B	-0.373
GPR126	-2.2431
ZC3H12A	0.514333333333333
TMEM47	1.20366666666667
C2orf51	-0.0635
C1orf88	-0.169666666666667
HSF2BP	1.28075
AKAP10	-0.352
RPAP3	-1.0105
KLHDC8B	-0.744375
STOM	1.0924
MUPCDH	0.8455
C10orf72	-0.08825
PLEKHA3	0.337333333333333
TCP11L1	-1.5355
CWF19L1	-0.409875
SPEF1	1.26515384615385
YSK4	0.8465
ELN	0.9725
SAMD8	-0.594333333333333
MPI	-1.84333333333333
MEPCE	0.4497
ABCC3	2.131125
NANOGP1	-4.4365
KCNK17	1.255375
HLA-DMB	3.91233333333333
RRAGA	-0.0315
ANGEL1	0.2055
RBM32B	-0.279
CPN1	-3.38625
MGC52282	-0.3466
HLA-A	1.21158333333333
OR9G4	0.1755
EDNRB	-1.6115
SCD	-0.358142857142857
C14orf80	-0.475166666666667
BAGE2	-0.3195
RABL4	1.8705
RCVRN	-0.436
SHANK1	-0.5915
NLRP7	-2.8765
CD226	0.74125
STAT3	0.5851875
SYNJ2	-1.3743
TPCN2	-0.307666666666667
WDR36	-0.465416666666667
MBD4	0.30875
ROBO1	-1.4926
ST3GAL6	-3.7295
SLAMF8	3.03833333333333
ATN1	0.667
GPR141	-0.075
KRT36	0.487
TPH1	0.178
DDX52	-0.695
ZSCAN29	0.0491666666666667
TRPT1	-0.587833333333333
DPEP3	0.8545
DENND4A	-0.805
TSPAN16	-0.0285
PTCHD2	0.28
LOC145814	-0.93175
CAP1	1.27016666666667
EIF5A2	-0.4812
NT5DC3	-1.197875
SEPT9	-0.71275
SEZ6L2	0.07425
EGFLAM	3.419
VPS11	-0.23675
NDUFB5	0.152833333333333
CIDEA	3.025
IER5L	2.06825
N6AMT1	-0.0535
FAM83C	0.12925
OXR1	-0.687583333333333
IRX1	0.278
DGKB	-0.171333333333333
GCN5L2	-2.35825
MIR16	0.227375
FBXW9	0.34575
WDR4	-0.746166666666667
PDC	0.06
VPS33B	0.141
HEXB	-0.32625
FLJ32214	1.30075
TCEB3	-0.0525
CRLF1	-2.50375
ABI3BP	0.49475
C8orf22	-3.772
PYCR1	-0.736625
KIAA1706	-0.1995
CDK5R2	1.234125
WAS	-0.008
C12orf60	-2.203
CCBL2	-0.9705
MADD	-0.4625
C5orf34	-1.59525
WDR42A	0.8232
KLF12	-0.066125
HSPA1A	1.9715
ITM2C	-0.81375
DAPK2	1.8435
LOC442590	-0.0935
SUMF2	0.147625
CENPA	-1.66738461538462
TMED5	-0.217375
CDH6	-1.1615
BRP44	0.58775
THG1L	-1.22
GABRA2	-1.5375
C14orf166	-0.09
MYL1	-1.549
TNFSF18	1.028
PAP2D	-1.68883333333333
PPIB	0.345
KLHL4	-0.94775
SFN	1.59766666666667
CCDC127	0.5945
FRAP1	0.14125
GOLGA5	0.7015
SDCCAG1	-0.33825
MGC21675	0.0151666666666667
C10orf95	-0.4665
KIAA1345	-1.868
C1orf163	-1.214
LACE1	-0.078
OR10K2	0.0485
CENPN	-1.30448
TMED2	1.35825
UGT1A6	-0.9325
ANG	-1.5515
U2AF1	-0.145333333333333
CASC2	-0.0636666666666667
NMT2	-1.4865
OSGEPL1	-0.726875
DFNB31	-0.5505
SLC6A20	1.350375
DKC1	0.1305
FXYD4	-0.6285
WDR64	-0.417
MGC5590	0.4435
CREBZF	-0.219166666666667
DAZ1	-1.83525
PRPSAP1	-2.033
GCHFR	1.015
TTC7A	-0.435125
LOC196993	0.175
UBD	1.51616666666667
S100A1	-0.501
RPL6	0.540666666666667
DNAJB6	0.44135
NAGS	-0.5066
C2orf58	0.6715
KERA	0.0418333333333333
MT1X	0.1869
UBE2B	0.7184
KEAP1	0.22925
MST1	-3.464375
OMA1	-0.7425
ABLIM2	1.1595
BCL2L13	0.280166666666667
JAZF1	-0.238333333333333
TMEM63B	1.8885
S100A8	4.8275
ARFIP2	0.42825
UROS	0.0635
KHDRBS2	-1.303
POLQ	-1.161
SOAT1	-1.69025
SPAG4	-1.72975
MRPS30	-1.44116666666667
LOC494141	-1.41625
OR2T11	0.122
ORAOV1	-1.1931
ZNF184	0.0326666666666667
TCEB3B	0.3825
ADAM21	-0.907
GDPD1	-0.315
SPINLW1	0.04925
PRR14	-0.0413333333333333
KCTD9	-1.0766
NUDT3	0.7885
KIAA1822	0.6065
HIST1H4K	2.005
DFNA5	-3.1405
GABPA	-0.0465
C14orf44	-0.19875
POLB	0.4485
PTAR1	-0.621
SEC31A	0.3431
TRIM58	-2.2195
TAS2R14	-0.182
VPS8	0.345875
H1F0	0.4525
PRKCB1	-2.3495
UGT2A1	0.283
TOR1B	0.2535
LSS	-0.1735
C2orf19	0.467
HNRNPC	0.257571428571429
TMEM100	-0.939166666666667
LOC116349	-0.29025
OR51M1	-0.3355
CCDC142	-1.508
ISG15	1.8643125
ZCCHC14	-0.14925
CREBL2	0.096125
TGDS	-1.39075
DC2	-0.6045
CACNA2D3	-0.2025
ZNF429	-1.038625
LYPD6	-1.30716666666667
SUCLG1	-0.13
OR51I1	-1.168
MAGEH1	1.46575
PRPF40A	0.5775
SMR3A	0.6615
SPINK2	-0.47
THAP2	0.781
NPY5R	-0.956625
IRF4	-1.827625
SPESP1	-1.632
OR10S1	0.31
DTD1	-1.41025
TUBE1	-0.8735
DDX19A	0.3405
PDPN	-1.145625
TMEM34	-0.252333333333333
MGAM	0.581
COL3A1	5.89411111111111
GFM2	-0.2695
OR5A2	0.5585
PSG9	-0.84525
ARHGEF11	0.0721666666666667
IVNS1ABP	-1.1840625
SIGIRR	0.78075
DUSP19	-0.505
DNAJC14	0.0216
ACSS1	-1.447875
IL1RAPL2	-0.2005
C4orf30	-1.29325
SEPT4	2
LANCL3	-1.00025
SPAG17	1.95583333333333
PRDX3	-0.883
HNF1A	-1.506375
P4HA2	0.693
RFWD3	-0.5635
MOV10	0.2405
DNAJA5	0.178
LOC729440	0.21975
LOC200383	0.707125
SMC2	-1.48175
MIXL1	-1.4845
TMEM9	0.09775
FAM86A	0.8705
ZNF174	0.0824
MYH14	-0.72975
CCR8	0.92675
VPS37C	-0.0281666666666667
GPATCH1	-0.139833333333333
B3GNT8	3.0365
TBX4	-0.4865
CNR2	0.701666666666667
PCDH1	2.38325
C5orf29	3.016
OCIAD2	0.94175
PLCG2	0.544
KIAA0247	2.37025
HRH3	-0.00199999999999997
CAPN13	5.005375
CCR1	-1.2858
MGC15523	-0.479333333333333
UVRAG	-0.725833333333333
DNAJA2	0.0951666666666667
ITGA2B	-0.838833333333333
CLDN5	4.01475
PTPRN2	-2.06428571428571
ZNF512	-0.615833333333333
PSAP	0.921071428571428
CCDC140	1.779
LRRC55	-0.3845
CYP26C1	-0.641
C8orf47	-0.24075
LYN	0.482125
DUSP6	-0.315833333333333
TGFB3	3.58973333333333
ELK1	0.5725
PCDH11Y	-0.148333333333333
HGD	1.563
C17orf58	0.8935
MYO3A	0.739
SERPINE2	-4.58083333333333
AARSD1	0.1265
C14orf73	-0.5615
ADAM33	-0.07475
ZNF491	-3.487
MAPK6	-0.663166666666667
TCN1	6.54466666666667
SLC24A6	0.8005
UBE2R2	-0.11775
H1FNT	0.74225
TATDN2	-0.0891666666666667
LILRB1	0.7335
P2RY5	0.1895
NUCB2	0.32675
C2orf37	-0.00675
SNX27	-0.153333333333333
MTA3	0.218375
FOXO4	-0.078
ID4	1.47633333333333
SOX5	-2.698
PXMP3	-0.036375
OR52M1	0.309
SFT2D3	0.283625
INA	-3.494
MCOLN1	0.71675
NFIX	-0.4265
CLEC14A	5.80183333333333
HIBCH	-0.393333333333333
PLA2G5	0.95375
TIMM10	-1.49733333333333
MED17	0.0222
COL4A4	0.3395
TPP1	-0.1585
GJA3	-1.23016666666667
TMPRSS5	-1.82825
AADACL3	0.7115
DNMBP	-0.6685
ENPP5	3.763
NQO1	0.8887
ZSCAN2	-0.2215
SEC24C	-0.0115
GTF2A1L	-2.4825
AXIN2	-1.1182
FAM33A	-1.09283333333333
C16orf13	0.44575
SPNS2	1.99425
TAF1	-0.3455
AP1G2	-0.0485
RBM42	0.479666666666667
HCN2	0.756833333333333
EFHB	1.071
RUSC1	1.07533333333333
GRIK5	-0.054
USP21	-0.825
ATAD3C	1.3625
ORMDL2	0.731
PRSS7	-3.30175
PSAT1	-0.87275
FLJ13195	-0.706833333333333
TBC1D1	-0.404666666666667
IFNG	2.73425
OTOS	0.723666666666667
ZNF773	0.124166666666667
EMD	-0.125
RETN	-0.07275
CCL8	3.6095
APH1A	-0.341
COX18	-0.86475
GTF2IRD2	0.38675
CCDC82	-2.10575
PAFAH2	0.8033
NPEPL1	-0.648666666666667
RP11-114G1.1	0.548
TP53INP1	-0.18175
ZNF300	-2.42933333333333
FOXL2	-1.51175
LARP2	0.0263333333333333
LATS1	0.29775
HTR6	0.567
SPOCK2	0.837333333333333
RNF144B	2.84316666666667
HTATIP2	-1.7445
MGC10334	1.304
CENTA2	2.076
FGF2	-1.78575
FXYD7	-0.19925
PHYHIPL	-2.387
GPR34	4.27225
DDX6	0.396833333333333
OR10W1	0.348
LHFPL1	-0.0965
ZNF313	-0.103714285714286
VPS28	-0.35125
AP3M1	-0.345
AKR1CL2	0.893
TRAF4	-0.819
OR2B11	0.6275
C19orf12	0.374666666666667
AKAP9	0.132333333333333
C1orf62	-0.4695
SLC20A1	-0.9802
FAM112A	0.474
LDB2	0.518125
MRPS23	-0.94425
KLK5	3.564375
SPTB	0.1603
EFEMP2	-0.02475
EFNB2	2.10025
PCM1	-0.964642857142857
NMNAT3	-0.54425
TSG101	-0.344833333333333
C8orf40	-0.657833333333333
NOB1	-1.0295
ABHD3	-1.3645
GTF3C4	0.503
PIGN	0.424666666666667
GALNTL1	-0.38775
AEBP1	1.47625
OR9Q1	0.452
ANKRD2	0.524375
CCL28	0.06725
TRIM38	-0.6315
TMCC1	1.64358333333333
SMG5	-0.0025
LRRC7	-0.9865
NCAPD2	-1.21166666666667
C6orf153	-0.114
C1orf74	0.5205
OTUD6A	0.64
DCP2	-0.706
TMEM24	0.13125
RPL18	-0.552333333333333
TMEM177	-0.3895
LRRC37A3	1.205
C1D	0.152166666666667
LDHC	-0.79725
UBE4B	0.468
NIT1	0.0965
BTN3A3	-0.099375
RASD1	2.826375
COMMD3	-0.44075
SHFM1	0.32725
BIRC8	0.153
DUT	-0.832
C12orf51	0.524
LRRC59	0.582166666666667
LY6H	0.68225
WDR22	0.194083333333333
EDEM1	1.191
ADH1A	3.308
PANX2	0.5047
CYP11B1	0.65525
CDC73	-0.9325
GPR172A	0.22175
GSTM3	0.388692307692308
KCNA5	0.06625
SERAC1	0.626
NFATC2	-0.3455
ANAPC5	0.00609999999999998
C15orf24	0.726
NFATC2IP	-0.316916666666667
TNRC6C	0.126
MGC102966	2.84325
FGD5	0.5605
MED9	-0.26625
RAB13	-0.977166666666667
C15orf49	0.4145
CRYGS	-0.2489
C12orf53	-0.7568
LOC283693	-0.581
COX6B2	1.376625
PHF14	0.15275
FAM3A	0.759875
RPL13	-0.8084
PRDX2	-2.8896
FLJ34047	-1.1555
PRMT3	-1.55225
KCTD19	-1.8455
TRIM10	-0.883333333333333
MGC26597	-0.665666666666667
GCNT4	0.23875
GPRASP1	0.47025
CDKN1C	-1.31575
RHBDL2	3.4429
HSPH1	0.62175
AQP1	3.386
COL17A1	0.902
GFAP	0.5645
CDC16	0.05125
KIAA1614	-0.2655
C6orf118	0.269666666666667
ZSWIM5	-0.3945
FAM83F	4.254
LYNX1	0.3079375
SYNPR	-1.53225
XG	1.54283333333333
PRSS16	1.154375
KIF13B	1.05221428571429
PCDH9	-1.617125
HIST1H2AH	1.27833333333333
RBM18	0.05675
ZNF626	0.485875
HEXIM2	-0.058
ITFG1	-0.4385
TUBG2	-1.156
SFRS7	-0.09175
C9orf14	0.3755
EXTL1	-1.04775
GBP3	-0.5705
WDR5	-0.28675
RARG	1.08733333333333
MYO7A	-0.599875
CECR6	-0.6075
C13orf3	-0.433375
SFRS18	-1.105
ACVR1B	0.0623333333333334
PSMD1	-0.0224
C7orf31	-0.488666666666667
ILVBL	0.18775
IFNGR1	1.1825
RNF186	1.2485
NOL9	-0.9765
MAGEL2	0.03925
SLC29A2	-0.56625
NHSL1	-0.216
RBMX	-0.6805
PSORS1C2	0.51075
RAD51L3	-0.373083333333333
LCN6	1.41875
ORAI2	-0.1915
BRUNOL6	-0.4963
OR4K5	0.052
CDC123	-1.159625
MSLN	0.0913333333333333
WWTR1	-1.52016666666667
ZNF700	-0.850333333333333
COBL	1.37025
PPP1R16B	0.070875
GAS7	-0.7351
MDN1	-0.38025
HAAO	-0.3095
C9orf68	-1.817
TNFAIP2	0.965625
FOXN1	0.3265
hCG_2033311	0.492166666666667
ATP6V0D2	0.3492
RPL41	0.957125
SLC38A1	1.2435
ARHGAP6	-1.5135
ADAD2	-0.11825
PHF20L1	-0.758625
MCM3AP	0.6195
ST3GAL3	-0.960833333333333
SNX1	0.0635
ELF5	0.80175
PARP3	-0.291625
RBM8A	-0.00824999999999999
LINGO4	0.2135
ITGA9	0.128833333333333
ZFR	0.12525
ACSL6	-0.4675
FLJ20699	-0.7345
DAOA	-0.1395
FABP4	7.226
KCNB1	-0.77625
CANX	0.7961
SLC25A28	-0.185
ADIPOR2	0.0095
ECHDC2	1.564
SMA4	0.438
FRZB	2.619375
PABPC1	0.949166666666667
DMRTB1	0.06675
APOBEC3G	-0.66825
CATSPER2	-1.23166666666667
CUEDC1	1.08116666666667
STARD9	-1.561375
CLDN8	6.057125
LOC23117	-1.72004545454545
E2F6	-0.296611111111111
TMEM126B	-2.54066666666667
DPY19L4	-0.31175
GIMAP5	3.44166666666667
NDUFA9	-0.097
FAM77C	-2.804
CTPS2	0.3135
LOC51035	-0.411125
WDSOF1	-1.717
EGLN3	2.0075
PITX3	0.992333333333333
OR52E8	0.8
GRM4	2.054
KLK1	-2.5045
GPM6B	-1.422875
RRAGD	-1.13916666666667
PAGE5	-3.2495
UCHL5	-1.65183333333333
ULK3	0.1805
AIM2	0.147666666666667
PNO1	-0.298166666666667
OR2F2	0.029
GNAT2	-0.578
SIX1	0.52225
ST13	0.834166666666667
ZBTB44	-0.74
TIMP2	-0.6095
ZMAT4	-3.60825
GTF2IRD1	0.379833333333333
ZNF19	0.196666666666667
ZNF714	-1.04075
RSC1A1	0.26575
C9orf80	0.55275
PSMA8	0.2096
TMEM141	-0.1075
COX4I1	0.220142857142857
CTAGE1	0.293333333333333
DTWD1	-1.7515
HSD11B1	0.92325
KRT6B	5.847375
ARID4B	0.024625
LHFPL3	0.379
WWP2	0.578083333333333
ZNF326	0.044
RGPD1	-0.994
CTSH	1.101
FASTKD1	-0.835
PAF1	0.971
TTC9C	-0.541
IFT57	-0.9623
PRSS36	-1.177
IL20RB	-1.08
ZNF592	0.253166666666667
DCTD	-0.2608
CFP	2.216
MFNG	-0.3835
JMJD2B	-0.10875
ALDH3B1	-1.176125
THSD4	1.50183333333333
KCNJ5	1.873
LMNA	0.808333333333333
TBCD	-0.107625
ZNF250	-0.798833333333333
CASQ2	1.5545
PEG10	-3.71641666666667
PRAME	-4.50053333333333
NP	0.166125
TRIM59	0.524666666666667
ZNF12	0.58925
XTP3TPA	0.66125
SIGLEC7	-0.8987
PANK4	-0.13425
FAM70A	-2.2975
SNED1	-0.04275
HIP1	-0.1059
RAET1E	0.979
AMAC1L2	-0.624
AHNAK2	1.14616666666667
TOE1	-1.02083333333333
RECQL4	-1.202
SPRYD3	1.1785
DPAGT1	-0.14325
MAGED2	0.7937
ANKRD55	-0.772
TRPS1	2.53375
DOK7	-0.18175
TFPI2	-5.6695
GTF2H3	-0.9845
CYP4F11	1.21425
LHX2	-0.624
ATG16L1	1.8865
ASB12	0.5045
C1orf116	3.916875
NF2	0.03035
POM121	-0.1943
PHYHD1	-0.2473
TXNDC17	0.534833333333333
DKFZp779O175	0.0525
NUP62	0.116142857142857
MYO18B	-2.49466666666667
PRAMEF1	0.522
TCBA1	1.086375
TMEM168	0.21125
FJX1	-0.657
CLCF1	-1.01375
SEPN1	0.675125
IGSF2	0.49925
NUDCD1	-1.859
TFF3	2.6745
NDFIP1	0.464785714285714
CHCHD4	-0.42025
TNR	0.4335
CUTA	-0.809333333333333
USP44	-3.83625
DPP10	-0.740166666666667
IWS1	-0.209
