Hybridization REF	TCGA-AO-A0JL-01A-11R-A056-07
PCM1	-1.19792857142857
NMNAT3	0.9845
TSG101	-0.223666666666667
C8orf40	-0.627666666666667
NOB1	-1.232
ABHD3	-0.63175
GTF3C4	-1.267125
PIGN	1.53083333333333
GALNTL1	-1.26425
AEBP1	0.609625
OR9Q1	-0.4735
ANKRD2	0.3045
CCL28	-0.4565
TRIM38	0.410333333333333
TMCC1	-0.599083333333333
SMG5	1.1275
LRRC7	-0.9055
NCAPD2	-1.3085
C6orf153	-0.27675
C1orf74	-0.1365
OTUD6A	1.015
DCP2	-1.49916666666667
TMEM24	0.1905
RPL18	-1.11733333333333
TMEM177	0.43125
LRRC37A3	-0.633
C1D	-1.86416666666667
LDHC	-1.7995
UBE4B	0.507
NIT1	0.503875
BTN3A3	0.16375
RASD1	2.957375
COMMD3	0.27475
SHFM1	1.296
BIRC8	-0.64575
DUT	-0.818
C12orf51	0.1485
LRRC59	0.141
LY6H	1.453
WDR22	-0.203333333333333
EDEM1	-0.0406428571428571
ADH1A	1.424
PANX2	1.0286
CYP11B1	0.87275
CDC73	-0.7535
GPR172A	1.578
GSTM3	0.901846153846154
KCNA5	0.593375
SERAC1	-0.9105
NFATC2	-0.149
ANAPC5	-0.8302
C15orf24	-0.73975
NFATC2IP	-0.6135
TNRC6C	-1.475
MGC102966	-0.828
FGD5	0.812
MED9	1.69725
RAB13	0.757833333333333
C15orf49	0.281
CRYGS	0.9859
C12orf53	-0.7141
LOC283693	-1.2885
COX6B2	-0.4555
PHF14	-0.94375
FAM3A	-0.6845
RPL13	0.0289
PRDX2	0.0167
FLJ34047	-1.947
PRMT3	-2.183
KCTD19	-1.8605
TRIM10	0.0652
MGC26597	0.513833333333333
GCNT4	0.98225
GPRASP1	-0.023
CDKN1C	1.916
RHBDL2	0.3789
HSPH1	-0.46475
AQP1	4.67625
COL17A1	-2.4016
GFAP	-0.271857142857143
CDC16	-1.503
KIAA1614	0.106
C6orf118	-0.333666666666667
ZSWIM5	-2.1305
FAM83F	3.19675
LYNX1	3.0506875
SYNPR	-0.82125
XG	0.0268333333333334
PRSS16	-2.3475
KIF13B	0.739928571428571
PCDH9	-2.136125
HIST1H2AH	0.652
RBM18	-1.259
ZNF626	0.328
HEXIM2	-0.150166666666667
ITFG1	-1.0225
TUBG2	-1.4575
SFRS7	-0.125833333333333
C9orf14	0.618
EXTL1	4.60625
GBP3	-0.0283333333333333
WDR5	-1.482
RARG	0.0788333333333333
MYO7A	-0.226375
CECR6	0.04775
C13orf3	-0.990875
SFRS18	-0.07575
ACVR1B	0.9952
PSMD1	-0.8974
C7orf31	0.0505
ILVBL	-0.62025
IFNGR1	0.6185
RNF186	-1.54333333333333
NOL9	-0.63625
MAGEL2	-0.471
SLC29A2	-0.46275
NHSL1	0.34225
RBMX	-0.744
PSORS1C2	1.18225
RAD51L3	0.01775
LCN6	-0.569
ORAI2	-0.567875
BRUNOL6	-0.4073
OR4K5	0.2425
CDC123	-0.895125
MSLN	-2.00833333333333
WWTR1	-0.661833333333333
ZNF700	-1.04833333333333
COBL	1.9235
PPP1R16B	0.84325
GAS7	-0.8426
MDN1	-1.127625
HAAO	0.62
C9orf68	-0.9605
TNFAIP2	0.509625
FOXN1	-0.233
hCG_2033311	0.156333333333333
ATP6V0D2	-0.7708
RPL41	-0.5185
SLC38A1	-1.2325
ARHGAP6	-1.15808333333333
ADAD2	0.46875
PHF20L1	1.034625
MCM3AP	-0.177166666666667
ST3GAL3	0.2845
SNX1	-1.11366666666667
ELF5	6.323
PARP3	-0.16875
RBM8A	0.49775
LINGO4	0.4475
ITGA9	0.746833333333333
ZFR	0.127
ACSL6	0.442714285714286
FLJ20699	0.0225
DAOA	0.0425
FABP4	5.1355
KCNB1	3.3075
CANX	-0.0829
SLC25A28	0.300833333333333
ADIPOR2	-0.258625
ECHDC2	1.779375
SMA4	0.27225
FRZB	7.572875
PABPC1	0.680333333333333
DMRTB1	-0.301428571428571
APOBEC3G	-2
CATSPER2	-0.642166666666667
CUEDC1	-0.220666666666667
STARD9	-0.73025
CLDN8	4.39775
LOC23117	0.527727272727273
E2F6	-1.12911111111111
TMEM126B	-2.27933333333333
DPY19L4	0.9565
GIMAP5	3.7885
NDUFA9	-1.22333333333333
FAM77C	0.733
CTPS2	-1.08125
LOC51035	-0.160625
WDSOF1	-0.757
EGLN3	-1.197375
PITX3	2.04566666666667
OR52E8	1.109
GRM4	-0.519
KLK1	-2.00233333333333
GPM6B	2.26625
RRAGD	0.8375
PAGE5	-4.19825
UCHL5	-1.70633333333333
ULK3	0.1205
AIM2	-0.195
PNO1	-1.80216666666667
OR2F2	-0.8565
GNAT2	-0.246
SIX1	-0.60125
ST13	-1.20836363636364
ZBTB44	0.107625
TIMP2	-0.165
ZMAT4	-2.953
GTF2IRD1	-0.0606666666666666
ZNF19	0.167333333333333
ZNF714	-1.604
RSC1A1	-0.271
C9orf80	-1.0865
PSMA8	0.829166666666667
TMEM141	0.31
COX4I1	0.113357142857143
CTAGE1	-0.6996
DTWD1	-2.011
HSD11B1	2.253
KRT6B	5.549625
ARID4B	1.065625
LHFPL3	-0.2925
WWP2	-0.231666666666667
ZNF326	0.3835
RGPD1	-0.923
CTSH	-0.0136666666666667
FASTKD1	-1.338875
PAF1	-0.1692
TTC9C	-0.94225
IFT57	0.1231
PRSS36	1.9765
IL20RB	-0.474
ZNF592	0.17
DCTD	-1.5481
CFP	1.04025
MFNG	-0.48875
JMJD2B	0.758
ALDH3B1	-1.973125
THSD4	-2.62383333333333
KCNJ5	2.8735
LMNA	0.355833333333333
TBCD	-0.815625
ZNF250	1.59666666666667
CASQ2	0.6344
PEG10	2.0275
PRAME	-1.52053333333333
NP	1.974375
TRIM59	0.115
ZNF12	-0.830125
XTP3TPA	-1.6015
SIGLEC7	-1.1985
PANK4	-0.91275
FAM70A	-2.581
SNED1	-0.34525
HIP1	0.9947
RAET1E	-2.601
AMAC1L2	-0.6785
AHNAK2	-1.94427272727273
TOE1	-1.2635
RECQL4	1.0655
SPRYD3	0.8805
DPAGT1	-1.02975
MAGED2	0.1277
ANKRD55	-1.58366666666667
TRPS1	4.6835
DOK7	-1.23175
TFPI2	-6.4815
GTF2H3	-1.60183333333333
CYP4F11	-1.600125
LHX2	-5.36633333333333
ATG16L1	-0.153833333333333
ASB12	0.2905
C1orf116	4.95925
NF2	-0.12565
POM121	0.7112
PHYHD1	-0.5358
TXNDC17	-0.0965
DKFZp779O175	0.3375
NUP62	-0.2
MYO18B	-1.4726
PRAMEF1	-0.64
TCBA1	0.242571428571429
TMEM168	1.95725
FJX1	0.940166666666667
CLCF1	0.0805
SEPN1	0.5405
IGSF2	0.384
NUDCD1	-0.528
TFF3	-1.72783333333333
NDFIP1	-0.253857142857143
CHCHD4	-0.9845
TNR	1.0145
CUTA	0.546
USP44	-5.85275
DPP10	-0.7134
IWS1	-0.593833333333333
PCGF1	-0.51425
SULT1C4	-1.184
NTF5	0.88375
PTPN13	0.883
SSTR5	-0.253
SFRP1	3.433625
IDH3B	-1.15275
SUOX	0.7725
TMCO5	1.25925
GOLT1B	-1.0785
MIB1	-0.0185000000000001
PCDHGB1	1.0905
SUSD1	-1.38575
ICAM5	-1.90266666666667
PAPOLB	0.852333333333333
URM1	-1.0184
TMEM106B	-0.799333333333333
LRIG2	0.096
SLC27A5	-0.52325
CLIC6	-1.0287
ZNF420	-1.6115
SCN9A	-0.446
KIAA1909	2.4505
ELMOD1	-2.4505
PRKAG1	-1.804
FAM64A	-0.497555555555556
EEF1G	-1.1632
SMAD5	0.20725
INCENP	0.6035
WASF2	-1.135
GARS	-1.5429
CDK10	-0.4203
HLX	0.710333333333333
MDM4	1.40375
ZNRF1	-0.0166428571428571
HHATL	-0.6995
FAM21C	1.4293
HIST2H3C	-1.0525
PFDN2	2.572375
ZNF200	0.01425
NDN	-1.2065
HBA2	-0.0853333333333333
FBLN5	1.925
PUM1	-0.188
TNNT1	-2.68916666666667
C19orf59	-0.533666666666667
HNRPH2	0.250833333333333
RAB7A	-0.166833333333333
PMS2	-0.909375
BIRC3	-2.44483333333333
NRSN2	2.2155
OR52K2	0.390666666666667
SPOCK1	0.339214285714286
H2AFY	0.221
RXRB	-0.342
ZNF638	-0.999166666666667
ANKRD45	1.89175
ACTN4	0.602
FXC1	-0.41875
EIF2B5	-1.32075
VPS33A	-1.02725
PINK1	0.0245
FAM106A	1.2685
SKIP	0.711785714285714
GAPDHS	0.99075
MUM1L1	-5.65925
PSTPIP1	0.81225
CNTNAP1	-1.1313
CYP26A1	-2.79
APOL2	-0.1602
TACC2	0.525875
COX7A2L	-1.33935714285714
HSD17B1	-0.3306875
ARRB2	-0.0155
SLC7A6	0.2576
HSD17B10	-0.385
RBJ	-0.51675
NUP155	-1.70525
MRPL10	-1.51983333333333
CYCS	-1.68775
CCDC46	-2.44616666666667
TECTA	0.9675
GNAL	0.77825
LPO	0.65
PEBP4	-0.810666666666667
DDX11	-0.77725
C18orf12	1.7295
TAF9B	-0.396666666666667
IMP4	-0.0715
RPA4	1.258
NDUFS1	-0.93375
UPK1A	-1.3868
ARRDC2	0.897666666666667
C18orf20	-0.8575
AES	1.08692857142857
CD2BP2	-0.756666666666667
C16orf54	-2.534
UGT2B17	-2.029625
FGFR1	-0.934619047619048
CEACAM6	-4.65166666666667
CHRM5	0.299333333333333
CERK	-0.80925
AP3S2	0.334071428571429
ANKS4B	-1.845
CLCNKA	-1.0635
ZNF208	-1.2924
HLA-DRB5	3.416
CARKL	-0.318
GOT1	-0.928166666666667
CASP6	0.0765
HOXA1	0.531
RCL1	0.01575
ZNF181	-0.821833333333333
RAB40B	0.6465
MRPL38	-0.033875
LRRN2	4.99225
C3orf25	0.2575
OR5D14	0.943
OR10AG1	1.4975
BET1L	0.1339
FRY	3.144
AK3L1	-0.819
CSF3R	2.27733333333333
POLR3K	-2.00733333333333
ATG2B	-0.628
EPS8	-1.793
DARS	-0.553875
C10orf56	-0.652666666666667
DAD1	-0.564083333333333
RIOK1	-0.768
HERC2	-0.12125
HSD11B2	1.65833333333333
FAM96B	0.19
MGC13057	-1.9974
BSN	-0.2845
CAND1	-2.02666666666667
HCST	2.3325
ACTR10	-1.40266666666667
OR8D4	0.1965
NASP	-1.1881
COL9A2	1.97866666666667
LYZL1	0.818
GPC5	-1.35966666666667
TBL3	-1.06566666666667
CENTD2	-0.152
OR5AP2	0.885
TLR1	1.63525
LMO6	-1.09775
ZIC2	-3.671375
CPNE5	1.10675
ZMYND15	3.34875
FLJ22374	0.1665
CCDC106	-0.06275
PARP16	-1.10725
PDIA3	-0.0935
C14orf126	-0.32825
CECR2	-0.841
SFRS1	-0.463285714285714
FIGLA	1.7475
DCP1A	0.259666666666667
MGC45800	-1.5614
TEKT1	0.3795
C10orf67	1.204
CLN5	-1.3385
NTN2L	0.7635
GLE1L	-0.97175
CES2	0.2189
GNAS	2.42788888888889
DDX53	-0.764
TSPAN13	-0.6335
MRPL52	0.2011
SPIRE2	1.207125
TAS2R39	1.273
SCUBE3	1.83375
UCRC	-0.0172
CDKL3	-0.3195
KIAA1715	-1.4819
ZNF345	0.548
RTF1	-0.2295
DHRS7	0.22325
RIPK4	-0.884166666666667
EXOSC2	-1.1145
MS4A2	1.937
FGF17	-1.198
WDR59	-0.013375
EVI2A	-2.85825
IL17RC	2.52233333333333
HS3ST1	2.96325
ITGB1BP2	0.2395
RBPJ	-1.61933333333333
GIMAP1	3.2265
INE1	-0.139666666666667
ALDH18A1	-0.836
TPI1	-1.439875
GATA6	4.99625
CABP1	-0.791333333333334
ZNF484	-0.32375
DAPK3	1.0675
GJB1	-2.18208333333333
PIN1	-0.606375
SLC6A15	-3.77991666666667
CNO	-0.83175
RIN2	1.056375
FRRS1	-0.653
CYorf15B	-2.57175
DMRT3	1.47433333333333
ATAD1	-0.958
OTUD4	-0.291117647058824
ATOH8	-0.48325
ZSCAN16	1.9475
ASCC1	-0.8525
OTUD3	-0.083375
MGC33212	-0.796
YME1L1	-0.956875
RP11-218C14.6	-1.71033333333333
PCBP4	2.41675
TNFRSF10A	-0.502
CDH10	-5.2766
KL	2.44275
SCP2	-1.43825
C9orf119	0.488
SON	-0.886833333333333
MAFK	0.0895
SBNO2	1.8105
SLC6A6	-0.553
SC4MOL	-1.67325
FAM35B	-1.0955
PPP1R9A	1.999125
PDZRN3	0.397125
CXorf20	2.098
C6orf126	2.23325
AVEN	0.524
FLJ21075	-0.136
C14orf132	-1.68875
PCK2	-1.89925
GUCY2C	-1.0245
BARX2	1.1365
PEX11G	0.185
DAO	-0.892333333333333
C10orf49	4.8385
EDNRA	2.19033333333333
PPP2R5A	0.7294
DDX39	0.222333333333333
SERF1A	0.40075
ASCIZ	0.3876
FNDC8	0.32725
PTMS	0.9445
PHF7	-0.84775
PIP4K2B	1.8468125
HHLA2	-0.00399999999999998
BDH2	0.2315
APOBEC2	-0.469333333333333
PENK	-1.71166666666667
SMAD9	0.01275
MT3	-0.53875
RGL1	1.007875
ATG10	-1.927125
DLGAP4	1.48716666666667
APPBP2	-1.58671428571429
BACE2	0.309142857142857
LOC339344	1.79866666666667
ZNF395	-0.264125
HIST1H2BL	-0.15275
ZNF467	2.162625
SLC25A21	-1.33175
PALM2	-0.853
NSUN5C	-0.04925
IL5	-0.421875
CLSTN2	-2.83375
ANXA8L2	-2.03675
PTGES	0.631125
GDAP1L1	-1.25766666666667
OPRK1	3.247
WDR20	-0.58625
C12orf4	0.6655
NUP88	0.043625
XRCC6BP1	-0.768833333333333
FCGBP	0.880642857142857
LEMD2	1.2295
NOMO1	-0.565
C10orf79	0.27575
ZNF79	0.3649
OCRL	-0.2258
HSPA8	-2.40404166666667
DIDO1	0.123583333333333
PLA2R1	1.36375
COG3	0.9872
NGDN	-0.53825
CBFA2T2	0.627625
PNOC	-1.8505
PRRG1	1.36225
AGGF1	-1.18278571428571
DPF2	0.78675
YIPF7	-1.2165
TRPV5	1.242
ZNF322B	1.11925
MED12	0.393333333333333
CARS	-2.06316666666667
ABCC11	0.4415
C9orf25	1.874
MYH1	0.4295
FRYL	-0.457583333333333
AGTRAP	-0.5575
MMP27	0.572
ZNF432	0.198
OR8D1	-1.671
OR13D1	1.0655
VWA1	3.16525
STON1	-0.073
IL5RA	-1.679
PERP	0.0318000000000001
C10orf107	-0.635166666666667
TNFSF12	3.737
FN1	-0.181666666666667
MTR	-0.400833333333333
PHLPPL	-0.928
ZNF425	0.440666666666667
DHFR	-1.91144444444444
PPP1R12A	-0.41225
RSPO2	-0.707142857142857
ZNF7	0.094
ZNF583	-0.9765
TPMT	-2.06616666666667
GPR132	0.215285714285714
OR2T12	0.70525
SERTAD2	0.4455
ATP1A1	-0.2044
FRMPD3	0.34825
ZNF672	0.59575
PLXNB3	1.80675
EML5	-1.1715
FAIM3	0.381
UBQLN2	0.238
SORCS2	0.06625
PRIM2	-2.9595
ACVR2A	-0.0341666666666667
YWHAZ	1.113
PGM2L1	1.414125
GNAO1	0.383230769230769
RPL10	-0.5357
RPS6KA6	1.0105
PFKL	-0.997833333333333
SH3D19	-0.1205
AURKB	-1.24033333333333
ZC3H6	0.10575
DISC1	-0.130166666666667
FLJ39660	-0.277166666666667
TMEM25	1.4145
OSBPL10	-1.08675
CLTCL1	-1.1505
ALG6	-0.39925
CATSPER4	-0.545
LRTM1	0.258
RRAD	1.07366666666667
TIPIN	-2.30625
CARD14	1.393875
RBM9	-0.720333333333333
RASSF4	0.0555
SLC25A18	-0.9386
C6orf58	-1.1786
IGHD	0.286
PLA2G6	0.413
TPT1	-0.163375
SEC63	-0.5648
CCDC113	0.2465
TDRD10	1.608625
KIAA1666	-1.958125
TOR1AIP1	-0.0379166666666667
SYTL4	-0.260833333333333
SPRR2F	-1.2415
CEBPD	4.0935
SNTG2	-1.59375
C20orf77	-0.256454545454545
TAS2R49	-0.156
C6orf173	-0.0848333333333334
SVEP1	-0.169111111111111
PXN	-0.573
VIL2	-0.257333333333333
C5orf21	0.679
DIXDC1	-1.027375
GANAB	-0.838166666666667
PDSS1	-1.393
NGFR	2.31042857142857
ATP8B4	0.57525
BMP8A	0.3815
CCDC132	-1.04741666666667
GNRH1	0.19175
OR10T2	-1.022
PDGFD	2.09183333333333
OR6W1P	-0.136
HARS	-0.133083333333333
KRT77	-0.761
AQP8	0.45075
ITGB1	0.1031
ZNF254	0.4503
PAX1	0.547833333333333
PSMC4	-0.4599
ANKRD22	1.81275
PSMD8	-0.803166666666667
HTR1E	-1.07166666666667
SOX10	1.5657
OR5B2	-1.85
RABGEF1	-0.288857142857143
MAP1LC3B	-0.61475
CYB5R4	-1.22825
AGXT2L1	-3.33325
FLJ41603	2.4645
TRAPPC2	0.961666666666667
FNTB	-0.6238
FLJ14107	-0.6975
AURKAIP1	0.481
DSE	0.41125
NFKBIZ	-0.8225
OSBPL3	-0.473833333333333
LOC130576	-3.40575
SLC39A9	0.2345
LOC137886	0.574833333333333
RHCE	-2.662
ATG7	-0.758166666666667
FAM82A	-0.891166666666667
FBN3	1.149
MCFD2	-1.185
CASP14	0.7715
EPS15	0.11475
SFRS2B	0.359833333333333
C19orf47	-0.373
PLAC9	1.6405
GPR23	-1.928
BTNL3	-0.8646
RGS8	-1.304
GNS	-0.530375
ENO2	-2.42366666666667
CBX1	1.0844
PEX26	-0.0295
LRP5	0.656333333333333
ADAMTSL4	-1.7805
ARR3	1.4644
MAP1A	-0.406
CD2	2.62475
NAV2	-0.122
TMEM69	-1.21975
ATXN7	-0.0378333333333334
CHN2	-2.09083333333333
ZNF781	-0.857
HAS2	-3.474
KIAA0241	-0.844833333333333
BIC	0.439333333333333
MOBKL2A	0.93475
CYP2C9	-0.65
CNOT7	-0.503642857142857
SFRS10	-1.696
CST11	-0.05875
FLJ37543	0.3105
NKAP	-1.424
RUNX1T1	1.26775
EAF1	-0.683111111111111
IL4I1	1.904
LRRC61	0.154333333333333
PSIP1	0.06525
SPRR4	-1.304
ZFP90	0.83
AP2B1	0.538923076923077
SLC30A7	0.1585
C7orf28A	-0.8975
S100B	1.89583333333333
BMP2	0.805625
ESR1	-3.82863636363636
ZFPL1	-0.071
ARHGAP12	0.1565
LRRC19	0.49075
ZNF767	-0.188333333333333
NACA	-0.3375
OLIG1	0.817875
PRF1	0.60575
LST1	2.86966666666667
SPATA9	-0.0376666666666666
CNFN	2.4015
CDK4	-1.2618
TCF15	-0.357666666666667
PARC	1.3815
PPM2C	1.4435
LOC283345	-0.8735
FAM107B	-0.7045
DMXL1	-1.175625
RBM3	-0.07925
HTR5A	-2.96716666666667
SCFD1	-1.27133333333333
EPHB3	3.738625
ROPN1L	-0.944333333333333
RAMP3	1.128
TSPYL5	5.62472727272727
GAP43	-2.2875
PAPD4	-1.73975
PDE3A	-0.856
TNFRSF10C	0.2675
JMJD5	0.1475
RASGEF1A	-0.7718
C16orf65	0.10775
HIPK3	-1.08566666666667
XYLT2	-0.17875
XPOT	-1.05883333333333
GAL3ST1	-1.0525
DHCR7	0.315
AMIGO3	1.20066666666667
FGFR4	-0.591166666666667
CRAT	-0.173875
PPP1R14D	0.2675
TRIM14	-1.291
TMPRSS11D	1.82
SLC7A11	-2.61457142857143
OR10H2	1.12125
PPM1E	-1.50877777777778
DOCK4	0.205625
FAM127A	0.28925
ENOPH1	-0.51275
SLC5A3	-0.6199
ZNF530	-0.805
NTS	-5.65325
FRMD4A	1.278375
BCL11B	-2.56483333333333
PRM1	6.32275
UQCC	-0.2516
S100A16	0.453666666666667
PLS3	-0.57425
WWOX	0.716857142857143
CCDC23	0.90825
GTSE1	-1.0565
GP2	-0.096
FLJ32549	-1.740375
CHIT1	1.48
KLF9	0.43675
RPS24	0.728
MIA	5.09575
FIGN	-0.38675
PYROXD1	-1.41925
PCSK2	-0.099
MRPL9	0.0905
RPL24	0.368375
C12orf32	-0.9075
HIST1H2BE	-0.08875
RGS18	1.556
LFNG	0.77525
RAB4B	-0.2795
FBXO25	0.078
TSPAN31	0.00183333333333334
ARL8A	1.97892857142857
C10orf83	-0.4616
OR51B6	-0.1305
CNKSR2	0.64475
C1orf156	0.519
IBSP	3.4615
GFRA2	4.1523
ALKBH7	1.4355
NEK10	-2.11725
VN1R3	0.0368333333333333
LOC91948	1.407
CPZ	-2.03
IHPK3	0.00183333333333334
COL8A1	-0.28075
RBPJL	0.6205
OR10A4	-1.5705
CASP8AP2	-0.666375
MMP12	-1.2382
OR8B12	-0.0055
CDCA5	-1.53766666666667
LIX1L	-1.1825
PEX11B	2.107125
GABRA1	-0.0276
HABP2	0.1615
REEP1	0.13
FBXO15	-2.4345
CD68	-0.0865
WFDC9	0.516
GHDC	-0.370166666666667
SMARCA1	-1.76575
SPAST	-0.951666666666667
PLXND1	0.1075
MLCK	-4.279
INTS5	-0.5145
BSG	0.787642857142857
PARP8	-0.388333333333333
TEAD4	-0.517666666666667
ZNF498	0.2625
TMEM89	0.0421666666666666
DTX4	0.620375
TNRC6B	1.319625
ARMC2	-1.19671428571429
FGFBP1	-4.0915
TIMM8A	-1.04983333333333
AJAP1	-0.8357
ZNF608	-0.3115
SLC25A42	-0.489
SYP	-0.424
MMP11	2.20666666666667
USP40	0.0231
C3orf62	-0.588833333333333
MYO1E	0.226
LRFN4	1.266
XCL1	0.394333333333333
GPR155	-0.282125
VPS29	-1.350125
CARHSP1	-0.0545
ARHGAP20	-0.750166666666667
GREM2	-1.88
CCDC102B	4.26575
ZNF577	0.607333333333333
HDDC2	-1.13425
SHC2	-0.3144
NCOA5	0.832666666666667
INPPL1	-0.494
CHGB	-3.62911111111111
IHH	-2.168
DDEF2	-1.08841666666667
DIAPH3	-2.27145
BUB3	-1.56916666666667
GGH	-0.550555555555556
VPS35	0.4599
CNN2	2.35633333333333
ASNA1	-0.859
WDTC1	0.919
AMAC1	0.908
HAS3	-0.8785
SLC1A6	-2.65583333333333
ZNF563	-0.5465
C1S	1.4655
TCF7L1	2.2675
OR10Z1	-0.6355
ME2	-0.5858
C6orf151	-0.662125
KPNA4	-0.9071
GLO1	-0.88425
WDR61	-1.67266666666667
CD302	1.4905
SIRT7	-0.7295
C11orf59	-0.05725
PKIG	0.34575
PPIL3	-1.569
CCDC74B	-0.28925
ZNF528	1.49375
EFNA5	-1.609
FCGRT	0.276
NOL4	2.4415
CCS	0.3425
LOC374491	-0.83
MFSD7	2.586
ZNF555	1.2935
LIMS3	-0.2985
TSSC4	1.24683333333333
COL11A2	0.844
C1orf119	0.233333333333333
BPNT1	-0.284875
CHRNA6	-1.125
C1orf173	0.014125
PLD2	-0.0715
ORC1L	-3.03075
SASH1	1.250125
CDC14B	-1.034
RLBP1L1	3.085
LDLRAP1	-0.8415
NAT8B	1.40633333333333
HHEX	-3.441
LGALS7	-1.69975
PLCH1	1.86275
OR1M1	0.7425
PRAMEF16	0.231
HECTD1	-0.389
C14orf39	-1.483
TLN2	1.0035
HDAC4	-0.954928571428571
SYCP2L	-2.507
GLRA1	1.5465
RPS6	0.858875
hCG_1757335	-2.8045
KLHL1	-0.5445
CTNNBIP1	1.02516666666667
SCAND2	-1.5463
HMGN2	-0.3039
YAF2	-1.1985
BRPF1	0.135
LIAS	-1.48675
CTA-246H3.1	-2.1995
SAG	0.00375000000000003
C20orf10	0.497
HNRNPA2B1	-1.79983333333333
GADD45A	-2.46733333333333
MSH4	1.4195
TMEM70	-0.297
HIST1H2AM	0.544
C19orf26	-0.0575
C1orf50	-0.05275
GNG3	-0.785333333333333
FTO	1.13425
CALCB	4.7885
PPP3R1	-0.01225
C15orf42	-0.8275
CCNJ	1.69525
GNAZ	1.89486666666667
PSD	0.117666666666667
FAM57A	-0.37825
STIM2	-0.440833333333333
DHX8	-0.82125
MOGAT3	-0.73975
UBE3B	0.460833333333333
PLAT	-0.919833333333333
C6orf206	0.014
COPE	-0.4073
EIF3A	-0.7435
C1QL2	0.406
IQCE	0.6645
KIAA0182	0.363666666666667
SLC22A7	0.0788888888888889
PPFIA2	-1.188
ADAMTS15	-0.3595
ODZ1	0.34
THBS4	2.49733333333333
ARHGAP1	-0.28625
B4GALNT3	-0.344
FCHO1	-2.4325
LOC440456	0.8305
HOXD10	-0.394
CXCR3	0.916166666666667
CHI3L2	2.959875
SRPX2	1.39425
ZNF132	0.550833333333333
UBAC2	-1.75033333333333
RPL32P3	-0.0975
CBWD6	-0.7615
ST6GALNAC4	-1.234
KIAA0391	-0.995666666666667
LOC388969	-1.0745
KRTAP5-8	2.009
ZNF786	0.7475
LYVE1	3.25566666666667
GPR144	0.7055
APOH	-4.504375
TSC22D2	0.87
PLCD1	-0.08125
FLG2	2.104
M-RIP	0.6252
NDUFV1	-1.18425
POLDIP2	-0.258166666666667
RAB3GAP2	1.404
RPSAP15	-1.68825
CLEC7A	0.473571428571429
HSPA14	0.0445
TAAR5	0.73925
FAM132A	-0.138
C2orf43	-0.737
OR10V1	0.891
SELPLG	-0.5775
C1QTNF6	0.250166666666667
OPCML	0.632666666666667
DTYMK	-1.0945
ALDH16A1	0.199875
F13B	-0.332
MGC16169	-0.5025
KIRREL2	-1.8475
C14orf32	-0.53075
SLAIN2	-0.0511
HSD3B2	-0.948
AMMECR1L	-0.5152
LRRC37B	0.3175
HMG20A	-0.938166666666667
C22orf27	1.0758
FBXL22	0.182
AP1B1	-0.775666666666667
TNKS1BP1	1.228
CD74	1.2845
HSPA12B	2.47
PLSCR1	-0.827166666666667
SLC35E1	-0.873166666666667
FEZ1	-1.82575
APOD	-0.769375
C16orf44	1.40725
C1orf166	-1.0975
KCTD11	-0.28925
NELF	-0.265
SRP54	-1.27783333333333
MGC35361	0.11375
GPR35	-1.378
NRGN	0.120875
SIGLEC12	0.3045
SCN1B	0.0405000000000001
IFNW1	0.836
STAR	-4.42625
HLA-DQA2	3.49083333333333
RNASEH2B	-2.021
TAAR2	0.4745
VAMP5	0.0875
TUBA1C	-1.60114285714286
PIK3R2	0.2115
ARD1A	0.186333333333333
EBF2	0.309166666666667
CAMSAP1L1	1.921
CYP3A43	0.95125
AKR1B1	-2.27325
KIAA1729	-0.129625
KAL1	0.014
CYBB	-0.304375
UXS1	0.04125
LOC338579	2.57566666666667
C11orf45	-0.78325
SHB	-1.19
IKZF4	0.524
NDUFA1	0.463875
HSPE1	-0.31625
C1orf215	-1.37125
GPR113	-0.412166666666667
ZNF573	1.557
TBX18	-0.56
GGTA1	6.0625
PCDHGA8	0.8475
RPS6KL1	0.455375
DPP9	0.031875
SLC43A2	1.699125
COPS3	-0.89
PMPCB	-0.896666666666667
HYLS1	-0.3335
LSM8	-1.1745
PDE6B	-1.207625
C10orf118	1.8275
OR1C1	0.29125
ZNF415	0.73675
OR2F1	0.195
ZDHHC13	-1.6025
FZD8	2.6998
TCEA1	0.2547
SUSD4	-0.57925
C22orf24	-0.643
TNFRSF14	-1.4895
TRIM28	-1.17233333333333
FGF5	-1.87783333333333
CSPG5	-0.4625
RNF133	-0.320333333333333
FKBP15	-0.10075
BZW2	-0.87625
NSMCE1	-0.9465
PTPRN	-1.61425
TST	0.379375
POP1	0.28
RNF24	0.2835
SFRS4	-1.263125
REPS1	-0.879
CD70	-1.73933333333333
PDXDC1	1.14425
SRC	1.0149
NTNG1	-1.90633333333333
SETD1B	0.2365
TINP1	-1.0066
ZNF606	1.28883333333333
SSR1	0.2461875
RGNEF	-0.294333333333333
NFS1	-0.1145
CENTB5	-0.805583333333333
CRMP1	-1.24333333333333
ADAM18	3.34475
CCDC87	0.736
LRRC8B	0.0695
CSNK1G1	-0.99675
MAFB	2.31683333333333
C12orf45	0.12075
C1orf54	3.07125
DPEP1	-1.6074
FLJ13137	1.264
C14orf118	-0.720333333333333
ANKRD19	0.137166666666667
ABCA9	0.657142857142857
TMEM87A	0.6382
BBS5	1.30611111111111
