Hybridization REF	TCGA-A8-A0AB-01A-11R-A034-07
H1FNT	0.03775
TATDN2	0.313666666666667
LILRB1	0.442
P2RY5	0.525
NUCB2	-0.86825
C2orf37	0.2305
SNX27	1.125
MTA3	0.529375
FOXO4	0.682875
ID4	-1.024
SOX5	-3.02866666666667
PXMP3	1.174
OR52M1	-0.0905
SFT2D3	0.2505
INA	-2.7715
MCOLN1	0.6555
NFIX	0.7568
CLEC14A	4.43716666666667
HIBCH	0.234333333333333
PLA2G5	0.3695
TIMM10	-0.7765
MED17	-0.1728
COL4A4	-0.701
TPP1	0.091
GJA3	-1.50316666666667
TMPRSS5	-1.017
AADACL3	0.6725
DNMBP	-0.47525
ENPP5	5.6
NQO1	-0.2005
ZSCAN2	-0.474375
SEC24C	-0.734333333333333
GTF2A1L	0.1435
AXIN2	0.2629
FAM33A	-1.28241666666667
C16orf13	0.20675
SPNS2	0.31075
TAF1	0.12075
AP1G2	-0.780833333333333
RBM42	0.101
HCN2	0.212166666666667
EFHB	1.04383333333333
RUSC1	0.0451666666666667
GRIK5	0.0525
USP21	0.696666666666667
ATAD3C	0.185
ORMDL2	0.812
PRSS7	-3.28525
PSAT1	-6.25075
FLJ13195	-0.557333333333333
TBC1D1	-0.587166666666667
IFNG	0.41475
OTOS	0.108166666666667
ZNF773	-1.21916666666667
EMD	-1.1355
RETN	0.618
CCL8	1.1505
APH1A	-0.5925
COX18	-0.279125
GTF2IRD2	0.67625
CCDC82	-1.911
PAFAH2	0.8574
NPEPL1	-1.1692
RP11-114G1.1	0.904
TP53INP1	2.590625
ZNF300	0.792833333333333
FOXL2	-3.3295
LARP2	0.239416666666667
LATS1	0.676
HTR6	0.2165
SPOCK2	-1.616
RNF144B	3.513
HTATIP2	-2.640625
MGC10334	-0.09375
CENTA2	1.6255
FGF2	-2.20275
FXYD7	0.10875
PHYHIPL	-2.111375
GPR34	3.9705
DDX6	-0.558333333333333
OR10W1	0.008
LHFPL1	-0.645
ZNF313	-0.827357142857143
VPS28	0.91425
AP3M1	-0.2242
AKR1CL2	-0.786
TRAF4	0.307625
OR2B11	0.372
C19orf12	0.374666666666667
AKAP9	1.0835
C1orf62	0.0945
SLC20A1	-0.3234
FAM112A	0.10575
LDB2	0.651625
MRPS23	0.20675
KLK5	1.316375
SPTB	-0.3959
EFEMP2	-0.1745
EFNB2	-0.327875
PCM1	0.892785714285714
NMNAT3	3.348875
TSG101	-0.223
C8orf40	0.906666666666667
NOB1	-1.675
ABHD3	-0.00925
GTF3C4	-0.723625
PIGN	1.911
GALNTL1	0.80025
AEBP1	1.601375
OR9Q1	0.599
ANKRD2	-0.217
CCL28	-2.49675
TRIM38	0.639666666666667
TMCC1	0.762916666666667
SMG5	0.1865
LRRC7	-0.928
NCAPD2	-1.67716666666667
C6orf153	-0.55925
C1orf74	0.81675
OTUD6A	0.4865
DCP2	-0.4295
TMEM24	-0.164
RPL18	-0.0618333333333333
TMEM177	-0.54275
LRRC37A3	0.54225
C1D	-0.936833333333333
LDHC	-3.3375
UBE4B	0.270333333333333
NIT1	0.5145
BTN3A3	-1.35225
RASD1	2.481125
COMMD3	0.9775
SHFM1	0.309
BIRC8	0.22125
DUT	-0.58125
C12orf51	0.9845
LRRC59	-0.979166666666667
LY6H	0.1555
WDR22	0.304333333333333
EDEM1	0.106928571428571
ADH1A	3.0505
PANX2	-0.5219
CYP11B1	0.32475
CDC73	0.4915
GPR172A	-0.27975
GSTM3	2.90523076923077
KCNA5	-0.516625
SERAC1	0.656
NFATC2	0.122
ANAPC5	-0.5462
C15orf24	0.1295
NFATC2IP	-0.4005
TNRC6C	0.697166666666667
MGC102966	-1.444
FGD5	-0.1785
MED9	0.84725
RAB13	0.816333333333333
C15orf49	-0.179
CRYGS	0.3666
C12orf53	-1.0312
LOC283693	-0.562
COX6B2	-0.44475
PHF14	0.14625
FAM3A	-0.5335
RPL13	-0.9621
PRDX2	0.126
FLJ34047	-1.7155
PRMT3	-0.4965
KCTD19	-0.645
TRIM10	-0.584833333333333
MGC26597	0.146666666666667
GCNT4	-0.11625
GPRASP1	0.1345
CDKN1C	-1.82466666666667
RHBDL2	1.4265
HSPH1	0.539
AQP1	2.1395
COL17A1	0.0338
GFAP	0.259625
CDC16	0.10025
KIAA1614	-0.188
C6orf118	-0.290833333333333
ZSWIM5	-1.5555
FAM83F	3.4475
LYNX1	0.56425
SYNPR	-0.45225
XG	2.3765
PRSS16	1.916625
KIF13B	1.72364285714286
PCDH9	-1.286375
HIST1H2AH	0.284833333333333
RBM18	-0.93525
ZNF626	0.516625
HEXIM2	0.705833333333333
ITFG1	-0.1795
TUBG2	-0.8855
SFRS7	-0.086
C9orf14	0.119
EXTL1	-1.6075
GBP3	-2.81466666666667
WDR5	-1.59225
RARG	0.169833333333333
MYO7A	-1.078
CECR6	0.30325
C13orf3	-0.7455
SFRS18	-0.10475
ACVR1B	0.358166666666667
PSMD1	-0.3604
C7orf31	-1.08533333333333
ILVBL	-0.5635
IFNGR1	1.2785
RNF186	1.40575
NOL9	-1.06575
MAGEL2	0.142
SLC29A2	-0.56175
NHSL1	-0.21775
RBMX	-0.5335
PSORS1C2	0.171125
RAD51L3	-0.0338333333333333
LCN6	0.729
ORAI2	-0.452375
BRUNOL6	-0.2958
OR4K5	0.0375
CDC123	-0.52875
MSLN	-2.304
WWTR1	-0.750833333333333
ZNF700	-0.0446666666666667
COBL	-1.05925
PPP1R16B	-0.3835
GAS7	0.3992
MDN1	-0.809375
HAAO	-0.257
C9orf68	0.5905
TNFAIP2	0.72075
FOXN1	0.35
hCG_2033311	0.19
ATP6V0D2	-0.6324
RPL41	1.14975
SLC38A1	1.2255
ARHGAP6	-1.34091666666667
ADAD2	-0.485
PHF20L1	0.3891875
MCM3AP	0.0828333333333333
ST3GAL3	-0.955
SNX1	0.0161666666666667
ELF5	0.494
PARP3	0.4585
RBM8A	0.3961875
LINGO4	0.422
ITGA9	1.38366666666667
ZFR	-0.019
ACSL6	-0.2955
FLJ20699	-0.1348
DAOA	0.321
FABP4	5.20225
KCNB1	-0.38875
CANX	0.1769
SLC25A28	-0.229
ADIPOR2	0.561375
ECHDC2	2.147
SMA4	0.70175
FRZB	3.014125
PABPC1	-0.0775
DMRTB1	-0.111
APOBEC3G	-1.8285
CATSPER2	-0.135833333333333
CUEDC1	0.652333333333333
STARD9	-2.212375
CLDN8	2.9505
LOC23117	-0.222727272727273
E2F6	-0.372611111111111
TMEM126B	-1.046
DPY19L4	0.77375
GIMAP5	2.11633333333333
NDUFA9	-0.400166666666667
FAM77C	1.349
CTPS2	0.35675
LOC51035	-0.1485
WDSOF1	-0.43475
EGLN3	1.004625
PITX3	0.367
OR52E8	-0.0825
GRM4	0.692
KLK1	-2.56433333333333
GPM6B	-1.3565
RRAGD	-1.378
PAGE5	-3.68225
UCHL5	-0.550166666666667
ULK3	-0.7065
AIM2	-1.915
PNO1	-0.503833333333333
OR2F2	0.4345
GNAT2	-0.2665
SIX1	-3.04675
ST13	0.440916666666667
ZBTB44	-0.066875
TIMP2	-0.5815
ZMAT4	0.29275
GTF2IRD1	0.818833333333333
ZNF19	0.832666666666667
ZNF714	-0.42475
RSC1A1	-0.28175
C9orf80	0.214
PSMA8	0.085
TMEM141	0.42775
COX4I1	-0.692428571428571
CTAGE1	0.00416666666666667
DTWD1	-0.687
HSD11B1	1.46025
KRT6B	3.746
ARID4B	2.14025
LHFPL3	-0.31425
WWP2	-0.177083333333333
ZNF326	0.252
RGPD1	-0.2995
CTSH	0.711666666666667
FASTKD1	-0.96675
PAF1	0.3924
TTC9C	-0.59525
IFT57	0.9266
PRSS36	0.498
IL20RB	-2.186
ZNF592	-0.129166666666667
DCTD	0.0391
CFP	0.41075
MFNG	-1.624125
JMJD2B	1.3135
ALDH3B1	-1.5725
THSD4	2.652
KCNJ5	2.14833333333333
LMNA	-0.396333333333333
TBCD	0.421875
ZNF250	0.578666666666667
CASQ2	0.267333333333333
PEG10	0.590666666666667
PRAME	-5.24426666666667
NP	-0.3105
TRIM59	-0.0858333333333333
ZNF12	0.5415
XTP3TPA	1.24725
SIGLEC7	-0.7345
PANK4	-0.7825
FAM70A	-2.18133333333333
SNED1	-0.88975
HIP1	0.5802
RAET1E	0.726333333333333
AMAC1L2	0.864
AHNAK2	-1.34225
TOE1	-1.07883333333333
RECQL4	-1.7265
SPRYD3	0.54
DPAGT1	-0.869
MAGED2	2.3042
ANKRD55	-0.48275
TRPS1	5.51841666666667
DOK7	0.51425
TFPI2	-7.06975
GTF2H3	-0.571166666666667
CYP4F11	-0.0562499999999999
LHX2	-3.3345
ATG16L1	0.402333333333333
ASB12	0.713
C1orf116	3.2665
NF2	-0.46955
POM121	-0.4855
PHYHD1	2.7103
TXNDC17	-0.0518333333333333
DKFZp779O175	-0.06525
NUP62	0.0226428571428571
MYO18B	-0.614666666666667
PRAMEF1	-0.05
TCBA1	-0.086625
TMEM168	1.25325
FJX1	0.109333333333333
CLCF1	0.12575
SEPN1	0.05975
IGSF2	0.2585
NUDCD1	-0.0808333333333333
TFF3	3.22016666666667
NDFIP1	1.17985714285714
CHCHD4	-0.19725
TNR	0.348
CUTA	0.609166666666667
USP44	-3.943
DPP10	-0.324166666666667
IWS1	-0.489666666666667
PCGF1	-0.499
SULT1C4	0.636
NTF5	1.59
PTPN13	0.75225
SSTR5	1.373
SFRP1	-2.0455
IDH3B	-1.11675
SUOX	1.31483333333333
TMCO5	0.47475
GOLT1B	-0.82475
MIB1	0.552714285714286
PCDHGB1	-0.243
SUSD1	-0.49775
ICAM5	-3.38566666666667
PAPOLB	0.28725
URM1	-0.7363
TMEM106B	0.8105
LRIG2	-1.21125
SLC27A5	-0.17775
CLIC6	5.2012
ZNF420	1.74083333333333
SCN9A	-1.7638
KIAA1909	0.73025
ELMOD1	-2.12825
PRKAG1	0.069
FAM64A	-1.32044444444444
EEF1G	0.21185
SMAD5	0.59525
INCENP	-1.5985
WASF2	-0.8905
GARS	-1.4747
CDK10	-1.1032
HLX	-1.19083333333333
MDM4	0.154875
ZNRF1	-0.910214285714286
HHATL	-1.81166666666667
FAM21C	0.6003
HIST2H3C	-0.359
PFDN2	0.4185
ZNF200	-0.5885
NDN	-0.9895
HBA2	-2.49383333333333
FBLN5	0.87075
PUM1	0.423357142857143
TNNT1	1.18833333333333
C19orf59	0.062
HNRPH2	1.393
RAB7A	0.147166666666667
PMS2	-0.154125
BIRC3	-3.45183333333333
NRSN2	0.17
OR52K2	0.377333333333333
SPOCK1	0.136142857142857
H2AFY	0.74275
RXRB	-0.35
ZNF638	-0.33
ANKRD45	-0.27125
ACTN4	-0.361666666666667
FXC1	0.39975
EIF2B5	0.0685
VPS33A	-0.32025
PINK1	-0.0635
FAM106A	-0.3645
SKIP	0.6115
GAPDHS	0.2055
MUM1L1	5.0255
PSTPIP1	-0.89125
CNTNAP1	-1.817
CYP26A1	-0.7765
APOL2	-1.4211
TACC2	0.75625
COX7A2L	0.221571428571429
HSD17B1	0.4895
ARRB2	-0.66125
SLC7A6	-0.8585
HSD17B10	-0.3105
RBJ	-0.07625
NUP155	-1.228
MRPL10	-0.286666666666667
CYCS	-1.71916666666667
CCDC46	-0.746
TECTA	0.2975
GNAL	-0.57125
LPO	-0.2385
PEBP4	4.61325
DDX11	-1.91625
C18orf12	0.2475
TAF9B	0.103
IMP4	-0.055
RPA4	-0.268
NDUFS1	-0.87775
UPK1A	-0.425666666666667
ARRDC2	-0.0956666666666667
C18orf20	0.419
AES	0.241142857142857
CD2BP2	0.654166666666667
C16orf54	-0.14
UGT2B17	-2.354875
FGFR1	-0.966045454545454
CEACAM6	1.4778
CHRM5	0.176
CERK	-1.70025
AP3S2	0.0949285714285714
ANKS4B	-1.57975
CLCNKA	0.042
ZNF208	0.332666666666667
HLA-DRB5	3.9025
CARKL	0.27125
GOT1	-0.413
CASP6	1.5745
HOXA1	-1.0645
RCL1	0.5015
ZNF181	1.34866666666667
RAB40B	1.7075
MRPL38	0.043
LRRN2	3.44775
C3orf25	0.387
OR5D14	-0.0305
OR10AG1	-0.052
BET1L	-0.0729
FRY	2.9915
AK3L1	-2.0285
CSF3R	1.38083333333333
POLR3K	-0.0383333333333333
ATG2B	0.539666666666667
EPS8	0.1005
DARS	-0.355875
C10orf56	0.161833333333333
DAD1	-0.325416666666667
RIOK1	-0.388166666666667
HERC2	-0.4395
HSD11B2	1.33466666666667
FAM96B	-1.38
MGC13057	-1.653
BSN	-0.2
CAND1	0.248666666666667
HCST	1.2115
ACTR10	-0.134833333333333
OR8D4	0.099
NASP	-1.6361
COL9A2	-0.432666666666667
LYZL1	0.0935
GPC5	-2.32825
TBL3	-0.356
CENTD2	-0.1373
OR5AP2	-0.01625
TLR1	1.291
LMO6	-0.51875
ZIC2	-2.712125
CPNE5	0.1825
ZMYND15	0.24125
FLJ22374	-1.03675
CCDC106	0.2195
PARP16	-0.425
PDIA3	-0.3475
C14orf126	-0.03275
CECR2	-0.703
SFRS1	-0.400642857142857
FIGLA	-0.1485
DCP1A	0.415833333333333
MGC45800	-1.2804
TEKT1	0.267
C10orf67	0.2845
CLN5	1.645875
NTN2L	0.239
GLE1L	-1.26025
CES2	-0.3198
GNAS	-0.243111111111111
DDX53	-0.345
TSPAN13	3.2385
MRPL52	-1.2622
SPIRE2	-0.4895
TAS2R39	0.414
SCUBE3	1.79625
UCRC	0.6653
CDKL3	0.98375
KIAA1715	-0.4212
ZNF345	1.016
RTF1	0.3445
DHRS7	0.0935
RIPK4	-1.39383333333333
EXOSC2	-1.20616666666667
MS4A2	3.25675
FGF17	-0.07775
WDR59	-0.558375
EVI2A	-2.314
IL17RC	0.260666666666667
HS3ST1	1.404
ITGB1BP2	-1.7305
RBPJ	-0.9785
GIMAP1	1.6365
INE1	-0.6855
ALDH18A1	0.33
TPI1	-1.32425
GATA6	1.653
CABP1	-1.04716666666667
ZNF484	-0.0755
DAPK3	0.3555
GJB1	-1.51408333333333
PIN1	-0.640125
SLC6A15	-3.26383333333333
CNO	0.385
RIN2	2.12475
FRRS1	-0.39
CYorf15B	-3.707875
DMRT3	0.071625
ATAD1	0.032625
OTUD4	0.0806666666666667
ATOH8	-2.127
ZSCAN16	1.585625
ASCC1	-0.59025
OTUD3	0.0455
MGC33212	0.740666666666667
YME1L1	-0.20175
RP11-218C14.6	0.51575
PCBP4	0.25
TNFRSF10A	-0.10975
CDH10	-4.129
KL	1.108375
SCP2	0.896916666666667
C9orf119	0.25
SON	0.3065
MAFK	-0.269
SBNO2	-0.2095
SLC6A6	-1.68191666666667
SC4MOL	-0.355375
FAM35B	0.79225
PPP1R9A	1.978875
PDZRN3	0.206375
CXorf20	0.314
C6orf126	2.14525
AVEN	-0.582
FLJ21075	-1.113
C14orf132	0.64625
PCK2	-1.077875
GUCY2C	-0.5475
BARX2	0.14375
PEX11G	1.5185
DAO	-0.959166666666667
C10orf49	-0.0515
EDNRA	3.91166666666667
PPP2R5A	1.1928
DDX39	-1.194
SERF1A	0.435
ASCIZ	0.0638999999999999
FNDC8	0.066
PTMS	0.117125
PHF7	-0.27075
PIP4K2B	0.351
HHLA2	0.2225
BDH2	0.9206
APOBEC2	-0.54275
PENK	-0.6065
SMAD9	-1.5745
MT3	-0.30775
RGL1	-0.430625
ATG10	-0.950875
DLGAP4	0.136333333333333
APPBP2	-0.159285714285714
BACE2	-0.730714285714286
LOC339344	0.303666666666667
ZNF395	0.604125
HIST1H2BL	-2.014
ZNF467	1.053625
SLC25A21	-0.4045
PALM2	-0.624166666666667
NSUN5C	-0.8415
IL5	-0.0106
CLSTN2	4.45075
ANXA8L2	-1.30775
PTGES	1.59275
GDAP1L1	-2.017
OPRK1	-0.89
WDR20	0.916166666666666
C12orf4	0.667125
NUP88	-1.154625
XRCC6BP1	-0.9645
FCGBP	1.10242857142857
LEMD2	0.32125
NOMO1	-0.4745
C10orf79	1.519625
ZNF79	0.6149
OCRL	0.9451
HSPA8	-0.251208333333333
DIDO1	-0.437
PLA2R1	1.80275
COG3	-0.1551
NGDN	-0.91925
CBFA2T2	0.3595
PNOC	-2.6795
PRRG1	-0.498916666666667
AGGF1	0.122571428571429
DPF2	0.823
YIPF7	0.252
TRPV5	-0.10475
ZNF322B	1.314
MED12	-0.0383333333333333
CARS	-1.4425
ABCC11	3.82533333333333
C9orf25	0.111
MYH1	0.399
FRYL	0.38475
AGTRAP	-0.136
MMP27	0.9625
ZNF432	-0.383375
OR8D1	-0.0355
OR13D1	0.24025
VWA1	1.54175
STON1	-0.51825
IL5RA	-0.14975
PERP	1.0675
C10orf107	-0.810833333333333
TNFSF12	2.096
FN1	0.169166666666667
MTR	0.174666666666667
PHLPPL	-0.3815
ZNF425	1.04775
DHFR	-1.4905
PPP1R12A	0.12
RSPO2	-1.535125
ZNF7	0.292
ZNF583	-0.037
TPMT	-1.59216666666667
GPR132	-0.102875
OR2T12	-0.32
SERTAD2	0.2618
ATP1A1	0.4363
FRMPD3	0.468
ZNF672	0.85525
PLXNB3	0.41725
EML5	0.4175
FAIM3	-0.192
UBQLN2	0.9285
SORCS2	1.53025
PRIM2	-0.5935
ACVR2A	-0.1035
YWHAZ	0.229916666666667
PGM2L1	1.02275
GNAO1	-0.0930714285714286
RPL10	-0.3833
RPS6KA6	-1.4905
PFKL	-0.996166666666667
SH3D19	1.188375
AURKB	-2.601
ZC3H6	1.340125
DISC1	-0.499333333333333
FLJ39660	-1.4095
TMEM25	2.19
OSBPL10	-1.068375
CLTCL1	-2.19916666666667
ALG6	0.3435
CATSPER4	0.089
LRTM1	0.224
RRAD	-0.3815
TIPIN	-1.77575
CARD14	1.732625
RBM9	-0.313833333333333
RASSF4	-1.24325
SLC25A18	0.720833333333333
C6orf58	-0.103666666666667
IGHD	-0.079
PLA2G6	0.07
TPT1	0.197375
SEC63	1.364
CCDC113	0.0578
TDRD10	-0.144
KIAA1666	-2.29475
TOR1AIP1	0.822833333333333
SYTL4	0.455666666666667
SPRR2F	-1.028
CEBPD	1.6805
SNTG2	-0.53125
C20orf77	-0.0921666666666667
TAS2R49	-0.535
C6orf173	-1.31616666666667
SVEP1	0.0144
PXN	-0.518071428571429
VIL2	1.76175
C5orf21	1.66175
DIXDC1	0.178375
GANAB	-0.549833333333333
PDSS1	-0.8705
NGFR	-0.043625
ATP8B4	0.3825
BMP8A	1.053
CCDC132	0.358416666666667
GNRH1	-0.2775
OR10T2	-0.30725
PDGFD	1.59866666666667
OR6W1P	0.0125
HARS	-0.508416666666667
KRT77	-0.3005
AQP8	0.16675
ITGB1	0.3932
ZNF254	0.2697
PAX1	0.0776666666666667
PSMC4	-0.6206
ANKRD22	3.8045
PSMD8	-0.0798333333333333
HTR1E	-0.784833333333333
SOX10	-2.298
OR5B2	0.4195
RABGEF1	-0.352571428571429
MAP1LC3B	-0.59275
CYB5R4	1.1865
AGXT2L1	-2.29425
FLJ41603	2.72283333333333
TRAPPC2	1.075
FNTB	-0.1919
FLJ14107	-0.406166666666667
AURKAIP1	-0.2165
DSE	0.647
NFKBIZ	-1.9995
OSBPL3	-2.822
LOC130576	-2.01225
SLC39A9	0.8885
LOC137886	0.69775
RHCE	-3.236
ATG7	0.2865
FAM82A	0.590833333333333
FBN3	-0.1665
MCFD2	-1.34633333333333
CASP14	-0.1655
EPS15	0.585666666666667
SFRS2B	0.872416666666667
C19orf47	-0.245
PLAC9	0.5955
GPR23	-1.356
BTNL3	-0.178166666666667
RGS8	0.5915
GNS	0.624625
ENO2	-3.00516666666667
CBX1	1.0714
PEX26	0.243
LRP5	-0.918
ADAMTSL4	-2.68183333333333
ARR3	-0.0095
MAP1A	-0.766
CD2	0.91425
NAV2	-1.04975
TMEM69	-0.6435
ATXN7	-0.775
CHN2	-0.47
ZNF781	-0.522666666666667
HAS2	-3.421
KIAA0241	-0.550166666666667
BIC	0.46175
MOBKL2A	-0.0975
CYP2C9	0.2675
CNOT7	0.745571428571429
SFRS10	-0.48075
CST11	0.1505
FLJ37543	0.2475
NKAP	-0.82825
RUNX1T1	2.33475
EAF1	0.3891
IL4I1	1.1785
LRRC61	-0.2435
PSIP1	-1.37466666666667
SPRR4	-0.225
ZFP90	0.0883333333333333
AP2B1	-0.0160769230769231
SLC30A7	0.932666666666667
C7orf28A	0.159333333333333
S100B	-3.03483333333333
BMP2	-3.162375
ESR1	5.27958333333333
ZFPL1	0.04575
ARHGAP12	0.74475
LRRC19	-0.131833333333333
ZNF767	-0.770666666666667
NACA	0.6455
OLIG1	-2.9125
PRF1	0.05325
LST1	1.77783333333333
SPATA9	-0.8845
CNFN	1.542
CDK4	-0.4819
TCF15	-2.00216666666667
PARC	1.034
PPM2C	2.421
LOC283345	-0.2265
FAM107B	-0.3215
DMXL1	0.213625
RBM3	1.089
HTR5A	-1.622
SCFD1	-1.053
EPHB3	2.9915
ROPN1L	-0.89
RAMP3	-0.34125
TSPYL5	1.75754545454545
GAP43	-2.917
PAPD4	0.512625
PDE3A	-1.781
TNFRSF10C	0.9145
JMJD5	0.0513333333333333
RASGEF1A	-0.0367999999999999
C16orf65	0.229666666666667
HIPK3	0.2275
XYLT2	0.49175
XPOT	-1.124
GAL3ST1	-1.954
DHCR7	-1.142
AMIGO3	0.14
FGFR4	-1.873
CRAT	1.828125
PPP1R14D	0.1085
TRIM14	-0.2516
TMPRSS11D	0.065
SLC7A11	-2.37957142857143
OR10H2	0.2765
PPM1E	-1.5914
DOCK4	-0.138375
FAM127A	-0.193125
ENOPH1	0.0785
SLC5A3	-0.5231
ZNF530	-0.3427
NTS	-6.06475
FRMD4A	0.154125
BCL11B	-4.17833333333333
PRM1	-0.28825
UQCC	-0.5555
S100A16	1.60033333333333
PLS3	-1.437
WWOX	-0.8935
CCDC23	0.10775
GTSE1	-2.114
GP2	4.556
FLJ32549	0.91775
CHIT1	0.784
KLF9	-0.46925
RPS24	0.4988
MIA	-1.75125
FIGN	-1.28175
PYROXD1	0.697625
PCSK2	-0.50025
MRPL9	0.4125
RPL24	0.17375
C12orf32	-0.526125
HIST1H2BE	-2.193
RGS18	0.839
LFNG	3.11725
RAB4B	-0.2135
FBXO25	1.04233333333333
TSPAN31	1.38016666666667
ARL8A	1.0305
C10orf83	-0.1266
OR51B6	0.3555
CNKSR2	0.13975
C1orf156	2.2855
IBSP	1.132
GFRA2	-0.00869999999999999
ALKBH7	0.9355
NEK10	-0.32075
VN1R3	0.262
LOC91948	-0.453
CPZ	-1.53175
IHPK3	-0.0176666666666667
COL8A1	0.29275
RBPJL	0.148
OR10A4	0.2575
CASP8AP2	0.093375
MMP12	0.942333333333333
OR8B12	0.485
CDCA5	-1.855
LIX1L	-1.81125
PEX11B	1.922375
GABRA1	0.238
HABP2	0.3205
REEP1	0.817166666666667
FBXO15	2.7585
CD68	-0.073
WFDC9	0.2845
GHDC	0.403333333333333
SMARCA1	1.36925
SPAST	0.0803333333333333
PLXND1	-0.238
MLCK	-0.863
INTS5	0.232333333333333
BSG	-0.909714285714286
PARP8	-1.0515
TEAD4	-1.22633333333333
ZNF498	-0.256
TMEM89	-0.751166666666667
DTX4	0.6705
TNRC6B	0.567375
ARMC2	-0.167625
FGFBP1	-2.63766666666667
TIMM8A	-0.928166666666667
AJAP1	-2.3327
ZNF608	0.39625
SLC25A42	-0.664875
SYP	-0.607833333333333
MMP11	3.18516666666667
USP40	0.5402
C3orf62	0.3095
MYO1E	-1.6067
LRFN4	-1.637
XCL1	-0.6405
GPR155	0.521875
VPS29	0.170125
CARHSP1	-0.84475
ARHGAP20	0.509333333333333
GREM2	-0.324142857142857
CCDC102B	1.7535
ZNF577	0.66
HDDC2	0.4935
SHC2	0.6027
NCOA5	0.383166666666667
INPPL1	-1.2285
CHGB	-2.8066
IHH	0.062
DDEF2	-1.45983333333333
DIAPH3	-1.55028571428571
BUB3	-0.479916666666667
GGH	0.595666666666667
VPS35	-0.0188
CNN2	-0.296833333333333
ASNA1	-0.2845
WDTC1	0.37625
AMAC1	0.0465
HAS3	-0.4515
SLC1A6	-1.46683333333333
ZNF563	0.2485
C1S	2.061
TCF7L1	0.31575
OR10Z1	0.3735
ME2	-1.4457
C6orf151	-0.589125
KPNA4	0.0605
GLO1	0.043375
WDR61	-0.134833333333333
CD302	1.03175
SIRT7	-0.176
C11orf59	0.4305
PKIG	-0.1285
PPIL3	-0.00425
CCDC74B	1.73875
ZNF528	0.252
EFNA5	-0.0835
FCGRT	1.4055
NOL4	1.8061
CCS	-0.26575
LOC374491	-0.796
MFSD7	3.139
ZNF555	0.4625
LIMS3	-0.99025
TSSC4	-0.2085
COL11A2	-1.382
C1orf119	1.10816666666667
BPNT1	-0.62125
CHRNA6	1.03
C1orf173	0.4986
PLD2	0.10675
ORC1L	-3.11775
SASH1	2.01975
CDC14B	-0.714
RLBP1L1	0.26575
LDLRAP1	-0.0936
NAT8B	-0.495333333333333
HHEX	-3.8005
LGALS7	2.42225
PLCH1	0.3815
OR1M1	0.05
PRAMEF16	-0.36625
HECTD1	-0.754
C14orf39	0.391
TLN2	-0.2251
HDAC4	-0.7415
SYCP2L	-3.057
GLRA1	-0.0165
RPS6	0.236125
hCG_1757335	0.5245
KLHL1	-0.7715
CTNNBIP1	0.840333333333333
SCAND2	-0.4448
HMGN2	-0.1939
YAF2	0.322
BRPF1	-0.368
LIAS	-0.293
CTA-246H3.1	-2.4875
SAG	0.7275
C20orf10	0.30775
HNRNPA2B1	-0.710166666666667
GADD45A	-1.32066666666667
MSH4	0.991
TMEM70	0.3785
HIST1H2AM	-1.129375
C19orf26	0.176333333333333
C1orf50	0.02775
GNG3	-0.33325
FTO	-0.25125
CALCB	-1.428
PPP3R1	-0.789875
C15orf42	-2.04225
CCNJ	0.02325
GNAZ	0.720466666666667
PSD	-0.1095
FAM57A	-1.13075
STIM2	0.319666666666667
DHX8	0.60925
MOGAT3	-0.47
UBE3B	1.23733333333333
PLAT	-0.248333333333333
C6orf206	0.606
COPE	-0.9155
EIF3A	0.199625
C1QL2	-0.24025
IQCE	0.267666666666667
KIAA0182	-0.0913333333333334
SLC22A7	-0.3913
PPFIA2	-0.274
ADAMTS15	1.302
ODZ1	-0.589
THBS4	3.009
ARHGAP1	0.746375
B4GALNT3	-0.155333333333333
FCHO1	-1.193
LOC440456	0.168
HOXD10	0.891166666666667
CXCR3	0.305333333333333
CHI3L2	0.51575
SRPX2	3.104
ZNF132	0.240166666666667
UBAC2	0.313
RPL32P3	-0.5125
CBWD6	0.8515
ST6GALNAC4	-1.4745
KIAA0391	-0.135
LOC388969	-0.4835
KRTAP5-8	0.2665
ZNF786	0.49325
LYVE1	0.9525
GPR144	0.09025
APOH	-5.223125
TSC22D2	0.5425
PLCD1	0.33275
FLG2	0.621
M-RIP	-0.0336
NDUFV1	-0.80925
POLDIP2	0.0276666666666667
RAB3GAP2	1.639
RPSAP15	-0.4045
CLEC7A	0.2675
HSPA14	-0.2105
TAAR5	0.1775
FAM132A	-1.0965
C2orf43	-2.907
OR10V1	0.2115
SELPLG	-0.366
C1QTNF6	0.00183333333333333
OPCML	0.2155
DTYMK	-0.6285
ALDH16A1	0.172875
F13B	-1.2235
MGC16169	1.139
KIRREL2	-2.19
C14orf32	-0.506
SLAIN2	1.2176
HSD3B2	0.0905
AMMECR1L	0.2493
LRRC37B	-0.7115
HMG20A	-0.314666666666667
C22orf27	0.1568
FBXL22	0.213
AP1B1	-0.2145
TNKS1BP1	0.11175
CD74	2.098
HSPA12B	1.7185
PLSCR1	-0.444833333333333
SLC35E1	-0.255
FEZ1	-2.3855
APOD	3.0675
C16orf44	-0.73425
C1orf166	-0.2235
KCTD11	0.16
NELF	-1.603
SRP54	-1.01133333333333
MGC35361	0.54175
GPR35	-1.81
NRGN	-1.453875
SIGLEC12	0.10975
SCN1B	-0.5905
