Hybridization REF	TCGA-AO-A0JA-01A-11R-A056-07
PEX16	0.0406666666666667
LRRC10	-0.765
GNG12	-0.18
C1orf152	0.4985
CHRM1	0.397
CD53	0.92725
DBH	-1.3925
TFAP2B	3.672
HIST1H2BJ	-0.983166666666667
FAM46D	-0.3975
TMEM11	-0.584
C3orf32	-2.51175
PCCB	-0.172125
IPO13	0.178375
C6orf105	-2.30925
COMMD5	0.81875
SUV420H1	-0.0127
LTBR	1.0085
ARHGAP15	-0.784875
HDHD2	1.2965
TDRKH	0.834333333333333
LOC401052	1.04
PSG4	-0.721
GNB4	-0.146
SPATA4	0.81025
SLC9A3	-0.283
OSBP	0.019
NBPF3	-0.311416666666667
DOCK11	-1.487
SLC39A5	-1.53783333333333
PRR5	0.848
C10orf63	0.33325
SMTNL2	-1.1195
ADRA1A	0.1975
ASAH1	3.8576
DOM3Z	-0.1555
GIPR	0.718833333333333
AHI1	-0.254916666666667
NADSYN1	0.174666666666667
RGS14	-0.7615
IL18BP	1.076
RTN4RL1	1.87058333333333
ARMC6	0.1725
PSMD5	0.528
HK3	1.6596
OR4S1	0.251
RSU1	1.0321
MAD2L1	-1.69155555555556
EIF4A3	-0.12725
DLEC1	-0.851166666666667
E4F1	0.510333333333333
CHMP2B	-0.443
CAMSAP1	-0.322
RPS21	-1.697
ARID5A	0.5515
UBE2N	0.2067
IGSF8	1.5245
MAGEB6	-1.0425
ACAD11	-2.1883
MGC4172	-1.46775
LMO4	-0.8915
KLKB1	-0.31075
HP	-0.6845
HDAC3	0.3155
SCHIP1	0.058
CLCA1	-0.1145
OLFML2A	1.546875
C1orf112	-0.9515
KIF19	0.556583333333333
HAPLN4	-0.1148
CXCR7	0.564833333333333
GOT2	-0.2865
RAB38	-3.4495
DCX	0.471
PPM1H	0.703666666666667
NFYC	0.303583333333333
KIN	-0.44775
ZNF228	0.94475
PLSCR4	2.329
HIG2	-0.17875
FAM79B	7.001
C21orf86	-0.4783
KCNK10	-0.49075
ZNF738	-1.967375
FSTL5	-0.6285
OR6A2	-0.8815
OTOA	2.49433333333333
EXOC1	0.51325
AHRR	-2.764625
PDAP1	-1.87933333333333
C19orf6	0.35125
ZAN	0.237
LY6G6E	0.8725
EIF4E2	0.06275
C20orf198	-0.097
ZNF324	0.349
CYP3A5	0.629333333333333
ENTPD7	0.997333333333333
MBOAT5	1.11866666666667
GJB5	-0.97575
TTC13	0.20825
S100Z	-1.81216666666667
KIAA0664	-0.182833333333333
PDGFRB	3.01141666666667
IL17D	0.48125
OR56B4	-0.452
RDX	-1.7045
SLC34A3	1.1335
IL28B	-0.2055
JUND	1.3335
CHRNB1	-0.5675
CAMK2B	1.03475
FETUB	-2.03925
CXorf23	1.1715
MRTO4	-1.832875
TTC3	0.696
NDUFB8	-0.711833333333333
EDG2	0.26325
SEMA3G	1.6705
IL23A	0.43275
GRHL1	1.66
LOC441054	-2.146
WDR65	-0.272714285714286
PSTK	-0.55025
STOML3	0.472
R3HDM2	0.3274
C5	-2.65175
SLC2A10	0.703833333333333
C3orf22	0.61675
PAQR3	-1.19853846153846
ANKRD26	-1.10425
HCRTR1	0.0075
LOC399947	-0.43175
PSD2	-0.33725
TIGD2	-0.3625
SCRN1	-1.82275
COQ10A	-1.56925
DDI2	-0.297
METTL7B	-0.328333333333333
UCN2	0.93325
FAM92A3	-1.3465
WDR16	0.53625
ZNF511	-0.616833333333333
ZMYM5	0.234375
POLR3G	-2.61675
ZNF586	0.4425
C1orf49	0.205333333333333
TANK	0.9215
RCAN1	-0.161333333333333
PELI3	0.751166666666667
LIMD2	-0.22725
TMEM189	-0.226
NTN4	-1.375375
LOC151300	0.9765
CLEC2A	-0.9875
GPR135	-0.65725
DPYSL4	-2.3674
JAK2	-0.334166666666667
TSHZ1	0.267666666666667
TM9SF4	0.20675
ZNF264	0.800333333333333
SIRPG	1.923625
BICD1	-0.426
HERC6	2.68433333333333
METTL5	-0.8785
CASP1	1.3615
PRRT1	-0.068
PLA2G4C	2.92733333333333
ICA1L	-1.11957142857143
TPTE2	-0.0288333333333333
OTUD7A	1.06683333333333
AQP11	-1.32275
APOA2	-4.2363
KALRN	-0.2302
SECTM1	0.684833333333333
IFNAR1	0.19525
TALDO1	0.29325
RAB11FIP4	-0.501333333333333
EIF5A	-1.6675
FAM49A	2.36875
NEGR1	1.21116666666667
YTHDC2	-0.385
EHD2	0.02725
NCF1	2.5646
SCRT2	1.68
HOXA5	-0.845166666666667
NUP133	0.69725
FGF12	-1.3179375
SLMO2	-0.320125
SNTA1	-0.324125
CACNG2	0.610625
GCM1	0.16275
ELF1	0.607166666666667
TLR5	3.285
TCFL5	-1.36433333333333
RBMY2FP	-1.459
LOC100125556	0.43475
FAM129B	0.700125
MAP3K7IP1	-0.061625
NCK2	0.938
OXA1L	-0.786
FMO9P	0.0665
ZSCAN12	0.74625
PSMD12	-0.63
HSCB	-1.219
CLDN10	-2.0545
MGC13053	-1.1215
HPCAL4	-1.0855
ASZ1	5.0025
MEX3D	1.15516666666667
NFAT5	-1.6746
CSPG4LYP1	-0.24
FBXO3	0.8221
DVL1	-0.676833333333334
CMKLR1	1.93683333333333
TYMS	-3.426875
PEF1	0.983
ZNF750	2.73766666666667
MCM5	-0.8402
MEGF11	-1.40375
KCNK7	0.1025
PTP4A3	-0.0675
C1QTNF2	0.0373333333333333
OR6S1	-0.172
FAM122B	-1.061
ZNF551	-0.490625
HBQ1	-1.6845
GEMIN6	-0.588
ARSK	0.80375
RBP7	2.57583333333333
CPNE9	0.6185
DSC1	2.935
LOC730112	-0.2345
MAP2K4	0.741625
HS3ST5	-1.2145
EPB41L3	0.207
TEKT2	-0.2625
CDKN2B	1.58125
ZNF480	-1.20625
MAP3K6	0.7754
MAP6	2.53216666666667
HN1	0.2675
OR2L13	0.642166666666667
SLC16A11	0.5265
FAM96A	-0.8005
APOL1	0.311
C5orf32	0.3415
RTP1	-0.424833333333333
RNF175	0.36675
ZBTB41	1.465
AHCTF1	-0.8806
SAE2	-0.1107
ITGA2	-0.709333333333333
MME	-0.869166666666667
CCDC14	-1.89425
MAST4	2.49707142857143
KRT33B	-0.4295
KCTD2	0.385166666666667
WDR26	1.14133333333333
MFI2	0.2555
NR4A3	-0.81425
ARSA	1.14375
UNKL	-0.697166666666667
SULT6B1	0.1765
CCNA2	-1.54066666666667
SOX15	-0.7405
PPAPDC1B	1.24075
C19orf44	0.4365
MCAT	0.145083333333333
ARID1B	1.04825
OR52N1	0.41
C12orf48	-1.16175
MAGI1	-0.4365
NIPA2	0.4355
GBX2	-2.3195
RSHL3	0.201375
RAVER1	0.8285
C15orf17	-0.053
SLC30A2	1.07675
ZNF518	-0.66425
PCYT1B	-1.37275
C10orf114	-1.105
EIF3H	0.0731666666666666
SLC25A39	-1.02216666666667
KIF1B	-0.864375
AMOTL2	-0.194
C6orf120	0.99725
PSRC1	-2.00775
PLA2G10	-0.324875
KIF5C	0.701
MRPL37	-0.915
C17orf62	0.9885
C9orf135	-1.73666666666667
DUSP10	0.8538
CLCNKB	-0.0685
PSMA5	-0.693125
C8orf53	-0.7875
AMPD3	0.8075
PIAS1	-0.35125
ADCYAP1R1	0.056
GYLTL1B	0.2185
CDH20	0.155
FBXO7	-0.3765
TMEM134	1.0865
FLJ14213	1.692
ZNF3	-0.06
LRRFIP1	0.298625
CNOT2	0.352083333333333
ABI3	2.83
ALDH5A1	-0.414833333333333
HNT	3.109
SERPINA4	-2.43425
TK2	0.770833333333333
STMN1	-1.63988888888889
GUCA2A	-0.0103333333333333
GALNT10	1.21885714285714
DPP6	-1.0302
C9orf93	-0.708625
PRELID2	-1.2965
STK39	0.265375
SFTPA1	-0.526
CKS2	-1.78788888888889
RHO	0.230625
C20orf135	-0.03975
XKR3	-3.532
CR1	0.04525
RPS6KA2	0.602785714285714
C20orf112	0.834
MRPL22	0.256
C4orf23	0.958666666666667
GADD45B	1.4785
KLHDC1	0.527666666666667
C2orf48	-3.4195
ZNF287	1.3155
DAAM2	-0.629
DPPA2	-2.7404
TCTN3	-0.0545
DNAJB11	0.3855
FPR1	3.63125
DEFB4	1.037
PTCD2	-0.3648
SMOC2	5.4965
CABP7	0.3965
SERPINB11	0.34775
MAGEF1	0.53475
NDE1	0.0168333333333333
ITGA10	0.632
FSHB	0.9375
ANXA2	1.02325
HORMAD2	-0.1985
HLCS	0.72625
MCF2L	2.305
FH	-0.0795
TBC1D24	1.78625
KIAA1505	0.4485
LGALS2	-0.71575
CNBD1	-1.289
SYNPO2L	-0.6525
PTPN23	-0.0799285714285714
C1orf183	-0.882
MAGEA8	-0.2375
DGCR8	-1.792875
GSR	0.09075
PAQR7	0.61775
ZNF676	-0.7725
CACNA1C	0.6915
SP7	-1.4865
PDCD6	-0.0075
NRN1L	-1.537
BRI3BP	-0.5145
KIAA1183	1.216
ASB4	-0.208
CCL23	0.634111111111111
OBSL1	-0.30125
SLC12A7	1.1585
KIAA0240	1.21675
CD1B	-2.31966666666667
FCGR2A	2.322875
MDC1	-0.7715
HTR1A	0.147833333333333
OCEL1	0.35425
ATP11B	0.5376875
FBXO34	0.3575
PCDH12	3.95466666666667
RPE	-0.15375
C17orf74	1.4245
CSDC2	0.958166666666667
PET112L	0.1825
TMBIM1	1.15
P2RXL1	-0.316666666666667
TCHP	0.092
TRMT1	-1.1245
F2RL2	2.05391666666667
LRRC32	3.561
IMPG2	0.1555
BGLAP	0.35525
LOC493869	-0.678833333333333
MRAS	1.3795
SLC35F5	1.07025
CBWD1	-0.1245
AXL	0.012
ATP2C2	1.2665
TELO2	-0.25525
PNPLA3	-3.26475
PCDHB14	1.45525
CD276	1.57975
KRT80	0.26875
DUSP28	0.3925
CSNK1E	-0.197916666666667
SRP14	1.5005
KCNQ4	0.159
KRT72	0.5915
CCDC117	-0.19575
C6orf89	0.3635
TUBB2B	-2.2505
RTN4IP1	-0.65325
CR1L	-3.63716666666667
CEND1	0.57675
C12orf41	0.183833333333333
RNF31	0.52675
UBN1	-0.15
C17orf32	0.35025
SLC5A7	0.11625
GPR92	1.771
ESAM	2.7095
CTNNA1	1.371
HRBL	0.0596
CBX4	0.498
TMEM182	1.0755
SH3TC2	-0.3765
IL10	1.172
PXMP4	-1.7055
RNF167	0.1662
PAK7	2.25566666666667
ETV3	-0.111
ATPIF1	-0.784
LOC554207	-2.2915
OR8H1	0.397
WDFY3	1.58875
DPM1	-1.28025
GPSM1	-0.0785
WDR92	-0.5997
LRP1	1.2115
ANKH	-0.42525
THUMPD3	-0.7715
POLR1B	-0.785
OLFM4	8.27666666666667
RAD9B	0.1595
TSPY2	-3.8645
PAX6	-2.03083333333333
SCG2	-2.189875
SLC17A6	-0.403
FMO3	3.685875
PADI4	-0.60875
TUBB4	-0.6922
NLK	-0.53975
POU4F3	-1.1185
SDF4	0.032
ITGBL1	3.4045
NETO1	-2.028125
TAP2	0.088875
ABBA-1	0.209333333333333
GNAI1	-0.58925
VPS4B	0.543
NOPE	0.2259
GALNT6	2.7055
SESN1	1.9445
GBE1	-2.21033333333333
CLASP1	0.14025
RASGEF1B	1.344125
ACOT11	-0.247714285714286
AFAP1	1.26375
OR2H2	0.27975
DPY19L2P1	-1.3625
DZIP1	-1.379
SEC22C	-0.849166666666667
GPR161	-0.614333333333333
RNF146	1.249
WDR74	-1.049125
GALP	-0.47
PURA	0.3675
DNPEP	0.970916666666667
RP11-78J21.1	-0.79525
ERBB2	2.084
FANCM	-1.61591666666667
NEO1	1.39116666666667
DDX3Y	-3.9763
RPS3A	-0.0245
MXRA7	1.30035714285714
LGALS3	-0.439833333333333
GLT8D1	-0.4625
CFL2	-2.07816666666667
UPB1	0.5335
NAP1L5	-0.693875
CLDN14	-0.307
DHX38	-0.54275
BTBD1	0.0275
TARS2	0.431333333333333
ABCF1	0.0499
FCF1	0.2725
LRRC49	-0.1855
GUCY1B2	-2.0275
C1orf177	0.212166666666667
SMARCA4	0.278
LRP8	-3.87366666666667
TAGLN3	-1.33125
MRPL14	-0.5115
TTRAP	0.07775
ZDHHC20	0.9985
NFE2L3	-0.973
KIAA1377	-0.306625
PALMD	0.7258
TMEM43	-0.21025
TTL	-1.16
STAT5B	-0.979333333333333
SSB	-1.198875
OR10H5	0.41
SLC22A13	-1.00225
AKAP3	-0.675
TIMM23	0.0535
OAS2	2.893
KIAA0423	0.82075
TRIM11	0.805
GLIS3	1.35475
TMEM50B	0.793833333333333
ARHGEF4	-1.144125
DEGS1	0.861090909090909
TBL1XR1	1.3479
G6PD	-1.32775
SP140	0.4146
MUC17	-0.0419285714285714
NUDC	-0.4938
DNAJC5B	3.29816666666667
SCARA3	-0.999833333333333
CPA3	6.186
BCAT2	0.171625
MFN1	0.1347
NRG3	0.61
SNX11	-0.72775
PLEKHH1	-0.128
GPR177	-1.22316666666667
HCFC2	0.40325
TCAP	-0.61825
MOCOS	-1.2495
C14orf93	0.06125
PRDM10	-0.2165
SLC16A4	0.910833333333333
SRGAP1	-0.0386666666666667
VIP	-0.55
DUSP27	0.867833333333333
LILRA1	1.1816
MC2R	0.279
MGC24103	-1.8525
MBTD1	-2.622
FUT11	-0.419333333333333
USP33	-0.0833
C15orf39	-0.6495
MAP3K12	-0.123625
PAAF1	-0.406166666666667
BARHL1	-0.403
FLJ16165	0.6475
PIWIL2	-3.15625
SYNE1	0.207363636363636
CMTM4	-0.31575
TSPYL1	1.8285
GUF1	0.9945
TMEM157	1.0345
WDR44	0.22
HIST1H3C	0.372
DKFZp666G057	-0.0605
RNPEP	1.1985
GAS2L2	-0.323333333333333
ADH4	-4.577
GRPR	2.554
FBXL17	1.5265
ZBTB10	0.00583333333333335
Gcom1	1.27438888888889
HTRA1	2.2873
ZNF585A	-0.518
SLC26A2	-0.452357142857143
OTOP3	0.342666666666667
WISP1	3.53133333333333
ATP2B4	0.171583333333333
FLJ10769	1.05075
CRAMP1L	-0.45625
CHST12	-1.12775
RAB22A	0.150166666666667
TARDBP	-0.0207142857142857
STAU1	0.25875
CRB3	2.30566666666667
MIG7	-4.2675
CHMP1A	0.197333333333333
ZNF160	-0.20325
B3GALT6	-0.131125
BARX1	-0.688333333333333
C6orf167	-2.0685
NXNL1	0.5725
DHX29	0.7625
HADHB	-0.09375
PLXNB2	1.057
ILDR1	-1.341
SLC15A3	3.5415
GAS2	-3.6
C20orf69	-0.1635
NUMB	-0.02175
TNIP1	0.753
MESP1	-1.2435
PSKH1	-0.45575
NSFL1C	-0.15325
RHOG	0.267
HEY1	-1.04983333333333
KNG1	-1.785875
ITGAX	2.9106
LIN9	-0.8665
CANT1	1.271875
XRN1	-0.343857142857143
CCDC96	1.7792
HEATR6	-0.9275
GNG7	0.412083333333333
RUNX2	1.804875
SOX1	0.729333333333333
FCRL5	0.5036
ZNF99	-0.238625
FAM9A	0.565
SNX22	0.785333333333333
MBNL3	-2.591
ODC1	-2.26
ADORA2B	-3.04216666666667
NR2F6	0.887
ZFYVE16	-0.245611111111111
SYNJ2BP	0.099
POLE	-0.830625
E2F2	-1.532375
THRA	0.3535
PTGES2	-0.728666666666667
HIP1R	0.9905
TMUB1	-0.3385
ENO3	-2.2075
RSPH10B	-0.154
CXorf39	1.537875
IRGC	0.18625
GPR109B	-1.29125
FLJ13305	-2.816
LCE3A	-0.266
TNFRSF18	0.267333333333333
DET1	-0.0325
TRPM3	-0.935
C16orf79	-0.9075
FECH	-0.514333333333333
RAP2A	0.502666666666667
CRIP1	3.6285
AZIN1	0.132125
SLC7A7	3.81425
IL10RA	1.3091
TMEM64	1.37825
CDC42EP4	1.0249
C16orf58	0.1098
ARG2	-2.34025
POU5F1P4	-4.61775
FAM62B	-0.251125
DNAH8	-2.7677
ASH2L	0.61425
TSLP	-2.88733333333333
CNTNAP5	-0.217166666666667
TMEM16C	-0.471
IFNA14	1.2315
SLC1A3	1.181875
CABYR	-0.44325
BCL7B	0.1298
NUDT13	-2.4605
C13orf28	0.71
C1orf53	1.93075
ARL6IP4	0.5828
RPL35A	-1.3275
EMR3	-0.00124999999999997
RAB40C	1.05408333333333
SLC41A1	-0.0445
LRCH1	-0.09875
LY6G5B	-0.9555
FAM124A	-0.221857142857143
MGC10981	-3.96583333333333
CLIP3	0.6491
MAP4K2	0.124
CHIC1	-0.024
SULF1	4.294
C20orf30	0.163285714285714
PRDM5	-0.408625
ELOVL1	0.1745
C11orf48	-0.543875
SLC39A10	0.31975
KCNV1	-0.08475
ACP1	-0.5856
ZMYM2	-0.56775
B3GNT6	0.149166666666667
C9orf69	0.03475
C2orf15	0.589
C20orf166	-0.317
HSP90AA6P	-0.8345
EDG7	-1.53
NEURL	0.55425
LPL	1.70183333333333
CLEC2D	-0.296214285714286
GRRP1	1.183
CD8B	-3.1019
HIST1H3D	-0.688833333333333
SLC6A12	0.976375
FAM27L	0.1265
CD84	1.7907
RASA1	-0.064
PHKG1	-0.466
MAGEA11	-2.267
IMPA1	-1.7097
NPM3	-1.74175
RARRES1	2.02375
SH3BP1	0.7185
B3GNTL1	-0.492
ARPC5L	0.248166666666667
KLHL26	1.04075
SIM2	-2.4595
GJC1	0.721
C20orf194	-0.06025
EXO1	-1.7925
SLC2A2	-2.61
LOC285074	-0.7505
LRG1	3.03825
KIRREL	0.199
PIK3R1	3.41585714285714
C4orf34	1.698
MAF	-0.392111111111111
ADCY4	3.5835
ZMIZ2	0.1846
SLC46A3	2.021
STAMBP	-0.141833333333333
CCDC16	0.275
MS4A12	-0.1945
TCF20	-0.0505
LRRC46	0.915
C20orf152	0.45
MRPS6	-0.292
ABCB11	0.3775
KCNC2	0.0845
CDH19	-2.97466666666667
C9orf123	-0.382166666666667
SSH3	2.26075
LDLRAD1	-2.94325
CCBE1	-1.0655
ZNF135	1.577125
TAAR1	-0.8
WFDC12	0.302
CCDC42	0.222833333333333
FLJ12529	-0.47175
PER1	0.594666666666667
TIMM50	-0.3245
SMARCAD1	-0.0133333333333333
FAM26C	0.601
TP53TG3	-2.04583333333333
SH3RF1	1.8173
LMCD1	2.559
GPR63	-0.4865
FLJ21986	-2.565
AIFM3	-0.24575
MICAL1	0.495833333333333
BLZF1	1.07166666666667
IQCA	1.08216666666667
PCDHGC3	0.3425
SAC	0.302
BCL6B	2.06683333333333
DDO	1.74275
MARCO	2.12025
DCHS1	1.2455
C1orf170	0.655666666666667
CD200R1	0.650166666666667
C22orf15	-0.3505
SEPT11	0.287333333333333
ADNP	-0.28575
UST	0.7256
C13orf34	-0.7615
RFFL	0.260142857142857
APBA3	0.3125
C2orf60	-0.2755
CUTL1	0.2819
PMS1	-1.39325
ZNF689	-0.057
EIF3E	-1.11066666666667
IL9	0.105666666666667
RPL31	-0.922
LY9	-0.249666666666667
ATP2B3	-0.2465
KDELR2	0.70825
TFCP2	0.659
NLRP12	1.072125
FLJ45422	-0.26225
TLE4	-0.4483
ZNF570	-0.012
FLJ43806	-0.697
TLK2	-0.37925
CIR	0.818
MARS2	-0.119
COL24A1	0.89175
SDF2L1	-0.7765
HIBADH	-0.1375
IGFBP3	-1.5245
C12orf23	1.44975
PSPC1	-0.17775
C20orf43	0.06025
TRAV20	0.221
ARHGAP24	1.810125
KIAA1975	-1.940375
C1QA	3.7205
DNTT	-4.45816666666667
C10orf6	-0.655166666666667
C11orf41	0.236125
HNRPF	0.349875
COL11A1	6.7255
UBAP2	-0.853166666666667
CDKN2AIPNL	-1.0955
C20orf174	2.92025
SPRED2	0.99125
PLA2G12A	0.391333333333333
ICEBERG	-2.4655
SCN10A	-0.345
C11orf65	-0.964
GBP5	4.38825
PITPNC1	-0.892833333333333
POU3F3	1.1
NCOA7	-0.49325
LIN7C	0.3471
LOC348840	-2.8685
NKX2-2	-2.49475
ANKRD13D	0.566125
LOC123688	0.2175
FUT2	2.34616666666667
TAAR8	0.5605
FZD4	-0.140583333333333
PNMA3	-0.191833333333333
OR4L1	0.4095
WIT1	-3.231
EXOC3L	1.69875
ATPBD4	-0.825
KRBA1	-0.58675
UBXD6	1.047
HOXB7	0.290571428571429
C7orf23	-0.568
UNQ338	0.07775
STAB2	1.337
CDC20B	0.05825
IRF9	2.87925
CENTG1	0.683083333333333
TNPO2	-0.86875
MCPH1	0.2185
BMS1P5	-2.3995
SLC26A7	0.94825
HIST1H3J	0.70225
C9orf3	-0.239
LBH	1.532125
MYO1D	0.793625
PTDSS2	0.04825
NFU1	0.14625
DEPDC4	-1.08525
WNT7B	0.8867
GLP2R	-0.495666666666667
SETD4	-0.7449
DYNLT3	-0.8195
FKBP11	-1.0955
SESTD1	0.575833333333333
FLII	0.8595
RPS16	-0.5148
CHPF	0.506166666666667
CSNK2A1	0.25
SUMO1P1	0.1705
FKBP6	-1.062
ZNF214	0.111833333333333
TWIST1	0.772166666666667
DDX56	-0.009
TRAM1L1	3.1961
EPO	-2.50133333333333
MRPS18B	-0.37275
ZNF682	-1.347
RPL14	-1.222
MAFF	-0.499
LOC51136	-0.367625
LY96	0.52375
DDX20	-0.9185
ABTB1	0.4045
ARL5A	0.2298
CCT6A	-0.97925
HEPACAM	-0.852333333333333
EHHADH	-0.231
RBAK	-1.05216666666667
CGB1	-0.32475
ITGB5	1.4281
YIPF3	0.589
FKBP2	0.105
NR1D1	0.00610000000000001
TMEM110	0.736
NEK2	-0.7815
PRAMEF8	-3.21675
C20orf52	-0.156166666666667
PCDHGA3	1.576
VWA3B	-0.16175
NDUFA5	-0.123
THAP9	-0.39275
FLVCR2	0.210166666666667
AP1S1	-0.7295
SMAD6	-0.27075
SAV1	-0.046875
SAT1	0.905875
ZNF251	0.440625
ADAMTS7	0.467
RPP38	-0.042
C1orf211	-0.7795
YPEL2	1.19295
RBMS1	-0.18975
ZNF445	-0.669833333333333
NRXN2	0.567666666666667
PGBD4	-1.09575
UGT2B28	-3.08575
WBSCR16	-0.4768
NLRC3	0.26775
ASTL	0.56875
ST6GALNAC1	-0.8585
ZADH2	-0.062625
MLLT4	-0.142333333333333
ARL6	-0.717
MEF2C	0.6335
CBFA2T3	0.206
AFF3	0.7715
COG7	0.045
MYB	0.764833333333333
PLXNA3	0.244
XRCC2	-1.5605
MMS19	-0.685375
ST8SIA5	-0.831625
CHPT1	-2.15216666666667
KIAA1712	0.127125
OR6X1	0.633
ACTR3	0.065
UGCG	0.511333333333333
OR4P4	1.167
ZAP70	-2.75
LPP	1.779375
ZNF485	-1.1715
PTPRCAP	-0.0855
IL12RB1	0.80325
ATRX	0.4448
CHST8	2.9865
C14orf109	0.7295
ARV1	0.74325
NMB	-0.775571428571428
COX5A	-0.8755
EIF6	-0.25
MPPED2	-1.18266666666667
SEMG1	-1.2365
CHRDL1	-0.267
TRAF3IP2	2.46525
WNK2	0.095
LILRA4	3.966
LAMA2	4.74525
PXT1	0.0625
RLBP1	-4.63775
CD300C	0.795
SLTM	0.31975
FLJ10404	-0.01575
APOBEC3D	-3.56033333333333
RENBP	1.04716666666667
ATXN7L1	0.702
NID1	0.97875
TUBGCP3	-0.755625
ITIH5	1.03688888888889
CCDC110	1.6475
C8A	-2.7805
MGC87042	-0.40925
HOXC13	2.52675
TFDP2	-1.005
HCP5	1.216875
POLI	-1.07975
UCN	-1.85833333333333
ZNF764	0.729
C8orf45	-0.3275
FHL3	-0.17375
SPATA5L1	-0.276
MMRN2	3.039
NDST1	1.125
COL20A1	0.347166666666667
ZNF248	-0.571833333333333
PELP1	-0.661166666666667
MBL2	-2.942
RNF41	0.251
C5orf24	0.0755
THOC5	-0.88475
SERINC3	0.00583333333333333
RP11-151A6.2	0.774
CDCP2	0.144
HIST1H2AA	0.172
C11orf75	0.0305
FKBP7	0.39425
DDOST	-0.7215
GPNMB	1.98366666666667
TTF2	-2.81583333333333
KCNT1	-0.180666666666667
SLC39A14	-0.864125
NGRN	1.2871
GPR137B	2.90075
MECP2	0.140625
PSMA1	-0.424
C16orf73	-5.07575
TMEM60	-0.0221666666666667
CSN3	-0.0865
NOS1	0.8865
RAB7L1	0.428166666666667
YBX2	-1.399
KIAA1166	-0.289
FUBP3	1.16783333333333
ABCG1	2.5415
ACACA	-1.21633333333333
ARL11	0.4265
ATOH1	0.568
ODF1	-0.0421666666666667
CREB3L3	-1.753
TMEM127	1.55385714285714
DSCAML1	-0.33325
PLN	2.8155
LYPLA1	-0.717416666666666
PRDM9	-1.28175
SASP	0.58475
PLUNC	-0.0818333333333333
INTU	0.0895
HISPPD1	-0.54625
LNPEP	1.46
YARS2	-0.523833333333333
APCDD1L	-0.5115
ZCCHC4	-0.7526
FBXO22	-0.3115
TTLL13	-0.0225
ZNF669	-0.3965
PTGDR	1.39875
DDX27	0.06425
KIAA0409	-0.303166666666667
GJB6	0.05225
ASB8	1.121
PLP2	-0.770333333333333
MEPE	-0.271
OR10J5	-0.1495
KRT222P	0.383
COQ7	0.123666666666667
C1orf101	0.9575
RERG	2.9658
CHMP5	0.3205
THAP11	-0.056375
ZNF43	-0.414
ZRANB3	-1.43066666666667
KRT13	1.010625
MRPL19	-0.064
RBBP9	0.313875
SPATA17	0.02325
BXDC5	-0.6305
PAFAH1B1	-0.474666666666667
MAGEE1	0.9555
OSTF1	0.829
KIAA0323	0.14625
TXNDC13	0.0565
CNTN4	3.732875
LCE1B	0.7505
UNQ501	0.85675
ZNF154	0.47225
C3orf64	-0.45925
SYT5	0.1275
PON1	0.0746666666666667
FLJ10357	0.280625
ATP4A	-0.4965
GNPDA1	-0.311166666666667
MGAT1	1.42066666666667
C14orf121	-0.06425
SLC35B2	0.7125
MIER3	0.3335
CHEK1	-2.47375
ZNF8	0.2835
TXNDC1	-0.0506666666666667
CKB	-0.8037
RTN3	0.76
FZD2	-0.523833333333333
PART1	0.11925
PSMB6	-0.541
PCDHB8	2.5705
PHC3	0.4026
PPP1R8	-0.554833333333333
NOVA2	1.74616666666667
TNFRSF11B	-5.1945
GOLPH3	1.1005
UBLCP1	-0.0785
SUHW3	-1.25275
TTLL1	0.575
OPN4	0.523
OR13G1	0.7525
ZPBP2	0.0571666666666667
HSD17B11	-1.056375
C9orf50	0.0975
DHDDS	0.102
CTSW	0.7319
NEFM	-1.4195
MRPL28	-0.31325
SYN1	1.00633333333333
PIGV	-0.243
ZIM2	-0.7925
APBB1	0.0433333333333333
SND1	-0.312
C1orf123	-0.130833333333333
CHD3	-0.15675
BHLHB8	0.336
RNASE2	3.5145
BCAP31	0.802375
SLC25A44	0.8305
CHD6	-0.5268
PIB5PA	1.04438461538462
SELS	0.219
LOC541471	0.02075
FAT2	1.371
ZNF81	-0.0355
OR4C16	0.5795
FLJ10081	0.1475
LRRC4	-0.95225
CS	0.744666666666667
N4BP2	-0.539
IGFBP7	2.114
ZNF318	0.45125
NDNL2	0.81175
ZNF609	0.614875
SIRT4	-0.31475
EXOSC10	-0.96425
ECE2	0.0206666666666667
OVGP1	0.561
GTPBP3	-0.527
PACS2	0.5943
C19orf36	0.242666666666667
ARL4C	-0.242
ATG4B	-0.156375
UBQLNL	-0.47625
RHOXF2B	-3.509
PLEKHG2	-0.541
GALR1	-0.5745
AQP4	0.38925
HDAC7A	-0.137666666666667
DCUN1D3	0.48575
OR8A1	0.188
CCRN4L	-0.416875
CBR4	0.3295
KIFC1	-1.2415
SLC7A14	-1.32933333333333
LHX5	0.0245
TRPC7	-0.0995
LPXN	-0.54375
SERPINA1	-1.1705
RPS13	-1.1387
BPIL3	0.194
PRKAA1	-1.647
FADS2	-1.0449
ENAH	0.4635625
PRO1768	0.297
APBA2BP	0.23175
LIPH	2.98
C3orf33	-0.39325
RCC2	-0.418785714285714
ALDH1A2	-3.188
RNF103	2.159
AHCY	-0.9185
ALG12	-0.0155
CCL17	2.45325
ZNF543	1.5955
ESRRG	2.6416
CNGA1	2.90975
RDH5	-0.5755
OTX1	-0.8211
PTGFR	-2.31116666666667
CDR2	-0.18075
SELE	1.57425
